From,To,Distance,Duration,Timestring
CLT,DEN,2148.2050558133974,9666,02:41
CLT,SFO,3686.9760798002367,16591,04:36
CLT,LAS,3076.591945015373,13844,03:50
CLT,PHX,2848.3866511214437,12817,03:33
CLT,MIA,1049.4017343072949,4722,01:18
CLT,IAH,1466.8987306939312,6601,01:50
CLT,SEA,3660.4106850906196,16471,04:34
CLT,MCO,755.20395785554,3398,00:56
CLT,EWR,850.2875701047756,3826,01:03
CLT,MSP,1496.075281763175,6732,01:52
CLT,DTW,805.6972527326207,3625,01:00
CLT,BOS,1170.676743178655,5268,01:27
CLT,PHL,721.474218826168,3246,00:54
CLT,LGA,874.9290547910581,3937,01:05
CLT,FLL,1019.2752697467839,4586,01:16
CLT,BWI,580.7090491379238,2613,00:43
CLT,DCA,532.6374151680554,2396,00:39
CLT,MDW,940.1496223908093,4230,01:10
CLT,IAD,517.3717797509535,2328,00:38
CLT,SLC,2773.597842999254,12481,03:28
CLT,SAN,3335.3807314432784,15009,04:10
CLT,TPA,818.8147156108085,3684,01:01
CLT,PDX,3664.498744737179,16490,04:34
CLT,DAL,1487.7489706391991,6694,01:51
LAS,ATL,2804.831782764035,12621,03:30
LAS,LAX,379.9947961560173,1709,00:28
LAS,ORD,2431.6962069146534,10942,03:02
LAS,DFW,1694.8022639285866,7626,02:07
LAS,JFK,3609.287521695015,16241,04:30
LAS,DEN,1009.3660146990812,4542,01:15
LAS,SFO,664.8924383830887,2992,00:49
LAS,CLT,3076.591945015373,13844,03:50
LAS,PHX,410.8492267203502,1848,00:30
LAS,MIA,3494.1587120160725,15723,04:22
LAS,IAH,1962.7919175802876,8832,02:27
LAS,SEA,1395.1111327578426,6278,01:44
LAS,MCO,3276.0974960363856,14742,04:05
LAS,EWR,3576.0047312564425,16092,04:28
LAS,MSP,2087.7686600472025,9394,02:36
LAS,DTW,2808.0235228592855,12636,03:30
LAS,BOS,3822.676127096147,17202,04:46
LAS,PHL,3494.4189360309083,15724,04:22
LAS,LGA,3599.9835939364443,16199,04:29
LAS,FLL,3492.10536125925,15714,04:21
LAS,BWI,3381.1247680078163,15215,04:13
LAS,DCA,3353.5809573129213,15091,04:11
LAS,MDW,2441.8897980425095,10988,03:03
LAS,IAD,3316.4520946134185,14924,04:08
LAS,SLC,591.9394150398863,2663,00:44
LAS,SAN,416.41470356745464,1873,00:31
LAS,TPA,3187.455838213221,14343,03:59
LAS,PDX,1227.6662717056113,5524,01:32
LAS,DAL,1713.048414963516,7708,02:08
PHX,ATL,2549.08475143079,11470,03:11
PHX,LAX,594.361692529581,2674,00:44
PHX,ORD,2313.429081732513,10410,02:53
PHX,DFW,1393.8675942575173,6272,01:44
PHX,JFK,3458.123849610451,15561,04:19
PHX,DEN,968.5390931815123,4358,01:12
PHX,SFO,1046.0401936553344,4707,01:18
PHX,CLT,2848.3866511214437,12817,03:33
PHX,LAS,410.8492267203502,1848,00:30
PHX,MIA,3168.272833258883,14257,03:57
PHX,IAH,1620.9679939214436,7294,02:01
PHX,SEA,1781.8259442832737,8018,02:13
PHX,MCO,2969.692012596991,13363,03:42
PHX,EWR,3425.37162185069,15414,04:16
PHX,MSP,2051.7106660415748,9232,02:33
PHX,DTW,2683.983354211124,12077,03:21
PHX,BOS,3693.780521781085,16622,04:37
PHX,PHL,3332.828849552172,14997,04:09
PHX,LGA,3450.528030956757,15527,04:18
PHX,FLL,3168.913503870372,14260,03:57
PHX,BWI,3209.7414879116527,14443,04:00
PHX,DCA,3177.7231885651127,14299,03:58
PHX,MDW,2319.654303493779,10438,02:53
PHX,IAD,3141.577392427163,14137,03:55
PHX,SLC,817.7451968147611,3679,01:01
PHX,SAN,488.6162108188093,2198,00:36
PHX,TPA,2872.752635489113,12927,03:35
PHX,PDX,1625.0879102507972,7312,02:01
PHX,DAL,1411.7817754818132,6353,01:45
MIA,ATL,959.0658848085762,4315,01:11
MIA,LAX,3762.6330733142595,16931,04:42
MIA,ORD,1930.0430093127009,8685,02:24
MIA,DFW,1802.171173453867,8109,02:15
MIA,JFK,1757.1239448166118,7907,02:11
MIA,DEN,2748.6957570680775,12369,03:26
MIA,SFO,4153.709053254592,18691,05:11
MIA,CLT,1049.4017343072949,4722,01:18
MIA,LAS,3494.1587120160725,15723,04:22
MIA,PHX,3168.272833258883,14257,03:57
MIA,IAH,1549.4076885061072,6972,01:56
MIA,SEA,4379.468034017042,19707,05:28
MIA,MCO,309.9735576529537,1394,00:23
MIA,EWR,1750.598704158276,7877,02:11
MIA,MSP,2418.078444370189,10881,03:01
MIA,DTW,1847.0830479308245,8311,02:18
MIA,BOS,2028.2843471864417,9127,02:32
MIA,PHL,1634.2426696813113,7354,02:02
MIA,LGA,1768.3797831376778,7957,02:12
MIA,FLL,33.990781826305756,152,00:02
MIA,BWI,1525.9452575907696,6866,01:54
MIA,DCA,1483.6040352212076,6676,01:51
MIA,MDW,1905.3734262678713,8574,02:22
MIA,IAD,1486.1650056273338,6687,01:51
MIA,SLC,3357.455812640271,15108,04:11
MIA,SAN,3642.5561984733886,16391,04:33
MIA,TPA,329.1517433412867,1481,00:24
MIA,PDX,4340.123521558548,19530,05:25
MIA,DAL,1783.9705819393387,8027,02:13
IAH,ATL,1107.5641046665885,4984,01:23
IAH,LAX,2215.0765320376595,9967,02:46
IAH,ORD,1490.653941386294,6707,01:51
IAH,DFW,361.6211134413,1627,00:27
IAH,JFK,2277.8984061543533,10250,02:50
IAH,DEN,1387.4961450553908,6243,01:44
IAH,SFO,2627.190108450034,11822,03:17
IAH,CLT,1466.8987306939312,6601,01:50
IAH,LAS,1962.7919175802876,8832,02:27
IAH,PHX,1620.9679939214436,7294,02:01
IAH,MIA,1549.4076885061072,6972,01:56
IAH,SEA,3013.409303284224,13560,03:46
IAH,MCO,1372.002300888225,6174,01:42
IAH,EWR,2250.5481952126656,10127,02:48
IAH,MSP,1666.9139622967134,7501,02:05
IAH,DTW,1730.8750772134838,7788,02:09
IAH,BOS,2567.6489662539943,11554,03:12
IAH,PHL,2129.486450229047,9582,02:39
IAH,LGA,2277.1343364815507,10247,02:50
IAH,FLL,1551.5369723296699,6981,01:56
IAH,BWI,1985.7922060398007,8936,02:28
IAH,DCA,1941.6336508962577,8737,02:25
IAH,MDW,1478.17957493442,6651,01:50
IAH,IAD,1913.3800847616164,8610,02:23
IAH,SLC,1922.3516106210805,8650,02:24
IAH,SAN,2093.1524164352118,9419,02:36
IAH,TPA,1265.0269266838955,5692,01:34
IAH,PDX,2933.728218156802,13201,03:40
IAH,DAL,349.08477216523727,1570,00:26
SEA,ATL,3504.9818990215454,15772,04:22
SEA,LAX,1536.911816157466,6916,01:55
SEA,ORD,2761.7554390435184,12427,03:27
SEA,DFW,2668.156672024137,12006,03:20
SEA,JFK,3886.6432856903352,17489,04:51
SEA,DEN,1645.0681048993868,7402,02:03
SEA,SFO,1093.061070171146,4918,01:21
SEA,CLT,3660.4106850906196,16471,04:34
SEA,LAS,1395.1111327578426,6278,01:44
SEA,PHX,1781.8259442832737,8018,02:13
SEA,MIA,4379.468034017042,19707,05:28
SEA,IAH,3013.409303284224,13560,03:46
SEA,MCO,4104.692265024552,18471,05:07
SEA,EWR,3854.8195013647673,17346,04:49
SEA,MSP,2244.8115555557856,10101,02:48
SEA,DTW,3093.0118269758636,13918,03:51
SEA,BOS,4005.5143682864073,18024,05:00
SEA,PHL,3817.65916367923,17179,04:46
SEA,LGA,3872.5451870652755,17426,04:50
SEA,FLL,4367.613796755584,19654,05:27
SEA,BWI,3748.14211304852,16866,04:41
SEA,DCA,3738.1479442218956,16821,04:40
SEA,MDW,2782.173703821883,12519,03:28
SEA,IAD,3701.633066456815,16657,04:37
SEA,SLC,1106.7160317040875,4980,01:23
SEA,SAN,1692.2497174748053,7615,02:06
SEA,TPA,4050.9736697158464,18229,05:03
SEA,PDX,208.03452701404663,936,00:15
SEA,DAL,2684.398892962927,12079,03:21
MCO,ATL,650.7372434114833,2928,00:48
MCO,LAX,3562.319596454378,16030,04:27
MCO,ORD,1620.0853695678234,7290,02:01
MCO,DFW,1582.4179173743305,7120,01:58
MCO,JFK,1521.3907189596587,6846,01:54
MCO,DEN,2486.3493737572003,11188,03:06
MCO,SFO,3929.1517625090737,17681,04:54
MCO,CLT,755.20395785554,3398,00:56
MCO,LAS,3276.0974960363856,14742,04:05
MCO,PHX,2969.692012596991,13363,03:42
MCO,MIA,309.9735576529537,1394,00:23
MCO,IAH,1372.002300888225,6174,01:42
MCO,SEA,4104.692265024552,18471,05:07
MCO,EWR,1510.8839107388947,6798,01:53
MCO,MSP,2110.440266202219,9496,02:38
MCO,DTW,1543.6493518852822,6946,01:55
MCO,BOS,1805.9772573554342,8126,02:15
MCO,PHL,1388.5574081814557,6248,01:44
MCO,LGA,1530.9583333155497,6889,01:54
MCO,FLL,285.90179100894426,1286,00:21
MCO,BWI,1268.9994601548567,5710,01:35
MCO,DCA,1224.1285849226626,5508,01:31
MCO,MDW,1595.4107850745256,7179,01:59
MCO,IAD,1222.0244324989692,5499,01:31
MCO,SLC,3103.287666551152,13964,03:52
MCO,SAN,3451.56605657214,15532,04:18
MCO,TPA,130.14893040883473,585,00:09
MCO,PDX,4073.223323699403,18329,05:05
MCO,DAL,1564.2046022748832,7038,01:57
EWR,ATL,1199.3180107435626,5396,01:29
EWR,LAX,3941.0157297639375,17734,04:55
EWR,ORD,1154.4552278334806,5195,01:26
EWR,DFW,2204.7931862722216,9921,02:45
EWR,JFK,33.39537024981225,150,00:02
EWR,DEN,2576.4099930608177,11593,03:13
EWR,SFO,4118.4062664704625,18532,05:08
EWR,CLT,850.2875701047756,3826,01:03
EWR,LAS,3576.0047312564425,16092,04:28
EWR,PHX,3425.37162185069,15414,04:16
EWR,MIA,1750.598704158276,7877,02:11
EWR,IAH,2250.5481952126656,10127,02:48
EWR,SEA,3854.8195013647673,17346,04:49
EWR,MCO,1510.8839107388947,6798,01:53
EWR,MSP,1618.7276790642488,7284,02:01
EWR,DTW,783.4756233004027,3525,00:58
EWR,BOS,322.30662449482594,1450,00:24
EWR,PHL,128.84374213692516,579,00:09
EWR,LGA,26.66717284059805,120,00:02
EWR,FLL,1716.8351970204744,7725,02:08
EWR,BWI,271.78602844413376,1223,00:20
EWR,DCA,319.3408526232778,1437,00:23
EWR,MDW,1141.0769095717876,5134,01:25
EWR,IAD,341.41798146685863,1536,00:25
EWR,SLC,3160.250611489477,14221,03:57
EWR,SAN,3895.062967206003,17527,04:52
EWR,TPA,1607.2664002757108,7232,02:00
EWR,PDX,3906.5385261608544,17579,04:52
EWR,DAL,2192.451471025026,9866,02:44
MSP,ATL,1459.7201432672448,6568,01:49
MSP,LAX,2467.297580171983,11102,03:05
MSP,ORD,536.9960616267083,2416,00:40
MSP,DFW,1372.5798108035008,6176,01:42
MSP,JFK,1651.276266832761,7430,02:03
MSP,DEN,1092.3539738173697,4915,01:21
MSP,SFO,2551.391736295383,11481,03:11
MSP,CLT,1496.075281763175,6732,01:52
MSP,LAS,2087.7686600472025,9394,02:36
MSP,PHX,2051.7106660415748,9232,02:33
MSP,MIA,2418.078444370189,10881,03:01
MSP,IAH,1666.9139622967134,7501,02:05
MSP,SEA,2244.8115555557856,10101,02:48
MSP,MCO,2110.440266202219,9496,02:38
MSP,EWR,1618.7276790642488,7284,02:01
MSP,DTW,848.2461779428537,3817,01:03
MSP,BOS,1804.2337899432255,8119,02:15
MSP,PHL,1574.425505828534,7084,01:58
MSP,LGA,1638.071721106548,7371,02:02
MSP,FLL,2396.0194112655886,10782,02:59
MSP,BWI,1503.629832206661,6766,01:52
MSP,DCA,1494.8481218411202,6726,01:52
MSP,MDW,560.316424409127,2521,00:42
MSP,IAD,1458.7027183225146,6564,01:49
MSP,SLC,1591.5355504749757,7161,01:59
MSP,SAN,2462.7992510586673,11082,03:04
MSP,TPA,2104.7701129128973,9471,02:37
MSP,PDX,2288.6932703335165,10299,02:51
MSP,DAL,1374.2365305869646,6184,01:43
DTW,ATL,958.198915018172,4311,01:11
DTW,LAX,3178.0424887998993,14301,03:58
DTW,ORD,376.3891526086194,1693,00:28
DTW,DFW,1586.4210132833791,7138,01:58
DTW,JFK,816.7240680428807,3675,01:01
DTW,DEN,1802.2992495098838,8110,02:15
DTW,SFO,3337.350001236348,15018,04:10
DTW,CLT,805.6972527326207,3625,01:00
DTW,LAS,2808.0235228592855,12636,03:30
DTW,PHX,2683.983354211124,12077,03:21
DTW,MIA,1847.0830479308245,8311,02:18
DTW,IAH,1730.8750772134838,7788,02:09
DTW,SEA,3093.0118269758636,13918,03:51
DTW,MCO,1543.6493518852822,6946,01:55
DTW,EWR,783.4756233004027,3525,00:58
DTW,MSP,848.2461779428537,3817,01:03
DTW,BOS,1014.9924033629942,4567,01:16
DTW,PHL,728.0532404503181,3276,00:54
DTW,LGA,805.1359215320504,3623,01:00
DTW,FLL,1818.2998681580286,8182,02:16
DTW,BWI,656.7387562962851,2955,00:49
DTW,DCA,651.250827037001,2930,00:48
DTW,MDW,366.548478417348,1649,00:27
DTW,IAD,616.2912565263871,2773,00:46
DTW,SLC,2377.8948199893393,10700,02:58
DTW,SAN,3142.1860653629606,14139,03:55
DTW,TPA,1584.8083341415806,7131,01:58
DTW,PDX,3134.9498383218183,14107,03:55
DTW,DAL,1578.0095635191271,7101,01:58
BOS,ATL,1521.5558674247488,6847,01:54
BOS,LAX,4193.034874475856,18868,05:14
BOS,ORD,1391.0802467244537,6259,01:44
BOS,DFW,2509.2723714619283,11291,03:08
BOS,JFK,300.17838427613475,1350,00:22
BOS,DEN,2815.7352194623604,12670,03:31
BOS,SFO,4341.247628592987,19535,05:25
BOS,CLT,1170.676743178655,5268,01:27
BOS,LAS,3822.676127096147,17202,04:46
BOS,PHX,3693.780521781085,16622,04:37
BOS,MIA,2028.2843471864417,9127,02:32
BOS,IAH,2567.6489662539943,11554,03:12
BOS,SEA,4005.5143682864073,18024,05:00
BOS,MCO,1805.9772573554342,8126,02:15
BOS,EWR,322.30662449482594,1450,00:24
BOS,MSP,1804.2337899432255,8119,02:15
BOS,DTW,1014.9924033629942,4567,01:16
BOS,PHL,450.14259794653964,2025,00:33
BOS,LGA,296.6924359836991,1335,00:22
BOS,FLL,1994.305667378219,8974,02:29
BOS,BWI,594.0549402705112,2673,00:44
BOS,DCA,641.4739534042822,2886,00:48
BOS,MDW,1381.5116197019695,6216,01:43
BOS,IAD,663.5505428876075,2985,00:49
BOS,SLC,3379.558691762396,15208,04:13
BOS,SAN,4155.900843962211,18701,05:11
BOS,TPA,1908.4601730183472,8588,02:23
BOS,PDX,4072.3254294212793,18325,05:05
BOS,DAL,2497.5574997568897,11239,03:07
PHL,ATL,1071.5944329490721,4822,01:20
PHL,LAX,3856.320231566688,17353,04:49
PHL,ORD,1088.3251728702246,4897,01:21
PHL,DFW,2092.879548087719,9417,02:36
PHL,JFK,150.6198209888097,677,00:11
PHL,DEN,2500.394050703631,11251,03:07
PHL,SFO,4047.7541377765338,18214,05:03
PHL,CLT,721.474218826168,3246,00:54
PHL,LAS,3494.4189360309083,15724,04:22
PHL,PHX,3332.828849552172,14997,04:09
PHL,MIA,1634.2426696813113,7354,02:02
PHL,IAH,2129.486450229047,9582,02:39
PHL,SEA,3817.65916367923,17179,04:46
PHL,MCO,1388.5574081814557,6248,01:44
PHL,EWR,128.84374213692516,579,00:09
PHL,MSP,1574.425505828534,7084,01:58
PHL,DTW,728.0532404503181,3276,00:54
PHL,BOS,450.14259794653964,2025,00:33
PHL,LGA,153.59485915046298,691,00:11
PHL,FLL,1600.629673977194,7202,02:00
PHL,BWI,144.8524271397875,651,00:10
PHL,DCA,191.6053070864896,862,00:14
PHL,MDW,1072.9361771085175,4828,01:20
PHL,IAD,216.4124251994018,973,00:16
PHL,SLC,3092.818832045445,13917,03:51
PHL,SAN,3805.952740141022,17126,04:45
PHL,TPA,1482.7392133552848,6672,01:51
PHL,PDX,3862.5590274305855,17381,04:49
PHL,DAL,2080.137507683996,9360,02:36
LGA,ATL,1224.8692440629372,5511,01:31
LGA,LAX,3965.3293615821567,17843,04:57
LGA,ORD,1177.0567323049588,5296,01:28
LGA,DFW,2231.362682820555,10041,02:47
LGA,JFK,17.19856617113602,77,00:01
LGA,DEN,2599.8132118937087,11699,03:14
LGA,SFO,4141.008159746626,18634,05:10
LGA,CLT,874.9290547910581,3937,01:05
LGA,LAS,3599.9835939364443,16199,04:29
LGA,PHX,3450.528030956757,15527,04:18
LGA,MIA,1768.3797831376778,7957,02:12
LGA,IAH,2277.1343364815507,10247,02:50
LGA,SEA,3872.5451870652755,17426,04:50
LGA,MCO,1530.9583333155497,6889,01:54
LGA,EWR,26.66717284059805,120,00:02
LGA,MSP,1638.071721106548,7371,02:02
LGA,DTW,805.1359215320504,3623,01:00
LGA,BOS,296.6924359836991,1335,00:22
LGA,PHL,153.59485915046298,691,00:11
LGA,FLL,1734.5731694887581,7805,02:10
LGA,BWI,297.41762531869546,1338,00:22
LGA,DCA,344.7817091608286,1551,00:25
LGA,MDW,1163.9328506186366,5237,01:27
LGA,IAD,367.4643622859583,1653,00:27
LGA,SLC,3182.503496831678,14321,03:58
LGA,SAN,3919.854897409816,17639,04:53
LGA,TPA,1628.2917430265798,7327,02:02
LGA,PDX,3925.335191587639,17664,04:54
LGA,DAL,2219.034601123804,9985,02:46
FLL,ATL,936.4426543712405,4213,01:10
FLL,LAX,3763.228373656468,16934,04:42
FLL,ORD,1905.3959954367676,8574,02:22
FLL,DFW,1798.9264400651753,8095,02:14
FLL,JFK,1723.2916611281576,7754,02:09
FLL,DEN,2739.036826638347,12325,03:25
FLL,SFO,4150.830925639249,18678,05:11
FLL,CLT,1019.2752697467839,4586,01:16
FLL,LAS,3492.10536125925,15714,04:21
FLL,PHX,3168.913503870372,14260,03:57
FLL,MIA,33.990781826305756,152,00:02
FLL,IAH,1551.5369723296699,6981,01:56
FLL,SEA,4367.613796755584,19654,05:27
FLL,MCO,285.90179100894426,1286,00:21
FLL,EWR,1716.8351970204744,7725,02:08
FLL,MSP,2396.0194112655886,10782,02:59
