Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring
T08,F24,C10,IAH,CLT,46458,53055,6597,4797,1466,120,96,12:54 -> 14:44
T08,F25,C10,CLT,MDW,55594,59824,4230,2430,940,120,96,15:26 -> 16:37
T09,F26,C11,LGA,DFW,19980,30019,10039,8239,2231,160,128,05:33 -> 08:20
T09,F27,C07,DFW,IAD,34280,42749,8469,6669,1882,160,128,09:31 -> 11:52
T09,F28,C12,IAD,MIA,64948,71635,6687,4887,1486,160,128,18:02 -> 19:53
T10,F29,C13,DEN,IAD,20160,30649,10489,8689,2331,200,160,05:36 -> 08:30
T10,F30,C07,IAD,MIA,55575,62262,6687,4887,1486,200,160,15:26 -> 17:17
T10,F31,C05,MIA,IAD,79189,85876,6687,4887,1486,200,160,21:59 -> 23:51
T11,F32,C14,FLL,MDW,20460,28920,8460,6660,1880,160,128,05:41 -> 08:02
T11,F33,C14,MDW,ATL,35966,40245,4279,2479,951,160,128,09:59 -> 11:10
T11,F34,C14,ATL,JFK,67319,72818,5499,3699,1222,160,128,18:41 -> 20:13
T12,F35,C15,TPA,JFK,20940,28225,7285,5485,1619,200,160,05:49 -> 07:50
T12,F36,C15,JFK,ATL,55623,61122,5499,3699,1222,200,160,15:27 -> 16:58
T12,F37,C15,ATL,JFK,68396,73895,5499,3699,1222,200,160,18:59 -> 20:31
T13,F38,C16,PHL,DFW,20580,29994,9414,7614,2092,200,160,05:43 -> 08:19
T13,F39,C11,DFW,PHL,37460,46874,9414,7614,2092,200,160,10:24 -> 13:01
T13,F40,C17,PHL,FLL,63939,71139,7200,5400,1600,200,160,17:45 -> 19:45
T13,F41,C17,FLL,PHL,72941,80141,7200,5400,1600,200,160,20:15 -> 22:15
T14,F42,C18,SFO,MSP,20820,32299,11479,9679,2551,160,128,05:47 -> 08:58
T14,F43,C18,MSP,DFW,36953,43127,6174,4374,1372,160,128,10:15 -> 11:58
T14,F44,C16,DFW,ATL,68132,73415,5283,3483,1174,160,128,18:55 -> 20:23
T15,F45,C19,DFW,SLC,20700,27850,7150,5350,1589,120,96,05:45 -> 07:44
T15,F46,C19,SLC,DFW,32432,39582,7150,5350,1589,120,96,09:00 -> 10:59
T15,F47,C18,DFW,DCA,56873,65486,8613,6813,1914,120,96,15:47 -> 18:11
T16,F48,C20,DAL,DEN,19860,24571,4711,2911,1047,200,160,05:31 -> 06:49
T16,F49,C20,DEN,SEA,47150,54552,7402,5602,1645,200,160,13:05 -> 15:09
T16,F50,C20,SEA,ORD,71244,83668,12424,10624,2761,200,160,19:47 -> 23:14
T17,F51,C21,MIA,CLT,20400,25120,4720,2920,1049,160,128,05:40 -> 06:58
T17,F52,C21,CLT,BOS,38488,43753,5265,3465,1170,160,128,10:41 -> 12:09
T17,F53,C21,BOS,CLT,79134,84399,5265,3465,1170,160,128,21:58 -> 23:26
T18,F54,C22,MDW,PHL,20220,25044,4824,3024,1072,160,128,05:37 -> 06:57
T18,F55,C11,PHL,CLT,56154,59398,3244,1444,721,160,128,15:35 -> 16:29
T18,F56,C23,CLT,IAH,64913,71510,6597,4797,1466,160,128,18:01 -> 19:51
T19,F57,C24,DCA,ORD,20700,25119,4419,2619,982,120,96,05:45 -> 06:58
T19,F58,C24,ORD,ATL,52047,56439,4392,2592,976,120,96,14:27 -> 15:40
T19,F59,C24,ATL,ORD,60490,64882,4392,2592,976,120,96,16:48 -> 18:01
T19,F60,C24,ORD,ATL,68773,73165,4392,2592,976,120,96,19:06 -> 20:19
T20,F61,C25,CLT,JFK,20280,24195,3915,2115,870,160,128,05:38 -> 06:43
T20,F62,C25,JFK,CLT,32559,36474,3915,2115,870,160,128,09:02 -> 10:07
T20,F63,C25,CLT,MDW,56256,60486,4230,2430,940,160,128,15:37 -> 16:48
T20,F64,C10,MDW,JFK,65864,71147,5283,3483,1174,160,128,18:17 -> 19:45
T21,F65,C26,PDX,DFW,20760,32446,11686,9886,2597,160,128,05:46 -> 09:00
T21,F66,C19,DFW,JFK,45274,55327,10053,8253,2234,160,128,12:34 -> 15:22
T22,F67,C27,TPA,ATL,20280,23223,2943,1143,654,120,96,05:38 -> 06:27
T22,F68,C27,ATL,TPA,37984,40927,2943,1143,654,120,96,10:33 -> 11:22
T22,F69,C27,TPA,CLT,58815,62496,3681,1881,818,120,96,16:20 -> 17:21
T22,F70,C11,CLT,MIA,68758,73478,4720,2920,1049,120,96,19:05 -> 20:24
T22,F71,C07,MIA,DTW,78378,86689,8311,6511,1847,120,96,21:46 -> 00:04 (+1)
T23,F72,C28,PHL,ORD,20220,25116,4896,3096,1088,200,160,05:37 -> 06:58
T23,F73,C28,ORD,PHL,49384,54280,4896,3096,1088,200,160,13:43 -> 15:04
T23,F74,C22,PHL,MSP,58324,65407,7083,5283,1574,200,160,16:12 -> 18:10
T23,F75,C22,MSP,LAX,69336,80437,11101,9301,2467,200,160,19:15 -> 22:20
T24,F76,C29,JFK,DFW,20700,30753,10053,8253,2234,160,128,05:45 -> 08:32
T24,F77,C26,DFW,LAX,35344,44267,8923,7123,1983,160,128,09:49 -> 12:17
T24,F78,C30,LAX,DFW,72679,81602,8923,7123,1983,160,128,20:11 -> 22:40
T25,F79,C31,IAH,FLL,20160,27139,6979,5179,1551,200,160,05:36 -> 07:32
T25,F80,C31,FLL,IAH,45707,52686,6979,5179,1551,200,160,12:41 -> 14:38
T25,F81,C23,IAH,DCA,76111,84845,8734,6934,1941,200,160,21:08 -> 23:34
T26,F82,C32,TPA,PHX,19980,32904,12924,11124,2872,200,160,05:33 -> 09:08
T26,F83,C32,PHX,IAH,41172,48462,7290,5490,1620,200,160,11:26 -> 13:27
T26,F84,C31,IAH,ORD,65839,72544,6705,4905,1490,200,160,18:17 -> 20:09
T27,F85,C33,IAD,MDW,21000,25171,4171,2371,927,120,96,05:50 -> 06:59
T27,F86,C33,MDW,EWR,41338,46472,5134,3334,1141,120,96,11:28 -> 12:54
T27,F87,C33,EWR,DEN,79834,91426,11592,9792,2576,120,96,22:10 -> 01:23 (+1)
T28,F88,C34,MCO,IAH,20580,26754,6174,4374,1372,160,128,05:43 -> 07:25
T28,F89,C32,IAH,ORD,61462,68167,6705,4905,1490,160,128,17:04 -> 18:56
T28,F90,C35,ORD,CLT,70307,74645,4338,2538,964,160,128,19:31 -> 20:44
T29,F91,C36,MSP,ATL,20460,27025,6565,4765,1459,120,96,05:41 -> 07:30
T29,F92,C36,ATL,MSP,29780,36345,6565,4765,1459,120,96,08:16 -> 10:05
T29,F93,C36,MSP,BOS,68186,76304,8118,6318,1804,120,96,18:56 -> 21:11
