Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring
T21,F62,C24,PHX,DFW,20340,26608,6268,4468,1393,160,128,05:39 -> 07:23
T21,F63,C24,DFW,PHX,30677,36945,6268,4468,1393,160,128,08:31 -> 10:15
T21,F64,C24,PHX,DFW,46443,52711,6268,4468,1393,160,128,12:54 -> 14:38
T21,F65,C25,DFW,LAS,55033,62656,7623,5823,1694,160,128,15:17 -> 17:24
T22,F66,C26,LAX,DEN,20580,26812,6232,4432,1385,200,160,05:43 -> 07:26
T22,F67,C19,DEN,SEA,46923,54325,7402,5602,1645,200,160,13:02 -> 15:05
T22,F68,C22,SEA,DEN,56133,63535,7402,5602,1645,200,160,15:35 -> 17:38
T22,F69,C06,DEN,MIA,67579,79945,12366,10566,2748,200,160,18:46 -> 22:12
T23,F70,C27,IAH,PHX,20040,27330,7290,5490,1620,200,160,05:34 -> 07:35
T23,F71,C27,PHX,SFO,30333,35040,4707,2907,1046,200,160,08:25 -> 09:44
T23,F72,C27,SFO,PHX,63452,68159,4707,2907,1046,200,160,17:37 -> 18:55
T23,F73,C05,PHX,DFW,74497,80765,6268,4468,1393,200,160,20:41 -> 22:26
T23,F74,C02,DFW,ORD,84622,90427,5805,4005,1290,200,160,23:30 -> 01:07 (+1)
T24,F75,C28,CLT,DEN,20460,30126,9666,7866,2148,120,96,05:41 -> 08:22
T24,F76,C26,DEN,ORD,33452,39869,6417,4617,1426,120,96,09:17 -> 11:04
T24,F77,C26,ORD,ATL,69692,74084,4392,2592,976,120,96,19:21 -> 20:34
T25,F78,C29,SFO,DEN,20580,27564,6984,5184,1552,160,128,05:43 -> 07:39
T25,F79,C28,DEN,DFW,62272,66916,4644,2844,1032,160,128,17:17 -> 18:35
T25,F80,C11,DFW,DEN,81340,85984,4644,2844,1032,160,128,22:35 -> 23:53
T26,F81,C30,MIA,DEN,20400,32766,12366,10566,2748,200,160,05:40 -> 09:06
T26,F82,C29,DEN,DFW,38074,42718,4644,2844,1032,200,160,10:34 -> 11:51
T26,F83,C29,DFW,DEN,46099,50743,4644,2844,1032,200,160,12:48 -> 14:05
T26,F84,C13,DEN,JFK,66914,78654,11740,9940,2609,200,160,18:35 -> 21:50
T27,F85,C31,CLT,DFW,20520,27283,6763,4963,1503,200,160,05:42 -> 07:34
T27,F86,C31,DFW,LAS,35059,42682,7623,5823,1694,200,160,09:44 -> 11:51
T27,F87,C01,LAS,DFW,70304,77927,7623,5823,1694,200,160,19:31 -> 21:38
T28,F88,C32,SEA,DEN,21000,28402,7402,5602,1645,120,96,05:50 -> 07:53
T28,F89,C30,DEN,DFW,44709,49353,4644,2844,1032,120,96,12:25 -> 13:42
T28,F90,C01,DFW,LAX,81610,90533,8923,7123,1983,120,96,22:40 -> 01:08 (+1)
T29,F91,C33,LAS,IAH,20520,29349,8829,7029,1962,200,160,05:42 -> 08:09
T29,F92,C33,IAH,ORD,40677,47382,6705,4905,1490,200,160,11:17 -> 13:09
T29,F93,C34,ORD,SFO,65185,78518,13333,11533,2963,200,160,18:06 -> 21:48
T30,F94,C35,MIA,ORD,19920,28605,8685,6885,1930,120,96,05:32 -> 07:56
T30,F95,C33,ORD,MIA,53285,61970,8685,6885,1930,120,96,14:48 -> 17:12
T30,F96,C36,MIA,ORD,75062,83747,8685,6885,1930,120,96,20:51 -> 23:15
T31,F97,C37,DFW,SEA,20100,32106,12006,10206,2668,120,96,05:35 -> 08:55
T31,F98,C37,SEA,ORD,47205,59629,12424,10624,2761,120,96,13:06 -> 16:33
T31,F99,C35,ORD,JFK,68138,73479,5341,3541,1187,120,96,18:55 -> 20:24
T32,F100,C38,SFO,ORD,20640,33973,13333,11533,2963,160,128,05:44 -> 09:26
T32,F101,C38,ORD,MIA,58537,67222,8685,6885,1930,160,128,16:15 -> 18:40
T32,F102,C06,MIA,ORD,83650,92335,8685,6885,1930,160,128,23:14 -> 01:38 (+1)
T33,F103,C39,SEA,PHX,20400,28414,8014,6214,1781,120,96,05:40 -> 07:53
T33,F104,C39,PHX,SEA,41333,49347,8014,6214,1781,120,96,11:28 -> 13:42
T33,F105,C15,SEA,PHX,69085,77099,8014,6214,1781,120,96,19:11 -> 21:24
T34,F106,C40,CLT,ORD,20640,24978,4338,2538,964,160,128,05:44 -> 06:56
T34,F107,C40,ORD,DEN,60256,66673,6417,4617,1426,160,128,16:44 -> 18:31
T34,F108,C22,DEN,SFO,72853,79837,6984,5184,1552,160,128,20:14 -> 22:10
T35,F109,C41,SFO,LAS,19860,22848,2988,1188,664,200,160,05:31 -> 06:20
T35,F110,C41,LAS,SEA,28691,34968,6277,4477,1395,200,160,07:58 -> 09:42
T35,F111,C19,SEA,LAS,59360,65637,6277,4477,1395,200,160,16:29 -> 18:13
T35,F112,C25,LAS,SEA,77246,83523,6277,4477,1395,200,160,21:27 -> 23:12
T36,F113,C42,SEA,LAX,20700,27612,6912,5112,1536,120,96,05:45 -> 07:40
T36,F114,C42,LAX,ORD,36712,49321,12609,10809,2802,120,96,10:11 -> 13:42
T36,F115,C37,ORD,LAX,71334,83943,12609,10809,2802,120,96,19:48 -> 23:19
T37,F116,C43,SFO,SEA,19860,24778,4918,3118,1093,160,128,05:31 -> 06:52
T37,F117,C39,SEA,SFO,52127,57045,4918,3118,1093,160,128,14:28 -> 15:50
T37,F118,C44,SFO,SEA,70615,75533,4918,3118,1093,160,128,19:36 -> 20:58
T37,F119,C21,SEA,ORD,79322,91746,12424,10624,2761,160,128,22:02 -> 01:29 (+1)
T38,F120,C45,SEA,ORD,20580,33004,12424,10624,2761,200,160,05:43 -> 09:10
T38,F121,C45,ORD,ATL,43823,48215,4392,2592,976,200,160,12:10 -> 13:23
T38,F122,C10,ATL,ORD,78081,82473,4392,2592,976,200,160,21:41 -> 22:54
T39,F123,C46,IAH,CLT,19920,26517,6597,4797,1466,120,96,05:32 -> 07:21
T39,F124,C46,CLT,ORD,31862,36200,4338,2538,964,120,96,08:51 -> 10:03
T39,F125,C46,ORD,ATL,39369,43761,4392,2592,976,120,96,10:56 -> 12:09
T39,F126,C45,ATL,ORD,63698,68090,4392,2592,976,120,96,17:41 -> 18:54
T39,F127,C42,ORD,MIA,71084,79769,8685,6885,1930,120,96,19:44 -> 22:09
T40,F128,C47,IAH,PHX,20820,28110,7290,5490,1620,200,160,05:47 -> 07:48
T40,F129,C47,PHX,ATL,61249,72719,11470,9670,2549,200,160,17:00 -> 20:11
T41,F130,C48,SFO,DFW,20100,30679,10579,8779,2351,200,160,05:35 -> 08:31
T41,F131,C48,DFW,SFO,33970,44549,10579,8779,2351,200,160,09:26 -> 12:22
T41,F132,C39,SFO,DFW,72977,83556,10579,8779,2351,200,160,20:16 -> 23:12
T42,F133,C49,LAS,ATL,21000,33618,12618,10818,2804,120,96,05:50 -> 09:20
T42,F134,C46,ATL,LAS,61230,73848,12618,10818,2804,120,96,17:00 -> 20:30
T43,F135,C50,SEA,PHX,20880,28894,8014,6214,1781,120,96,05:48 -> 08:01
T43,F136,C50,PHX,ORD,31937,42345,10408,8608,2313,120,96,08:52 -> 11:45
T43,F137,C51,ORD,ATL,50797,55189,4392,2592,976,120,96,14:06 -> 15:19
T43,F138,C49,ATL,ORD,66286,70678,4392,2592,976,120,96,18:24 -> 19:37
T43,F139,C45,ORD,ATL,82978,87370,4392,2592,976,120,96,23:02 -> 00:16 (+1)
T44,F140,C52,DEN,MIA,20520,32886,12366,10566,2748,120,96,05:42 -> 09:08
T44,F141,C52,MIA,DEN,60839,73205,12366,10566,2748,120,96,16:53 -> 20:20
T45,F142,C53,ORD,LAX,20040,32649,12609,10809,2802,120,96,05:34 -> 09:04
T45,F143,C12,LAX,SEA,58570,65482,6912,5112,1536,120,96,16:16 -> 18:11
T45,F144,C41,SEA,LAX,73445,80357,6912,5112,1536,120,96,20:24 -> 22:19
T46,F145,C54,ATL,IAH,20400,25381,4981,3181,1107,200,160,05:40 -> 07:03
T46,F146,C20,IAH,ATL,49356,54337,4981,3181,1107,200,160,13:42 -> 15:05
T46,F147,C47,ATL,ORD,75149,79541,4392,2592,976,200,160,20:52 -> 22:05
T47,F148,C55,LAX,IAH,20040,30007,9967,8167,2215,200,160,05:34 -> 08:20
T47,F149,C23,IAH,LAX,56901,66868,9967,8167,2215,200,160,15:48 -> 18:34
T47,F150,C16,LAX,IAH,80907,90874,9967,8167,2215,200,160,22:28 -> 01:14 (+1)
T48,F151,C56,ATL,JFK,20460,25959,5499,3699,1222,120,96,05:41 -> 07:12
T48,F152,C56,JFK,ATL,51376,56875,5499,3699,1222,120,96,14:16 -> 15:47
T48,F153,C20,ATL,ORD,85718,90110,4392,2592,976,120,96,23:48 -> 01:01 (+1)
T49,F154,C57,ORD,SFO,20760,34093,13333,11533,2963,120,96,05:46 -> 09:28
T49,F155,C57,SFO,DFW,37151,47730,10579,8779,2351,120,96,10:19 -> 13:15
T49,F156,C24,DFW,MIA,81023,89132,8109,6309,1802,120,96,22:30 -> 00:45 (+1)
T50,F157,C58,LAS,ORD,19800,30739,10939,9139,2431,160,128,05:30 -> 08:32
T50,F158,C58,ORD,ATL,36366,40758,4392,2592,976,160,128,10:06 -> 11:19
T50,F159,C51,ATL,JFK,75596,81095,5499,3699,1222,160,128,20:59 -> 22:31
T51,F160,C59,SFO,ORD,19800,33133,13333,11533,2963,200,160,05:30 -> 09:12
T51,F161,C50,ORD,DEN,68328,74745,6417,4617,1426,200,160,18:58 -> 20:45
T52,F162,C60,ORD,SEA,19980,32404,12424,10624,2761,120,96,05:33 -> 09:00
T52,F163,C43,SEA,LAS,48929,55206,6277,4477,1395,120,96,13:35 -> 15:20
T52,F164,C19,LAS,DEN,75642,80182,4540,2740,1009,120,96,21:00 -> 22:16
T52,F165,C00,DEN,SEA,86033,93435,7402,5602,1645,120,96,23:53 -> 01:57 (+1)
T53,F166,C61,ATL,ORD,19980,24372,4392,2592,976,120,96,05:33 -> 06:46
T53,F167,C59,ORD,ATL,42612,47004,4392,2592,976,120,96,11:50 -> 13:03
T53,F168,C56,ATL,ORD,62655,67047,4392,2592,976,120,96,17:24 -> 18:37
T53,F169,C61,ORD,SFO,71815,85148,13333,11533,2963,120,96,19:56 -> 23:39
T54,F170,C62,LAS,ATL,20940,33558,12618,10818,2804,160,128,05:49 -> 09:19
T54,F171,C58,ATL,DFW,67206,72489,5283,3483,1174,160,128,18:40 -> 20:08
T54,F172,C04,DFW,ATL,87433,92716,5283,3483,1174,160,128,00:17 (+1) -> 01:45 (+1)
T55,F173,C63,DFW,SFO,20400,30979,10579,8779,2351,160,128,05:40 -> 08:36
T55,F174,C48,SFO,DEN,48913,55897,6984,5184,1552,160,128,13:35 -> 15:31
T55,F175,C07,DEN,SFO,82506,89490,6984,5184,1552,160,128,22:55 -> 00:51 (+1)
T56,F176,C64,IAH,MIA,19980,26950,6970,5170,1549,120,96,05:33 -> 07:29
T56,F177,C64,MIA,CLT,49981,54701,4720,2920,1049,120,96,13:53 -> 15:11
T56,F178,C64,CLT,MIA,73875,78595,4720,2920,1049,120,96,20:31 -> 21:49
T57,F179,C65,CLT,DFW,20100,26863,6763,4963,1503,160,128,05:35 -> 07:27
T57,F180,C65,DFW,PHX,42897,49165,6268,4468,1393,160,128,11:54 -> 13:39
T57,F181,C14,PHX,DFW,82944,89212,6268,4468,1393,160,128,23:02 -> 00:46 (+1)
T58,F182,C66,LAS,IAH,19920,28749,8829,7029,1962,120,96,05:32 -> 07:59
T58,F183,C54,IAH,LAS,52125,60954,8829,7029,1962,120,96,14:28 -> 16:55
T58,F184,C31,LAS,DEN,69171,73711,4540,2740,1009,120,96,19:12 -> 20:28
T59,F185,C67,PHX,ORD,20700,31108,10408,8608,2313,200,160,05:45 -> 08:38
T59,F186,C67,ORD,PHX,40205,50613,10408,8608,2313,200,160,11:10 -> 14:03
T59,F187,C65,PHX,ATL,57994,69464,11470,9670,2549,200,160,16:06 -> 19:17
T60,F188,C68,SFO,PHX,20160,24867,4707,2907,1046,120,96,05:36 -> 06:54
T60,F189,C68,PHX,ORD,46147,56555,10408,8608,2313,120,96,12:49 -> 15:42
T61,F190,C69,SEA,LAX,20460,27372,6912,5112,1536,200,160,05:41 -> 07:36
T61,F191,C53,LAX,SEA,55415,62327,6912,5112,1536,200,160,15:23 -> 17:18
T62,F192,C70,IAH,ATL,20760,25741,4981,3181,1107,160,128,05:46 -> 07:09
T62,F193,C62,ATL,IAH,47726,52707,4981,3181,1107,160,128,13:15 -> 14:38
T62,F194,C55,IAH,JFK,75271,85517,10246,8446,2277,160,128,20:54 -> 23:45
T63,F195,C71,LAS,ATL,19800,32418,12618,10818,2804,200,160,05:30 -> 09:00
T63,F196,C70,ATL,JFK,34968,40467,5499,3699,1222,200,160,09:42 -> 11:14
T63,F197,C70,JFK,ATL,44581,50080,5499,3699,1222,200,160,12:23 -> 13:54
T63,F198,C26,ATL,DEN,81334,90001,8667,6867,1926,200,160,22:35 -> 01:00 (+1)
T64,F199,C72,SFO,DEN,19980,26964,6984,5184,1552,200,160,05:33 -> 07:29
T64,F200,C29,DEN,SFO,62851,69835,6984,5184,1552,200,160,17:27 -> 19:23
T65,F201,C73,ATL,LAS,20520,33138,12618,10818,2804,200,160,05:42 -> 09:12
T65,F202,C73,LAS,ORD,43606,54545,10939,9139,2431,200,160,12:06 -> 15:09
T65,F203,C56,ORD,PHX,69151,79559,10408,8608,2313,200,160,19:12 -> 22:05
T66,F204,C74,ORD,DEN,20220,26637,6417,4617,1426,200,160,05:37 -> 07:23
T66,F205,C32,DEN,JFK,56934,68674,11740,9940,2609,200,160,15:48 -> 19:04
T67,F206,C75,ATL,DEN,20220,28887,8667,6867,1926,120,96,05:37 -> 08:01
T67,F207,C72,DEN,LAX,40118,46350,6232,4432,1385,120,96,11:08 -> 12:52
T67,F208,C69,LAX,ORD,63560,76169,12609,10809,2802,120,96,17:39 -> 21:09
T67,F209,C47,ORD,ATL,82538,86930,4392,2592,976,120,96,22:55 -> 00:08 (+1)
T68,F210,C76,LAS,DEN,19860,24400,4540,2740,1009,200,160,05:31 -> 06:46
T68,F211,C74,DEN,CLT,34989,44655,9666,7866,2148,200,160,09:43 -> 12:24
T68,F212,C77,CLT,DEN,77798,87464,9666,7866,2148,200,160,21:36 -> 00:17 (+1)
T69,F213,C78,SEA,LAX,19980,26892,6912,5112,1536,160,128,05:33 -> 07:28
T69,F214,C78,LAX,DFW,29180,38103,8923,7123,1983,160,128,08:06 -> 10:35
T69,F215,C79,DFW,ORD,46018,51823,5805,4005,1290,160,128,12:46 -> 14:23
T69,F216,C10,ORD,JFK,84954,90295,5341,3541,1187,160,128,23:35 -> 01:04 (+1)
T70,F217,C80,SEA,ORD,20700,33124,12424,10624,2761,160,128,05:45 -> 09:12
T70,F218,C68,ORD,SEA,62961,75385,12424,10624,2761,160,128,17:29 -> 20:56
T71,F219,C81,DEN,LAX,19800,26032,6232,4432,1385,120,96,05:30 -> 07:13
T71,F220,C81,LAX,IAH,32803,42770,9967,8167,2215,120,96,09:06 -> 11:52
T71,F221,C66,IAH,PHX,47455,54745,7290,5490,1620,120,96,13:10 -> 15:12
T71,F222,C67,PHX,IAH,58954,66244,7290,5490,1620,120,96,16:22 -> 18:24
T72,F223,C82,DFW,LAX,20760,29683,8923,7123,1983,160,128,05:46 -> 08:14
T72,F224,C18,LAX,DFW,64903,73826,8923,7123,1983,160,128,18:01 -> 20:30
T73,F225,C83,SEA,PHX,20220,28234,8014,6214,1781,200,160,05:37 -> 07:50
T73,F226,C83,PHX,DFW,54838,61106,6268,4468,1393,200,160,15:13 -> 16:58
T73,F227,C28,DFW,PHX,70191,76459,6268,4468,1393,200,160,19:29 -> 21:14
T74,F228,C84,DEN,JFK,20220,31960,11740,9940,2609,120,96,05:37 -> 08:52
T74,F229,C84,JFK,DFW,52583,62636,10053,8253,2234,120,96,14:36 -> 17:23
T75,F230,C85,LAS,SEA,20700,26977,6277,4477,1395,120,96,05:45 -> 07:29
T75,F231,C60,SEA,LAS,38128,44405,6277,4477,1395,120,96,10:35 -> 12:20
T75,F232,C86,LAS,SEA,52774,59051,6277,4477,1395,120,96,14:39 -> 16:24
T75,F233,C12,SEA,LAX,70692,77604,6912,5112,1536,120,96,19:38 -> 21:33
T75,F234,C23,LAX,SEA,82146,89058,6912,5112,1536,120,96,22:49 -> 00:44 (+1)
T76,F235,C87,JFK,IAH,20340,30586,10246,8446,2277,120,96,05:39 -> 08:29
T76,F236,C62,IAH,JFK,64916,75162,10246,8446,2277,120,96,18:01 -> 20:52
T77,F237,C88,IAH,CLT,20940,27537,6597,4797,1466,120,96,05:49 -> 07:38
T77,F238,C74,CLT,DEN,56415,66081,9666,7866,2148,120,96,15:40 -> 18:21
T77,F239,C48,DEN,CLT,67996,77662,9666,7866,2148,120,96,18:53 -> 21:34
T77,F240,C88,CLT,ORD,82718,87056,4338,2538,964,120,96,22:58 -> 00:10 (+1)
T78,F241,C89,IAH,ORD,20820,27525,6705,4905,1490,200,160,05:47 -> 07:38
T78,F242,C80,ORD,ATL,39769,44161,4392,2592,976,200,160,11:02 -> 12:16
T78,F243,C59,ATL,LAS,75348,87966,12618,10818,2804,200,160,20:55 -> 00:26 (+1)
T79,F244,C90,MIA,DFW,19920,28029,8109,6309,1802,200,160,05:32 -> 07:47
T79,F245,C30,DFW,MIA,61342,69451,8109,6309,1802,200,160,17:02 -> 19:17
T80,F246,C91,LAX,DEN,20340,26572,6232,4432,1385,160,128,05:39 -> 07:22
T80,F247,C75,DEN,LAX,34802,41034,6232,4432,1385,160,128,09:40 -> 11:23
T80,F248,C72,LAX,SEA,68485,75397,6912,5112,1536,160,128,19:01 -> 20:56
T80,F249,C44,SEA,DFW,81368,93374,12006,10206,2668,160,128,22:36 -> 01:56 (+1)
T81,F250,C92,PHX,ORD,20040,30448,10408,8608,2313,120,96,05:34 -> 08:27
T81,F251,C89,ORD,IAH,47739,54444,6705,4905,1490,120,96,13:15 -> 15:07
T81,F252,C08,IAH,DEN,82622,88863,6241,4441,1387,120,96,22:57 -> 00:41 (+1)
T82,F253,C93,PHX,DFW,20160,26428,6268,4468,1393,160,128,05:36 -> 07:20
T82,F254,C90,DFW,MIA,32589,40698,8109,6309,1802,160,128,09:03 -> 11:18
T82,F255,C94,MIA,DEN,56524,68890,12366,10566,2748,160,128,15:42 -> 19:08
T83,F256,C95,IAH,ORD,19980,26685,6705,4905,1490,200,160,05:33 -> 07:24
T83,F257,C92,ORD,IAH,38619,45324,6705,4905,1490,200,160,10:43 -> 12:35
T83,F258,C81,IAH,LAX,54228,64195,9967,8167,2215,200,160,15:03 -> 17:49
T84,F259,C96,ATL,IAH,19980,24961,4981,3181,1107,160,128,05:33 -> 06:56
T84,F260,C87,IAH,ATL,53044,58025,4981,3181,1107,160,128,14:44 -> 16:07
T84,F261,C70,ATL,ORD,70558,74950,4392,2592,976,160,128,19:35 -> 20:49
T85,F262,C97,ATL,DEN,19980,28647,8667,6867,1926,120,96,05:33 -> 07:57
T85,F263,C76,DEN,ATL,61269,69936,8667,6867,1926,120,96,17:01 -> 19:25
T86,F264,C98,SEA,PHX,20580,28594,8014,6214,1781,160,128,05:43 -> 07:56
T86,F265,C98,PHX,DEN,40091,44447,4356,2556,968,160,128,11:08 -> 12:20
T86,F266,C91,DEN,PHX,61121,65477,4356,2556,968,160,128,16:58 -> 18:11
T87,F267,C99,ATL,PHX,20220,31690,11470,9670,2549,200,160,05:37 -> 08:48
T87,F268,C99,PHX,CLT,55863,68679,12816,11016,2848,200,160,15:31 -> 19:04
T87,F269,C48,CLT,DEN,81827,91493,9666,7866,2148,200,160,22:43 -> 01:24 (+1)
T88,F270,C100,JFK,DEN,19860,31600,11740,9940,2609,160,128,05:31 -> 08:46
T88,F271,C97,DEN,PHX,38729,43085,4356,2556,968,160,128,10:45 -> 11:58
T88,F272,C66,PHX,DEN,69752,74108,4356,2556,968,160,128,19:22 -> 20:35
T88,F273,C31,DEN,SEA,79038,86440,7402,5602,1645,160,128,21:57 -> 00:00 (+1)
T89,F274,C101,ATL,DFW,20280,25563,5283,3483,1174,160,128,05:38 -> 07:06
T89,F275,C57,DFW,ATL,49543,54826,5283,3483,1174,160,128,13:45 -> 15:13
T89,F276,C65,ATL,MIA,84448,88763,4315,2515,959,160,128,23:27 -> 00:39 (+1)
T90,F277,C102,IAH,SFO,20100,31921,11821,10021,2627,120,96,05:35 -> 08:52
T90,F278,C63,SFO,IAH,64880,76701,11821,10021,2627,120,96,18:01 -> 21:18
T91,F279,C103,LAS,ATL,19800,32418,12618,10818,2804,200,160,05:30 -> 09:00
T91,F280,C57,ATL,LAS,66615,79233,12618,10818,2804,200,160,18:30 -> 22:00
T92,F281,C104,IAH,LAS,20040,28869,8829,7029,1962,160,128,05:34 -> 08:01
T92,F282,C104,LAS,ATL,39299,51917,12618,10818,2804,160,128,10:54 -> 14:25
T93,F283,C105,MIA,DEN,20940,33306,12366,10566,2748,200,160,05:49 -> 09:15
T93,F284,C98,DEN,MIA,52339,64705,12366,10566,2748,200,160,14:32 -> 17:58
T94,F285,C106,MIA,ORD,20160,28845,8685,6885,1930,160,128,05:36 -> 08:00
T94,F286,C73,ORD,DFW,62917,68722,5805,4005,1290,160,128,17:28 -> 19:05
T95,F287,C107,LAX,ORD,20760,33369,12609,10809,2802,120,96,05:46 -> 09:16
T95,F288,C95,ORD,DEN,38786,45203,6417,4617,1426,120,96,10:46 -> 12:33
T95,F289,C95,DEN,PHX,52537,56893,4356,2556,968,120,96,14:35 -> 15:48
T95,F290,C15,PHX,SFO,80495,85202,4707,2907,1046,120,96,22:21 -> 23:40
T96,F291,C108,ATL,DFW,20220,25503,5283,3483,1174,200,160,05:37 -> 07:05
T96,F292,C93,DFW,ORD,39609,45414,5805,4005,1290,200,160,11:00 -> 12:36
