Itinerary,Flight_legs,From,To,SDT,SAT,Pax
I158,F120,SEA,ORD,20580,33004,3
I159,F16-F121,JFK,ATL,20760,48215,31
I160,F121,ORD,ATL,43823,48215,50
I161,F122,ATL,ORD,78081,82473,160
I162,F123,IAH,CLT,19920,26517,96
I163,F124,CLT,ORD,31862,36200,7
I164,F09-F125,IAH,ATL,19920,43761,16
I165,F124-F125,CLT,ATL,31862,43761,8
I166,F125,ORD,ATL,39369,43761,4
I167,F126,ATL,ORD,63698,68090,52
I168,F02-F127,LAS,MIA,20040,79769,19
I169,F57-F127,SEA,MIA,20160,79769,14
I170,F76-F127,DEN,MIA,33452,79769,5
I171,F126-F127,ATL,MIA,63698,79769,44
I172,F127,ORD,MIA,71084,79769,14
I173,F128,IAH,PHX,20820,28110,17
I174,F128-F129,IAH,ATL,20820,72719,18
I175,F129,PHX,ATL,61249,72719,101
I176,F130,SFO,DFW,20100,30679,13
I177,F40-F131,MIA,SFO,19920,44549,54
I178,F85-F131,CLT,SFO,20520,44549,25
I179,F131,DFW,SFO,33970,44549,32
I180,F117-F132,SEA,DFW,52127,83556,29
I181,F132,SFO,DFW,72977,83556,131
I182,F133,LAS,ATL,21000,33618,13
I183,F37-F134,ORD,LAS,20640,73848,42
I184,F124-F125-F134,CLT,LAS,31862,73848,9
I185,F134,ATL,LAS,61230,73848,24
I186,F135,SEA,PHX,20880,28894,22
I187,F128-F136,IAH,ORD,20820,42345,37
I188,F135-F136,SEA,ORD,20880,42345,31
I189,F136,PHX,ORD,31937,42345,2
I190,F94-F137,MIA,ATL,19920,55189,18
I191,F137,ORD,ATL,50797,55189,19
I192,F138,ATL,ORD,66286,70678,55
I193,F106-F139,CLT,ATL,20640,87370,41
I194,F139,ORD,ATL,82978,87370,55
I195,F140,DEN,MIA,20520,32886,96
I196,F141,MIA,DEN,60839,73205,67
I197,F142,ORD,LAX,20040,32649,96
I198,F143,LAX,SEA,58570,65482,96
I199,F104-F144,PHX,LAX,41333,80357,43
I200,F144,SEA,LAX,73445,80357,53
I201,F145,ATL,IAH,20400,25381,26
I202,F146,IAH,ATL,49356,54337,16
I203,F147,ATL,ORD,75149,79541,160
I204,F148,LAX,IAH,20040,30007,33
I205,F24-F149,MIA,LAX,19800,66868,19
I206,F149,IAH,LAX,56901,66868,85
I207,F17-F150,ORD,IAH,58511,90874,37
I208,F150,LAX,IAH,80907,90874,123
I209,F151,ATL,JFK,20460,25959,53
I210,F152,JFK,ATL,51376,56875,96
I211,F34-F153,PHX,ORD,20040,90110,65
I212,F133-F153,LAS,ORD,21000,90110,29
I213,F153,ATL,ORD,85718,90110,2
I214,F154,ORD,SFO,20760,34093,56
I215,F155,SFO,DFW,37151,47730,96
I216,F00-F156,SEA,MIA,20580,89132,31
I217,F15-F156,DEN,MIA,60618,89132,35
I218,F38-F156,ATL,MIA,42097,89132,16
I219,F79-F156,DEN,MIA,62272,89132,4
I220,F156,DFW,MIA,81023,89132,10
I221,F157,LAS,ORD,19800,30739,17
I222,F21-F158,IAH,ATL,20220,40758,21
I223,F158,ORD,ATL,36366,40758,73
I224,F124-F125-F159,CLT,JFK,31862,81095,9
I225,F158-F159,ORD,JFK,36366,81095,34
I226,F159,ATL,JFK,75596,81095,85
I227,F160,SFO,ORD,19800,33133,38
I228,F42-F161,LAX,DEN,41543,74745,75
I229,F120-F161,SEA,DEN,20580,74745,29
I230,F161,ORD,DEN,68328,74745,20
I231,F162,ORD,SEA,19980,32404,52
I232,F163,SEA,LAS,48929,55206,38
I233,F109-F164,SFO,DEN,19860,80182,71
I234,F164,LAS,DEN,75642,80182,17
I235,F06-F165,JFK,SEA,19860,93435,20
I236,F48-F165,LAX,SEA,38805,93435,29
I237,F50-F165,LAX,SEA,73370,93435,35
I238,F164-F165,LAS,SEA,75642,93435,8
I239,F165,DEN,SEA,86033,93435,4
I240,F166,ATL,ORD,19980,24372,8
I241,F57-F167,SEA,ATL,20160,47004,11
I242,F76-F167,DEN,ATL,33452,47004,3
I243,F120-F167,SEA,ATL,20580,47004,15
I244,F167,ORD,ATL,42612,47004,41
I245,F146-F168,IAH,ORD,49356,67047,66
I246,F168,ATL,ORD,62655,67047,30
I247,F94-F169,MIA,SFO,19920,85148,14
I248,F124-F169,CLT,SFO,31862,85148,27
I249,F169,ORD,SFO,71815,85148,55
I250,F170,LAS,ATL,20940,33558,18
I251,F125-F171,ORD,DFW,39369,72489,16
I252,F170-F171,LAS,DFW,20940,72489,47
I253,F171,ATL,DFW,67206,72489,65
I254,F59-F172,SEA,ATL,60870,92716,49
I255,F28-F79-F172,SFO,ATL,35278,92716,16
I256,F172,DFW,ATL,87433,92716,63
I257,F173,DFW,SFO,20400,30979,39
I258,F174,SFO,DEN,48913,55897,55
I259,F48-F175,LAX,SFO,38805,89490,9
I260,F75-F175,CLT,SFO,20460,89490,22
I261,F107-F175,ORD,SFO,60256,89490,28
I262,F141-F175,MIA,SFO,60839,89490,29
I263,F175,DEN,SFO,82506,89490,40
I264,F176,IAH,MIA,19980,26950,39
I265,F177,MIA,CLT,49981,54701,57
I266,F178,CLT,MIA,73875,78595,96
I267,F179,CLT,DFW,20100,26863,22
I268,F180,DFW,PHX,42897,49165,33
I269,F181,PHX,DFW,82944,89212,128
I270,F182,LAS,IAH,19920,28749,22
I271,F148-F183,LAX,LAS,20040,60954,60
I272,F183,IAH,LAS,52125,60954,20
I273,F184,LAS,DEN,69171,73711,96
I274,F185,PHX,ORD,20700,31108,14
I275,F02-F186,LAS,PHX,20040,50613,21
I276,F106-F186,CLT,PHX,20640,50613,39
I277,F157-F186,LAS,PHX,19800,50613,39
I278,F186,ORD,PHX,40205,50613,6
I279,F187,PHX,ATL,57994,69464,160
I280,F188,SFO,PHX,20160,24867,31
I281,F63-F189,DFW,ORD,30677,56555,34
I282,F103-F189,SEA,ORD,20400,56555,34
I283,F189,PHX,ORD,46147,56555,19
I284,F190,SEA,LAX,20460,27372,61
I285,F07-F191,DEN,SEA,33880,62327,48
I286,F19-F191,DEN,SEA,35242,62327,36
I287,F191,LAX,SEA,55415,62327,30
I288,F192,IAH,ATL,20760,25741,4
I289,F170-F193,LAS,IAH,20940,52707,26
I290,F193,ATL,IAH,47726,52707,63
I291,F194,IAH,JFK,75271,85517,128
I292,F195,LAS,ATL,19800,32418,26
I293,F37-F196,ORD,JFK,20640,40467,22
I294,F196,ATL,JFK,34968,40467,94
I295,F197,JFK,ATL,44581,50080,28
I296,F57-F77-F198,SEA,DEN,20160,90001,27
I297,F77-F198,ORD,DEN,69692,90001,12
I298,F125-F198,ORD,DEN,39369,90001,8
I299,F128-F129-F198,IAH,DEN,20820,90001,27
I300,F94-F137-F198,MIA,DEN,19920,90001,9
I301,F197-F198,JFK,DEN,44581,90001,64
I302,F198,ATL,DEN,81334,90001,13
I303,F199,SFO,DEN,19980,26964,20
I304,F51-F200,IAH,SFO,19920,69835,37
I305,F81-F200,MIA,SFO,20400,69835,49
I306,F200,DEN,SFO,62851,69835,74
I307,F201,ATL,LAS,20520,33138,109
I308,F202,LAS,ORD,43606,54545,42
I309,F42-F203,LAX,PHX,41543,79559,41
I310,F106-F203,CLT,PHX,20640,79559,14
I311,F120-F203,SEA,PHX,20580,79559,23
I312,F203,ORD,PHX,69151,79559,82
I313,F204,ORD,DEN,20220,26637,71
I314,F48-F205,LAX,JFK,38805,68674,9
I315,F75-F205,CLT,JFK,20460,68674,14
I316,F205,DEN,JFK,56934,68674,137
I317,F206,ATL,DEN,20220,28887,9
I318,F75-F207,CLT,LAX,20460,46350,9
I319,F199-F207,SFO,LAX,19980,46350,24
I320,F207,DEN,LAX,40118,46350,12
I321,F208,LAX,ORD,63560,76169,96
I322,F209,ORD,ATL,82538,86930,96
I323,F210,LAS,DEN,19860,24400,97
I324,F18-F211,LAX,CLT,20700,44655,47
I325,F51-F211,IAH,CLT,19920,44655,23
I326,F78-F211,SFO,CLT,20580,44655,54
I327,F211,DEN,CLT,34989,44655,21
I328,F13-F212,MIA,DEN,33982,87464,51
I329,F212,CLT,DEN,77798,87464,109
I330,F213,SEA,LAX,19980,26892,40
I331,F190-F214,SEA,DFW,20460,38103,33
I332,F214,LAX,DFW,29180,38103,10
I333,F62-F215,PHX,ORD,20340,51823,24
I334,F85-F215,CLT,ORD,20520,51823,17
I335,F179-F215,CLT,ORD,20100,51823,32
I336,F215,DFW,ORD,46018,51823,10
I337,F42-F216,LAX,JFK,41543,90295,18
I338,F60-F216,CLT,JFK,20700,90295,53
I339,F92-F216,IAH,JFK,40677,90295,50
I340,F216,ORD,JFK,84954,90295,7
I341,F217,SEA,ORD,20700,33124,19
I342,F09-F218,IAH,SEA,19920,75385,12
I343,F21-F218,IAH,SEA,20220,75385,11
I344,F94-F218,MIA,SEA,19920,75385,8
I345,F100-F218,SFO,SEA,20640,75385,39
I346,F114-F218,LAX,SEA,36712,75385,31
I347,F124-F218,CLT,SEA,31862,75385,13
I348,F136-F218,PHX,SEA,31937,75385,13
I349,F218,ORD,SEA,62961,75385,1
I350,F219,DEN,LAX,19800,26032,36
I351,F220,LAX,IAH,32803,42770,15
I352,F221,IAH,PHX,47455,54745,56
I353,F222,PHX,IAH,58954,66244,54
I354,F223,DFW,LAX,20760,29683,128
I355,F207-F224,DEN,DFW,40118,73826,4
I356,F224,LAX,DFW,64903,73826,44
I357,F225,SEA,PHX,20220,28234,99
I358,F128-F226,IAH,DFW,20820,61106,28
I359,F226,PHX,DFW,54838,61106,77
I360,F82-F227,DEN,PHX,38074,76459,39
I361,F214-F227,LAX,PHX,29180,76459,27
I362,F227,DFW,PHX,70191,76459,94
I363,F228,DEN,JFK,20220,31960,33
I364,F229,JFK,DFW,52583,62636,96
I365,F230,LAS,SEA,20700,26977,24
I366,F231,SEA,LAS,38128,44405,38
I367,F232,LAS,SEA,52774,59051,96
I368,F58-F233,ORD,LAX,41471,77604,45
I369,F230-F233,LAS,LAX,20700,77604,35
I370,F233,SEA,LAX,70692,77604,16
I371,F32-F234,IAH,SEA,34476,89058,40
I372,F234,LAX,SEA,82146,89058,56
I373,F235,JFK,IAH,20340,30586,67
I374,F24-F236,MIA,JFK,19800,75162,13
I375,F182-F236,LAS,JFK,19920,75162,32
I376,F236,IAH,JFK,64916,75162,51
I377,F237,IAH,CLT,20940,27537,56
I378,F238,CLT,DEN,56415,66081,57
I379,F51-F239,IAH,CLT,19920,77662,9
I380,F174-F239,SFO,CLT,48913,77662,43
I381,F239,DEN,CLT,67996,77662,25
I382,F13-F240,MIA,ORD,33982,87056,20
I383,F177-F240,MIA,ORD,49981,87056,39
I384,F239-F240,DEN,ORD,67996,87056,19
I385,F240,CLT,ORD,82718,87056,18
I386,F241,IAH,ORD,20820,27525,160
I387,F02-F242,LAS,ATL,20040,44161,3
I388,F09-F242,IAH,ATL,19920,44161,9
I389,F242,ORD,ATL,39769,44161,47
I390,F37-F243,ORD,LAS,20640,87966,15
I391,F128-F129-F243,IAH,LAS,20820,87966,14
I392,F197-F243,JFK,LAS,44581,87966,46
I393,F243,ATL,LAS,75348,87966,85
I394,F244,MIA,DFW,19920,28029,99
I395,F190-F214-F245,SEA,MIA,20460,69451,21
I396,F245,DFW,MIA,61342,69451,96
I397,F246,LAX,DEN,20340,26572,13
I398,F51-F247,IAH,LAX,19920,41034,5
I399,F247,DEN,LAX,34802,41034,42
I400,F248,LAX,SEA,68485,75397,128
I401,F58-F249,ORD,DFW,41471,93374,17
I402,F110-F249,LAS,DFW,28691,93374,75
I403,F249,SEA,DFW,81368,93374,36
I404,F250,PHX,ORD,20040,30448,22
I405,F217-F251,SEA,IAH,20700,54444,49
I406,F251,ORD,IAH,47739,54444,15
I407,F182-F252,LAS,DEN,19920,88863,22
I408,F222-F252,PHX,DEN,58954,88863,42
I409,F252,IAH,DEN,82622,88863,32
I410,F253,PHX,DFW,20160,26428,30
I411,F85-F254,CLT,MIA,20520,40698,15
I412,F254,DFW,MIA,32589,40698,68
I413,F254-F255,DFW,DEN,32589,68890,45
I414,F255,MIA,DEN,56524,68890,83
I415,F256,IAH,ORD,19980,26685,38
I416,F60-F257,CLT,IAH,20700,45324,22
I417,F124-F257,CLT,IAH,31862,45324,11
I418,F257,ORD,IAH,38619,45324,44
I419,F91-F258,LAS,LAX,20520,64195,51
I420,F258,IAH,LAX,54228,64195,109
I421,F259,ATL,IAH,19980,24961,36
I422,F260,IAH,ATL,53044,58025,128
I423,F146-F261,IAH,ORD,49356,74950,34
I424,F261,ATL,ORD,70558,74950,94
I425,F262,ATL,DEN,19980,28647,51
I426,F28-F263,SFO,ATL,35278,69936,18
I427,F45-F263,IAH,ATL,41457,69936,35
I428,F263,DEN,ATL,61269,69936,19
I429,F264,SEA,PHX,20580,28594,128
I430,F265,PHX,DEN,40091,44447,45
I431,F14-F266,CLT,PHX,46790,65477,25
I432,F18-F266,LAX,PHX,20700,65477,22
I433,F45-F266,IAH,PHX,41457,65477,27
I434,F174-F266,SFO,PHX,48913,65477,30
I435,F266,DEN,PHX,61121,65477,6
I436,F267,ATL,PHX,20220,31690,85
I437,F128-F268,IAH,CLT,20820,68679,11
I438,F180-F268,DFW,CLT,42897,68679,41
I439,F268,PHX,CLT,55863,68679,42
I440,F237-F269,IAH,DEN,20940,91493,40
I441,F268-F269,PHX,DEN,55863,91493,41
I442,F269,CLT,DEN,81827,91493,79
I443,F270,JFK,DEN,19860,31600,10
I444,F270-F271,JFK,PHX,19860,43085,63
I445,F271,DEN,PHX,38729,43085,41
I446,F63-F272,DFW,DEN,30677,74108,20
I447,F135-F272,SEA,DEN,20880,74108,18
I448,F188-F272,SFO,DEN,20160,74108,39
I449,F272,PHX,DEN,69752,74108,41
I450,F05-F273,ORD,SEA,50513,86440,42
I451,F06-F273,JFK,SEA,19860,86440,8
I452,F28-F273,SFO,SEA,35278,86440,7
I453,F81-F273,MIA,SEA,20400,86440,41
I454,F273,DEN,SEA,79038,86440,30
I455,F274,ATL,DFW,20280,25563,20
I456,F62-F275,PHX,ATL,20340,54826,13
I457,F130-F275,SFO,ATL,20100,54826,25
I458,F275,DFW,ATL,49543,54826,21
I459,F37-F276,ORD,MIA,20640,88763,5
I460,F192-F276,IAH,MIA,20760,88763,56
I461,F197-F276,JFK,MIA,44581,88763,22
I462,F130-F275-F276,SFO,MIA,20100,88763,34
I463,F276,ATL,MIA,84448,88763,11
I464,F277,IAH,SFO,20100,31921,59
I465,F117-F278,SEA,IAH,52127,76701,22
I466,F278,SFO,IAH,64880,76701,74
I467,F279,LAS,ATL,19800,32418,98
I468,F280,ATL,LAS,66615,79233,160
I469,F281,IAH,LAS,20040,28869,32
I470,F282,LAS,ATL,39299,51917,73
I471,F283,MIA,DEN,20940,33306,15
I472,F06-F284,JFK,MIA,19860,64705,4
I473,F246-F284,LAX,MIA,20340,64705,54
I474,F270-F284,JFK,MIA,19860,64705,24
I475,F284,DEN,MIA,52339,64705,78
I476,F285,MIA,ORD,20160,28845,59
I477,F166-F286,ATL,DFW,19980,68722,41
I478,F185-F286,PHX,DFW,20700,68722,51
I479,F286,ORD,DFW,62917,68722,36
I480,F287,LAX,ORD,20760,33369,9
I481,F185-F288,PHX,DEN,20700,45203,30
I482,F287-F288,LAX,DEN,20760,45203,19
I483,F288,ORD,DEN,38786,45203,12
I484,F18-F289,LAX,PHX,20700,56893,9
I485,F45-F289,IAH,PHX,41457,56893,10
I486,F75-F289,CLT,PHX,20460,56893,7
I487,F199-F289,SFO,PHX,19980,56893,30
I488,F288-F289,ORD,PHX,38786,56893,8
I489,F289,DEN,PHX,52537,56893,20
I490,F289-F290,DEN,SFO,52537,85202,8
I491,F290,PHX,SFO,80495,85202,88
I492,F291,ATL,DFW,20220,25503,12
I493,F274-F292,ATL,ORD,20280,45414,57
I494,F292,DFW,ORD,39609,45414,38
I495,F04-F293,JFK,DFW,19980,79539,45
I496,F42-F293,LAX,DFW,41543,79539,9
I497,F76-F293,DEN,DFW,33452,79539,1
I498,F106-F293,CLT,DFW,20640,79539,12
I499,F124-F293,CLT,DFW,31862,79539,6
I500,F136-F293,PHX,DFW,31937,79539,6
I501,F157-F293,LAS,DFW,19800,79539,26
I502,F160-F293,SFO,DFW,19800,79539,53
I503,F293,ORD,DFW,73734,79539,2
I504,F00-F294,SEA,DEN,20580,89056,13
I505,F85-F294,CLT,DEN,20520,89056,8
I506,F214-F294,LAX,DEN,29180,89056,15
I507,F224-F294,LAX,DEN,64903,89056,42
I508,F291-F294,ATL,DEN,20220,89056,73
I509,F294,DFW,DEN,84412,89056,9
I510,F295,ATL,DFW,20940,26223,47
I511,F130-F296,SFO,LAS,20100,60769,39
I512,F291-F296,ATL,LAS,20220,60769,33
I513,F296,DFW,LAS,53146,60769,56
I514,F297,LAX,DFW,20580,29503,28
I515,F40-F298,MIA,PHX,19920,53057,26
I516,F130-F298,SFO,PHX,20100,53057,15
I517,F291-F298,ATL,PHX,20220,53057,16
I518,F298,DFW,PHX,46789,53057,39
I519,F70-F299,IAH,DFW,20040,69766,57
I520,F128-F299,IAH,DFW,20820,69766,8
I521,F188-F299,SFO,DFW,20160,69766,26
I522,F45-F289-F299,IAH,DFW,41457,69766,4
I523,F299,PHX,DFW,63498,69766,1
I524,F300,ATL,DFW,19920,25203,88
I525,F130-F301,SFO,ATL,20100,46366,14
I526,F301,DFW,ATL,41083,46366,45
I527,F124-F125-F302,CLT,MIA,31862,82372,3
I528,F133-F302,LAS,MIA,21000,82372,28
I529,F146-F302,IAH,MIA,49356,82372,27
I530,F302,ATL,MIA,78057,82372,70
I531,F303,LAS,DFW,19980,27603,106
I532,F274-F304,ATL,LAS,20280,50889,11
I533,F304,DFW,LAS,43266,50889,81
I534,F305,LAS,DFW,59951,67574,107
I535,F62-F306,PHX,SEA,20340,90809,4
I536,F214-F306,LAX,SEA,29180,90809,11
I537,F226-F306,PHX,SEA,54838,90809,55
I538,F306,DFW,SEA,78803,90809,90
I539,F307,IAH,ATL,19980,24961,83
I540,F308,ATL,IAH,38407,43388,128
I541,F145-F309,ATL,SFO,20400,89888,64
I542,F309,IAH,SFO,78067,89888,64
I543,F310,DEN,DFW,19980,24624,42
I544,F00-F311,SEA,DEN,20580,59013,11
I545,F253-F311,PHX,DEN,20160,59013,44
I546,F311,DFW,DEN,54369,59013,48
I547,F05-F312,ORD,DFW,50513,66521,20
I548,F81-F312,MIA,DFW,20400,66521,29
I549,F204-F312,ORD,DFW,20220,66521,58
I550,F270-F312,JFK,DFW,19860,66521,18
I551,F312,DEN,DFW,61877,66521,2
I552,F59-F313,SEA,CLT,60870,86545,37
I553,F207-F224-F313,DEN,CLT,40118,86545,3
I554,F300-F313,ATL,CLT,19920,86545,40
I555,F312-F313,DEN,CLT,61877,86545,1
I556,F313,DFW,CLT,79782,86545,47
I557,F314,ORD,LAX,20880,33489,34
I558,F47-F315,DEN,SEA,20820,45341,51
I559,F315,LAX,SEA,38429,45341,14
I560,F01-F316,DFW,PHX,51004,88855,51
I561,F315-F316,LAX,PHX,38429,88855,15
I562,F316,SEA,PHX,80841,88855,30
I563,F317,IAH,LAX,20280,30247,110
I564,F113-F318,SEA,IAH,20700,57479,43
I565,F213-F318,SEA,IAH,19980,57479,46
I566,F318,LAX,IAH,47512,57479,71
I567,F319,IAH,ORD,20640,27345,84
I568,F04-F320,JFK,SFO,19980,43161,18
I569,F09-F320,IAH,SFO,19920,43161,4
I570,F60-F320,CLT,SFO,20700,43161,12
I571,F166-F320,ATL,SFO,19980,43161,25
I572,F320,ORD,SFO,29828,43161,42
I573,F71-F321,PHX,ORD,30333,63546,78
I574,F321,SFO,ORD,50213,63546,16
I575,F16-F322,JFK,LAX,20760,81169,19
I576,F60-F322,CLT,LAX,20700,81169,16
I577,F106-F322,CLT,LAX,20640,81169,8
I578,F250-F322,PHX,LAX,20040,81169,32
I579,F322,ORD,LAX,68560,81169,53
I580,F323,JFK,DEN,19920,31660,104
I581,F199-F324,SFO,JFK,19980,54279,29
I582,F324,DEN,JFK,42539,54279,131
I583,F325,JFK,ATL,64320,69819,160
I584,F326,DEN,LAX,21000,27232,74
I585,F219-F327,DEN,SEA,19800,37972,40
I586,F326-F327,DEN,SEA,21000,37972,53
I587,F327,LAX,SEA,31060,37972,43
I588,F328,SEA,SFO,41193,46111,94
I589,F329,SFO,SEA,67182,72100,160
I590,F330,LAS,ATL,19980,32598,7
I591,F125-F331,ORD,LAS,39369,68400,5
I592,F331,ATL,LAS,55782,68400,91
I593,F65-F332,DFW,ATL,55033,91170,12
I594,F86-F332,DFW,ATL,35059,91170,57
