index,Tail,Flight,Crew,From,To,RDT,RAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,Delay,DelayType
74,T23,F74,C22,PHL,MSP,58324.0,65407.0,7083.0,5282.999997999238,1574,200,160,16:12 -> 18:10,,0
75,T23,F75,C22,MSP,LAX,69336.0,80437.0,11101.0,9300.999996660903,2467,200,160,19:15 -> 22:20,,0
76,T24,F76,C29,JFK,DFW,20700.0,30753.0,10053.0,8252.999999739612,2234,160,128,05:45 -> 08:32,,0
77,T24,F77,C26,DFW,LAX,38399.95087362785,47322.95087362785,8923.0,7122.99999638886,1983,160,128,10:39 -> 13:08,00:50,1
78,T24,F78,C30,LAX,DFW,72679.0,81602.0,8923.0,7122.999997726416,1983,160,128,20:11 -> 22:40,,0
79,T25,F79,C31,IAH,FLL,20160.0,27139.0,6979.0,5178.999997106632,1551,200,160,05:36 -> 07:32,,0
80,T25,F80,C31,FLL,IAH,51064.66825553883,58043.66825553883,6979.0,5178.999988980016,1551,200,160,14:11 -> 16:07,01:29,1
81,T25,F81,C23,IAH,DCA,76111.0,84845.0,8734.0,6933.999998571415,1941,200,160,21:08 -> 23:34,,0
82,T26,F82,C32,TPA,PHX,19980.0,32904.0,12924.0,11123.999993465735,2872,200,160,05:33 -> 09:08,,0
83,T26,F83,C32,PHX,IAH,41171.99999999997,48461.99999999997,7290.0,5489.999997608082,1620,200,160,11:26 -> 13:27,,0
84,T26,F84,C31,IAH,ORD,65838.99999999996,72543.99999999996,6705.0,4904.99999550786,1490,200,160,18:17 -> 20:09,,0
85,T27,F85,C33,IAD,MDW,21000.0,25171.0,4171.0,2370.9999996353636,927,120,96,05:50 -> 06:59,,0
86,T27,F86,C33,MDW,EWR,41852.575961003735,46986.575961003735,5134.0,3333.999999438095,1141,120,96,11:37 -> 13:03,00:08,1
87,T27,F87,C33,EWR,DEN,79834.0,91426.0,11592.0,9791.999997605633,2576,120,96,22:10 -> 01:23 (+1),,0
88,T28,F88,C34,MCO,IAH,20580.0,26754.0,6174.0,4373.999999211687,1372,160,128,05:43 -> 07:25,,0
89,T28,F89,C32,IAH,ORD,61461.99999999997,68166.99999999997,6705.0,4904.999996648227,1490,160,128,17:04 -> 18:56,,0
90,T28,F90,C35,ORD,CLT,70307.0,74645.0,4338.0,2537.9999996012575,964,160,128,19:31 -> 20:44,,0
91,T29,F91,C36,MSP,ATL,20460.0,27025.0,6565.0,4764.9999991232635,1459,120,96,05:41 -> 07:30,,0
92,T29,F92,C36,ATL,MSP,29780.0,36345.0,6565.0,4764.999997279745,1459,120,96,08:16 -> 10:05,,0
93,T29,F93,C36,MSP,BOS,68186.0,76304.0,8118.0,6317.999998741522,1804,120,96,18:56 -> 21:11,,0
