Rec_itin,Skd_itin,Rec_flights,Skd_flights,Pax,From,To,RDT,RAT,Arr_delay,Cost,Rec_string
I14,I14,F11-F12,F11-F12,45,ORD,DEN,46846.0,81833.83998140226,3885.839981402256,2984.9,13:00 -> 22:43
I15,I15,F12,F12,115,DFW,DEN,77189.83998140226,81833.83998140226,3885.839981402256,7628.1,21:26 -> 22:43
I16,I16,F13,F13,128,MIA,JFK,20880.0,28786.0,0.0,0.0,05:48 -> 07:59
I17,I17,F14,F14,128,JFK,MIA,58680.0,66586.0,0.0,0.0,16:18 -> 18:29
I18,I18,F15,F15,96,ORD,ATL,20040.0,24432.0,0.0,0.0,05:34 -> 06:47
I19,I19,F16,F16,72,ATL,ORD,65569.57132416431,69961.57132416431,10525.57132416431,12936.3,18:12 -> 19:26
I20,I20,F17,F17,96,ORD,DAL,79724.0,85506.0,0.0,0.0,22:08 -> 23:45
I21,I21,F18,F18,128,PHL,DFW,20280.0,29694.0,0.0,0.0,05:38 -> 08:14
I22,I22,F19,F19,128,DFW,LAX,65565.99999999996,74488.99999999996,0.0,0.0,18:12 -> 20:41
I23,I23,F20,F20,160,LAS,ORD,19980.0,30919.0,0.0,0.0,05:33 -> 08:35
I24,I24,F21,F21,160,ORD,MCO,38549.0,45839.0,0.0,0.0,10:42 -> 12:43
I25,I25,F22,F22,160,MCO,ORD,76891.0,84181.0,0.0,0.0,21:21 -> 23:23
I26,I26,F23,F23,67,ATL,IAH,25683.0,30664.0,5703.0,6522.5,07:08 -> 08:31
I27,I27,F23-F24,F23-F24,29,ATL,CLT,25683.0,53055.0,0.0,0.0,07:08 -> 14:44
I28,I28,F24,F24,37,IAH,CLT,46458.0,53055.0,0.0,0.0,12:54 -> 14:44
I29,I29,F25,F25,96,CLT,MDW,55593.99999999996,59823.99999999996,0.0,0.0,15:26 -> 16:37
I30,I30,F26,F26,128,LGA,DFW,19980.0,30019.0,0.0,0.0,05:33 -> 08:20
I31,I31,F27,F27,128,DFW,IAD,34280.0,42749.0,0.0,0.0,09:31 -> 11:52
I32,I32,F28,F28,128,IAD,MIA,64948.0,71635.0,0.0,0.0,18:02 -> 19:53
I33,I33,F29,F29,160,DEN,IAD,20160.0,30649.0,0.0,0.0,05:36 -> 08:30
I34,I34,F30,F30,160,IAD,MIA,55575.0,62262.0,0.0,0.0,15:26 -> 17:17
I35,I35,F31,F31,160,MIA,IAD,79189.0,85876.0,0.0,0.0,21:59 -> 23:51
I36,I36,F32,F32,128,FLL,MDW,20460.0,28920.0,0.0,0.0,05:41 -> 08:02
I37,I37,F33,F33,128,MDW,ATL,35966.0,40245.0,0.0,0.0,09:59 -> 11:10
I38,I38,F34,F34,128,ATL,JFK,67319.0,72818.0,0.0,0.0,18:41 -> 20:13
I39,I39,F35,F35,112,TPA,JFK,33327.515079419296,40612.515079419296,12387.515079419296,23682.9,09:15 -> 11:16
I40,I40,F36,F36,160,JFK,ATL,55623.0,61122.0,0.0,0.0,15:27 -> 16:58
I41,I41,F37,F37,160,ATL,JFK,68396.0,73895.0,0.0,0.0,18:59 -> 20:31
I42,I42,F38,F38,104,PHL,DFW,20580.0,29994.0,0.0,0.0,05:43 -> 08:19
I43,I43,F39,F39,160,DFW,PHL,37460.0,46874.0,0.0,0.0,10:24 -> 13:01
I44,I44,F40,F40,160,PHL,FLL,63939.0,71139.0,0.0,0.0,17:45 -> 19:45
I45,I45,F41,F41,160,FLL,PHL,72941.0,80141.0,0.0,0.0,20:15 -> 22:15
I46,I46,F42,F42,128,SFO,MSP,20820.0,32299.0,0.0,0.0,05:47 -> 08:58
I47,I47,F43,F43,128,MSP,DFW,36953.0,43127.0,0.0,0.0,10:15 -> 11:58
I48,I48,F44,F44,128,DFW,ATL,68132.0,73415.0,0.0,0.0,18:55 -> 20:23
I49,I49,F45,F45,96,DFW,SLC,30509.945063894316,37659.945063894316,9809.945063894316,16075.8,08:28 -> 10:27
I50,I50,F46,F46,96,SLC,DFW,39459.945063894265,46609.945063894265,7027.945063894265,11516.8,10:57 -> 12:56
I51,I51,F38-F47,F38-F47,56,PHL,DCA,20580.0,65486.0,0.0,0.0,05:43 -> 18:11
I52,I52,F47,F47,40,DFW,DCA,56873.0,65486.0,0.0,0.0,15:47 -> 18:11
I53,I53,F48,F48,160,DAL,DEN,19860.0,24571.0,0.0,0.0,05:31 -> 06:49
I54,I54,F49,F49,160,DEN,SEA,47150.0,54552.0,0.0,0.0,13:05 -> 15:09
I55,I55,F50,F50,160,SEA,ORD,71244.0,83668.0,0.0,0.0,19:47 -> 23:14
I56,I56,F51,F51,96,MIA,CLT,34795.950661611874,39515.950661611874,14395.950661611874,23590.9,09:39 -> 10:58
I57,I57,F52,F52,128,CLT,BOS,41315.95066161187,46580.95066161187,2827.950661611867,6179.0,11:28 -> 12:56
I58,I58,F53,F53,128,BOS,CLT,79134.0,84399.0,0.0,0.0,21:58 -> 23:26
I59,I59,F54,F54,128,MDW,PHL,20219.999999999,25043.999999999,0.0,0.0,05:36 -> 06:57
I60,I60,F55,F55,78,PHL,CLT,56154.0,59398.0,0.0,0.0,15:35 -> 16:29
I61,I61,F56,F56,128,CLT,IAH,64913.0,71510.0,0.0,0.0,18:01 -> 19:51
I62,I62,F57,F57,38,DCA,ORD,20699.999999999985,25118.999999999985,0.0,0.0,05:44 -> 06:58
I63,I63,F57-F58,F57-F58,41,DCA,ATL,20699.999999999985,63769.57132416438,7330.5713241643825,5130.4,05:44 -> 17:42
I64,I64,F58,F58,55,ORD,ATL,59377.57132416438,63769.57132416438,7330.5713241643825,6882.3,16:29 -> 17:42
I65,I19,F59,F16,24,ATL,ORD,60490.0,64882.0,5446.0,2231.1,16:48 -> 18:01
I65,I65,F59,F59,96,ATL,ORD,60490.0,64882.0,0.0,0.0,16:48 -> 18:01
I66,I66,F60,F60,96,ORD,ATL,71761.57132416431,76153.57132416431,2988.5713241643098,4897.4,19:56 -> 21:09
I67,I67,F61,F61,128,CLT,JFK,20279.999999999985,24194.999999999985,0.0,0.0,05:37 -> 06:43
I69,I69,F62,F62,80,JFK,CLT,32559.0,36474.0,0.0,0.0,09:02 -> 10:07
I69,I70,F62,F35-F62-F63,22,TPA,MDW,32559.0,36474.0,0.0,0.0,09:02 -> 10:07
I71,I71,F63,F63,106,CLT,MDW,56255.99999999996,60485.99999999996,0.0,0.0,15:37 -> 16:48
I72,I72,F64,F64,128,MDW,JFK,65864.0,71147.0,0.0,0.0,18:17 -> 19:45
I73,I73,F65,F65,67,PDX,DFW,20760.0,32446.0,0.0,0.0,05:46 -> 09:00
I74,I74,F65-F66,F65-F66,61,PDX,JFK,20760.0,58462.945063894265,3135.9450638942653,3265.4,05:46 -> 16:14
I75,I75,F66,F66,67,DFW,JFK,48409.945063894265,58462.945063894265,3135.9450638942653,3586.5,13:26 -> 16:14
I76,I76,F67,F67,62,TPA,ATL,20940.0,23883.0,660.0,698.5,05:49 -> 06:38
I77,I77,F68,F68,66,ATL,TPA,37984.0,40927.0,0.0,0.0,10:33 -> 11:22
I78,I78,F68-F69,F68-F69,30,ATL,CLT,37984.0,62496.0,0.0,0.0,10:33 -> 17:21
I79,I68,F69,F35-F62,24,TPA,CLT,58815.0,62496.0,26022.0,10660.7,16:20 -> 17:21
I79,I79,F69,F69,66,TPA,CLT,58815.0,62496.0,0.0,0.0,16:20 -> 17:21
I80,I80,F24-F70,F24-F70,30,IAH,MIA,46458.0,73477.99999999996,0.0,0.0,12:54 -> 20:24
I81,I81,F55-F70,F55-F70,50,PHL,MIA,56154.0,73477.99999999996,0.0,0.0,15:35 -> 20:24
I82,I82,F70,F70,10,CLT,MIA,68757.99999999996,73477.99999999996,0.0,0.0,19:05 -> 20:24
I83,I83,F70-F71,F70-F71,6,CLT,DTW,68757.99999999996,86689.0,0.0,0.0,19:05 -> 00:04 (+1)
I84,I84,F71,F71,90,MIA,DTW,78378.0,86689.0,0.0,0.0,21:46 -> 00:04 (+1)
I85,I85,F72,F72,160,PHL,ORD,20220.0,25116.0,0.0,0.0,05:37 -> 06:58
I86,I86,F73,F73,160,ORD,PHL,49383.99999999997,54279.99999999997,0.0,0.0,13:43 -> 15:04
I87,I87,F74,F74,160,PHL,MSP,58324.0,65407.0,0.0,0.0,16:12 -> 18:10
I88,I88,F75,F75,160,MSP,LAX,69336.0,80437.0,0.0,0.0,19:15 -> 22:20
I89,I89,F76,F76,128,JFK,DFW,20700.0,30753.0,0.0,0.0,05:45 -> 08:32
I90,I90,F77,F77,128,DFW,LAX,38399.95087362785,47322.95087362785,3055.9508736278513,6677.1,10:39 -> 13:08
I91,I91,F78,F78,128,LAX,DFW,72679.0,81602.0,0.0,0.0,20:11 -> 22:40
I92,I92,F79,F79,160,IAH,FLL,20160.0,27139.0,0.0,0.0,05:36 -> 07:32
I93,I93,F80,F80,97,FLL,IAH,51064.66825553883,58043.66825553883,5357.668255538832,8871.2,14:11 -> 16:07
I94,I94,F81,F81,160,IAH,DCA,76111.0,84845.0,0.0,0.0,21:08 -> 23:34
I95,I95,F82,F82,160,TPA,PHX,19980.0,32904.0,0.0,0.0,05:33 -> 09:08
I96,I96,F83,F83,82,PHX,IAH,41171.99999999997,48461.99999999997,0.0,0.0,11:26 -> 13:27
I97,I97,F80-F84,F80-F84,63,FLL,ORD,51064.66825553883,72543.99999999996,0.0,0.0,14:11 -> 20:09
I98,I98,F83-F84,F83-F84,78,PHX,ORD,41171.99999999997,72543.99999999996,0.0,0.0,11:26 -> 20:09
I99,I99,F84,F84,19,IAH,ORD,65838.99999999996,72543.99999999996,0.0,0.0,18:17 -> 20:09
