Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring
T06,F22,C07,MSP,DAL,38174,44357,6183,4383,1374,120,96,10:36 -> 12:19
T06,F23,C07,DAL,MSP,66171,72354,6183,4383,1374,120,96,18:22 -> 20:05
T07,F24,C08,SFO,MSP,19980,31459,11479,9679,2551,120,96,05:33 -> 08:44
T07,F25,C08,MSP,ATL,46736,53301,6565,4765,1459,120,96,12:58 -> 14:48
T07,F26,C08,ATL,MSP,58000,64565,6565,4765,1459,120,96,16:06 -> 17:56
T08,F27,C09,ASE,SAN,19980,25263,5283,3483,1174,120,96,05:33 -> 07:01
T08,F28,C09,SAN,DAL,28747,37288,8541,6741,1898,120,96,07:59 -> 10:21
T08,F29,C09,DAL,FLL,50018,58028,8010,6210,1780,120,96,13:53 -> 16:07
T08,F30,C03,FLL,STL,80990,88649,7659,5859,1702,120,96,22:29 -> 00:37 (+1)
T09,F31,C10,SAT,JFK,20400,31875,11475,9675,2550,120,96,05:40 -> 08:51
T09,F32,C10,JFK,DLH,55236,62553,7317,5517,1626,120,96,15:20 -> 17:22
T09,F33,C10,DLH,DFW,85822,93035,7213,5413,1603,120,96,23:50 -> 01:50 (+1)
T10,F34,C11,GRB,OKC,20280,26089,5809,4009,1291,120,96,05:38 -> 07:14
T10,F35,C11,OKC,RDU,39163,46804,7641,5841,1698,120,96,10:52 -> 13:00
T10,F36,C11,RDU,DFW,69475,77143,7668,5868,1704,120,96,19:17 -> 21:25
T11,F37,C12,IDA,PHX,20400,25440,5040,3240,1120,120,96,05:40 -> 07:04
T11,F38,C12,PHX,DFW,37726,43994,6268,4468,1393,120,96,10:28 -> 12:13
T11,F39,C12,DFW,MOB,66191,70088,3897,2097,866,120,96,18:23 -> 19:28
T12,F40,C13,PHX,SEA,20700,28714,8014,6214,1781,120,96,05:45 -> 07:58
T12,F41,C13,SEA,SAN,31680,39294,7614,5814,1692,120,96,08:48 -> 10:54
T12,F42,C13,SAN,AUS,53930,62345,8415,6615,1870,120,96,14:58 -> 17:19
T12,F43,C13,AUS,BOS,64489,76769,12280,10480,2729,120,96,17:54 -> 21:19
T12,F44,C14,BOS,ORD,78903,85162,6259,4459,1391,120,96,21:55 -> 23:39
T13,F45,C15,GRR,RDU,20100,24460,4360,2560,969,120,96,05:35 -> 06:47
T13,F46,C15,RDU,GRR,35542,39902,4360,2560,969,120,96,09:52 -> 11:05
T13,F47,C15,GRR,DFW,48130,54871,6741,4941,1498,120,96,13:22 -> 15:14
T13,F48,C15,DFW,BNA,68859,73422,4563,2763,1014,120,96,19:07 -> 20:23
T14,F49,C16,LRD,PHX,20940,27091,6151,4351,1367,120,96,05:49 -> 07:31
T14,F50,C16,PHX,MCO,50014,63374,13360,11560,2969,120,96,13:53 -> 17:36
T14,F51,C16,MCO,PHX,78912,92272,13360,11560,2969,120,96,21:55 -> 01:37 (+1)
T15,F52,C17,MIA,DCA,20280,26953,6673,4873,1483,120,96,05:38 -> 07:29
T15,F53,C17,DCA,BNA,35528,39587,4059,2259,902,120,96,09:52 -> 10:59
T15,F54,C17,BNA,DCA,52573,56632,4059,2259,902,120,96,14:36 -> 15:43
T15,F55,C17,DCA,BOS,62634,65518,2884,1084,641,120,96,17:23 -> 18:11
T15,F56,C17,BOS,DCA,77022,79906,2884,1084,641,120,96,21:23 -> 22:11
T16,F57,C18,DAL,SLC,20700,27927,7227,5427,1606,120,96,05:45 -> 07:45
T16,F58,C18,SLC,GSP,46920,58980,12060,10260,2680,120,96,13:02 -> 16:23
T16,F59,C18,GSP,MIA,69568,74194,4626,2826,1028,120,96,19:19 -> 20:36
T16,F60,C18,MIA,MKE,77975,87101,9126,7326,2028,120,96,21:39 -> 00:11 (+1)
T17,F61,C19,FSD,OAK,19920,29977,10057,8257,2235,120,96,05:32 -> 08:19
T17,F62,C19,OAK,SLC,37882,42130,4248,2448,944,120,96,10:31 -> 11:42
T17,F63,C19,SLC,ORD,45424,54451,9027,7227,2006,120,96,12:37 -> 15:07
T17,F64,C19,ORD,AUS,59033,66116,7083,5283,1574,120,96,16:23 -> 18:21
T17,F65,C20,AUS,JFK,76761,87763,11002,9202,2445,120,96,21:19 -> 00:22 (+1)
T18,F66,C21,ILM,JFK,20700,24282,3582,1782,796,120,96,05:45 -> 06:44
T18,F67,C21,JFK,JAX,38783,44786,6003,4203,1334,120,96,10:46 -> 12:26
T18,F68,C21,JAX,ORD,54116,60380,6264,4464,1392,120,96,15:01 -> 16:46
T18,F69,C21,ORD,LAX,65828,78437,12609,10809,2802,120,96,18:17 -> 21:47
T18,F70,C05,LAX,SEA,83290,90202,6912,5112,1536,120,96,23:08 -> 01:03 (+1)
T19,F71,C22,GRK,MDW,20760,27474,6714,4914,1492,120,96,05:46 -> 07:37
T19,F72,C22,MDW,MIA,46752,55324,8572,6772,1905,120,96,12:59 -> 15:22
T19,F73,C22,MIA,ORD,71131,79816,8685,6885,1930,120,96,19:45 -> 22:10
T20,F74,C23,RST,DEN,20100,25059,4959,3159,1102,120,96,05:35 -> 06:57
T20,F75,C23,DEN,DTW,34643,42752,8109,6309,1802,120,96,09:37 -> 11:52
T20,F76,C23,DTW,DEN,62628,70737,8109,6309,1802,120,96,17:23 -> 19:38
T20,F77,C23,DEN,SAN,76369,82538,6169,4369,1371,120,96,21:12 -> 22:55
T21,F78,C24,MRY,ORD,20040,33364,13324,11524,2961,120,96,05:34 -> 09:16
T21,F79,C24,ORD,MIA,35987,44672,8685,6885,1930,120,96,09:59 -> 12:24
T21,F80,C24,MIA,ATL,46945,51260,4315,2515,959,120,96,13:02 -> 14:14
T21,F81,C24,ATL,PHL,69441,74260,4819,3019,1071,120,96,19:17 -> 20:37
T22,F82,C25,ELM,DEN,20940,31443,10503,8703,2334,120,96,05:49 -> 08:44
T22,F83,C25,DEN,ATL,55671,64338,8667,6867,1926,120,96,15:27 -> 17:52
T22,F84,C25,ATL,DAL,68982,74193,5211,3411,1158,120,96,19:09 -> 20:36
T23,F85,C26,SFO,MSP,20760,32239,11479,9679,2551,120,96,05:46 -> 08:57
T23,F86,C26,MSP,SFO,39092,50571,11479,9679,2551,120,96,10:51 -> 14:02
T23,F87,C26,SFO,ORD,68715,82048,13333,11533,2963,120,96,19:05 -> 22:47
T24,F88,C27,DTW,IAD,19980,22752,2772,972,616,120,96,05:33 -> 06:19
T24,F89,C27,IAD,IND,46888,50326,3438,1638,764,120,96,13:01 -> 13:58
T24,F90,C27,IND,LGA,63747,68512,4765,2965,1059,120,96,17:42 -> 19:01
T24,F91,C01,LGA,IND,78560,83325,4765,2965,1059,120,96,21:49 -> 23:08
T25,F92,C28,HPN,MKE,19920,25270,5350,3550,1189,120,96,05:32 -> 07:01
T25,F93,C28,MKE,CLT,27145,31856,4711,2911,1047,120,96,07:32 -> 08:50
T25,F94,C28,CLT,IAH,40518,47115,6597,4797,1466,120,96,11:15 -> 13:05
T25,F95,C28,IAH,SNA,59539,69268,9729,7929,2162,120,96,16:32 -> 19:14
T25,F96,C28,SNA,IAH,71721,81450,9729,7929,2162,120,96,19:55 -> 22:37
T26,F97,C29,MKE,LAS,20880,31887,11007,9207,2446,120,96,05:48 -> 08:51
T26,F98,C29,LAS,MKE,47278,58285,11007,9207,2446,120,96,13:07 -> 16:11
T26,F99,C29,MKE,JFK,81090,86472,5382,3582,1196,120,96,22:31 -> 00:01 (+1)
T27,F100,C30,LBE,DFW,19860,27825,7965,6165,1770,120,96,05:31 -> 07:43
T27,F101,C30,DFW,GPT,38839,42452,3613,1813,803,120,96,10:47 -> 11:47
T27,F102,C30,GPT,DFW,65929,69542,3613,1813,803,120,96,18:18 -> 19:19
T27,F103,C11,DFW,GPT,79638,83251,3613,1813,803,120,96,22:07 -> 23:07
T28,F104,C31,TPA,ATL,20280,23223,2943,1143,654,120,96,05:38 -> 06:27
T28,F105,C31,ATL,CMH,28623,31863,3240,1440,720,120,96,07:57 -> 08:51
T28,F106,C31,CMH,ATL,43530,46770,3240,1440,720,120,96,12:05 -> 12:59
T28,F107,C31,ATL,BDL,71023,77242,6219,4419,1382,120,96,19:43 -> 21:27
T28,F108,C31,BDL,ATL,84160,90379,6219,4419,1382,120,96,23:22 -> 01:06 (+1)
T29,F109,C32,GFK,LAS,20700,29596,8896,7096,1977,120,96,05:45 -> 08:13
T29,F110,C32,LAS,ORD,53881,64820,10939,9139,2431,120,96,14:58 -> 18:00
T29,F111,C32,ORD,FCA,72939,82704,9765,7965,2170,120,96,20:15 -> 22:58
T30,F112,C33,MHT,CLT,20820,26152,5332,3532,1185,120,96,05:47 -> 07:15
T30,F113,C33,CLT,DEN,33779,43445,9666,7866,2148,120,96,09:22 -> 12:04
T30,F114,C33,DEN,BWI,58676,69444,10768,8968,2393,120,96,16:17 -> 19:17
T31,F115,C34,AGS,CLE,21000,25023,4023,2223,894,120,96,05:50 -> 06:57
T31,F116,C34,CLE,FLL,29643,37347,7704,5904,1712,120,96,08:14 -> 10:22
T31,F117,C34,FLL,EWR,46142,53864,7722,5922,1716,120,96,12:49 -> 14:57
T31,F118,C34,EWR,DEN,67103,78695,11592,9792,2576,120,96,18:38 -> 21:51
T32,F119,C35,AVL,PHL,20520,24160,3640,1840,809,120,96,05:42 -> 06:42
T32,F120,C35,PHL,AVL,38287,41927,3640,1840,809,120,96,10:38 -> 11:38
T32,F121,C35,AVL,JFK,64017,68337,4320,2520,960,120,96,17:46 -> 18:58
T32,F122,C35,JFK,AVL,70287,74607,4320,2520,960,120,96,19:31 -> 20:43
T33,F123,C36,PBI,CLT,19980,24264,4284,2484,952,120,96,05:33 -> 06:44
T33,F124,C36,CLT,MSP,35052,41784,6732,4932,1496,120,96,09:44 -> 11:36
T33,F125,C36,MSP,CLT,48471,55203,6732,4932,1496,120,96,13:27 -> 15:20
T33,F126,C36,CLT,MSY,75619,80330,4711,2911,1047,120,96,21:00 -> 22:18
T33,F127,C36,MSY,CLT,87583,92294,4711,2911,1047,120,96,00:19 (+1) -> 01:38 (+1)
T34,F128,C37,HSV,TPA,20640,24433,3793,1993,843,120,96,05:44 -> 06:47
T34,F129,C37,TPA,CLT,41808,45489,3681,1881,818,120,96,11:36 -> 12:38
T34,F130,C37,CLT,EWR,57365,61190,3825,2025,850,120,96,15:56 -> 16:59
T34,F131,C37,EWR,AVL,64480,68692,4212,2412,936,120,96,17:54 -> 19:04
T34,F132,C37,AVL,MIA,75004,79922,4918,3118,1093,120,96,20:50 -> 22:12
T35,F133,C38,PBI,MSP,20460,30976,10516,8716,2337,120,96,05:41 -> 08:36
T35,F134,C38,MSP,PHX,40866,50095,9229,7429,2051,120,96,11:21 -> 13:54
T35,F135,C38,PHX,MSP,72299,81528,9229,7429,2051,120,96,20:04 -> 22:38
T35,F136,C04,MSP,DFW,83543,89717,6174,4374,1372,120,96,23:12 -> 00:55 (+1)
T36,F137,C39,CHS,STL,20700,25803,5103,3303,1134,120,96,05:45 -> 07:10
T36,F138,C39,STL,DAL,34131,38082,3951,2151,878,120,96,09:28 -> 10:34
T36,F139,C39,DAL,ORD,60933,66715,5782,3982,1285,120,96,16:55 -> 18:31
T36,F140,C39,ORD,DFW,79327,85132,5805,4005,1290,120,96,22:02 -> 23:38
T37,F141,C40,GJT,JFK,20280,33555,13275,11475,2950,120,96,05:38 -> 09:19
T37,F142,C40,JFK,MEM,43753,50723,6970,5170,1549,120,96,12:09 -> 14:05
T37,F143,C40,MEM,DFW,64647,67765,3118,1318,693,120,96,17:57 -> 18:49
T37,F144,C30,DFW,MEM,76276,79394,3118,1318,693,120,96,21:11 -> 22:03
T38,F145,C41,TOL,AUS,20700,28683,7983,6183,1774,120,96,05:45 -> 07:58
T38,F146,C41,AUS,PHX,35477,41777,6300,4500,1400,120,96,09:51 -> 11:36
T38,F147,C41,PHX,DFW,51848,58116,6268,4468,1393,120,96,14:24 -> 16:08
T38,F148,C41,DFW,SFO,68307,78886,10579,8779,2351,120,96,18:58 -> 21:54
T39,F149,C42,ISP,RAP,19860,30979,11119,9319,2471,120,96,05:31 -> 08:36
T39,F150,C42,RAP,ISP,50260,61379,11119,9319,2471,120,96,13:57 -> 17:02
T39,F151,C42,ISP,MKE,83372,88979,5607,3807,1246,120,96,23:09 -> 00:42 (+1)
T40,F152,C43,CAK,JFK,20880,23782,2902,1102,645,120,96,05:48 -> 06:36
T40,F153,C43,JFK,CAK,29120,32022,2902,1102,645,120,96,08:05 -> 08:53
T40,F154,C43,CAK,JFK,34874,37776,2902,1102,645,120,96,09:41 -> 10:29
T40,F155,C43,JFK,CAK,54876,57778,2902,1102,645,120,96,15:14 -> 16:02
T40,F156,C43,CAK,JFK,67956,70858,2902,1102,645,120,96,18:52 -> 19:40
T40,F157,C43,JFK,ATL,80352,85851,5499,3699,1222,120,96,22:19 -> 23:50
T41,F158,C44,MFR,DFW,20040,31258,11218,9418,2493,120,96,05:34 -> 08:40
T41,F159,C44,DFW,FSD,52715,58061,5346,3546,1188,120,96,14:38 -> 16:07
T41,F160,C44,FSD,LAX,79478,89166,9688,7888,2153,120,96,22:04 -> 00:46 (+1)
T42,F161,C45,TUS,DFW,20400,26272,5872,4072,1305,120,96,05:40 -> 07:17
T42,F162,C45,DFW,SFO,28710,39289,10579,8779,2351,120,96,07:58 -> 10:54
T42,F163,C45,SFO,DFW,44617,55196,10579,8779,2351,120,96,12:23 -> 15:19
T42,F164,C45,DFW,LAX,65321,74244,8923,7123,1983,120,96,18:08 -> 20:37
T43,F165,C46,GEG,LAX,20880,27729,6849,5049,1522,120,96,05:48 -> 07:42
T43,F166,C46,LAX,SEA,52810,59722,6912,5112,1536,120,96,14:40 -> 16:35
T43,F167,C46,SEA,LAX,67386,74298,6912,5112,1536,120,96,18:43 -> 20:38
T44,F168,C47,SAT,SEA,20040,32883,12843,11043,2854,120,96,05:34 -> 09:08
T44,F169,C47,SEA,LAS,34895,41172,6277,4477,1395,120,96,09:41 -> 11:26
T44,F170,C47,LAS,SEA,50530,56807,6277,4477,1395,120,96,14:02 -> 15:46
T44,F171,C47,SEA,LAS,59627,65904,6277,4477,1395,120,96,16:33 -> 18:18
T45,F172,C48,BOS,FNT,20820,25509,4689,2889,1042,120,96,05:47 -> 07:05
T45,F173,C48,FNT,LAS,46734,59253,12519,10719,2782,120,96,12:58 -> 16:27
T45,F174,C47,LAS,SEA,74617,80894,6277,4477,1395,120,96,20:43 -> 22:28
T46,F175,C49,ORF,MIA,20820,26638,5818,4018,1293,120,96,05:47 -> 07:23
T46,F176,C49,MIA,DEN,36446,48812,12366,10566,2748,120,96,10:07 -> 13:33
T46,F177,C49,DEN,DCA,50750,61410,10660,8860,2369,120,96,14:05 -> 17:03
T46,F178,C50,DCA,ATL,64061,68021,3960,2160,880,120,96,17:47 -> 18:53
T47,F179,C51,PHF,IAH,20460,29073,8613,6813,1914,120,96,05:41 -> 08:04
T47,F180,C51,IAH,PHF,47976,56589,8613,6813,1914,120,96,13:19 -> 15:43
T47,F181,C51,PHF,IAH,79256,87869,8613,6813,1914,120,96,22:00 -> 00:24 (+1)
T48,F182,C52,RIC,STL,20640,25806,5166,3366,1148,120,96,05:44 -> 07:10
T48,F183,C52,STL,RIC,46567,51733,5166,3366,1148,120,96,12:56 -> 14:22
T48,F184,C52,RIC,STL,63840,69006,5166,3366,1148,120,96,17:44 -> 19:10
T48,F185,C52,STL,MCO,80791,87176,6385,4585,1419,120,96,22:26 -> 00:12 (+1)
T49,F186,C53,JAX,MSP,20520,29025,8505,6705,1890,120,96,05:42 -> 08:03
T49,F187,C53,MSP,SEA,45465,55563,10098,8298,2244,120,96,12:37 -> 15:26
T49,F188,C53,SEA,MSP,69570,79668,10098,8298,2244,120,96,19:19 -> 22:07
