index,Tail,Flight,Crew,From,To,RDT,RAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,Delay,DelayType
45,T15,F45,C22,PHX,ORD,42329.0,52737.0,10408.0,8607.999994952474,2313,160,128,11:45 -> 14:38,,0
46,T15,F46,C23,ORD,SEA,57290.0,69714.0,12424.0,10623.999996170716,2761,160,128,15:54 -> 19:21,,0
47,T16,F47,C24,PHX,IAH,20460.0,27750.0,7290.0,5489.999998004271,1620,160,128,05:41 -> 07:42,,0
48,T16,F54,C26,IAH,CLT,75644.73850926067,82241.73850926067,6597.0,4796.999997903574,1466,160,128,21:00 -> 22:50,03:38,1
49,T17,F50,C25,PHL,MSP,20880.0,27963.0,7083.0,5282.999998574704,1574,120,96,05:48 -> 07:46,,0
50,T17,F51,C15,MSP,PHL,63885.0,70968.0,7083.0,5282.999998574496,1574,120,96,17:44 -> 19:42,,0
51,T17,F52,C16,PHL,ORD,75714.0,80610.0,4896.0,3095.9999989997,1088,120,96,21:01 -> 22:23,,0
52,T18,F53,C26,DEN,IAH,20760.0,27001.0,6241.0,4440.999998953605,1387,160,128,05:46 -> 07:30,,0
53,T18,F48,C24,IAH,ORD,42372.0,49077.0,6705.0,4904.999997996427,1490,160,128,11:46 -> 13:37,,0
54,T18,F49,C22,ORD,CLT,65205.0,69543.0,4338.0,2537.9999987764095,964,160,128,18:06 -> 19:19,,0
55,T18,F55,C19,CLT,IAH,77978.64016512407,84575.64016512407,6597.0,4796.999998723279,1466,160,128,21:39 -> 23:29,00:20,1
56,T19,F56,C27,SEA,PHX,20100.0,28114.0,8014.0,6213.999997094547,1781,200,160,05:35 -> 07:48,,0
57,T19,F57,C27,PHX,SEA,39282.99999999997,47296.99999999997,8014.0,6213.999998290038,1781,200,160,10:54 -> 13:08,,0
58,T19,F58,C00,SEA,LAS,71256.0,77533.0,6277.0,4476.999998943976,1395,200,160,19:47 -> 21:32,,0
59,T20,F59,C28,SEA,LAX,21000.0,27912.0,6912.0,5111.999998342333,1536,200,160,05:50 -> 07:45,,0
60,T20,F60,C28,LAX,IAH,47618.0,57585.0,9967.0,8167.000097103858,2215,200,160,13:13 -> 15:59,,0
61,T20,F61,C29,IAH,MIA,66789.99999999996,73759.99999999996,6970.0,5170.000009334305,1549,200,160,18:33 -> 20:29,,0
62,T20,F62,C20,MIA,ATL,84943.99999999996,89258.99999999996,4315.0,2514.999924335859,959,200,160,23:35 -> 00:47 (+1),,0
63,T21,F63,C30,SFO,DEN,27855.080454595955,34839.080454595955,6984.0,5183.99999875242,1552,200,160,07:44 -> 09:40,02:12,1
64,T21,F64,C30,DEN,PHL,46938.0,58188.0,11250.0,9449.999992429106,2500,200,160,13:02 -> 16:09,,0
65,T21,F65,C15,PHL,ATL,75696.0,80515.0,4819.0,3018.9999732704096,1071,200,160,21:01 -> 22:21,,0
66,T22,F66,C31,DEN,JFK,20700.0,32440.0,11740.0,9939.999997312361,2609,120,96,05:45 -> 09:00,,0
67,T22,F67,C31,JFK,DEN,44322.0,56062.0,11740.0,9939.999997313838,2609,120,96,12:18 -> 15:34,,0
68,T22,F68,C09,DEN,LAX,76925.0,83157.0,6232.0,4431.999998955996,1385,120,96,21:22 -> 23:05,,0
69,T23,F69,C32,PHX,ATL,20400.0,31870.0,11470.0,9669.999997412784,2549,160,128,05:40 -> 08:51,,0
70,T23,F70,C03,ATL,MSP,56016.0,62581.0,6565.0,4764.999998866623,1459,160,128,15:33 -> 17:23,,0
71,T24,F71,C33,LAX,ORD,20220.0,32829.0,12609.0,10808.999996978468,2802,160,128,05:37 -> 09:07,,0
72,T24,F72,C24,ORD,LAX,52503.0,65112.0,12609.0,10808.999996977642,2802,160,128,14:35 -> 18:05,,0
