Itinerary,Flight_legs,From,To,SDT,SAT,Pax
I117,F88,LAX,ORD,65319,77928,128
I118,F89,DFW,LAX,19860,28783,15
I119,F89-F90,DFW,ORD,19860,55346,41
I120,F90,LAX,ORD,42737,55346,21
I121,F91,ORD,JFK,59928,65269,65
I122,F91-F92,ORD,ATL,59928,82572,31
I123,F92,JFK,ATL,77073,82572,65
I124,F93,DFW,ORD,20460,26265,31
I125,F61-F94,LAX,ATL,20220,60051,66
I126,F94,ORD,ATL,55659,60051,16
I127,F37-F95,DFW,ORD,42325,74246,2
I128,F58-F95,DFW,ORD,20760,74246,45
I129,F64-F95,JFK,ORD,20940,74246,46
I130,F95,ATL,ORD,69854,74246,3
I131,F96,ORD,ATL,20280,24672,29
I132,F97,ATL,ORD,38435,42827,34
I133,F61-F98,LAX,ATL,20220,69823,33
I134,F90-F98,LAX,ATL,42737,69823,20
I135,F98,ORD,ATL,65431,69823,43
I136,F12-F99,DFW,ORD,65216,84608,33
I137,F99,ATL,ORD,80216,84608,63
I138,F100,ATL,JFK,20100,25599,128
I139,F43-F101,DFW,ATL,21000,61641,33
I140,F56-F101,DFW,ATL,43178,61641,30
I141,F101,JFK,ATL,56142,61641,9
I142,F102,ORD,ATL,20280,24672,84
I143,F37-F103,DFW,ORD,42325,57659,1
I144,F103,ATL,ORD,53267,57659,29
I145,F104,ORD,ATL,83518,87910,160
I146,F105,LAX,ORD,20160,32769,25
I147,F106,ORD,ATL,54045,58437,96
I148,F58-F107,DFW,JFK,20760,87247,18
I149,F107,ATL,JFK,81748,87247,78
I150,F108,DFW,ATL,20220,25503,39
I151,F109,ATL,ORD,37730,42122,42
I152,F03-F110,JFK,DFW,20040,51861,16
I153,F105-F110,LAX,DFW,20160,51861,43
I154,F110,ORD,DFW,46056,51861,25
I155,F27-F111,ATL,ORD,40324,73463,22
I156,F55-F111,LAX,ORD,20820,73463,51
I157,F111,DFW,ORD,67658,73463,40
I158,F112,JFK,DFW,20100,30153,28
I159,F113,DFW,JFK,61524,71577,160
I160,F45-F114,ATL,ORD,57791,90265,49
I161,F74-F114,DFW,ORD,43334,90265,33
I162,F85-F114,DFW,ORD,56845,90265,5
I163,F114,JFK,ORD,84924,90265,73
I164,F115,JFK,ORD,20400,25741,36
I165,F03-F116,JFK,DFW,20040,41644,13
I166,F39-F116,ATL,DFW,20700,41644,31
I167,F116,ORD,DFW,35839,41644,32
I168,F80-F117,LAX,ORD,20580,54589,55
I169,F117,DFW,ORD,48784,54589,16
I170,F01-F118,ATL,DFW,40791,83131,45
I171,F71-F118,LAX,DFW,59161,83131,40
I172,F118,ORD,DFW,77326,83131,11
I173,F119,LAX,DFW,19800,28723,41
I174,F13-F120,LAX,ATL,20160,58416,30
I175,F80-F120,LAX,ATL,20580,58416,31
I176,F120,DFW,ATL,53133,58416,26
I177,F121,ATL,DFW,20880,26163,22
I178,F13-F122,LAX,ATL,20160,48624,14
I179,F16-F122,JFK,ATL,20520,48624,29
I180,F29-F122,LAX,ATL,19800,48624,44
I181,F122,DFW,ATL,43341,48624,21
I182,F32-F123,JFK,DFW,21000,81779,12
I183,F123,ATL,DFW,76496,81779,107
I184,F124,DFW,ATL,20040,25323,33
I185,F125,ATL,ORD,36530,40922,69
I186,F39-F126,ATL,LAX,20700,56817,23
I187,F126,ORD,LAX,44208,56817,105
I188,F62-F127,ORD,DFW,36528,76464,79
I189,F127,LAX,DFW,67541,76464,49
I190,F128,DFW,ATL,79584,84867,128
I191,F129,ATL,JFK,20100,25599,128
I192,F130,JFK,ATL,57698,63197,128
I193,F131,DFW,ATL,19860,25143,17
I194,F96-F132,ORD,DFW,20280,53434,30
I195,F132,ATL,DFW,48151,53434,23
I196,F16-F133,JFK,ATL,20520,61412,11
I197,F69-F133,LAX,ATL,20580,61412,26
I198,F133,DFW,ATL,56129,61412,38
I199,F134,ORD,DFW,19860,25665,9
I200,F20-F135,ORD,LAX,19980,68686,54
I201,F33-F135,ATL,LAX,38911,68686,54
I202,F135,DFW,LAX,59763,68686,52
I203,F136,LAX,DFW,75577,84500,160
I204,F137,ATL,DFW,20580,25863,25
I205,F55-F138,LAX,ATL,20820,44331,29
I206,F138,DFW,ATL,39048,44331,55
I207,F32-F139,JFK,DFW,21000,64993,23
I208,F139,ATL,DFW,59710,64993,105
I209,F140,LAX,DFW,20520,29443,41
I210,F33-F141,ATL,JFK,38911,71057,26
I211,F110-F141,ORD,JFK,46056,71057,18
I212,F141,DFW,JFK,61004,71057,52
I213,F142,JFK,ATL,77376,82875,96
I214,F143,ORD,JFK,19980,25321,50
I215,F56-F144,DFW,ATL,43178,61282,30
I216,F144,JFK,ATL,55783,61282,90
I217,F00-F145,DFW,JFK,19860,87578,25
I218,F49-F145,ORD,JFK,69821,87578,24
I219,F72-F145,ORD,JFK,19920,87578,25
I220,F145,ATL,JFK,82079,87578,86
I221,F146,LAX,ORD,19800,32409,18
I222,F97-F147,ATL,LAX,38435,76868,39
I223,F103-F147,ATL,LAX,53267,76868,50
I224,F147,ORD,LAX,64259,76868,71
I225,F148,DFW,ORD,20820,26625,16
I226,F03-F149,JFK,ATL,20040,39007,11
I227,F146-F149,LAX,ATL,19800,39007,65
I228,F149,ORD,ATL,34615,39007,33
I229,F32-F150,JFK,ORD,21000,53052,12
I230,F58-F150,DFW,ORD,20760,53052,7
I231,F131-F150,DFW,ORD,19860,53052,39
I232,F150,ATL,ORD,48660,53052,98
I233,F90-F151,LAX,ATL,42737,62579,8
I234,F151,ORD,ATL,58187,62579,146
I235,F19-F152,JFK,DFW,63912,77583,47
I236,F96-F152,ORD,DFW,20280,77583,25
I237,F101-F152,JFK,DFW,56142,77583,19
I238,F149-F152,ORD,DFW,34615,77583,30
I239,F152,ATL,DFW,72300,77583,39
I240,F153,JFK,DFW,20220,30273,160
I241,F16-F154,JFK,ATL,20520,54000,5
I242,F20-F154,ORD,ATL,19980,54000,28
I243,F154,DFW,ATL,48717,54000,125
I244,F25-F155,DFW,JFK,59827,81977,45
I245,F49-F155,ORD,JFK,69821,81977,19
I246,F155,ATL,JFK,76478,81977,96
I247,F156,ATL,DFW,20880,26163,19
I248,F16-F157,JFK,ORD,20520,63291,5
I249,F24-F157,ATL,ORD,20700,63291,14
I250,F80-F157,LAX,ORD,20580,63291,13
I251,F121-F157,ATL,ORD,20880,63291,54
I252,F157,DFW,ORD,57486,63291,30
I253,F54-F158,ATL,DFW,61701,76380,43
I254,F109-F158,ATL,DFW,37730,76380,53
I255,F158,ORD,DFW,70575,76380,23
I256,F20-F159,ORD,ATL,19980,84588,12
I257,F36-F159,JFK,ATL,19800,84588,40
I258,F55-F159,LAX,ATL,20820,84588,20
I259,F03-F116-F159,JFK,ATL,20040,84588,6
I260,F116-F159,ORD,ATL,35839,84588,14
I261,F159,DFW,ATL,79305,84588,25
I262,F37-F160,DFW,JFK,42325,93480,2
I263,F49-F160,ORD,JFK,69821,93480,11
I264,F120-F160,DFW,JFK,53133,93480,25
I265,F124-F160,DFW,JFK,20040,93480,63
I266,F159-F160,DFW,JFK,79305,93480,11
I267,F160,ATL,JFK,87981,93480,16
I268,F161,DFW,ORD,20220,26025,160
I269,F162,ORD,DFW,40967,46772,160
I270,F06-F163,ATL,ORD,46608,71321,46
I271,F13-F163,LAX,ORD,20160,71321,13
I272,F36-F163,JFK,ORD,19800,71321,25
I273,F84-F163,JFK,ORD,36353,71321,42
I274,F163,DFW,ORD,65516,71321,34
I275,F164,ATL,ORD,19920,24312,31
I276,F148-F165,DFW,ATL,20820,60334,50
I277,F165,ORD,ATL,55942,60334,110
I278,F166,DFW,LAX,20400,29323,86
I279,F167,LAX,DFW,46066,54989,94
I280,F02-F168,ORD,LAX,66934,87546,55
I281,F11-F168,JFK,LAX,20400,87546,8
I282,F132-F168,ATL,LAX,48151,87546,32
I283,F158-F168,ORD,LAX,70575,87546,9
I284,F168,DFW,LAX,78623,87546,56
I285,F169,ORD,JFK,20040,25381,35
I286,F08-F170,ATL,ORD,20160,51132,29
I287,F18-F170,DFW,ORD,20700,51132,56
I288,F170,JFK,ORD,45791,51132,5
I289,F03-F171,JFK,LAX,20040,91019,9
I290,F54-F171,ATL,LAX,61701,91019,18
I291,F97-F171,ATL,LAX,38435,91019,23
I292,F103-F171,ATL,LAX,53267,91019,32
I293,F171,ORD,LAX,78410,91019,14
I294,F172,JFK,ATL,21000,26499,82
I295,F173,ATL,DFW,44696,49979,68
I296,F69-F174,LAX,ATL,20580,76855,17
I297,F134-F174,ORD,ATL,19860,76855,62
I298,F174,DFW,ATL,71572,76855,49
I299,F175,LAX,ORD,20940,33549,96
I300,F03-F176,JFK,ATL,20040,52066,3
I301,F86-F176,JFK,ATL,20520,52066,59
I302,F176,ORD,ATL,47674,52066,19
I303,F44-F177,JFK,DFW,38950,85895,54
I304,F94-F177,ORD,DFW,55659,85895,14
I305,F96-F177,ORD,DFW,20280,85895,12
I306,F101-F177,JFK,DFW,56142,85895,8
I307,F90-F151-F177,LAX,DFW,42737,85895,6
I308,F177,ATL,DFW,80612,85895,2
I309,F178,JFK,DFW,20520,30573,39
I310,F179,DFW,ATL,37812,43095,128
I311,F72-F180,ORD,DFW,19920,68509,13
I312,F144-F180,JFK,DFW,55783,68509,40
I313,F180,ATL,DFW,63226,68509,75
I314,F181,DFW,JFK,20820,30873,96
I315,F08-F182,ATL,DFW,20160,47073,10
I316,F182,JFK,DFW,37020,47073,42
I317,F33-F183,ATL,JFK,38911,80689,15
I318,F183,DFW,JFK,70636,80689,81
I319,F184,ORD,JFK,20880,26221,108
I320,F185,JFK,DFW,57753,67806,160
I321,F186,LAX,DFW,20880,29803,96
I322,F29-F187,LAX,ATL,19800,51770,28
I323,F69-F187,LAX,ATL,20580,51770,10
I324,F134-F187,ORD,ATL,19860,51770,42
I325,F187,DFW,ATL,46487,51770,6
I326,F40-F188,ORD,DFW,29674,84119,14
I327,F44-F188,JFK,DFW,38950,84119,46
I328,F49-F188,ORD,DFW,69821,84119,8
I329,F75-F188,JFK,DFW,66644,84119,12
I330,F188,ATL,DFW,78836,84119,16
I331,F189,ATL,JFK,20820,26319,160
I332,F143-F190,ORD,ATL,19980,46945,67
I333,F190,JFK,ATL,41446,46945,93
I334,F09-F191,JFK,ORD,54933,70287,41
I335,F32-F191,JFK,ORD,21000,70287,4
I336,F16-F37-F191,JFK,ORD,20520,70287,19
I337,F51-F191,JFK,ORD,20160,70287,60
I338,F56-F101-F191,DFW,ORD,43178,70287,24
I339,F191,ATL,ORD,65895,70287,8
I340,F22-F192,LAX,ATL,65827,86858,69
I341,F30-F192,DFW,ATL,49986,86858,43
I342,F48-F192,LAX,ATL,51445,86858,38
I343,F192,ORD,ATL,82466,86858,10
I344,F193,DFW,LAX,19920,28843,110
I345,F21-F194,DFW,ORD,33415,63429,50
I346,F194,LAX,ORD,50820,63429,45
I347,F105-F195,LAX,DFW,20160,80099,18
I348,F115-F195,JFK,DFW,20400,80099,30
I349,F195,ORD,DFW,74294,80099,112
I350,F196,LAX,ORD,20820,33429,87
I351,F148-F197,DFW,LAX,20820,62599,42
I352,F197,ORD,LAX,49990,62599,45
I353,F193-F198,DFW,ORD,19920,77247,35
I354,F198,LAX,ORD,64638,77247,110
I355,F199,ATL,ORD,20220,24612,100
I356,F115-F200,JFK,DFW,20400,62296,30
I357,F200,ORD,DFW,56491,62296,130
I358,F11-F201,JFK,ORD,20400,76331,5
I359,F178-F201,JFK,ORD,20520,76331,58
I360,F201,DFW,ORD,70526,76331,94
I361,F202,JFK,ATL,20940,26439,33
I362,F124-F203,DFW,ORD,20040,35895,32
I363,F203,ATL,ORD,31503,35895,64
I364,F61-F204,LAX,ATL,20220,66739,18
I365,F204,ORD,ATL,62347,66739,78
I366,F00-F205,DFW,ORD,19860,77888,16
I367,F53-F205,DFW,ORD,20520,77888,33
I368,F131-F205,DFW,ORD,19860,77888,28
I369,F205,ATL,ORD,73496,77888,19
I370,F206,ATL,ORD,20340,24732,128
I371,F199-F207,ATL,LAX,20220,57158,60
I372,F207,ORD,LAX,44549,57158,24
I373,F21-F208,DFW,ORD,33415,82253,17
I374,F208,LAX,ORD,69644,82253,111
I375,F209,JFK,ATL,19800,25299,95
I376,F131-F210,DFW,ORD,19860,35687,12
I377,F210,ATL,ORD,31295,35687,52
I378,F61-F211,LAX,JFK,20220,71998,20
I379,F146-F211,LAX,JFK,19800,71998,39
I380,F164-F211,ATL,JFK,19920,71998,69
I381,F211,ORD,JFK,66657,71998,32
I382,F212,DFW,LAX,20760,29683,47
I383,F213,LAX,ORD,32812,45421,84
I384,F86-F214,JFK,LAX,20520,93063,30
I385,F93-F214,DFW,LAX,20460,93063,47
I386,F103-F214,ATL,LAX,53267,93063,33
I387,F157-F214,DFW,LAX,57486,93063,12
I388,F170-F214,JFK,LAX,45791,93063,3
I389,F214,ORD,LAX,80454,93063,3
I390,F215,ORD,ATL,19800,24192,96
I391,F00-F216,DFW,ORD,19860,31515,12
I392,F209-F216,JFK,ORD,19800,31515,65
I393,F216,ATL,ORD,27123,31515,4
I394,F117-F217,DFW,ATL,48784,64916,16
I395,F213-F217,LAX,ATL,32812,64916,44
I396,F217,ORD,ATL,60524,64916,36
I397,F218,ORD,DFW,20820,26625,160
I398,F121-F219,ATL,ORD,20880,65311,34
I399,F132-F219,ATL,ORD,48151,65311,11
I400,F156-F219,ATL,ORD,20880,65311,40
I401,F219,DFW,ORD,59506,65311,75
I402,F01-F220,ATL,LAX,40791,88029,37
I403,F03-F220,JFK,LAX,20040,88029,3
I404,F86-F220,JFK,LAX,20520,88029,14
I405,F109-F220,ATL,LAX,37730,88029,33
I406,F27-F111-F220,ATL,LAX,40324,88029,15
I407,F148-F220,DFW,LAX,20820,88029,30
I408,F191-F220,ATL,LAX,65895,88029,4
I409,F220,ORD,LAX,75420,88029,24
I410,F221,DFW,JFK,20940,30993,160
I411,F143-F222,ORD,ATL,19980,44728,43
I412,F222,JFK,ATL,39229,44728,80
I413,F00-F223,DFW,JFK,19860,83926,6
I414,F37-F223,DFW,JFK,42325,83926,1
I415,F120-F223,DFW,JFK,53133,83926,16
I416,F133-F223,DFW,JFK,56129,83926,21
I417,F187-F223,DFW,JFK,46487,83926,5
I418,F223,ATL,JFK,78427,83926,111
I419,F224,ORD,JFK,20760,26101,96
I420,F225,JFK,ATL,50136,55635,96
I421,F12-F226,DFW,JFK,65216,78886,30
I422,F25-F226,DFW,JFK,59827,78886,15
I423,F187-F226,DFW,JFK,46487,78886,3
I424,F226,ATL,JFK,73387,78886,48
I425,F227,LAX,DFW,20700,29623,160
I426,F134-F228,ORD,LAX,19860,58255,26
I427,F228,DFW,LAX,49332,58255,134
I428,F166-F229,DFW,ORD,20400,81586,74
I429,F229,LAX,ORD,68977,81586,86
I430,F230,DFW,LAX,20220,29143,96
I431,F207-F231,ORD,DFW,44549,71186,28
I432,F231,LAX,DFW,62263,71186,68
I433,F232,ORD,LAX,20340,32949,160
I434,F89-F233,DFW,ORD,19860,78713,12
I435,F233,LAX,ORD,66104,78713,138
I436,F234,JFK,DFW,19800,29853,37
I437,F20-F235,ORD,JFK,19980,46487,7
I438,F134-F235,ORD,JFK,19860,46487,14
I439,F137-F235,ATL,JFK,20580,46487,54
I440,F235,DFW,JFK,36434,46487,14
I441,F169-F236,ORD,ATL,20040,54037,43
I442,F236,JFK,ATL,48538,54037,53
I443,F05-F237,DFW,ORD,20760,70638,38
I444,F26-F237,DFW,ORD,19860,70638,48
I445,F101-F237,JFK,ORD,56142,70638,5
I446,F237,ATL,ORD,66246,70638,5
I447,F48-F238,LAX,ATL,51445,82915,33
I448,F194-F238,LAX,ATL,50820,82915,34
I449,F11-F201-F238,JFK,ATL,20400,82915,3
I450,F238,ORD,ATL,78523,82915,26
I451,F239,DFW,ORD,20640,26445,96
I452,F148-F240,DFW,ATL,20820,37945,10
I453,F240,ORD,ATL,33553,37945,81
I454,F64-F241,JFK,DFW,20940,63297,16
I455,F03-F149-F241,JFK,DFW,20040,63297,7
I456,F149-F241,ORD,DFW,34615,63297,14
I457,F172-F241,JFK,DFW,21000,63297,46
I458,F241,ATL,DFW,58014,63297,13
I459,F24-F242,ATL,ORD,20700,78233,5
I460,F69-F242,LAX,ORD,20580,78233,3
I461,F156-F242,ATL,ORD,20880,78233,39
I462,F178-F242,JFK,ORD,20520,78233,31
I463,F242,DFW,ORD,72428,78233,18
I464,F22-F243,LAX,JFK,65827,90515,33
I465,F193-F198-F243,DFW,JFK,19920,90515,15
I466,F243,ORD,JFK,85174,90515,48
I467,F244,ATL,ORD,20040,24432,128
I468,F146-F245,LAX,DFW,19800,50103,25
I469,F216-F245,ATL,DFW,27123,50103,8
I470,F245,ORD,DFW,44298,50103,65
I471,F33-F246,ATL,LAX,38911,67486,15
I472,F112-F246,JFK,LAX,20100,67486,64
I473,F245-F246,ORD,LAX,44298,67486,30
I474,F246,DFW,LAX,58563,67486,19
I475,F247,LAX,DFW,19920,28843,160
I476,F69-F248,LAX,ATL,20580,62185,3
I477,F119-F248,LAX,ATL,19800,62185,48
I478,F140-F248,LAX,ATL,20520,62185,33
I479,F234-F248,JFK,ATL,19800,62185,40
I480,F248,DFW,ATL,56902,62185,36
I481,F249,JFK,ORD,20220,25561,52
I482,F86-F250,JFK,LAX,20520,59187,9
I483,F164-F250,ATL,LAX,19920,59187,14
I484,F216-F250,ATL,LAX,27123,59187,3
I485,F250,ORD,LAX,46578,59187,49
I486,F251,ORD,LAX,20460,33069,160
I487,F212-F252,DFW,ORD,20760,54363,46
I488,F252,LAX,ORD,41754,54363,69
I489,F30-F253,DFW,LAX,49986,71943,38
I490,F86-F253,JFK,LAX,20520,71943,5
I491,F249-F253,JFK,LAX,20220,71943,54
I492,F253,ORD,LAX,59334,71943,44
I493,F254,LAX,DFW,20220,29143,160
I494,F73-F255,ATL,LAX,26222,60402,19
I495,F255,DFW,LAX,51479,60402,141
I496,F256,ATL,ORD,20880,25272,128
I497,F86-F257,JFK,DFW,20520,35484,4
I498,F249-F257,JFK,DFW,20220,35484,22
I499,F257,ORD,DFW,29679,35484,102
I500,F20-F258,ORD,LAX,19980,49974,3
I501,F24-F258,ATL,LAX,20700,49974,4
I502,F73-F258,ATL,LAX,26222,49974,12
I503,F121-F258,ATL,LAX,20880,49974,18
I504,F134-F258,ORD,LAX,19860,49974,7
I505,F258,DFW,LAX,41051,49974,84
I506,F87-F259,ORD,DFW,37189,84965,63
I507,F164-F250-F259,ATL,DFW,19920,84965,20
I508,F259,LAX,DFW,76042,84965,45
I509,F260,JFK,DFW,20100,30153,77
I510,F11-F261,JFK,ORD,20400,61513,4
I511,F69-F261,LAX,ORD,20580,61513,2
I512,F261,DFW,ORD,55708,61513,76
I513,F103-F262,ATL,JFK,53267,79553,15
I514,F146-F262,LAX,JFK,19800,79553,13
I515,F58-F150-F262,DFW,JFK,20760,79553,4
I516,F216-F262,ATL,JFK,27123,79553,2
I517,F262,ORD,JFK,74212,79553,94
I518,F263,LAX,DFW,20400,29323,53
I519,F84-F264,JFK,LAX,36353,67289,22
I520,F03-F110-F264,JFK,LAX,20040,67289,13
I521,F110-F264,ORD,LAX,46056,67289,13
I522,F234-F264,JFK,LAX,19800,67289,19
I523,F260-F264,JFK,LAX,20100,67289,51
I524,F264,DFW,LAX,58366,67289,10
I525,F197-F265,ORD,DFW,49990,85503,40
I526,F207-F265,ORD,DFW,44549,85503,16
I527,F265,LAX,DFW,76580,85503,72
I528,F266,DFW,LAX,20940,29863,160
I529,F89-F267,DFW,ORD,19860,69733,11
I530,F212-F267,DFW,ORD,20760,69733,35
I531,F267,LAX,ORD,57124,69733,114
I532,F68-F268,DFW,ATL,73804,85927,13
I533,F86-F268,JFK,ATL,20520,85927,2
I534,F93-F268,DFW,ATL,20460,85927,18
I535,F194-F268,LAX,ATL,50820,85927,31
I536,F196-F268,LAX,ATL,20820,85927,73
I537,F89-F233-F268,DFW,ATL,19860,85927,10
I538,F268,ORD,ATL,81535,85927,13
I539,F269,ORD,LAX,19920,32529,96
I540,F70-F270,DFW,ORD,34176,73732,26
I541,F89-F270,DFW,ORD,19860,73732,7
I542,F270,LAX,ORD,61123,73732,63
I543,F271,ATL,JFK,20280,25779,160
I544,F169-F272,ORD,ATL,20040,34358,18
I545,F272,JFK,ATL,28859,34358,142
I546,F273,ATL,JFK,38377,43876,160
I547,F274,JFK,ATL,61037,66536,160
I548,F275,ATL,DFW,20340,25623,128
I549,F16-F276,JFK,ORD,20520,63582,4
I550,F55-F276,LAX,ORD,20820,63582,10
I551,F173-F276,ATL,ORD,44696,63582,60
I552,F263-F276,LAX,ORD,20400,63582,52
I553,F276,DFW,ORD,57777,63582,2
I554,F277,JFK,ATL,20760,26259,96
I555,F51-F278,JFK,DFW,20160,41157,33
I556,F72-F278,ORD,DFW,19920,41157,5
I557,F278,ATL,DFW,35874,41157,58
I558,F67-F279,JFK,LAX,55483,77242,47
I559,F73-F279,ATL,LAX,26222,77242,8
I560,F08-F182-F279,ATL,LAX,20160,77242,7
I561,F279,DFW,LAX,68319,77242,34
I562,F164-F250-F280,ATL,DFW,19920,93580,9
I563,F253-F280,ORD,DFW,59334,93580,19
I564,F280,LAX,DFW,84657,93580,68
I565,F281,ATL,DFW,20580,25863,128
I566,F69-F282,LAX,ATL,20580,38613,1
I567,F263-F282,LAX,ATL,20400,38613,23
I568,F282,DFW,ATL,33330,38613,72
I569,F122-F283,DFW,ORD,43341,62823,20
I570,F16-F154-F283,JFK,ORD,20520,62823,2
I571,F187-F283,DFW,ORD,46487,62823,2
I572,F202-F283,JFK,ORD,20940,62823,46
I573,F222-F283,JFK,ORD,39229,62823,37
I574,F283,ATL,ORD,58431,62823,21
I575,F284,ORD,ATL,20580,24972,96
I576,F108-F285,DFW,ORD,20220,64468,52
I577,F202-F285,JFK,ORD,20940,64468,17
I578,F285,ATL,ORD,60076,64468,27
I579,F286,JFK,DFW,20880,30933,160
I580,F13-F287,LAX,JFK,20160,51231,7
I581,F24-F287,ATL,JFK,20700,51231,3
I582,F287,DFW,JFK,41178,51231,150
I583,F08-F288,ATL,DFW,20160,66473,8
I584,F83-F288,ATL,DFW,20280,66473,38
I585,F184-F288,ORD,DFW,20880,66473,52
I586,F288,JFK,DFW,56420,66473,62
I587,F289,JFK,ATL,20400,25899,160
I588,F53-F290,DFW,JFK,20520,49931,26
I589,F148-F240-F290,DFW,JFK,20820,49931,5
