Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring
T39,F119,C43,LAX,DFW,19800,28723,8923,7123,1983,160,128,05:30 -> 07:58
T39,F120,C41,DFW,ATL,53133,58416,5283,3483,1174,160,128,14:45 -> 16:13
T40,F121,C44,ATL,DFW,20880,26163,5283,3483,1174,160,128,05:48 -> 07:16
T40,F122,C43,DFW,ATL,43341,48624,5283,3483,1174,160,128,12:02 -> 13:30
T40,F123,C22,ATL,DFW,76496,81779,5283,3483,1174,160,128,21:14 -> 22:42
T41,F124,C45,DFW,ATL,20040,25323,5283,3483,1174,160,128,05:34 -> 07:02
T41,F125,C45,ATL,ORD,36530,40922,4392,2592,976,160,128,10:08 -> 11:22
T41,F126,C40,ORD,LAX,44208,56817,12609,10809,2802,160,128,12:16 -> 15:46
T41,F127,C32,LAX,DFW,67541,76464,8923,7123,1983,160,128,18:45 -> 21:14
T41,F128,C11,DFW,ATL,79584,84867,5283,3483,1174,160,128,22:06 -> 23:34
T42,F129,C46,ATL,JFK,20100,25599,5499,3699,1222,160,128,05:35 -> 07:06
T42,F130,C31,JFK,ATL,57698,63197,5499,3699,1222,160,128,16:01 -> 17:33
T43,F131,C47,DFW,ATL,19860,25143,5283,3483,1174,120,96,05:31 -> 06:59
T43,F132,C47,ATL,DFW,48151,53434,5283,3483,1174,120,96,13:22 -> 14:50
T43,F133,C39,DFW,ATL,56129,61412,5283,3483,1174,120,96,15:35 -> 17:03
T44,F134,C48,ORD,DFW,19860,25665,5805,4005,1290,200,160,05:31 -> 07:07
T44,F135,C42,DFW,LAX,59763,68686,8923,7123,1983,200,160,16:36 -> 19:04
T44,F136,C33,LAX,DFW,75577,84500,8923,7123,1983,200,160,20:59 -> 23:28
T45,F137,C49,ATL,DFW,20580,25863,5283,3483,1174,160,128,05:43 -> 07:11
T45,F138,C44,DFW,ATL,39048,44331,5283,3483,1174,160,128,10:50 -> 12:18
T45,F139,C43,ATL,DFW,59710,64993,5283,3483,1174,160,128,16:35 -> 18:03
T46,F140,C50,LAX,DFW,20520,29443,8923,7123,1983,120,96,05:42 -> 08:10
T46,F141,C47,DFW,JFK,61004,71057,10053,8253,2234,120,96,16:56 -> 19:44
T46,F142,C21,JFK,ATL,77376,82875,5499,3699,1222,120,96,21:29 -> 23:01
T47,F143,C51,ORD,JFK,19980,25321,5341,3541,1187,200,160,05:33 -> 07:02
T47,F144,C37,JFK,ATL,55783,61282,5499,3699,1222,200,160,15:29 -> 17:01
T47,F145,C27,ATL,JFK,82079,87578,5499,3699,1222,200,160,22:47 -> 00:19 (+1)
T48,F146,C52,LAX,ORD,19800,32409,12609,10809,2802,200,160,05:30 -> 09:00
T48,F147,C26,ORD,LAX,64259,76868,12609,10809,2802,200,160,17:50 -> 21:21
T49,F148,C53,DFW,ORD,20820,26625,5805,4005,1290,200,160,05:47 -> 07:23
T49,F149,C52,ORD,ATL,34615,39007,4392,2592,976,200,160,09:36 -> 10:50
T49,F150,C44,ATL,ORD,48660,53052,4392,2592,976,200,160,13:31 -> 14:44
T49,F151,C29,ORD,ATL,58187,62579,4392,2592,976,200,160,16:09 -> 17:22
T49,F152,C31,ATL,DFW,72300,77583,5283,3483,1174,200,160,20:05 -> 21:33
T50,F153,C54,JFK,DFW,20220,30273,10053,8253,2234,200,160,05:37 -> 08:24
T50,F154,C48,DFW,ATL,48717,54000,5283,3483,1174,200,160,13:31 -> 15:00
T50,F155,C29,ATL,JFK,76478,81977,5499,3699,1222,200,160,21:14 -> 22:46
T51,F156,C55,ATL,DFW,20880,26163,5283,3483,1174,160,128,05:48 -> 07:16
T51,F157,C49,DFW,ORD,57486,63291,5805,4005,1290,160,128,15:58 -> 17:34
T51,F158,C20,ORD,DFW,70575,76380,5805,4005,1290,160,128,19:36 -> 21:13
T51,F159,C32,DFW,ATL,79305,84588,5283,3483,1174,160,128,22:01 -> 23:29
T51,F160,C11,ATL,JFK,87981,93480,5499,3699,1222,160,128,00:26 (+1) -> 01:58 (+1)
T52,F161,C56,DFW,ORD,20220,26025,5805,4005,1290,200,160,05:37 -> 07:13
T52,F162,C53,ORD,DFW,40967,46772,5805,4005,1290,200,160,11:22 -> 12:59
T52,F163,C50,DFW,ORD,65516,71321,5805,4005,1290,200,160,18:11 -> 19:48
T53,F164,C57,ATL,ORD,19920,24312,4392,2592,976,200,160,05:32 -> 06:45
T53,F165,C44,ORD,ATL,55942,60334,4392,2592,976,200,160,15:32 -> 16:45
T54,F166,C58,DFW,LAX,20400,29323,8923,7123,1983,200,160,05:40 -> 08:08
T54,F167,C58,LAX,DFW,46066,54989,8923,7123,1983,200,160,12:47 -> 15:16
T54,F168,C20,DFW,LAX,78623,87546,8923,7123,1983,200,160,21:50 -> 00:19 (+1)
T55,F169,C59,ORD,JFK,20040,25381,5341,3541,1187,120,96,05:34 -> 07:03
T55,F170,C46,JFK,ORD,45791,51132,5341,3541,1187,120,96,12:43 -> 14:12
T55,F171,C18,ORD,LAX,78410,91019,12609,10809,2802,120,96,21:46 -> 01:16 (+1)
T56,F172,C60,JFK,ATL,21000,26499,5499,3699,1222,160,128,05:50 -> 07:21
T56,F173,C52,ATL,DFW,44696,49979,5283,3483,1174,160,128,12:24 -> 13:52
T56,F174,C43,DFW,ATL,71572,76855,5283,3483,1174,160,128,19:52 -> 21:20
T57,F175,C61,LAX,ORD,20940,33549,12609,10809,2802,120,96,05:49 -> 09:19
T57,F176,C45,ORD,ATL,47674,52066,4392,2592,976,120,96,13:14 -> 14:27
T57,F177,C35,ATL,DFW,80612,85895,5283,3483,1174,120,96,22:23 -> 23:51
T58,F178,C62,JFK,DFW,20520,30573,10053,8253,2234,160,128,05:42 -> 08:29
T58,F179,C54,DFW,ATL,37812,43095,5283,3483,1174,160,128,10:30 -> 11:58
T58,F180,C36,ATL,DFW,63226,68509,5283,3483,1174,160,128,17:33 -> 19:01
T59,F181,C63,DFW,JFK,20820,30873,10053,8253,2234,120,96,05:47 -> 08:34
T59,F182,C51,JFK,DFW,37020,47073,10053,8253,2234,120,96,10:17 -> 13:04
T59,F183,C36,DFW,JFK,70636,80689,10053,8253,2234,120,96,19:37 -> 22:24
T60,F184,C64,ORD,JFK,20880,26221,5341,3541,1187,200,160,05:48 -> 07:17
T60,F185,C59,JFK,DFW,57753,67806,10053,8253,2234,200,160,16:02 -> 18:50
T61,F186,C65,LAX,DFW,20880,29803,8923,7123,1983,120,96,05:48 -> 08:16
T61,F187,C55,DFW,ATL,46487,51770,5283,3483,1174,120,96,12:54 -> 14:22
T61,F188,C37,ATL,DFW,78836,84119,5283,3483,1174,120,96,21:53 -> 23:21
T62,F189,C66,ATL,JFK,20820,26319,5499,3699,1222,200,160,05:47 -> 07:18
T62,F190,C63,JFK,ATL,41446,46945,5499,3699,1222,200,160,11:30 -> 13:02
T62,F191,C39,ATL,ORD,65895,70287,4392,2592,976,200,160,18:18 -> 19:31
T62,F192,C24,ORD,ATL,82466,86858,4392,2592,976,200,160,22:54 -> 00:07 (+1)
T63,F193,C67,DFW,LAX,19920,28843,8923,7123,1983,200,160,05:32 -> 08:00
T63,F194,C67,LAX,ORD,50820,63429,12609,10809,2802,200,160,14:07 -> 17:37
T63,F195,C38,ORD,DFW,74294,80099,5805,4005,1290,200,160,20:38 -> 22:14
T64,F196,C68,LAX,ORD,20820,33429,12609,10809,2802,200,160,05:47 -> 09:17
T64,F197,C56,ORD,LAX,49990,62599,12609,10809,2802,200,160,13:53 -> 17:23
T64,F198,C40,LAX,ORD,64638,77247,12609,10809,2802,200,160,17:57 -> 21:27
T65,F199,C69,ATL,ORD,20220,24612,4392,2592,976,200,160,05:37 -> 06:50
T65,F200,C46,ORD,DFW,56491,62296,5805,4005,1290,200,160,15:41 -> 17:18
T65,F201,C51,DFW,ORD,70526,76331,5805,4005,1290,200,160,19:35 -> 21:12
T66,F202,C70,JFK,ATL,20940,26439,5499,3699,1222,120,96,05:49 -> 07:20
T66,F203,C60,ATL,ORD,31503,35895,4392,2592,976,120,96,08:45 -> 09:58
T66,F204,C57,ORD,ATL,62347,66739,4392,2592,976,120,96,17:19 -> 18:32
T66,F205,C41,ATL,ORD,73496,77888,4392,2592,976,120,96,20:24 -> 21:38
T67,F206,C71,ATL,ORD,20340,24732,4392,2592,976,160,128,05:39 -> 06:52
T67,F207,C60,ORD,LAX,44549,57158,12609,10809,2802,160,128,12:22 -> 15:52
T67,F208,C56,LAX,ORD,69644,82253,12609,10809,2802,160,128,19:20 -> 22:50
T68,F209,C72,JFK,ATL,19800,25299,5499,3699,1222,200,160,05:30 -> 07:01
T68,F210,C70,ATL,ORD,31295,35687,4392,2592,976,200,160,08:41 -> 09:54
T68,F211,C49,ORD,JFK,66657,71998,5341,3541,1187,200,160,18:30 -> 19:59
T69,F212,C73,DFW,LAX,20760,29683,8923,7123,1983,160,128,05:46 -> 08:14
T69,F213,C73,LAX,ORD,32812,45421,12609,10809,2802,160,128,09:06 -> 12:37
T69,F214,C25,ORD,LAX,80454,93063,12609,10809,2802,160,128,22:20 -> 01:51 (+1)
T70,F215,C74,ORD,ATL,19800,24192,4392,2592,976,120,96,05:30 -> 06:43
T70,F216,C72,ATL,ORD,27123,31515,4392,2592,976,120,96,07:32 -> 08:45
T70,F217,C61,ORD,ATL,60524,64916,4392,2592,976,120,96,16:48 -> 18:01
T71,F218,C75,ORD,DFW,20820,26625,5805,4005,1290,200,160,05:47 -> 07:23
T71,F219,C52,DFW,ORD,59506,65311,5805,4005,1290,200,160,16:31 -> 18:08
T71,F220,C39,ORD,LAX,75420,88029,12609,10809,2802,200,160,20:57 -> 00:27 (+1)
T72,F221,C76,DFW,JFK,20940,30993,10053,8253,2234,200,160,05:49 -> 08:36
T72,F222,C64,JFK,ATL,39229,44728,5499,3699,1222,200,160,10:53 -> 12:25
T72,F223,C44,ATL,JFK,78427,83926,5499,3699,1222,200,160,21:47 -> 23:18
T73,F224,C77,ORD,JFK,20760,26101,5341,3541,1187,120,96,05:46 -> 07:15
T73,F225,C66,JFK,ATL,50136,55635,5499,3699,1222,120,96,13:55 -> 15:27
T73,F226,C45,ATL,JFK,73387,78886,5499,3699,1222,120,96,20:23 -> 21:54
T74,F227,C78,LAX,DFW,20700,29623,8923,7123,1983,200,160,05:45 -> 08:13
T74,F228,C53,DFW,LAX,49332,58255,8923,7123,1983,200,160,13:42 -> 16:10
T74,F229,C60,LAX,ORD,68977,81586,12609,10809,2802,200,160,19:09 -> 22:39
T75,F230,C79,DFW,LAX,20220,29143,8923,7123,1983,120,96,05:37 -> 08:05
T75,F231,C53,LAX,DFW,62263,71186,8923,7123,1983,120,96,17:17 -> 19:46
T76,F232,C80,ORD,LAX,20340,32949,12609,10809,2802,200,160,05:39 -> 09:09
T76,F233,C79,LAX,ORD,66104,78713,12609,10809,2802,200,160,18:21 -> 21:51
T77,F234,C81,JFK,DFW,19800,29853,10053,8253,2234,120,96,05:30 -> 08:17
T77,F235,C62,DFW,JFK,36434,46487,10053,8253,2234,120,96,10:07 -> 12:54
T77,F236,C76,JFK,ATL,48538,54037,5499,3699,1222,120,96,13:28 -> 15:00
T77,F237,C48,ATL,ORD,66246,70638,4392,2592,976,120,96,18:24 -> 19:37
T77,F238,C50,ORD,ATL,78523,82915,4392,2592,976,120,96,21:48 -> 23:01
T78,F239,C82,DFW,ORD,20640,26445,5805,4005,1290,120,96,05:44 -> 07:20
T78,F240,C69,ORD,ATL,33553,37945,4392,2592,976,120,96,09:19 -> 10:32
T78,F241,C54,ATL,DFW,58014,63297,5283,3483,1174,120,96,16:06 -> 17:34
T78,F242,C46,DFW,ORD,72428,78233,5805,4005,1290,120,96,20:07 -> 21:43
T78,F243,C28,ORD,JFK,85174,90515,5341,3541,1187,120,96,23:39 -> 01:08 (+1)
T79,F244,C83,ATL,ORD,20040,24432,4392,2592,976,160,128,05:34 -> 06:47
T79,F245,C68,ORD,DFW,44298,50103,5805,4005,1290,160,128,12:18 -> 13:55
T79,F246,C58,DFW,LAX,58563,67486,8923,7123,1983,160,128,16:16 -> 18:44
T80,F247,C84,LAX,DFW,19920,28843,8923,7123,1983,200,160,05:32 -> 08:00
T80,F248,C65,DFW,ATL,56902,62185,5283,3483,1174,200,160,15:48 -> 17:16
T81,F249,C85,JFK,ORD,20220,25561,5341,3541,1187,160,128,05:37 -> 07:06
T81,F250,C70,ORD,LAX,46578,59187,12609,10809,2802,160,128,12:56 -> 16:26
T82,F251,C86,ORD,LAX,20460,33069,12609,10809,2802,200,160,05:41 -> 09:11
T82,F252,C80,LAX,ORD,41754,54363,12609,10809,2802,200,160,11:35 -> 15:06
T82,F253,C71,ORD,LAX,59334,71943,12609,10809,2802,200,160,16:28 -> 19:59
T83,F254,C87,LAX,DFW,20220,29143,8923,7123,1983,200,160,05:37 -> 08:05
T83,F255,C75,DFW,LAX,51479,60402,8923,7123,1983,200,160,14:17 -> 16:46
T84,F256,C88,ATL,ORD,20880,25272,4392,2592,976,160,128,05:48 -> 07:01
T84,F257,C82,ORD,DFW,29679,35484,5805,4005,1290,160,128,08:14 -> 09:51
T84,F258,C78,DFW,LAX,41051,49974,8923,7123,1983,160,128,11:24 -> 13:52
T84,F259,C42,LAX,DFW,76042,84965,8923,7123,1983,160,128,21:07 -> 23:36
T85,F260,C89,JFK,DFW,20100,30153,10053,8253,2234,160,128,05:35 -> 08:22
T85,F261,C68,DFW,ORD,55708,61513,5805,4005,1290,160,128,15:28 -> 17:05
T85,F262,C48,ORD,JFK,74212,79553,5341,3541,1187,160,128,20:36 -> 22:05
T86,F263,C90,LAX,DFW,20400,29323,8923,7123,1983,160,128,05:40 -> 08:08
T86,F264,C81,DFW,LAX,58366,67289,8923,7123,1983,160,128,16:12 -> 18:41
T86,F265,C58,LAX,DFW,76580,85503,8923,7123,1983,160,128,21:16 -> 23:45
T87,F266,C91,DFW,LAX,20940,29863,8923,7123,1983,200,160,05:49 -> 08:17
T87,F267,C78,LAX,ORD,57124,69733,12609,10809,2802,200,160,15:52 -> 19:22
T87,F268,C40,ORD,ATL,81535,85927,4392,2592,976,200,160,22:38 -> 23:52
T88,F269,C92,ORD,LAX,19920,32529,12609,10809,2802,120,96,05:32 -> 09:02
T88,F270,C70,LAX,ORD,61123,73732,12609,10809,2802,120,96,16:58 -> 20:28
T89,F271,C93,ATL,JFK,20280,25779,5499,3699,1222,200,160,05:38 -> 07:09
T89,F272,C77,JFK,ATL,28859,34358,5499,3699,1222,200,160,08:00 -> 09:32
T89,F273,C74,ATL,JFK,38377,43876,5499,3699,1222,200,160,10:39 -> 12:11
T89,F274,C62,JFK,ATL,61037,66536,5499,3699,1222,200,160,16:57 -> 18:28
T90,F275,C94,ATL,DFW,20340,25623,5283,3483,1174,160,128,05:39 -> 07:07
T90,F276,C82,DFW,ORD,57777,63582,5805,4005,1290,160,128,16:02 -> 17:39
T91,F277,C95,JFK,ATL,20760,26259,5499,3699,1222,120,96,05:46 -> 07:17
T91,F278,C95,ATL,DFW,35874,41157,5283,3483,1174,120,96,09:57 -> 11:25
T91,F279,C54,DFW,LAX,68319,77242,8923,7123,1983,120,96,18:58 -> 21:27
T91,F280,C07,LAX,DFW,84657,93580,8923,7123,1983,120,96,23:30 -> 01:59 (+1)
T92,F281,C96,ATL,DFW,20580,25863,5283,3483,1174,160,128,05:43 -> 07:11
T92,F282,C84,DFW,ATL,33330,38613,5283,3483,1174,160,128,09:15 -> 10:43
T92,F283,C55,ATL,ORD,58431,62823,4392,2592,976,160,128,16:13 -> 17:27
T93,F284,C97,ORD,ATL,20580,24972,4392,2592,976,120,96,05:43 -> 06:56
T93,F285,C63,ATL,ORD,60076,64468,4392,2592,976,120,96,16:41 -> 17:54
T94,F286,C98,JFK,DFW,20880,30933,10053,8253,2234,200,160,05:48 -> 08:35
T94,F287,C87,DFW,JFK,41178,51231,10053,8253,2234,200,160,11:26 -> 14:13
T94,F288,C74,JFK,DFW,56420,66473,10053,8253,2234,200,160,15:40 -> 18:27
T95,F289,C99,JFK,ATL,20400,25899,5499,3699,1222,200,160,05:40 -> 07:11
T95,F290,C69,ATL,JFK,44432,49931,5499,3699,1222,200,160,12:20 -> 13:52
T95,F291,C69,JFK,ATL,58885,64384,5499,3699,1222,200,160,16:21 -> 17:53
T95,F292,C61,ATL,JFK,67304,72803,5499,3699,1222,200,160,18:41 -> 20:13
