Itinerary,Flight_legs,From,To,SDT,SAT,Pax
I72,F60-F63,MSP,DFW,20520,51811,39
I73,F63,PHX,DFW,45543,51811,8
I74,F33-F64,MCO,LAS,20880,85365,53
I75,F64,DFW,LAS,77742,85365,107
I76,F65,ORD,PHX,20220,30628,4
I77,F49-F66,MSP,SEA,21000,66396,14
I78,F66,PHX,SEA,58382,66396,75
I79,F67,SEA,PHX,69345,77359,58
I80,F68,SFO,LAS,20340,23328,35
I81,F69,LAS,ORD,53366,64305,45
I82,F70,ORD,ATL,86159,90551,128
I83,F71,PHX,MCO,20580,33940,17
I84,F72,MCO,JFK,41341,48185,48
I85,F30-F73,MSP,ATL,20880,66907,43
I86,F73,JFK,ATL,61408,66907,55
I87,F74,ATL,JFK,80771,86270,128
I88,F75,DFW,CLT,20820,27583,10
I89,F76,CLT,JFK,56175,60090,128
I90,F77,PHX,MCO,20040,33400,26
I91,F71-F78,PHX,DFW,20580,52367,41
I92,F77-F78,PHX,DFW,20040,52367,79
I93,F78,MCO,DFW,45248,52367,2
I94,F79,DFW,LAX,55472,64395,28
I95,F79-F80,DFW,DEN,55472,91895,68
I96,F80,LAX,DEN,85663,91895,92
I97,F81,JFK,ATL,20580,26079,2
I98,F82,ATL,JFK,30752,36251,32
I99,F11-F83,DFW,ATL,20340,57748,21
I100,F83,JFK,ATL,52249,57748,12
I101,F84,ATL,MSP,76532,83097,63
I102,F39-F85,LAX,JFK,20520,92436,39
I103,F84-F85,ATL,JFK,76532,92436,33
I104,F85,MSP,JFK,85007,92436,24
I105,F86,LAS,DEN,20040,24580,36
I106,F08-F87,ORD,LAS,20160,42377,21
I107,F87,DEN,LAS,37837,42377,124
I108,F88,LAS,DEN,54702,59242,23
I109,F43-F89,JFK,LAS,19800,82966,67
I110,F89,DEN,LAS,78426,82966,93
I111,F90,MCO,ORD,20040,27330,12
I112,F91,ORD,MCO,41256,48546,87
I113,F77-F92,PHX,ATL,20040,74912,25
I114,F92,MCO,ATL,71987,74912,30
I115,F93,DFW,ORD,20280,26085,6
I116,F94,ORD,LAX,33147,45756,96
I117,F95,LAX,DFW,53532,62455,17
I118,F95-F96,LAX,MSP,53532,82582,34
I119,F96,DFW,MSP,76408,82582,62
I120,F97,MSP,LAX,20220,31321,15
I121,F98,LAX,MSP,54737,65838,96
I122,F99,DTW,JFK,20880,24552,8
I123,F100,JFK,ORD,51884,57225,19
I124,F93-F101,DFW,LAS,20280,74005,34
I125,F101,ORD,LAS,63066,74005,94
I126,F102,MCO,DTW,21000,27943,44
I127,F103,DTW,MCO,60661,67604,42
I128,F104,MCO,DTW,73620,80563,51
I129,F105,DTW,PHX,20400,32473,9
I130,F49-F106,MSP,DTW,21000,61530,12
I131,F65-F106,ORD,DTW,20220,61530,45
I132,F106,PHX,DTW,49457,61530,39
I133,F107,SEA,MSP,19800,29898,14
I134,F108,MSP,SEA,31825,41923,89
I135,F109,SEA,MSP,53727,63825,18
I136,F109-F110,SEA,JFK,53727,79593,52
I137,F110,MSP,JFK,72164,79593,57
I138,F111,EWR,IAH,20460,30585,3
I139,F111-F112,EWR,ATL,20460,64960,40
I140,F112,IAH,ATL,59979,64960,2
I141,F112-F113,IAH,MIA,59979,72777,20
I142,F113,ATL,MIA,68462,72777,76
I143,F114,MCO,JFK,20880,27724,17
I144,F115,JFK,CLT,45791,49706,106
I145,F116,CLT,IAH,59104,65701,47
I146,F04-F117,CLT,ORD,55141,77134,56
I147,F117,IAH,ORD,70429,77134,70
I148,F118,PHX,MCO,20340,33700,42
I149,F119,MCO,JFK,51987,58831,26
I150,F99-F120,DTW,ATL,20880,81116,43
I151,F120,JFK,ATL,75617,81116,85
I152,F121,CLT,DTW,20700,24322,6
I153,F121-F122,CLT,PHX,20700,47736,40
I154,F122,DTW,PHX,35663,47736,20
I155,F123,PHX,DFW,76521,82789,96
I156,F124,ATL,EWR,20820,26215,160
I157,F125,EWR,MIA,32180,40055,96
I158,F126,MIA,IAH,54129,61099,160
I159,F127,IAH,ATL,70476,75457,61
I160,F16-F128,LAS,DEN,55310,91785,64
I161,F127-F128,IAH,DEN,70476,91785,51
I162,F128,ATL,DEN,83118,91785,45
I163,F129,PHX,ORD,19800,30208,3
I164,F130,ORD,ATL,37583,41975,2
I165,F131,ATL,ORD,46469,50861,59
I166,F100-F132,JFK,DEN,51884,69055,20
I167,F132,ORD,DEN,62638,69055,15
I168,F133,DEN,ORD,82625,89042,128
I169,F134,CLT,DTW,21000,24622,6
I170,F36-F135,PHX,ATL,20460,42529,32
I171,F135,DTW,ATL,38218,42529,6
I172,F14-F136,LAS,JFK,20700,74727,65
I173,F58-F136,IAH,JFK,20220,74727,23
I174,F136,ATL,JFK,69228,74727,8
I175,F137,JFK,DFW,19920,29973,2
I176,F138,DFW,JFK,59839,69892,111
I177,F139,LAX,SEA,20280,27192,37
I178,F140,SEA,DFW,41868,53874,14
I179,F63-F141,PHX,EWR,45543,77848,6
I180,F141,DFW,EWR,67930,77848,154
I181,F142,DFW,SFO,20520,31099,32
I182,F143,SFO,DFW,42237,52816,5
I183,F95-F144,LAX,MCO,53532,85767,28
I184,F137-F144,JFK,MCO,19920,85767,55
I185,F144,DFW,MCO,78648,85767,45
I186,F145,MIA,DFW,19800,27909,2
I187,F146,DFW,MIA,35049,43158,22
I188,F147,MIA,DFW,59698,67807,23
I189,F148,MSP,MIA,20280,31161,18
I190,F149,MIA,DEN,51732,64098,34
I191,F100-F132-F150,JFK,MIA,51884,83647,24
I192,F132-F150,ORD,MIA,62638,83647,29
I193,F150,DEN,MIA,71281,83647,43
I194,F151,JFK,MCO,19800,26644,41
I195,F77-F152,PHX,ATL,20040,53979,17
I196,F152,MCO,ATL,51054,53979,5
I197,F83-F153,JFK,MCO,52249,66511,15
I198,F130-F153,ORD,MCO,37583,66511,62
I199,F153,ATL,MCO,63586,66511,27
I200,F154,DFW,ATL,20160,25443,3
I201,F14-F155,LAS,DFW,20700,64263,43
I202,F155,ATL,DFW,58980,64263,21
I203,F143-F156,SFO,ATL,42237,92742,60
I204,F145-F156,MIA,ATL,19800,92742,34
I205,F147-F156,MIA,ATL,59698,92742,47
I206,F156,DFW,ATL,87459,92742,19
I207,F157,JFK,ORD,20940,26281,34
I208,F90-F158,MCO,JFK,20040,50915,42
I209,F158,ORD,JFK,45574,50915,9
I210,F159,JFK,ATL,77461,82960,102
I211,F160,JFK,CLT,20640,24555,37
I212,F161,CLT,DEN,46379,56045,89
I213,F162,DEN,CLT,73458,83124,128
I214,F75-F163,DFW,MIA,20820,92379,60
I215,F163,CLT,MIA,87659,92379,68
I216,F164,SFO,IAH,19860,31681,8
I217,F165,IAH,SFO,44125,55946,160
I218,F166,MCO,ATL,19860,22785,4
I219,F154-F167,DFW,MCO,20160,48718,50
I220,F167,ATL,MCO,45793,48718,10
I221,F118-F168,PHX,ATL,20340,56736,46
I222,F168,MCO,ATL,53811,56736,13
I223,F01-F169,PHX,MCO,48868,86974,52
I224,F12-F169,JFK,MCO,50915,86974,22
I225,F83-F169,JFK,MCO,52249,86974,12
I226,F169,ATL,MCO,84049,86974,10
I227,F170,CLT,JFK,21000,24915,32
I228,F06-F171,ATL,CLT,19920,38775,62
I229,F11-F171,DFW,CLT,20340,38775,4
I230,F171,JFK,CLT,34860,38775,5
I231,F172,CLT,PHX,53909,66725,43
I232,F173,MIA,DTW,20220,28531,28
I233,F134-F174,CLT,ATL,21000,42051,18
I234,F174,DTW,ATL,37740,42051,4
I235,F81-F175,JFK,DTW,20580,79500,34
I236,F83-F175,JFK,DTW,52249,79500,10
I237,F130-F175,ORD,DTW,37583,79500,21
I238,F166-F175,MCO,DTW,19860,79500,37
I239,F175,ATL,DTW,75189,79500,26
I240,F176,MCO,DFW,20100,27219,10
I241,F177,DFW,ATL,38721,44004,20
I242,F178,ATL,PHX,52496,63966,81
I243,F179,SEA,LAX,20640,27552,128
I244,F180,LAX,MSP,52636,63737,45
I245,F107-F181,SEA,LAX,19800,83733,71
I246,F181,MSP,LAX,72632,83733,57
I247,F182,LAS,ATL,20100,32718,7
I248,F14-F183,LAS,DFW,20700,51148,7
I249,F81-F183,JFK,DFW,20580,51148,30
I250,F166-F183,MCO,DFW,19860,51148,12
I251,F183,ATL,DFW,45865,51148,30
I252,F26-F184,MSP,JFK,20160,63169,38
I253,F166-F183-F184,MCO,JFK,19860,63169,6
I254,F184,DFW,JFK,53116,63169,50
I255,F185,DFW,EWR,20460,30378,40
I256,F186,EWR,DFW,35876,45794,8
I257,F78-F187,MCO,ATL,45248,69516,16
I258,F187,DFW,ATL,64233,69516,16
I259,F01-F188,PHX,DEN,48868,93260,36
I260,F187-F188,DFW,DEN,64233,93260,32
I261,F188,ATL,DEN,84593,93260,28
I262,F189,IAH,EWR,20400,30525,25
I263,F189-F190,IAH,DEN,20400,52182,62
I264,F190,EWR,DEN,40590,52182,10
I265,F17-F191,DTW,LAX,20280,63348,75
I266,F191,DEN,LAX,57116,63348,53
I267,F79-F192,DFW,ORD,55472,87432,31
I268,F192,LAX,ORD,74823,87432,97
I269,F193,DFW,DEN,20700,25344,6
I270,F08-F194,ORD,JFK,20160,44159,10
I271,F86-F194,LAS,JFK,20040,44159,62
I272,F194,DEN,JFK,32419,44159,29
I273,F82-F195,ATL,DFW,30752,88015,44
I274,F195,JFK,DFW,77962,88015,84
I275,F196,SFO,DFW,19920,30499,2
I276,F145-F197,MIA,ATL,19800,37633,8
I277,F197,DFW,ATL,32350,37633,17
I278,F174-F198,DTW,LAS,37740,65089,22
I279,F198,ATL,LAS,52471,65089,61
I280,F199,MIA,CLT,20160,24880,29
I281,F200,CLT,EWR,45818,49643,68
I282,F201,EWR,CLT,79490,83315,160
I283,F202,CLT,EWR,20580,24405,18
I284,F202-F203,CLT,IAH,20580,41151,26
I285,F203,EWR,IAH,31026,41151,37
I286,F04-F204,CLT,JFK,55141,81637,44
I287,F203-F204,EWR,JFK,31026,81637,32
I288,F204,IAH,JFK,71391,81637,52
I289,F205,MIA,EWR,20760,28635,10
I290,F206,EWR,ATL,48191,53586,11
I291,F58-F207,IAH,DTW,20220,91462,13
I292,F81-F207,JFK,DTW,20580,91462,12
I293,F152-F207,MCO,DTW,51054,91462,40
I294,F168-F207,MCO,DTW,53811,91462,24
I295,F207,ATL,DTW,87151,91462,7
I296,F208,ATL,DFW,20040,25323,28
I297,F209,DFW,MSP,37678,43852,13
I298,F55-F210,EWR,DFW,33711,54688,53
I299,F107-F210,SEA,DFW,19800,54688,23
I300,F210,MSP,DFW,48514,54688,26
I301,F33-F211,MCO,MSP,20880,78590,37
I302,F95-F211,LAX,MSP,53532,78590,6
I303,F145-F211,MIA,MSP,19800,78590,15
I304,F155-F211,ATL,MSP,58980,78590,37
I305,F211,DFW,MSP,72416,78590,35
I306,F212,IAH,JFK,20940,31186,85
I307,F47-F213,CLT,DTW,53036,64855,31
I308,F59-F213,ATL,DTW,53577,64855,13
I309,F158-F213,ORD,DTW,45574,64855,23
I310,F213,JFK,DTW,61183,64855,8
I311,F214,SEA,LAX,20160,27072,24
I312,F97-F215,MSP,SEA,20220,47699,35
I313,F215,LAX,SEA,40787,47699,15
I314,F49-F66-F216,MSP,SFO,21000,88613,7
I315,F216,SEA,SFO,83695,88613,89
I316,F217,ATL,PHX,20340,31810,63
I317,F49-F218,MSP,ATL,21000,54495,5
I318,F218,PHX,ATL,43025,54495,19
I319,F73-F219,JFK,MSP,61408,78693,30
I320,F81-F219,JFK,MSP,20580,78693,8
I321,F112-F219,IAH,MSP,59979,78693,14
I322,F154-F219,DFW,MSP,20160,78693,53
I323,F219,ATL,MSP,72128,78693,55
I324,F220,DFW,MIA,20760,28869,15
I325,F220-F221,DFW,DEN,20760,56859,21
I326,F221,MIA,DEN,44493,56859,18
I327,F190-F222,EWR,MIA,40590,79548,23
I328,F222,DEN,MIA,67182,79548,105
I329,F223,DTW,IAH,20340,28125,96
I330,F111-F224,EWR,DTW,20460,61954,19
I331,F224,IAH,DTW,54169,61954,22
I332,F34-F225,DFW,ATL,51992,81225,61
I333,F121-F225,CLT,ATL,20700,81225,27
I334,F225,DTW,ATL,76914,81225,8
I335,F16-F226,LAS,ORD,55310,89252,34
I336,F112-F226,IAH,ORD,59979,89252,9
I337,F135-F226,DTW,ORD,38218,89252,14
I338,F152-F226,MCO,ORD,51054,89252,29
I339,F226,ATL,ORD,84860,89252,10
I340,F227,EWR,DFW,19920,29838,5
I341,F143-F228,SFO,ATL,42237,66185,22
I342,F145-F228,MIA,ATL,19800,66185,11
I343,F228,DFW,ATL,60902,66185,28
I344,F50-F229,PHX,DFW,44766,74113,36
I345,F130-F229,ORD,DFW,37583,74113,11
I346,F229,ATL,DFW,68830,74113,45
I347,F230,LAS,ATL,20700,33318,12
I348,F174-F231,DTW,IAH,37740,51405,24
I349,F231,ATL,IAH,46424,51405,85
I350,F232,IAH,LAX,81889,91856,160
I351,F233,MCO,PHX,20520,33880,5
I352,F105-F234,DTW,IAH,20400,43895,43
I353,F234,PHX,IAH,36605,43895,20
I354,F111-F235,EWR,ATL,20460,55207,17
I355,F234-F235,PHX,ATL,36605,55207,15
I356,F235,IAH,ATL,50226,55207,20
I357,F50-F236,PHX,IAH,44766,82116,28
I358,F81-F236,JFK,IAH,20580,82116,5
I359,F130-F236,ORD,IAH,37583,82116,14
I360,F236,ATL,IAH,77135,82116,49
I361,F116-F237,CLT,MCO,59104,91268,75
I362,F237,IAH,MCO,85094,91268,21
I363,F238,CLT,MSP,20820,27552,16
I364,F238-F239,CLT,DFW,20820,68855,61
I365,F239,MSP,DFW,62681,68855,40
I366,F240,IAH,DEN,20100,26341,3
I367,F241,DEN,MIA,44565,56931,60
I368,F242,MIA,ATL,86976,91291,128
I369,F243,EWR,DFW,20220,30138,10
I370,F196-F244,SFO,EWR,19920,46865,62
I371,F244,DFW,EWR,36947,46865,25
I372,F185-F245,DFW,ORD,20460,60066,34
I373,F245,EWR,ORD,54873,60066,39
I374,F246,ORD,LAS,68603,79542,128
I375,F247,LAS,MSP,20940,30331,26
I376,F41-F248,ATL,DTW,19860,54687,31
I377,F107-F248,SEA,DTW,19800,54687,23
I378,F248,MSP,DTW,50871,54687,5
I379,F08-F25-F249,ORD,IAH,20160,81818,18
I380,F102-F249,MCO,IAH,21000,81818,34
I381,F249,DTW,IAH,74033,81818,44
I382,F250,JFK,CLT,20940,24855,53
I383,F46-F251,ORD,PHX,19800,70189,38
I384,F171-F251,JFK,PHX,34860,70189,9
I385,F199-F251,MIA,PHX,20160,70189,75
I386,F251,CLT,PHX,57373,70189,6
I387,F252,SFO,SEA,20880,25798,49
I388,F139-F253,LAX,PHX,20280,40587,42
I389,F253,SEA,PHX,32573,40587,7
I390,F254,PHX,CLT,65101,77917,60
I391,F75-F255,DFW,ORD,20820,87946,32
I392,F254-F255,PHX,ORD,65101,87946,36
I393,F255,CLT,ORD,83608,87946,28
I394,F256,SEA,LAX,20820,27732,160
I395,F257,LAX,SEA,48037,54949,160
I396,F258,SEA,ORD,74404,86828,160
I397,F259,SFO,PHX,20760,25467,30
I398,F260,PHX,MSP,33815,43044,38
I399,F39-F261,LAX,MCO,20520,75577,21
I400,F180-F261,LAX,MCO,52636,75577,58
I401,F261,MSP,MCO,66082,75577,46
I402,F262,MSP,LAS,19920,29311,13
I403,F263,LAS,DTW,41029,53665,44
I404,F264,MSP,PHX,20460,29689,15
I405,F00-F265,MCO,MSP,19860,48587,15
I406,F265,PHX,MSP,39358,48587,12
I407,F209-F266,DFW,SFO,37678,66845,64
I408,F266,MSP,SFO,55366,66845,21
I409,F267,SFO,PHX,78487,83194,96
I410,F268,MCO,ORD,20100,27390,24
I411,F129-F269,PHX,MCO,19800,52560,40
I412,F269,ORD,MCO,45270,52560,34
I413,F270,MCO,ATL,55821,58746,53
I414,F05-F271,IAH,ORD,74351,88153,68
I415,F127-F271,IAH,ORD,70476,88153,48
I416,F135-F271,DTW,ORD,38218,88153,6
I417,F187-F271,DFW,ORD,64233,88153,21
I418,F271,ATL,ORD,83761,88153,17
I419,F272,MCO,ATL,20640,23565,3
I420,F273,ATL,MCO,43065,45990,55
I421,F91-F274,ORD,JFK,41256,71645,41
I422,F274,MCO,JFK,64801,71645,119
I423,F11-F275,DFW,MIA,20340,85712,10
I424,F72-F275,MCO,MIA,41341,85712,52
I425,F99-F275,DTW,MIA,20880,85712,34
I426,F275,JFK,MIA,77806,85712,64
I427,F276,DEN,DFW,20640,25284,21
I428,F145-F277,MIA,LAS,19800,38371,4
I429,F277,DFW,LAS,30748,38371,79
I430,F278,LAS,MSP,68785,78176,84
I431,F95-F211-F279,LAX,PHX,53532,93401,4
I432,F278-F279,LAS,PHX,68785,93401,76
I433,F279,MSP,PHX,84172,93401,80
I434,F280,PHX,IAH,20220,27510,20
I435,F111-F281,EWR,JFK,20460,64495,8
I436,F281,IAH,JFK,54249,64495,42
I437,F282,SEA,LAS,20940,27217,19
I438,F283,LAS,DTW,29797,42433,37
I439,F248-F284,MSP,IAH,50871,73107,9
I440,F284,DTW,IAH,65322,73107,151
I441,F285,MCO,DFW,20520,27639,14
I442,F208-F286,ATL,ORD,20040,69138,49
I443,F227-F286,EWR,ORD,19920,69138,61
I444,F286,DFW,ORD,63333,69138,50
I445,F27-F287,DFW,MCO,51367,93290,30
I446,F287,ORD,MCO,86000,93290,130
I447,F288,MCO,DFW,19860,26979,6
I448,F196-F289,SFO,MCO,19920,48512,46
I449,F289,DFW,MCO,41393,48512,50
I450,F103-F290,DTW,DFW,60661,84640,37
I451,F153-F290,ATL,DFW,63586,84640,17
I452,F290,MCO,DFW,77521,84640,42
I453,F291,SEA,ORD,20460,32884,47
I454,F292,ORD,LAX,58581,71190,160
I455,F293,LAS,DEN,20160,24700,14
I456,F24-F294,ATL,ORD,19980,36878,30
I457,F86-F294,LAS,ORD,20040,36878,19
I458,F294,DEN,ORD,30461,36878,2
I459,F268-F295,MCO,DEN,20100,78793,38
I460,F295,ORD,DEN,72376,78793,22
I461,F296,LAS,ATL,19920,32538,4
I462,F58-F297,IAH,MIA,20220,38919,8
I463,F81-F297,JFK,MIA,20580,38919,2
I464,F166-F297,MCO,MIA,19860,38919,13
I465,F297,ATL,MIA,34604,38919,27
I466,F298,MIA,DTW,60107,68418,52
I467,F25-F299,DEN,DFW,50144,84124,22
I468,F263-F299,LAS,DFW,41029,84124,57
I469,F299,DTW,DFW,76987,84124,17
I470,F300,MCO,CLT,20520,23917,36
I471,F46-F301,ORD,DFW,19800,57676,43
I472,F301,CLT,DFW,50913,57676,53
I473,F137-F302,JFK,LAX,19920,77174,42
I474,F176-F302,MCO,LAX,20100,77174,49
I475,F302,DFW,LAX,68251,77174,5
I476,F97-F303,MSP,DFW,20220,90177,22
I477,F303,LAX,DFW,81254,90177,74
I478,F304,IAH,CLT,20760,27357,17
I479,F305,CLT,DFW,51392,58155,53
I480,F33-F306,MCO,CLT,20880,82670,18
I481,F155-F306,ATL,CLT,58980,82670,39
I482,F306,DFW,CLT,75907,82670,39
I483,F307,EWR,MSP,20400,27681,23
I484,F39-F308,LAX,PHX,20520,44290,5
I485,F308,MSP,PHX,35061,44290,8
I486,F60-F309,MSP,ATL,20520,80075,18
I487,F259-F309,SFO,ATL,20760,80075,52
I488,F308-F309,MSP,ATL,35061,80075,30
I489,F309,PHX,ATL,68605,80075,37
I490,F310,PHX,MSP,20520,29749,34
I491,F55-F311,EWR,PHX,33711,64809,13
I492,F307-F311,EWR,PHX,20400,64809,59
I493,F311,MSP,PHX,55580,64809,52
I494,F312,MIA,ORD,20760,29445,14
I495,F313,ORD,IAH,41583,48288,96
I496,F22-F314,SFO,LAX,30598,81154,45
I497,F111-F314,EWR,LAX,20460,81154,5
I498,F116-F314,CLT,LAX,59104,81154,38
I499,F314,IAH,LAX,71187,81154,8
I500,F315,MIA,JFK,20940,28846,128
I501,F316,JFK,ATL,41961,47460,24
I502,F14-F317,LAS,DTW,20700,58301,7
I503,F166-F317,MCO,DTW,19860,58301,6
I504,F317,ATL,DTW,53990,58301,11
I505,F104-F318,MCO,MSP,73620,89117,45
I506,F134-F318,CLT,MSP,21000,89117,23
I507,F213-F318,JFK,MSP,61183,89117,6
I508,F263-F318,LAS,MSP,41029,89117,27
I509,F318,DTW,MSP,85301,89117,27
I510,F319,SFO,MSP,19920,31399,44
I511,F39-F320,LAX,SFO,20520,73438,8
I512,F55-F320,EWR,SFO,33711,73438,19
I513,F310-F320,PHX,SFO,20520,73438,52
I514,F320,MSP,SFO,61959,73438,17
I515,F321,SEA,DEN,20700,28102,22
I516,F193-F322,DFW,JFK,20700,59503,34
I517,F322,DEN,JFK,47763,59503,39
I518,F323,MIA,IAH,20100,27070,44
I519,F164-F324,SFO,LAX,19860,57518,73
I520,F323-F324,MIA,LAX,20100,57518,34
I521,F324,IAH,LAX,47551,57518,38
I522,F79-F325,DFW,MSP,55472,81758,18
I523,F214-F325,SEA,MSP,20160,81758,35
I524,F325,LAX,MSP,70657,81758,43
I525,F326,ATL,ORD,20520,24912,30
I526,F327,ORD,ATL,42294,46686,128
I527,F50-F328,PHX,ORD,44766,63093,12
I528,F168-F328,MCO,ORD,53811,63093,6
I529,F182-F328,LAS,ORD,20100,63093,29
I530,F197-F328,DFW,ORD,32350,63093,41
I531,F328,ATL,ORD,58701,63093,8
I532,F09-F329,DEN,ATL,55851,69792,41
I533,F93-F329,DFW,ATL,20280,69792,22
I534,F245-F329,EWR,ATL,54873,69792,30
I535,F329,ORD,ATL,65400,69792,11
I536,F01-F330,PHX,LAS,48868,89945,12
I537,F112-F330,IAH,LAS,59979,89945,5
I538,F218-F330,PHX,LAS,43025,89945,56
I539,F330,ATL,LAS,77327,89945,55
I540,F331,CLT,DFW,20580,27343,5
I541,F332,DFW,EWR,29287,39205,18
I542,F333,EWR,DFW,46998,56916,128
I543,F78-F334,MCO,SFO,45248,78973,7
I544,F276-F334,DEN,SFO,20640,78973,53
I545,F331-F334,CLT,SFO,20580,78973,56
I546,F334,DFW,SFO,68394,78973,12
I547,F335,SFO,DFW,82346,92925,128
I548,F336,DEN,MCO,20820,32007,160
I549,F151-F337,JFK,DEN,19800,71964,39
I550,F337,MCO,DEN,60777,71964,42
I551,F24-F338,ATL,MCO,19980,86939,18
I552,F43-F338,JFK,MCO,19800,86939,31
I553,F88-F338,LAS,MCO,54702,86939,69
I554,F100-F132-F338,JFK,MCO,51884,86939,11
I555,F338,DEN,MCO,75752,86939,31
I556,F339,PHX,ATL,20100,31570,5
I557,F81-F340,JFK,DEN,20580,74191,1
I558,F11-F83-F340,DFW,DEN,20340,74191,13
I559,F218-F340,PHX,DEN,43025,74191,47
I560,F230-F340,LAS,DEN,20700,74191,79
I561,F340,ATL,DEN,65524,74191,20
I562,F341,MSP,EWR,20760,28041,70
I563,F185-F342,DFW,DTW,20460,65217,22
I564,F202-F342,CLT,DTW,20580,65217,27
I565,F244-F342,DFW,DTW,36947,65217,19
I566,F342,EWR,DTW,61694,65217,17
I567,F343,ORD,LAX,20160,32769,87
I568,F343-F344,ORD,DEN,20160,49656,73
I569,F344,LAX,DEN,43424,49656,14
I570,F43-F345,JFK,LAX,19800,73083,22
I571,F193-F345,DFW,LAX,20700,73083,26
I572,F221-F345,MIA,LAX,44493,73083,33
I573,F345,DEN,LAX,66851,73083,79
I574,F346,MCO,IAH,20040,26214,28
I575,F164-F347,SFO,MSP,19860,57960,27
I576,F323-F347,MIA,MSP,20100,57960,38
I577,F347,IAH,MSP,50463,57960,6
I578,F310-F348,PHX,IAH,20520,82746,45
I579,F348,MSP,IAH,75249,82746,51
I580,F349,SFO,IAH,20220,32041,83
I581,F280-F350,PHX,SFO,20220,66198,46
I582,F350,IAH,SFO,54377,66198,79
I583,F351,SFO,PHX,78049,82756,160
I584,F352,DFW,LAS,20880,28503,16
I585,F352-F353,DFW,SFO,20880,35898,56
I586,F353,LAS,SFO,32910,35898,9
I587,F354,SFO,LAS,66177,69165,90
I588,F262-F355,MSP,DFW,19920,78759,29
I589,F355,LAS,DFW,71136,78759,28
I590,F356,PHX,DEN,19980,24336,66
I591,F193-F357,DFW,PHX,20700,43658,17
I592,F357,DEN,PHX,39302,43658,33
I593,F49-F358,MSP,DEN,21000,55712,4
I594,F233-F358,MCO,DEN,20520,55712,24
I595,F358,PHX,DEN,51356,55712,35
I596,F161-F359,CLT,LAS,46379,67995,27
I597,F193-F359,DFW,LAS,20700,67995,13
I598,F359,DEN,LAS,63455,67995,59
I599,F360,LAS,DEN,74486,79026,160
