Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring
T09,F28,C13,ORD,DFW,61366,67171,5805,4005,1290,120,96,17:02 -> 18:39
T09,F29,C14,DFW,SFO,79267,89846,10579,8779,2351,120,96,22:01 -> 00:57 (+1)
T10,F30,C15,MSP,JFK,20880,28309,7429,5629,1651,200,160,05:48 -> 07:51
T10,F31,C15,JFK,MSP,63164,70593,7429,5629,1651,200,160,17:32 -> 19:36
T10,F32,C16,MSP,JFK,84100,91529,7429,5629,1651,200,160,23:21 -> 01:25 (+1)
T11,F33,C17,MCO,DFW,20880,27999,7119,5319,1582,160,128,05:48 -> 07:46
T11,F34,C17,DFW,DTW,51992,59129,7137,5337,1586,160,128,14:26 -> 16:25
T11,F35,C12,DTW,DFW,76591,83728,7137,5337,1586,160,128,21:16 -> 23:15
T12,F36,C18,PHX,DTW,20460,32533,12073,10273,2683,200,160,05:41 -> 09:02
T12,F37,C17,DTW,PHX,63532,75605,12073,10273,2683,200,160,17:38 -> 21:00
T12,F38,C19,PHX,DFW,80165,86433,6268,4468,1393,200,160,22:16 -> 00:00 (+1)
T13,F39,C20,LAX,MSP,20520,31621,11101,9301,2467,160,128,05:42 -> 08:47
T13,F40,C20,MSP,MIA,59829,70710,10881,9081,2418,160,128,16:37 -> 19:38
T14,F41,C21,ATL,MSP,19860,26425,6565,4765,1459,200,160,05:31 -> 07:20
T14,F42,C21,MSP,MCO,44192,53687,9495,7695,2110,200,160,12:16 -> 14:54
T15,F43,C22,JFK,DEN,19800,31540,11740,9940,2609,200,160,05:30 -> 08:45
T15,F44,C22,DEN,JFK,44153,55893,11740,9940,2609,200,160,12:15 -> 15:31
T15,F45,C23,JFK,DEN,75762,87502,11740,9940,2609,200,160,21:02 -> 00:18 (+1)
T16,F46,C24,ORD,CLT,19800,24138,4338,2538,964,160,128,05:30 -> 06:42
T16,F47,C24,CLT,JFK,53036,56951,3915,2115,870,160,128,14:43 -> 15:49
T16,F48,C22,JFK,ORD,81007,86348,5341,3541,1187,160,128,22:30 -> 23:59
T17,F49,C25,MSP,PHX,21000,30229,9229,7429,2051,120,96,05:50 -> 08:23
T17,F50,C25,PHX,ATL,44766,56236,11470,9670,2549,120,96,12:26 -> 15:37
T17,F51,C05,ATL,ORD,63200,67592,4392,2592,976,120,96,17:33 -> 18:46
T18,F52,C26,JFK,DEN,20340,32080,11740,9940,2609,160,128,05:39 -> 08:54
T18,F53,C26,DEN,SFO,65814,72798,6984,5184,1552,160,128,18:16 -> 20:13
T19,F54,C27,DFW,EWR,20700,30618,9918,8118,2204,160,128,05:45 -> 08:30
T19,F55,C27,EWR,MSP,33711,40992,7281,5481,1618,160,128,09:21 -> 11:23
T19,F56,C28,MSP,LAS,48488,57879,9391,7591,2087,160,128,13:28 -> 16:04
T19,F57,C06,LAS,DFW,67239,74862,7623,5823,1694,160,128,18:40 -> 20:47
T20,F58,C29,IAH,ATL,20220,25201,4981,3181,1107,120,96,05:37 -> 07:00
T20,F59,C29,ATL,JFK,53577,59076,5499,3699,1222,120,96,14:52 -> 16:24
T21,F60,C30,MSP,PHX,20520,29749,9229,7429,2051,120,96,05:42 -> 08:15
T21,F61,C30,PHX,ORD,65647,76055,10408,8608,2313,120,96,18:14 -> 21:07
T22,F62,C31,MSP,PHX,20040,29269,9229,7429,2051,200,160,05:34 -> 08:07
T22,F63,C31,PHX,DFW,45543,51811,6268,4468,1393,200,160,12:39 -> 14:23
T22,F64,C06,DFW,LAS,77742,85365,7623,5823,1694,200,160,21:35 -> 23:42
T23,F65,C32,ORD,PHX,20220,30628,10408,8608,2313,120,96,05:37 -> 08:30
T23,F66,C32,PHX,SEA,58382,66396,8014,6214,1781,120,96,16:13 -> 18:26
T23,F67,C08,SEA,PHX,69345,77359,8014,6214,1781,120,96,19:15 -> 21:29
T24,F68,C33,SFO,LAS,20340,23328,2988,1188,664,160,128,05:39 -> 06:28
T24,F69,C33,LAS,ORD,53366,64305,10939,9139,2431,160,128,14:49 -> 17:51
T24,F70,C05,ORD,ATL,86159,90551,4392,2592,976,160,128,23:55 -> 01:09 (+1)
T25,F71,C34,PHX,MCO,20580,33940,13360,11560,2969,160,128,05:43 -> 09:25
T25,F72,C34,MCO,JFK,41341,48185,6844,5044,1521,160,128,11:29 -> 13:23
T25,F73,C24,JFK,ATL,61408,66907,5499,3699,1222,160,128,17:03 -> 18:35
T25,F74,C07,ATL,JFK,80771,86270,5499,3699,1222,160,128,22:26 -> 23:57
T26,F75,C35,DFW,CLT,20820,27583,6763,4963,1503,160,128,05:47 -> 07:39
T26,F76,C35,CLT,JFK,56175,60090,3915,2115,870,160,128,15:36 -> 16:41
T27,F77,C36,PHX,MCO,20040,33400,13360,11560,2969,200,160,05:34 -> 09:16
T27,F78,C36,MCO,DFW,45248,52367,7119,5319,1582,200,160,12:34 -> 14:32
T27,F79,C31,DFW,LAX,55472,64395,8923,7123,1983,200,160,15:24 -> 17:53
T27,F80,C37,LAX,DEN,85663,91895,6232,4432,1385,200,160,23:47 -> 01:31 (+1)
T28,F81,C38,JFK,ATL,20580,26079,5499,3699,1222,120,96,05:43 -> 07:14
T28,F82,C38,ATL,JFK,30752,36251,5499,3699,1222,120,96,08:32 -> 10:04
T28,F83,C34,JFK,ATL,52249,57748,5499,3699,1222,120,96,14:30 -> 16:02
T28,F84,C24,ATL,MSP,76532,83097,6565,4765,1459,120,96,21:15 -> 23:04
T28,F85,C15,MSP,JFK,85007,92436,7429,5629,1651,120,96,23:36 -> 01:40 (+1)
T29,F86,C39,LAS,DEN,20040,24580,4540,2740,1009,200,160,05:34 -> 06:49
T29,F87,C39,DEN,LAS,37837,42377,4540,2740,1009,200,160,10:30 -> 11:46
T29,F88,C39,LAS,DEN,54702,59242,4540,2740,1009,200,160,15:11 -> 16:27
T29,F89,C39,DEN,LAS,78426,82966,4540,2740,1009,200,160,21:47 -> 23:02
T30,F90,C40,MCO,ORD,20040,27330,7290,5490,1620,160,128,05:34 -> 07:35
T30,F91,C40,ORD,MCO,41256,48546,7290,5490,1620,160,128,11:27 -> 13:29
T30,F92,C21,MCO,ATL,71987,74912,2925,1125,650,160,128,19:59 -> 20:48
T31,F93,C41,DFW,ORD,20280,26085,5805,4005,1290,120,96,05:38 -> 07:14
T31,F94,C41,ORD,LAX,33147,45756,12609,10809,2802,120,96,09:12 -> 12:42
T31,F95,C42,LAX,DFW,53532,62455,8923,7123,1983,120,96,14:52 -> 17:20
T31,F96,C13,DFW,MSP,76408,82582,6174,4374,1372,120,96,21:13 -> 22:56
T32,F97,C43,MSP,LAX,20220,31321,11101,9301,2467,120,96,05:37 -> 08:42
T32,F98,C41,LAX,MSP,54737,65838,11101,9301,2467,120,96,15:12 -> 18:17
T33,F99,C44,DTW,JFK,20880,24552,3672,1872,816,160,128,05:48 -> 06:49
T33,F100,C38,JFK,ORD,51884,57225,5341,3541,1187,160,128,14:24 -> 15:53
T33,F101,C45,ORD,LAS,63066,74005,10939,9139,2431,160,128,17:31 -> 20:33
T34,F102,C46,MCO,DTW,21000,27943,6943,5143,1543,120,96,05:50 -> 07:45
T34,F103,C18,DTW,MCO,60661,67604,6943,5143,1543,120,96,16:51 -> 18:46
T34,F104,C40,MCO,DTW,73620,80563,6943,5143,1543,120,96,20:27 -> 22:22
T35,F105,C47,DTW,PHX,20400,32473,12073,10273,2683,160,128,05:40 -> 09:01
T35,F106,C47,PHX,DTW,49457,61530,12073,10273,2683,160,128,13:44 -> 17:05
T36,F107,C48,SEA,MSP,19800,29898,10098,8298,2244,200,160,05:30 -> 08:18
T36,F108,C48,MSP,SEA,31825,41923,10098,8298,2244,200,160,08:50 -> 11:38
T36,F109,C49,SEA,MSP,53727,63825,10098,8298,2244,200,160,14:55 -> 17:43
T36,F110,C27,MSP,JFK,72164,79593,7429,5629,1651,200,160,20:02 -> 22:06
T37,F111,C50,EWR,IAH,20460,30585,10125,8325,2250,120,96,05:41 -> 08:29
T37,F112,C10,IAH,ATL,59979,64960,4981,3181,1107,120,96,16:39 -> 18:02
T37,F113,C25,ATL,MIA,68462,72777,4315,2515,959,120,96,19:01 -> 20:12
T38,F114,C51,MCO,JFK,20880,27724,6844,5044,1521,200,160,05:48 -> 07:42
T38,F115,C44,JFK,CLT,45791,49706,3915,2115,870,200,160,12:43 -> 13:48
T38,F116,C44,CLT,IAH,59104,65701,6597,4797,1466,200,160,16:25 -> 18:15
T38,F117,C44,IAH,ORD,70429,77134,6705,4905,1490,200,160,19:33 -> 21:25
T39,F118,C52,PHX,MCO,20340,33700,13360,11560,2969,160,128,05:39 -> 09:21
T39,F119,C52,MCO,JFK,51987,58831,6844,5044,1521,160,128,14:26 -> 16:20
T39,F120,C29,JFK,ATL,75617,81116,5499,3699,1222,160,128,21:00 -> 22:31
T40,F121,C53,CLT,DTW,20700,24322,3622,1822,805,120,96,05:45 -> 06:45
T40,F122,C46,DTW,PHX,35663,47736,12073,10273,2683,120,96,09:54 -> 13:15
T40,F123,C54,PHX,DFW,76521,82789,6268,4468,1393,120,96,21:15 -> 22:59
T41,F124,C55,ATL,EWR,20820,26215,5395,3595,1199,200,160,05:47 -> 07:16
T41,F125,C55,EWR,MIA,32180,40055,7875,6075,1750,200,160,08:56 -> 11:07
T41,F126,C55,MIA,IAH,54129,61099,6970,5170,1549,200,160,15:02 -> 16:58
T41,F127,C50,IAH,ATL,70476,75457,4981,3181,1107,200,160,19:34 -> 20:57
T41,F128,C02,ATL,DEN,83118,91785,8667,6867,1926,200,160,23:05 -> 01:29 (+1)
T42,F129,C56,PHX,ORD,19800,30208,10408,8608,2313,160,128,05:30 -> 08:23
T42,F130,C56,ORD,ATL,37583,41975,4392,2592,976,160,128,10:26 -> 11:39
T42,F131,C57,ATL,ORD,46469,50861,4392,2592,976,160,128,12:54 -> 14:07
T42,F132,C38,ORD,DEN,62638,69055,6417,4617,1426,160,128,17:23 -> 19:10
T42,F133,C58,DEN,ORD,82625,89042,6417,4617,1426,160,128,22:57 -> 00:44 (+1)
T43,F134,C59,CLT,DTW,21000,24622,3622,1822,805,120,96,05:50 -> 06:50
T43,F135,C53,DTW,ATL,38218,42529,4311,2511,958,120,96,10:36 -> 11:48
T43,F136,C10,ATL,JFK,69228,74727,5499,3699,1222,120,96,19:13 -> 20:45
T44,F137,C60,JFK,DFW,19920,29973,10053,8253,2234,200,160,05:32 -> 08:19
T44,F138,C36,DFW,JFK,59839,69892,10053,8253,2234,200,160,16:37 -> 19:24
T45,F139,C61,LAX,SEA,20280,27192,6912,5112,1536,200,160,05:38 -> 07:33
T45,F140,C61,SEA,DFW,41868,53874,12006,10206,2668,200,160,11:37 -> 14:57
T45,F141,C42,DFW,EWR,67930,77848,9918,8118,2204,200,160,18:52 -> 21:37
T46,F142,C62,DFW,SFO,20520,31099,10579,8779,2351,160,128,05:42 -> 08:38
T46,F143,C62,SFO,DFW,42237,52816,10579,8779,2351,160,128,11:43 -> 14:40
T46,F144,C60,DFW,MCO,78648,85767,7119,5319,1582,160,128,21:50 -> 23:49
T47,F145,C63,MIA,DFW,19800,27909,8109,6309,1802,120,96,05:30 -> 07:45
T47,F146,C63,DFW,MIA,35049,43158,8109,6309,1802,120,96,09:44 -> 11:59
T47,F147,C64,MIA,DFW,59698,67807,8109,6309,1802,120,96,16:34 -> 18:50
T48,F148,C65,MSP,MIA,20280,31161,10881,9081,2418,120,96,05:38 -> 08:39
T48,F149,C63,MIA,DEN,51732,64098,12366,10566,2748,120,96,14:22 -> 17:48
T48,F150,C38,DEN,MIA,71281,83647,12366,10566,2748,120,96,19:48 -> 23:14
T49,F151,C66,JFK,MCO,19800,26644,6844,5044,1521,160,128,05:30 -> 07:24
T49,F152,C66,MCO,ATL,51054,53979,2925,1125,650,160,128,14:10 -> 14:59
T49,F153,C34,ATL,MCO,63586,66511,2925,1125,650,160,128,17:39 -> 18:28
T50,F154,C67,DFW,ATL,20160,25443,5283,3483,1174,200,160,05:36 -> 07:04
T50,F155,C53,ATL,DFW,58980,64263,5283,3483,1174,200,160,16:23 -> 17:51
T50,F156,C12,DFW,ATL,87459,92742,5283,3483,1174,200,160,00:17 (+1) -> 01:45 (+1)
T51,F157,C68,JFK,ORD,20940,26281,5341,3541,1187,200,160,05:49 -> 07:18
T51,F158,C68,ORD,JFK,45574,50915,5341,3541,1187,200,160,12:39 -> 14:08
T51,F159,C10,JFK,ATL,77461,82960,5499,3699,1222,200,160,21:31 -> 23:02
T52,F160,C69,JFK,CLT,20640,24555,3915,2115,870,160,128,05:44 -> 06:49
T52,F161,C69,CLT,DEN,46379,56045,9666,7866,2148,160,128,12:52 -> 15:34
T52,F162,C63,DEN,CLT,73458,83124,9666,7866,2148,160,128,20:24 -> 23:05
T52,F163,C03,CLT,MIA,87659,92379,4720,2920,1049,160,128,00:20 (+1) -> 01:39 (+1)
T53,F164,C70,SFO,IAH,19860,31681,11821,10021,2627,200,160,05:31 -> 08:48
T53,F165,C70,IAH,SFO,44125,55946,11821,10021,2627,200,160,12:15 -> 15:32
T54,F166,C71,MCO,ATL,19860,22785,2925,1125,650,120,96,05:31 -> 06:19
T54,F167,C56,ATL,MCO,45793,48718,2925,1125,650,120,96,12:43 -> 13:31
T54,F168,C72,MCO,ATL,53811,56736,2925,1125,650,120,96,14:56 -> 15:45
T54,F169,C21,ATL,MCO,84049,86974,2925,1125,650,120,96,23:20 -> 00:09 (+1)
T55,F170,C73,CLT,JFK,21000,24915,3915,2115,870,120,96,05:50 -> 06:55
T55,F171,C51,JFK,CLT,34860,38775,3915,2115,870,120,96,09:41 -> 10:46
T55,F172,C51,CLT,PHX,53909,66725,12816,11016,2848,120,96,14:58 -> 18:32
T56,F173,C74,MIA,DTW,20220,28531,8311,6511,1847,160,128,05:37 -> 07:55
T56,F174,C59,DTW,ATL,37740,42051,4311,2511,958,160,128,10:29 -> 11:40
T56,F175,C59,ATL,DTW,75189,79500,4311,2511,958,160,128,20:53 -> 22:05
T57,F176,C75,MCO,DFW,20100,27219,7119,5319,1582,160,128,05:35 -> 07:33
T57,F177,C75,DFW,ATL,38721,44004,5283,3483,1174,160,128,10:45 -> 12:13
T57,F178,C67,ATL,PHX,52496,63966,11470,9670,2549,160,128,14:34 -> 17:46
T58,F179,C76,SEA,LAX,20640,27552,6912,5112,1536,160,128,05:44 -> 07:39
T58,F180,C43,LAX,MSP,52636,63737,11101,9301,2467,160,128,14:37 -> 17:42
T58,F181,C41,MSP,LAX,72632,83733,11101,9301,2467,160,128,20:10 -> 23:15
T59,F182,C77,LAS,ATL,20100,32718,12618,10818,2804,160,128,05:35 -> 09:05
T59,F183,C71,ATL,DFW,45865,51148,5283,3483,1174,160,128,12:44 -> 14:12
T59,F184,C71,DFW,JFK,53116,63169,10053,8253,2234,160,128,14:45 -> 17:32
T60,F185,C78,DFW,EWR,20460,30378,9918,8118,2204,120,96,05:41 -> 08:26
T60,F186,C78,EWR,DFW,35876,45794,9918,8118,2204,120,96,09:57 -> 12:43
T60,F187,C61,DFW,ATL,64233,69516,5283,3483,1174,120,96,17:50 -> 19:18
T60,F188,C29,ATL,DEN,84593,93260,8667,6867,1926,120,96,23:29 -> 01:54 (+1)
T61,F189,C79,IAH,EWR,20400,30525,10125,8325,2250,160,128,05:40 -> 08:28
T61,F190,C79,EWR,DEN,40590,52182,11592,9792,2576,160,128,11:16 -> 14:29
T61,F191,C80,DEN,LAX,57116,63348,6232,4432,1385,160,128,15:51 -> 17:35
T61,F192,C31,LAX,ORD,74823,87432,12609,10809,2802,160,128,20:47 -> 00:17 (+1)
T62,F193,C81,DFW,DEN,20700,25344,4644,2844,1032,160,128,05:45 -> 07:02
T62,F194,C81,DEN,JFK,32419,44159,11740,9940,2609,160,128,09:00 -> 12:15
T62,F195,C35,JFK,DFW,77962,88015,10053,8253,2234,160,128,21:39 -> 00:26 (+1)
T63,F196,C82,SFO,DFW,19920,30499,10579,8779,2351,200,160,05:32 -> 08:28
T63,F197,C82,DFW,ATL,32350,37633,5283,3483,1174,200,160,08:59 -> 10:27
T63,F198,C75,ATL,LAS,52471,65089,12618,10818,2804,200,160,14:34 -> 18:04
T64,F199,C83,MIA,CLT,20160,24880,4720,2920,1049,200,160,05:36 -> 06:54
T64,F200,C83,CLT,EWR,45818,49643,3825,2025,850,200,160,12:43 -> 13:47
T64,F201,C83,EWR,CLT,79490,83315,3825,2025,850,200,160,22:04 -> 23:08
T65,F202,C84,CLT,EWR,20580,24405,3825,2025,850,160,128,05:43 -> 06:46
T65,F203,C84,EWR,IAH,31026,41151,10125,8325,2250,160,128,08:37 -> 11:25
T65,F204,C55,IAH,JFK,71391,81637,10246,8446,2277,160,128,19:49 -> 22:40
T66,F205,C85,MIA,EWR,20760,28635,7875,6075,1750,120,96,05:46 -> 07:57
T66,F206,C85,EWR,ATL,48191,53586,5395,3595,1199,120,96,13:23 -> 14:53
T66,F207,C10,ATL,DTW,87151,91462,4311,2511,958,120,96,00:12 (+1) -> 01:24 (+1)
T67,F208,C86,ATL,DFW,20040,25323,5283,3483,1174,200,160,05:34 -> 07:02
T67,F209,C86,DFW,MSP,37678,43852,6174,4374,1372,200,160,10:27 -> 12:10
T67,F210,C86,MSP,DFW,48514,54688,6174,4374,1372,200,160,13:28 -> 15:11
T67,F211,C53,DFW,MSP,72416,78590,6174,4374,1372,200,160,20:06 -> 21:49
T68,F212,C87,IAH,JFK,20940,31186,10246,8446,2277,160,128,05:49 -> 08:39
T68,F213,C52,JFK,DTW,61183,64855,3672,1872,816,160,128,16:59 -> 18:00
T69,F214,C88,SEA,LAX,20160,27072,6912,5112,1536,120,96,05:36 -> 07:31
T69,F215,C76,LAX,SEA,40787,47699,6912,5112,1536,120,96,11:19 -> 13:14
T69,F216,C32,SEA,SFO,83695,88613,4918,3118,1093,120,96,23:14 -> 00:36 (+1)
T70,F217,C89,ATL,PHX,20340,31810,11470,9670,2549,200,160,05:39 -> 08:50
T70,F218,C89,PHX,ATL,43025,54495,11470,9670,2549,200,160,11:57 -> 15:08
T70,F219,C61,ATL,MSP,72128,78693,6565,4765,1459,200,160,20:02 -> 21:51
T71,F220,C90,DFW,MIA,20760,28869,8109,6309,1802,160,128,05:46 -> 08:01
T71,F221,C65,MIA,DEN,44493,56859,12366,10566,2748,160,128,12:21 -> 15:47
T71,F222,C69,DEN,MIA,67182,79548,12366,10566,2748,160,128,18:39 -> 22:05
T72,F223,C91,DTW,IAH,20340,28125,7785,5985,1730,120,96,05:39 -> 07:48
T72,F224,C84,IAH,DTW,54169,61954,7785,5985,1730,120,96,15:02 -> 17:12
T72,F225,C47,DTW,ATL,76914,81225,4311,2511,958,120,96,21:21 -> 22:33
T72,F226,C50,ATL,ORD,84860,89252,4392,2592,976,120,96,23:34 -> 00:47 (+1)
T73,F227,C92,EWR,DFW,19920,29838,9918,8118,2204,160,128,05:32 -> 08:17
T73,F228,C62,DFW,ATL,60902,66185,5283,3483,1174,160,128,16:55 -> 18:23
T73,F229,C66,ATL,DFW,68830,74113,5283,3483,1174,160,128,19:07 -> 20:35
T74,F230,C93,LAS,ATL,20700,33318,12618,10818,2804,200,160,05:45 -> 09:15
T74,F231,C77,ATL,IAH,46424,51405,4981,3181,1107,200,160,12:53 -> 14:16
T74,F232,C91,IAH,LAX,81889,91856,9967,8167,2215,200,160,22:44 -> 01:30 (+1)
T75,F233,C94,MCO,PHX,20520,33880,13360,11560,2969,120,96,05:42 -> 09:24
T75,F234,C94,PHX,IAH,36605,43895,7290,5490,1620,120,96,10:10 -> 12:11
T75,F235,C95,IAH,ATL,50226,55207,4981,3181,1107,120,96,13:57 -> 15:20
T75,F236,C62,ATL,IAH,77135,82116,4981,3181,1107,120,96,21:25 -> 22:48
T75,F237,C77,IAH,MCO,85094,91268,6174,4374,1372,120,96,23:38 -> 01:21 (+1)
T76,F238,C96,CLT,MSP,20820,27552,6732,4932,1496,200,160,05:47 -> 07:39
T76,F239,C96,MSP,DFW,62681,68855,6174,4374,1372,200,160,17:24 -> 19:07
T77,F240,C97,IAH,DEN,20100,26341,6241,4441,1387,160,128,05:35 -> 07:19
T77,F241,C97,DEN,MIA,44565,56931,12366,10566,2748,160,128,12:22 -> 15:48
T77,F242,C20,MIA,ATL,86976,91291,4315,2515,959,160,128,00:09 (+1) -> 01:21 (+1)
T78,F243,C98,EWR,DFW,20220,30138,9918,8118,2204,160,128,05:37 -> 08:22
T78,F244,C92,DFW,EWR,36947,46865,9918,8118,2204,160,128,10:15 -> 13:01
T78,F245,C99,EWR,ORD,54873,60066,5193,3393,1154,160,128,15:14 -> 16:41
T78,F246,C33,ORD,LAS,68603,79542,10939,9139,2431,160,128,19:03 -> 22:05
T79,F247,C100,LAS,MSP,20940,30331,9391,7591,2087,120,96,05:49 -> 08:25
T79,F248,C100,MSP,DTW,50871,54687,3816,2016,848,120,96,14:07 -> 15:11
T79,F249,C52,DTW,IAH,74033,81818,7785,5985,1730,120,96,20:33 -> 22:43
T80,F250,C101,JFK,CLT,20940,24855,3915,2115,870,160,128,05:49 -> 06:54
T80,F251,C101,CLT,PHX,57373,70189,12816,11016,2848,160,128,15:56 -> 19:29
T81,F252,C102,SFO,SEA,20880,25798,4918,3118,1093,120,96,05:48 -> 07:09
T81,F253,C102,SEA,PHX,32573,40587,8014,6214,1781,120,96,09:02 -> 11:16
T81,F254,C46,PHX,CLT,65101,77917,12816,11016,2848,120,96,18:05 -> 21:38
T81,F255,C103,CLT,ORD,83608,87946,4338,2538,964,120,96,23:13 -> 00:25 (+1)
T82,F256,C104,SEA,LAX,20820,27732,6912,5112,1536,200,160,05:47 -> 07:42
T82,F257,C88,LAX,SEA,48037,54949,6912,5112,1536,200,160,13:20 -> 15:15
T82,F258,C48,SEA,ORD,74404,86828,12424,10624,2761,200,160,20:40 -> 00:07 (+1)
T83,F259,C105,SFO,PHX,20760,25467,4707,2907,1046,200,160,05:46 -> 07:04
T83,F260,C105,PHX,MSP,33815,43044,9229,7429,2051,200,160,09:23 -> 11:57
T83,F261,C43,MSP,MCO,66082,75577,9495,7695,2110,200,160,18:21 -> 20:59
T84,F262,C106,MSP,LAS,19920,29311,9391,7591,2087,160,128,05:32 -> 08:08
T84,F263,C106,LAS,DTW,41029,53665,12636,10836,2808,160,128,11:23 -> 14:54
T85,F264,C107,MSP,PHX,20460,29689,9229,7429,2051,120,96,05:41 -> 08:14
T85,F265,C107,PHX,MSP,39358,48587,9229,7429,2051,120,96,10:55 -> 13:29
T85,F266,C105,MSP,SFO,55366,66845,11479,9679,2551,120,96,15:22 -> 18:34
T85,F267,C26,SFO,PHX,78487,83194,4707,2907,1046,120,96,21:48 -> 23:06
T86,F268,C108,MCO,ORD,20100,27390,7290,5490,1620,200,160,05:35 -> 07:36
T86,F269,C108,ORD,MCO,45270,52560,7290,5490,1620,200,160,12:34 -> 14:36
T86,F270,C56,MCO,ATL,55821,58746,2925,1125,650,200,160,15:30 -> 16:19
T86,F271,C47,ATL,ORD,83761,88153,4392,2592,976,200,160,23:16 -> 00:29 (+1)
T87,F272,C109,MCO,ATL,20640,23565,2925,1125,650,200,160,05:44 -> 06:32
T87,F273,C82,ATL,MCO,43065,45990,2925,1125,650,200,160,11:57 -> 12:46
T87,F274,C108,MCO,JFK,64801,71645,6844,5044,1521,200,160,18:00 -> 19:54
T87,F275,C36,JFK,MIA,77806,85712,7906,6106,1757,200,160,21:36 -> 23:48
T88,F276,C110,DEN,DFW,20640,25284,4644,2844,1032,200,160,05:44 -> 07:01
T88,F277,C110,DFW,LAS,30748,38371,7623,5823,1694,200,160,08:32 -> 10:39
T88,F278,C28,LAS,MSP,68785,78176,9391,7591,2087,200,160,19:06 -> 21:42
T88,F279,C49,MSP,PHX,84172,93401,9229,7429,2051,200,160,23:22 -> 01:56 (+1)
T89,F280,C111,PHX,IAH,20220,27510,7290,5490,1620,160,128,05:37 -> 07:38
T89,F281,C94,IAH,JFK,54249,64495,10246,8446,2277,160,128,15:04 -> 17:54
T90,F282,C112,SEA,LAS,20940,27217,6277,4477,1395,200,160,05:49 -> 07:33
T90,F283,C112,LAS,DTW,29797,42433,12636,10836,2808,200,160,08:16 -> 11:47
T90,F284,C74,DTW,IAH,65322,73107,7785,5985,1730,200,160,18:08 -> 20:18
T91,F285,C113,MCO,DFW,20520,27639,7119,5319,1582,200,160,05:42 -> 07:40
T91,F286,C78,DFW,ORD,63333,69138,5805,4005,1290,200,160,17:35 -> 19:12
T91,F287,C30,ORD,MCO,86000,93290,7290,5490,1620,200,160,23:53 -> 01:54 (+1)
T92,F288,C114,MCO,DFW,19860,26979,7119,5319,1582,120,96,05:31 -> 07:29
T92,F289,C98,DFW,MCO,41393,48512,7119,5319,1582,120,96,11:29 -> 13:28
T92,F290,C18,MCO,DFW,77521,84640,7119,5319,1582,120,96,21:32 -> 23:30
T93,F291,C115,SEA,ORD,20460,32884,12424,10624,2761,200,160,05:41 -> 09:08
T93,F292,C57,ORD,LAX,58581,71190,12609,10809,2802,200,160,16:16 -> 19:46
