index,Tail,Flight,Crew,From,To,RDT,RAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,Delay
29,T04,F29,C09,PHX,LAX,58687.00000677128,61359.99999576106,2672.999988989781,872.9999571753734,594,120,96,16:18 -> 17:02,
30,T04,F30,C10,LAX,PHX,63683.000007119714,66355.99999660638,2672.9999894866633,872.9999868033926,594,120,96,17:41 -> 18:25,
31,T04,F31,C10,PHX,LAX,68625.00000739969,71297.99999504065,2672.9999876409565,872.9999828821049,594,120,96,19:03 -> 19:48,
32,T04,F32,C10,LAX,DEN,74180.000072425,80411.99993046279,6231.999858037787,4431.999276547055,1385,120,96,20:36 -> 22:20,
33,T04,F33,C10,DEN,CLT,83317.00024594447,92983.0000032914,9665.99975734693,7865.999635051607,2148,120,96,23:08 -> 01:49 (+1),
34,T05,F34,C11,CLT,DEN,19920.0,29586.0,9666.0,7865.999833826732,2148,120,96,05:32 -> 08:13,
35,T05,F35,C11,DEN,CLT,31723.00016233093,41388.999840985794,9665.999678654865,7865.99957064305,2148,120,96,08:48 -> 11:29,
36,T05,F36,C11,CLT,ORD,43534.00003447825,47871.99996703243,4337.999932554179,2538.0000297728534,964,120,96,12:05 -> 13:17,
37,T05,F37,C11,ORD,JFK,50530.000054661934,55870.99994972778,5340.999895065848,3541.0000719786703,1187,120,96,14:02 -> 15:31,
38,T05,F38,C12,JFK,DFW,57958.00017453923,68010.99982670695,10052.999652167717,8252.999535760886,2234,120,96,16:05 -> 18:53,
39,T05,F39,C12,DFW,JFK,70308.0001749546,80360.99982924986,10052.999654295258,8252.999537951468,2234,120,96,19:31 -> 22:19,
40,T05,F40,C12,JFK,DFW,82955.00026240881,93008.00000115673,10052.999738747923,8252.999607704915,2234,120,96,23:02 -> 01:50 (+1),
41,T06,F41,C13,LAS,ORD,20940.0,31879.0,10939.0,9138.999620273527,2431,120,96,05:49 -> 08:51,
42,T06,F42,C13,ORD,JFK,34272.0,39613.0,5341.0,3541.0000258074433,1187,120,96,09:31 -> 11:00,
43,T06,F43,C13,JFK,ORD,42463.0,47804.0,5341.0,3540.9996899148296,1187,120,96,11:47 -> 13:16,
44,T06,F44,C13,ORD,DFW,50803.0,56608.0,5805.0,4004.9999357944175,1290,120,96,14:06 -> 15:43,
45,T06,F45,C13,DFW,DEN,58410.0,63054.0,4644.0,2843.999958606873,1032,120,96,16:13 -> 17:30,
46,T06,F46,C14,DEN,PHX,64996.0,69352.0,4356.0,2555.99996396845,968,120,96,18:03 -> 19:15,
47,T06,F47,C14,PHX,DFW,71481.0,77749.0,6268.0,4468.000022919508,1393,120,96,19:51 -> 21:35,
48,T06,F48,C14,DFW,PHX,79571.0,85839.0,6268.0,4468.000162813894,1393,120,96,22:06 -> 23:50,
49,T07,F49,C15,SFO,DFW,20460.0,31039.0,10579.0,8778.999807696564,2351,120,96,05:41 -> 08:37,
50,T07,F50,C15,DFW,SFO,33289.0,43868.0,10579.0,8778.999762483023,2351,120,96,09:14 -> 12:11,
51,T07,F51,C15,SFO,DFW,45834.00018998409,56412.99981100012,10578.999621016024,8778.999494416354,2351,120,96,12:43 -> 15:40,
52,T07,F52,C16,DFW,SFO,58653.00019050958,69231.99981156335,10578.999621053772,8778.999494108813,2351,120,96,16:17 -> 19:13,
53,T07,F53,C16,SFO,DFW,71355.00019069304,81933.99981049287,10578.999619799826,8778.99949262286,2351,120,96,19:49 -> 22:45,
54,T07,F54,C16,DFW,ORD,84167.000092828,89972.00000146014,5804.999908632133,4004.9998565368114,1290,120,96,23:22 -> 00:59 (+1),
55,T08,F55,C17,DEN,ATL,19980.0,28647.0,8667.0,6866.999644300693,1926,120,96,05:33 -> 07:57,
56,T08,F56,C17,ATL,DFW,30958.0,36241.0,5283.0,3482.9999081568358,1174,120,96,08:35 -> 10:04,
57,T08,F57,C17,DFW,ATL,38793.0,44076.0,5283.0,3482.99978730949,1174,120,96,10:46 -> 12:14,
58,T08,F58,C17,ATL,DFW,45955.0,51238.0,5283.0,3482.9996666774346,1174,120,96,12:45 -> 14:13,
59,T08,F59,C17,DFW,DEN,53660.0,58304.0,4644.0,2844.0000943429445,1032,120,96,14:54 -> 16:11,
60,T08,F60,C18,DEN,DFW,60545.0,65189.0,4644.0,2843.999959562789,1032,120,96,16:49 -> 18:06,
61,T08,F61,C15,DFW,JFK,67065.00017450098,77117.99982969018,10052.999655189196,8252.999539155982,2234,120,96,18:37 -> 21:25,
62,T08,F62,C11,JFK,ORD,79371.00005383053,84711.99994766078,5340.999893830245,3540.999788234348,1187,120,96,22:02 -> 23:31,
63,T08,F63,C04,ORD,JFK,87327.00008085361,92668.00000426953,5340.999923415919,3540.9999489739316,1187,120,96,00:15 (+1) -> 01:44 (+1),
64,T09,F64,C19,JFK,ATL,20940.0,26439.0,5499.0,3698.999940912902,1222,120,96,05:49 -> 07:20,
65,T09,F65,C19,ATL,DFW,28938.0,34221.0,5283.0,3482.9999393994835,1174,120,96,08:02 -> 09:30,
66,T09,F66,C19,DFW,SFO,36122.0,46701.0,10579.0,8778.999760024119,2351,120,96,10:02 -> 12:58,
67,T09,F67,C19,SFO,DFW,48549.00019049538,59127.99981046348,10578.999619968097,8778.99949303011,2351,120,96,13:29 -> 16:25,
68,T09,F68,C20,DFW,SFO,61324.000191396975,71902.99981078049,10578.99961938351,8778.99949186278,2351,120,96,17:02 -> 19:58,
69,T09,F69,C20,SFO,DEN,74517.00009363497,81500.99990923239,6983.999815597417,5183.999753377886,1552,120,96,20:41 -> 22:38,
70,T09,F70,C13,DEN,ORD,84250.000111707,90667.00000145542,6416.999889748418,4616.999917462996,1426,120,96,23:24 -> 01:11 (+1),
71,T10,F71,C21,DFW,LAX,20340.0,29263.0,8923.0,7122.999858549528,1983,120,96,05:39 -> 08:07,
72,T10,F72,C21,LAX,DFW,32193.0,41116.0,8923.0,7122.999858740751,1983,120,96,08:56 -> 11:25,
73,T10,F73,C21,DFW,PHX,43013.0,49281.0,6268.0,4468.000575335467,1393,120,96,11:56 -> 13:41,
74,T10,F74,C21,PHX,ATL,51105.0,62575.0,11470.0,9669.999774650905,2549,120,96,14:11 -> 17:22,
75,T10,F75,C02,ATL,ORD,65215.0,69607.0,4392.0,2591.999906149119,976,120,96,18:06 -> 19:20,
76,T10,F76,C06,ORD,LAS,71762.00020372286,82700.99980113319,10938.999597410337,9138.999461906467,2431,120,96,19:56 -> 22:58,
77,T11,F77,C22,ATL,PHX,20700.0,32170.0,11470.0,9669.999774300424,2549,120,96,05:45 -> 08:56,
78,T11,F78,C22,PHX,DFW,34594.000072949326,40861.99992816179,6267.999855212467,4467.999712574851,1393,120,96,09:36 -> 11:21,
79,T11,F79,C22,DFW,CLT,43593.00008880876,50355.999914527994,6762.999825719235,4962.999766787569,1503,120,96,12:06 -> 13:59,
80,T11,F80,C22,CLT,DFW,52281.00008807348,59043.999913177075,6762.999825103594,4962.9997664419925,1503,120,96,14:31 -> 16:24,
81,T11,F81,C19,DFW,LAX,61989.00014114292,70911.9998606848,8922.999719541876,7122.999625503948,1983,120,96,17:13 -> 19:41,
82,T11,F82,C09,LAX,DEN,72988.00007253772,79219.99993036277,6231.9998578250525,4431.999887940284,1385,120,96,20:16 -> 22:00,
83,T11,F83,C17,DEN,LAX,81190.00007226995,87421.99992959904,6231.999857329094,4432.00011220954,1385,120,96,22:33 -> 00:17 (+1),
84,T11,F84,C07,LAX,SFO,89624.00000752689,92067.00000278972,2442.9999952628277,642.9999922696497,543,120,96,00:53 (+1) -> 01:34 (+1),
85,T12,F85,C23,PHX,LAS,19800.0,21645.0,1845.0,44.99999998842947,410,120,96,05:30 -> 06:00,
86,T12,F86,C23,LAS,PHX,23603.0,25448.0,1845.0,44.99999998662291,410,120,96,06:33 -> 07:04,
87,T12,F87,C23,PHX,ORD,27748.000150869848,38155.999850461034,10407.999699591186,8607.999542103444,2313,120,96,07:42 -> 10:35,
88,T12,F88,C23,ORD,PHX,40381.0001849948,50788.99981756491,10407.999632570107,8607.99950937667,2313,120,96,11:13 -> 14:06,
89,T12,F89,C23,PHX,ORD,53040.00018469234,63447.999816333744,10407.999631641404,8607.99950860361,2313,120,96,14:44 -> 17:37,
90,T12,F90,C24,ORD,PHX,65470.0001862221,75877.99981646166,10407.999630239552,8607.999506274971,2313,120,96,18:11 -> 21:04,
91,T12,F91,C24,PHX,LAX,78829.00000740433,81501.9999950242,2672.999987619871,872.9999828553313,594,120,96,21:53 -> 22:38,
92,T12,F92,C19,LAX,SFO,83439.0000047552,85881.99999882511,2442.9999940699054,642.9999913458602,543,120,96,23:10 -> 23:51,
93,T13,F93,C25,LAX,ORD,20280.0,32889.0,12609.0,10808.999455283325,2802,120,96,05:38 -> 09:08,
94,T13,F94,C25,ORD,LAX,35496.0,48105.0,12609.0,10808.999451499556,2802,120,96,09:51 -> 13:21,
95,T13,F95,C25,LAX,ORD,49989.0002655713,62597.999735721176,12608.999470149873,10808.99929314657,2802,120,96,13:53 -> 17:23,
96,T13,F96,C23,ORD,CLT,65429.00003509414,69766.99996852827,4337.999933434126,2538.0000508791973,964,120,96,18:10 -> 19:22,
97,T13,F97,C26,CLT,ORD,72248.00003450838,76585.99996699576,4337.999932487379,2537.999949296499,964,120,96,20:04 -> 21:16,
98,T13,F98,C02,ORD,CLT,79057.00003504293,83394.99996853773,4337.999933494793,2537.9998185293607,964,120,96,21:57 -> 23:09,
99,T13,F99,C27,CLT,ORD,85628.00005077368,89966.00000148073,4337.999950707046,2538.0000941553035,964,120,96,23:47 -> 00:59 (+1),
100,T14,F100,C28,DFW,JFK,19980.0,30033.0,10053.0,8252.999824614059,2234,120,96,05:33 -> 08:20,
101,T14,F101,C28,JFK,ATL,32293.0,37792.0,5499.0,3698.999758768601,1222,120,96,08:58 -> 10:29,
102,T14,F102,C28,ATL,ORD,39769.0,44161.0,4392.0,2591.999961629286,976,120,96,11:02 -> 12:16,
103,T14,F103,C28,ORD,JFK,46836.00005017827,52176.99995422235,5340.999904044082,3540.9999647881464,1187,120,96,13:00 -> 14:29,
104,T14,F104,C28,JFK,ORD,54256.00005387441,59596.99994761654,5340.999893742126,3541.0001472983004,1187,120,96,15:04 -> 16:33,
105,T14,F105,C29,ORD,CLT,62439.00003504386,66776.99996853559,4337.99993349173,2537.9998538649656,964,120,96,17:20 -> 18:32,
106,T14,F106,C29,CLT,DEN,69147.00016285507,78812.99983960962,9665.999676754553,7865.999568279466,2148,120,96,19:12 -> 21:53,
107,T14,F107,C29,DEN,DFW,80689.00004021642,85332.99996100609,4643.999920789676,2843.99974481709,1032,120,96,22:24 -> 23:42,
108,T15,F108,C30,DEN,SFO,20820.0,27804.0,6984.0,5184.0000631033445,1552,120,96,05:47 -> 07:43,
109,T15,F109,C30,SFO,DEN,29638.0,36622.0,6984.0,5183.999834696924,1552,120,96,08:13 -> 10:10,
110,T15,F110,C30,DEN,DFW,38673.0,43317.0,4644.0,2843.999958541426,1032,120,96,10:44 -> 12:01,
111,T15,F111,C30,DFW,LAS,45491.0,53114.0,7623.0,5822.999893299682,1694,120,96,12:38 -> 14:45,
112,T15,F112,C30,LAS,SFO,56088.0,59076.0,2988.0,1187.9999887418735,664,120,96,15:34 -> 16:24,
113,T15,F113,C31,SFO,LAS,61979.0,64967.0,2988.0,1187.99998844339,664,120,96,17:12 -> 18:02,
114,T15,F114,C31,LAS,SFO,66983.0,69971.0,2988.0,1187.9999884336041,664,120,96,18:36 -> 19:26,
115,T15,F115,C31,SFO,DFW,72113.0,82692.0,10579.0,8778.999806606063,2351,120,96,20:01 -> 22:58,
116,T16,F116,C32,ORD,ATL,20580.0,24972.0,4392.0,2591.9999380615245,976,120,96,05:43 -> 06:56,
117,T16,F117,C32,ATL,DFW,27655.0,32938.0,5283.0,3482.999652175518,1174,120,96,07:40 -> 09:08,
118,T16,F118,C32,DFW,ATL,35768.0,41051.0,5283.0,3482.999786229524,1174,120,96,09:56 -> 11:24,
119,T16,F119,C32,ATL,LAS,42992.0,55610.0,12618.0,10817.999728935709,2804,120,96,11:56 -> 15:26,
120,T16,F120,C32,LAS,DEN,58031.0,62571.0,4540.0,2739.9999159077083,1009,120,96,16:07 -> 17:22,
121,T16,F121,C33,DEN,CLT,64764.0,74430.0,9666.0,7865.999836452804,2148,120,96,17:59 -> 20:40,
122,T16,F122,C23,CLT,DFW,77167.00008674769,83929.99991443522,6762.999827687527,4962.999769886041,1503,120,96,21:26 -> 23:18,
123,T16,F123,C18,DFW,ORD,86484.00009287089,92289.00000145928,5804.99990858839,4004.9999514639358,1290,120,96,00:01 (+1) -> 01:38 (+1),
124,T17,F124,C34,DEN,SFO,20100.0,27084.0,6984.0,5184.000428048802,1552,120,96,05:35 -> 07:31,
125,T17,F125,C34,SFO,DFW,29531.000170014377,40109.999830391775,10578.999660377398,8778.999377063332,2351,120,96,08:12 -> 11:08,
126,T17,F126,C34,DFW,SFO,41939.00019063133,52517.99981232267,10578.999621691342,8778.99949515197,2351,120,96,11:38 -> 14:35,
127,T17,F127,C34,SFO,ORD,55484.000298613464,68816.99970265465,13332.999404041184,11532.999204808591,2963,120,96,15:24 -> 19:06,
128,T17,F128,C25,ORD,ATL,71076.00003558726,75467.99996623672,4391.999930649457,2591.99999008981,976,120,96,19:44 -> 20:57,
129,T17,F129,C21,ATL,ORD,77564.00003551533,81955.99996598714,4391.999930471808,2591.999945518313,976,120,96,21:32 -> 22:45,
130,T17,F130,C26,ORD,CLT,84058.00005208286,88396.00000347686,4337.999951393998,2538.0000117595982,964,120,96,23:20 -> 00:33 (+1),
131,T18,F131,C35,DFW,LAX,20760.0,29683.0,8923.0,7122.999858740751,1983,120,96,05:46 -> 08:14,
132,T18,F132,C35,LAX,DFW,32484.0,41407.0,8923.0,7122.999858549528,1983,120,96,09:01 -> 11:30,
133,T18,F133,C35,DFW,ATL,44385.00005272425,49667.999949100624,5282.999896376372,3482.9999493492505,1174,120,96,12:19 -> 13:47,
134,T18,F134,C35,ATL,PHX,52452.00022114069,63921.99978132268,11469.99956018199,9669.999412810997,2549,120,96,14:34 -> 17:45,
135,T18,F135,C36,PHX,ATL,66252.00022214159,77721.99977961632,11469.99955747473,9669.999409331402,2549,120,96,18:24 -> 21:35,
136,T18,F136,C25,ATL,PHX,80256.00033554097,91726.000002458,11469.999666917021,9669.999499643005,2549,120,96,22:17 -> 01:28 (+1),
137,T19,F137,C37,DEN,LAX,20160.0,26392.0,6232.0,4431.999819876955,1385,120,96,05:36 -> 07:19,
138,T19,F138,C37,LAX,DEN,28362.0,34594.0,6232.0,4431.999909656128,1385,120,96,07:52 -> 09:36,
139,T19,F139,C37,DEN,ATL,37335.0,46002.0,8667.0,6866.999866227533,1926,120,96,10:22 -> 12:46,
140,T19,F140,C37,ATL,DFW,48896.0,54179.0,5283.0,3483.0000353689416,1174,120,96,13:34 -> 15:02,
141,T19,F141,C37,DFW,ATL,56664.0,61947.0,5283.0,3483.0002599033915,1174,120,96,15:44 -> 17:12,
142,T19,F142,C38,ATL,DFW,64719.0,70002.0,5283.0,3483.0000353689416,1174,120,96,17:58 -> 19:26,
143,T19,F143,C22,DFW,PHX,72170.0,78438.0,6268.0,4467.999567151891,1393,120,96,20:02 -> 21:47,
144,T19,F144,C35,PHX,DFW,81383.0,87651.0,6268.0,4467.999567151891,1393,120,96,22:36 -> 00:20 (+1),
