entity,orig_node,final_node,node_reduce,orig_arc,final_arc,arc_reduce,orig_sdArc,final_sdArc,sdArc_reduce
I01P14,10,10,0%,21,21,0%,2,2,0%
I01P15,10,10,0%,21,21,0%,2,2,0%
I01P16,10,10,0%,21,21,0%,2,2,0%
I01P17,10,10,0%,21,21,0%,2,2,0%
I01P18,10,10,0%,21,21,0%,2,2,0%
I01P19,10,10,0%,21,21,0%,2,2,0%
I01P20,10,10,0%,21,21,0%,2,2,0%
I01P21,10,10,0%,21,21,0%,2,2,0%
I01P22,10,10,0%,21,21,0%,2,2,0%
I01P23,10,10,0%,21,21,0%,2,2,0%
I01P24,10,10,0%,21,21,0%,2,2,0%
I01P25,10,10,0%,21,21,0%,2,2,0%
I01P26,10,10,0%,21,21,0%,2,2,0%
I01P27,10,10,0%,21,21,0%,2,2,0%
I01P28,10,10,0%,21,21,0%,2,2,0%
I01P29,10,10,0%,21,21,0%,2,2,0%
I01P30,10,10,0%,21,21,0%,2,2,0%
I01P31,10,10,0%,21,21,0%,2,2,0%
I01P32,10,10,0%,21,21,0%,2,2,0%
I01P33,10,10,0%,21,21,0%,2,2,0%
I01P34,10,10,0%,21,21,0%,2,2,0%
I01P35,10,10,0%,21,21,0%,2,2,0%
I01P36,10,10,0%,21,21,0%,2,2,0%
I01P37,10,10,0%,21,21,0%,2,2,0%
I01P38,10,10,0%,21,21,0%,2,2,0%
I01P39,10,10,0%,21,21,0%,2,2,0%
I01P40,10,10,0%,21,21,0%,2,2,0%
I01P41,10,10,0%,21,21,0%,2,2,0%
I01P42,10,10,0%,21,21,0%,2,2,0%
I01P43,10,10,0%,21,21,0%,2,2,0%
I01P44,10,10,0%,21,21,0%,2,2,0%
I01P45,10,10,0%,21,21,0%,2,2,0%
I01P46,10,10,0%,21,21,0%,2,2,0%
I01P47,10,10,0%,21,21,0%,2,2,0%
I01P48,10,10,0%,21,21,0%,2,2,0%
I01P49,10,10,0%,21,21,0%,2,2,0%
I01P50,10,10,0%,21,21,0%,2,2,0%
I01P51,10,10,0%,21,21,0%,2,2,0%
I01P52,10,10,0%,21,21,0%,2,2,0%
I01P53,10,10,0%,21,21,0%,2,2,0%
I01P54,10,10,0%,21,21,0%,2,2,0%
I01P55,10,10,0%,21,21,0%,2,2,0%
I01P56,10,10,0%,21,21,0%,2,2,0%
I01P57,10,10,0%,21,21,0%,2,2,0%
I01P58,10,10,0%,21,21,0%,2,2,0%
I01P59,10,10,0%,21,21,0%,2,2,0%
I01P60,10,10,0%,21,21,0%,2,2,0%
I01P61,10,10,0%,21,21,0%,2,2,0%
I01P62,10,10,0%,21,21,0%,2,2,0%
I01P63,10,10,0%,21,21,0%,2,2,0%
I01P64,10,10,0%,21,21,0%,2,2,0%
I01P65,10,10,0%,21,21,0%,2,2,0%
I01P66,10,10,0%,21,21,0%,2,2,0%
I01P67,10,10,0%,21,21,0%,2,2,0%
I01P68,10,10,0%,21,21,0%,2,2,0%
I01P69,10,10,0%,21,21,0%,2,2,0%
I01P70,10,10,0%,21,21,0%,2,2,0%
I01P71,10,10,0%,21,21,0%,2,2,0%
I01P72,10,10,0%,21,21,0%,2,2,0%
I01P73,10,10,0%,21,21,0%,2,2,0%
I01P74,10,10,0%,21,21,0%,2,2,0%
I01P75,10,10,0%,21,21,0%,2,2,0%
I01P76,10,10,0%,21,21,0%,2,2,0%
I01P77,10,10,0%,21,21,0%,2,2,0%
I01P78,10,10,0%,21,21,0%,2,2,0%
I01P79,10,10,0%,21,21,0%,2,2,0%
I01P80,10,10,0%,21,21,0%,2,2,0%
I01P81,10,10,0%,21,21,0%,2,2,0%
I01P82,10,10,0%,21,21,0%,2,2,0%
I01P83,10,10,0%,21,21,0%,2,2,0%
I01P84,10,10,0%,21,21,0%,2,2,0%
I01P85,10,10,0%,21,21,0%,2,2,0%
I01P86,10,10,0%,21,21,0%,2,2,0%
I01P87,10,10,0%,21,21,0%,2,2,0%
I01P88,10,10,0%,21,21,0%,2,2,0%
I01P89,10,10,0%,21,21,0%,2,2,0%
I01P90,10,10,0%,21,21,0%,2,2,0%
I01P91,10,10,0%,21,21,0%,2,2,0%
I01P92,10,10,0%,21,21,0%,2,2,0%
I01P93,10,10,0%,21,21,0%,2,2,0%
I01P94,10,10,0%,21,21,0%,2,2,0%
I01P95,10,10,0%,21,21,0%,2,2,0%
I02P00,8,8,0%,13,13,0%,2,2,0%
I02P01,8,8,0%,13,13,0%,2,2,0%
I02P02,8,8,0%,13,13,0%,2,2,0%
I02P03,8,8,0%,13,13,0%,2,2,0%
I02P04,8,8,0%,13,13,0%,2,2,0%
I02P05,8,8,0%,13,13,0%,2,2,0%
I02P06,8,8,0%,13,13,0%,2,2,0%
I02P07,8,8,0%,13,13,0%,2,2,0%
I02P08,8,8,0%,13,13,0%,2,2,0%
I02P09,8,8,0%,13,13,0%,2,2,0%
I02P10,8,8,0%,13,13,0%,2,2,0%
I02P11,8,8,0%,13,13,0%,2,2,0%
I02P12,8,8,0%,13,13,0%,2,2,0%
I02P13,8,8,0%,13,13,0%,2,2,0%
I02P14,8,8,0%,13,13,0%,2,2,0%
I02P15,8,8,0%,13,13,0%,2,2,0%
I02P16,8,8,0%,13,13,0%,2,2,0%
I02P17,8,8,0%,13,13,0%,2,2,0%
I02P18,8,8,0%,13,13,0%,2,2,0%
I02P19,8,8,0%,13,13,0%,2,2,0%
I02P20,8,8,0%,13,13,0%,2,2,0%
I02P21,8,8,0%,13,13,0%,2,2,0%
I02P22,8,8,0%,13,13,0%,2,2,0%
I02P23,8,8,0%,13,13,0%,2,2,0%
I02P24,8,8,0%,13,13,0%,2,2,0%
I02P25,8,8,0%,13,13,0%,2,2,0%
I02P26,8,8,0%,13,13,0%,2,2,0%
I02P27,8,8,0%,13,13,0%,2,2,0%
I02P28,8,8,0%,13,13,0%,2,2,0%
I02P29,8,8,0%,13,13,0%,2,2,0%
I02P30,8,8,0%,13,13,0%,2,2,0%
I02P31,8,8,0%,13,13,0%,2,2,0%
I02P32,8,8,0%,13,13,0%,2,2,0%
I02P33,8,8,0%,13,13,0%,2,2,0%
I02P34,8,8,0%,13,13,0%,2,2,0%
I02P35,8,8,0%,13,13,0%,2,2,0%
I02P36,8,8,0%,13,13,0%,2,2,0%
I02P37,8,8,0%,13,13,0%,2,2,0%
I02P38,8,8,0%,13,13,0%,2,2,0%
I02P39,8,8,0%,13,13,0%,2,2,0%
I02P40,8,8,0%,13,13,0%,2,2,0%
I02P41,8,8,0%,13,13,0%,2,2,0%
I02P42,8,8,0%,13,13,0%,2,2,0%
I02P43,8,8,0%,13,13,0%,2,2,0%
I02P44,8,8,0%,13,13,0%,2,2,0%
I02P45,8,8,0%,13,13,0%,2,2,0%
I02P46,8,8,0%,13,13,0%,2,2,0%
I02P47,8,8,0%,13,13,0%,2,2,0%
I02P48,8,8,0%,13,13,0%,2,2,0%
I02P49,8,8,0%,13,13,0%,2,2,0%
I02P50,8,8,0%,13,13,0%,2,2,0%
I02P51,8,8,0%,13,13,0%,2,2,0%
I02P52,8,8,0%,13,13,0%,2,2,0%
I02P53,8,8,0%,13,13,0%,2,2,0%
I02P54,8,8,0%,13,13,0%,2,2,0%
I02P55,8,8,0%,13,13,0%,2,2,0%
I02P56,8,8,0%,13,13,0%,2,2,0%
I02P57,8,8,0%,13,13,0%,2,2,0%
I02P58,8,8,0%,13,13,0%,2,2,0%
I02P59,8,8,0%,13,13,0%,2,2,0%
I02P60,8,8,0%,13,13,0%,2,2,0%
I02P61,8,8,0%,13,13,0%,2,2,0%
I02P62,8,8,0%,13,13,0%,2,2,0%
I02P63,8,8,0%,13,13,0%,2,2,0%
I02P64,8,8,0%,13,13,0%,2,2,0%
I02P65,8,8,0%,13,13,0%,2,2,0%
I02P66,8,8,0%,13,13,0%,2,2,0%
I02P67,8,8,0%,13,13,0%,2,2,0%
I02P68,8,8,0%,13,13,0%,2,2,0%
I02P69,8,8,0%,13,13,0%,2,2,0%
I02P70,8,8,0%,13,13,0%,2,2,0%
I02P71,8,8,0%,13,13,0%,2,2,0%
I02P72,8,8,0%,13,13,0%,2,2,0%
I02P73,8,8,0%,13,13,0%,2,2,0%
I02P74,8,8,0%,13,13,0%,2,2,0%
I02P75,8,8,0%,13,13,0%,2,2,0%
I02P76,8,8,0%,13,13,0%,2,2,0%
I02P77,8,8,0%,13,13,0%,2,2,0%
I02P78,8,8,0%,13,13,0%,2,2,0%
I02P79,8,8,0%,13,13,0%,2,2,0%
I02P80,8,8,0%,13,13,0%,2,2,0%
I02P81,8,8,0%,13,13,0%,2,2,0%
I02P82,8,8,0%,13,13,0%,2,2,0%
I02P83,8,8,0%,13,13,0%,2,2,0%
I02P84,8,8,0%,13,13,0%,2,2,0%
I02P85,8,8,0%,13,13,0%,2,2,0%
I02P86,8,8,0%,13,13,0%,2,2,0%
I02P87,8,8,0%,13,13,0%,2,2,0%
I02P88,8,8,0%,13,13,0%,2,2,0%
I02P89,8,8,0%,13,13,0%,2,2,0%
I02P90,8,8,0%,13,13,0%,2,2,0%
I02P91,8,8,0%,13,13,0%,2,2,0%
I02P92,8,8,0%,13,13,0%,2,2,0%
I02P93,8,8,0%,13,13,0%,2,2,0%
I02P94,8,8,0%,13,13,0%,2,2,0%
I02P95,8,8,0%,13,13,0%,2,2,0%
I03P00,8,8,0%,9,9,0%,2,2,0%
I03P01,8,8,0%,9,9,0%,2,2,0%
I03P02,8,8,0%,9,9,0%,2,2,0%
I03P03,8,8,0%,9,9,0%,2,2,0%
I03P04,8,8,0%,9,9,0%,2,2,0%
I03P05,8,8,0%,9,9,0%,2,2,0%
I03P06,8,8,0%,9,9,0%,2,2,0%
I03P07,8,8,0%,9,9,0%,2,2,0%
I03P08,8,8,0%,9,9,0%,2,2,0%
I03P09,8,8,0%,9,9,0%,2,2,0%
I03P10,8,8,0%,9,9,0%,2,2,0%
I03P11,8,8,0%,9,9,0%,2,2,0%
I03P12,8,8,0%,9,9,0%,2,2,0%
I03P13,8,8,0%,9,9,0%,2,2,0%
I03P14,8,8,0%,9,9,0%,2,2,0%
I03P15,8,8,0%,9,9,0%,2,2,0%
I03P16,8,8,0%,9,9,0%,2,2,0%
I03P17,8,8,0%,9,9,0%,2,2,0%
I03P18,8,8,0%,9,9,0%,2,2,0%
I03P19,8,8,0%,9,9,0%,2,2,0%
I03P20,8,8,0%,9,9,0%,2,2,0%
I03P21,8,8,0%,9,9,0%,2,2,0%
I03P22,8,8,0%,9,9,0%,2,2,0%
I03P23,8,8,0%,9,9,0%,2,2,0%
I03P24,8,8,0%,9,9,0%,2,2,0%
I03P25,8,8,0%,9,9,0%,2,2,0%
I03P26,8,8,0%,9,9,0%,2,2,0%
I03P27,8,8,0%,9,9,0%,2,2,0%
I03P28,8,8,0%,9,9,0%,2,2,0%
I03P29,8,8,0%,9,9,0%,2,2,0%
I03P30,8,8,0%,9,9,0%,2,2,0%
I03P31,8,8,0%,9,9,0%,2,2,0%
I03P32,8,8,0%,9,9,0%,2,2,0%
I03P33,8,8,0%,9,9,0%,2,2,0%
I03P34,8,8,0%,9,9,0%,2,2,0%
I03P35,8,8,0%,9,9,0%,2,2,0%
I03P36,8,8,0%,9,9,0%,2,2,0%
I03P37,8,8,0%,9,9,0%,2,2,0%
I03P38,8,8,0%,9,9,0%,2,2,0%
I03P39,8,8,0%,9,9,0%,2,2,0%
I03P40,8,8,0%,9,9,0%,2,2,0%
I03P41,8,8,0%,9,9,0%,2,2,0%
I03P42,8,8,0%,9,9,0%,2,2,0%
I03P43,8,8,0%,9,9,0%,2,2,0%
I03P44,8,8,0%,9,9,0%,2,2,0%
I03P45,8,8,0%,9,9,0%,2,2,0%
I03P46,8,8,0%,9,9,0%,2,2,0%
I03P47,8,8,0%,9,9,0%,2,2,0%
I03P48,8,8,0%,9,9,0%,2,2,0%
I03P49,8,8,0%,9,9,0%,2,2,0%
I03P50,8,8,0%,9,9,0%,2,2,0%
I03P51,8,8,0%,9,9,0%,2,2,0%
I03P52,8,8,0%,9,9,0%,2,2,0%
I03P53,8,8,0%,9,9,0%,2,2,0%
I03P54,8,8,0%,9,9,0%,2,2,0%
I03P55,8,8,0%,9,9,0%,2,2,0%
I03P56,8,8,0%,9,9,0%,2,2,0%
I03P57,8,8,0%,9,9,0%,2,2,0%
I03P58,8,8,0%,9,9,0%,2,2,0%
I03P59,8,8,0%,9,9,0%,2,2,0%
I03P60,8,8,0%,9,9,0%,2,2,0%
I03P61,8,8,0%,9,9,0%,2,2,0%
I03P62,8,8,0%,9,9,0%,2,2,0%
I03P63,8,8,0%,9,9,0%,2,2,0%
I03P64,8,8,0%,9,9,0%,2,2,0%
I03P65,8,8,0%,9,9,0%,2,2,0%
I03P66,8,8,0%,9,9,0%,2,2,0%
I03P67,8,8,0%,9,9,0%,2,2,0%
I03P68,8,8,0%,9,9,0%,2,2,0%
I03P69,8,8,0%,9,9,0%,2,2,0%
I03P70,8,8,0%,9,9,0%,2,2,0%
I03P71,8,8,0%,9,9,0%,2,2,0%
I03P72,8,8,0%,9,9,0%,2,2,0%
I03P73,8,8,0%,9,9,0%,2,2,0%
I03P74,8,8,0%,9,9,0%,2,2,0%
I03P75,8,8,0%,9,9,0%,2,2,0%
I03P76,8,8,0%,9,9,0%,2,2,0%
I03P77,8,8,0%,9,9,0%,2,2,0%
I03P78,8,8,0%,9,9,0%,2,2,0%
I03P79,8,8,0%,9,9,0%,2,2,0%
I03P80,8,8,0%,9,9,0%,2,2,0%
I03P81,8,8,0%,9,9,0%,2,2,0%
I03P82,8,8,0%,9,9,0%,2,2,0%
I03P83,8,8,0%,9,9,0%,2,2,0%
I03P84,8,8,0%,9,9,0%,2,2,0%
I03P85,8,8,0%,9,9,0%,2,2,0%
I03P86,8,8,0%,9,9,0%,2,2,0%
I03P87,8,8,0%,9,9,0%,2,2,0%
I03P88,8,8,0%,9,9,0%,2,2,0%
I03P89,8,8,0%,9,9,0%,2,2,0%
I03P90,8,8,0%,9,9,0%,2,2,0%
I03P91,8,8,0%,9,9,0%,2,2,0%
I03P92,8,8,0%,9,9,0%,2,2,0%
I03P93,8,8,0%,9,9,0%,2,2,0%
I03P94,8,8,0%,9,9,0%,2,2,0%
I03P95,8,8,0%,9,9,0%,2,2,0%
I04P00,6,6,0%,5,5,0%,2,2,0%
I04P01,6,6,0%,5,5,0%,2,2,0%
I04P02,6,6,0%,5,5,0%,2,2,0%
I04P03,6,6,0%,5,5,0%,2,2,0%
I04P04,6,6,0%,5,5,0%,2,2,0%
I04P05,6,6,0%,5,5,0%,2,2,0%
I04P06,6,6,0%,5,5,0%,2,2,0%
I04P07,6,6,0%,5,5,0%,2,2,0%
I04P08,6,6,0%,5,5,0%,2,2,0%
I04P09,6,6,0%,5,5,0%,2,2,0%
I04P10,6,6,0%,5,5,0%,2,2,0%
I04P11,6,6,0%,5,5,0%,2,2,0%
I04P12,6,6,0%,5,5,0%,2,2,0%
I04P13,6,6,0%,5,5,0%,2,2,0%
I04P14,6,6,0%,5,5,0%,2,2,0%
I04P15,6,6,0%,5,5,0%,2,2,0%
I04P16,6,6,0%,5,5,0%,2,2,0%
I04P17,6,6,0%,5,5,0%,2,2,0%
I04P18,6,6,0%,5,5,0%,2,2,0%
I04P19,6,6,0%,5,5,0%,2,2,0%
I04P20,6,6,0%,5,5,0%,2,2,0%
I04P21,6,6,0%,5,5,0%,2,2,0%
I04P22,6,6,0%,5,5,0%,2,2,0%
I04P23,6,6,0%,5,5,0%,2,2,0%
I04P24,6,6,0%,5,5,0%,2,2,0%
I04P25,6,6,0%,5,5,0%,2,2,0%
I04P26,6,6,0%,5,5,0%,2,2,0%
I04P27,6,6,0%,5,5,0%,2,2,0%
I04P28,6,6,0%,5,5,0%,2,2,0%
I04P29,6,6,0%,5,5,0%,2,2,0%
I04P30,6,6,0%,5,5,0%,2,2,0%
I04P31,6,6,0%,5,5,0%,2,2,0%
I04P32,6,6,0%,5,5,0%,2,2,0%
I04P33,6,6,0%,5,5,0%,2,2,0%
I04P34,6,6,0%,5,5,0%,2,2,0%
I04P35,6,6,0%,5,5,0%,2,2,0%
I04P36,6,6,0%,5,5,0%,2,2,0%
I04P37,6,6,0%,5,5,0%,2,2,0%
I04P38,6,6,0%,5,5,0%,2,2,0%
I04P39,6,6,0%,5,5,0%,2,2,0%
I04P40,6,6,0%,5,5,0%,2,2,0%
I04P41,6,6,0%,5,5,0%,2,2,0%
I04P42,6,6,0%,5,5,0%,2,2,0%
I04P43,6,6,0%,5,5,0%,2,2,0%
I04P44,6,6,0%,5,5,0%,2,2,0%
I04P45,6,6,0%,5,5,0%,2,2,0%
I04P46,6,6,0%,5,5,0%,2,2,0%
I04P47,6,6,0%,5,5,0%,2,2,0%
I04P48,6,6,0%,5,5,0%,2,2,0%
I04P49,6,6,0%,5,5,0%,2,2,0%
I04P50,6,6,0%,5,5,0%,2,2,0%
I04P51,6,6,0%,5,5,0%,2,2,0%
I04P52,6,6,0%,5,5,0%,2,2,0%
I04P53,6,6,0%,5,5,0%,2,2,0%
I04P54,6,6,0%,5,5,0%,2,2,0%
I04P55,6,6,0%,5,5,0%,2,2,0%
I04P56,6,6,0%,5,5,0%,2,2,0%
I04P57,6,6,0%,5,5,0%,2,2,0%
I04P58,6,6,0%,5,5,0%,2,2,0%
I04P59,6,6,0%,5,5,0%,2,2,0%
I04P60,6,6,0%,5,5,0%,2,2,0%
I04P61,6,6,0%,5,5,0%,2,2,0%
I04P62,6,6,0%,5,5,0%,2,2,0%
I04P63,6,6,0%,5,5,0%,2,2,0%
I04P64,6,6,0%,5,5,0%,2,2,0%
I04P65,6,6,0%,5,5,0%,2,2,0%
I04P66,6,6,0%,5,5,0%,2,2,0%
I04P67,6,6,0%,5,5,0%,2,2,0%
I04P68,6,6,0%,5,5,0%,2,2,0%
I04P69,6,6,0%,5,5,0%,2,2,0%
I04P70,6,6,0%,5,5,0%,2,2,0%
I04P71,6,6,0%,5,5,0%,2,2,0%
I04P72,6,6,0%,5,5,0%,2,2,0%
I04P73,6,6,0%,5,5,0%,2,2,0%
I04P74,6,6,0%,5,5,0%,2,2,0%
I04P75,6,6,0%,5,5,0%,2,2,0%
I04P76,6,6,0%,5,5,0%,2,2,0%
I04P77,6,6,0%,5,5,0%,2,2,0%
I04P78,6,6,0%,5,5,0%,2,2,0%
I04P79,6,6,0%,5,5,0%,2,2,0%
I04P80,6,6,0%,5,5,0%,2,2,0%
I04P81,6,6,0%,5,5,0%,2,2,0%
I04P82,6,6,0%,5,5,0%,2,2,0%
I04P83,6,6,0%,5,5,0%,2,2,0%
I04P84,6,6,0%,5,5,0%,2,2,0%
I04P85,6,6,0%,5,5,0%,2,2,0%
I04P86,6,6,0%,5,5,0%,2,2,0%
I04P87,6,6,0%,5,5,0%,2,2,0%
I04P88,6,6,0%,5,5,0%,2,2,0%
I04P89,6,6,0%,5,5,0%,2,2,0%
I04P90,6,6,0%,5,5,0%,2,2,0%
I04P91,6,6,0%,5,5,0%,2,2,0%
I04P92,6,6,0%,5,5,0%,2,2,0%
I04P93,6,6,0%,5,5,0%,2,2,0%
I04P94,6,6,0%,5,5,0%,2,2,0%
I04P95,6,6,0%,5,5,0%,2,2,0%
I05P00,7,7,0%,6,6,0%,2,2,0%
I05P01,7,7,0%,6,6,0%,2,2,0%
I05P02,7,7,0%,6,6,0%,2,2,0%
I05P03,7,7,0%,6,6,0%,2,2,0%
I05P04,7,7,0%,6,6,0%,2,2,0%
I05P05,7,7,0%,6,6,0%,2,2,0%
I05P06,7,7,0%,6,6,0%,2,2,0%
I05P07,7,7,0%,6,6,0%,2,2,0%
I05P08,7,7,0%,6,6,0%,2,2,0%
I05P09,7,7,0%,6,6,0%,2,2,0%
I05P10,7,7,0%,6,6,0%,2,2,0%
I05P11,7,7,0%,6,6,0%,2,2,0%
I05P12,7,7,0%,6,6,0%,2,2,0%
I05P13,7,7,0%,6,6,0%,2,2,0%
I05P14,7,7,0%,6,6,0%,2,2,0%
I05P15,7,7,0%,6,6,0%,2,2,0%
I05P16,7,7,0%,6,6,0%,2,2,0%
I05P17,7,7,0%,6,6,0%,2,2,0%
I05P18,7,7,0%,6,6,0%,2,2,0%
I05P19,7,7,0%,6,6,0%,2,2,0%
I05P20,7,7,0%,6,6,0%,2,2,0%
I05P21,7,7,0%,6,6,0%,2,2,0%
I05P22,7,7,0%,6,6,0%,2,2,0%
I05P23,7,7,0%,6,6,0%,2,2,0%
I05P24,7,7,0%,6,6,0%,2,2,0%
I05P25,7,7,0%,6,6,0%,2,2,0%
I05P26,7,7,0%,6,6,0%,2,2,0%
I05P27,7,7,0%,6,6,0%,2,2,0%
I05P28,7,7,0%,6,6,0%,2,2,0%
I05P29,7,7,0%,6,6,0%,2,2,0%
I05P30,7,7,0%,6,6,0%,2,2,0%
I05P31,7,7,0%,6,6,0%,2,2,0%
I05P32,7,7,0%,6,6,0%,2,2,0%
I05P33,7,7,0%,6,6,0%,2,2,0%
I05P34,7,7,0%,6,6,0%,2,2,0%
I05P35,7,7,0%,6,6,0%,2,2,0%
I05P36,7,7,0%,6,6,0%,2,2,0%
I05P37,7,7,0%,6,6,0%,2,2,0%
I05P38,7,7,0%,6,6,0%,2,2,0%
I05P39,7,7,0%,6,6,0%,2,2,0%
I05P40,7,7,0%,6,6,0%,2,2,0%
I05P41,7,7,0%,6,6,0%,2,2,0%
I05P42,7,7,0%,6,6,0%,2,2,0%
I05P43,7,7,0%,6,6,0%,2,2,0%
I05P44,7,7,0%,6,6,0%,2,2,0%
I05P45,7,7,0%,6,6,0%,2,2,0%
I05P46,7,7,0%,6,6,0%,2,2,0%
I05P47,7,7,0%,6,6,0%,2,2,0%
I05P48,7,7,0%,6,6,0%,2,2,0%
I05P49,7,7,0%,6,6,0%,2,2,0%
I05P50,7,7,0%,6,6,0%,2,2,0%
I05P51,7,7,0%,6,6,0%,2,2,0%
I05P52,7,7,0%,6,6,0%,2,2,0%
