Itinerary,Flight_legs,From,To,SDT,SAT,Pax
I77,F62-F63,CLT,MIA,20040,49881,68
I78,F63,IAH,MIA,42911,49881,6
I79,F64,DEN,MCO,20400,31587,35
I80,F65,MCO,DEN,38461,49648,5
I81,F31-F66,ATL,JFK,57275,91995,29
I82,F66,DEN,JFK,80255,91995,67
I83,F67,DEN,SFO,20100,27084,66
I84,F68,SFO,SEA,44641,49559,9
I85,F69,SEA,SFO,52508,57426,79
I86,F69-F70,SEA,IAH,52508,88762,49
I87,F70,SFO,IAH,76941,88762,79
I88,F71,PHX,DFW,20220,26488,2
I89,F29-F72,SFO,PHX,32116,57024,17
I90,F72,DFW,PHX,50756,57024,45
I91,F73,PHX,DFW,69179,75447,160
I92,F23-F74,ATL,PHX,39654,87869,42
I93,F74,DFW,PHX,81601,87869,118
I94,F75,CLT,ORD,19860,24198,5
I95,F76,ORD,IAH,26689,33394,16
I96,F77,IAH,JFK,59136,69382,128
I97,F33-F78,ATL,DEN,20940,84979,41
I98,F47-F78,ATL,DEN,56537,84979,42
I99,F78,JFK,DEN,73239,84979,45
I100,F79,EWR,ATL,19980,25375,13
I101,F80,ATL,MCO,33643,36568,128
I102,F42-F81,JFK,EWR,20640,46689,46
I103,F81,MCO,EWR,39894,46689,48
I104,F82,EWR,MCO,55875,62670,67
I105,F83,LAS,DFW,20340,27963,6
I106,F29-F84,SFO,DEN,32116,64908,13
I107,F84,DFW,DEN,60264,64908,45
I108,F85,DEN,LAX,83692,89924,128
I109,F86,DFW,JFK,19800,29853,20
I110,F87,JFK,DFW,63741,73794,37
I111,F88,DFW,DEN,20040,24684,2
I112,F02-F89,JFK,DFW,20040,42908,12
I113,F89,DEN,DFW,38264,42908,8
I114,F10-F90,DEN,MCO,45234,61835,25
I115,F29-F90,SFO,MCO,32116,61835,7
I116,F90,DFW,MCO,54716,61835,34
I117,F91,MCO,DFW,77991,85110,160
I118,F92,JFK,IAH,21000,31246,12
I119,F76-F93,ORD,LAX,26689,64654,61
I120,F93,IAH,LAX,54687,64654,24
I121,F94,LAX,IAH,79162,89129,128
I122,F95,CLT,MIA,20520,25240,160
I123,F96,MIA,CLT,33016,37736,23
I124,F97,CLT,IAH,57434,64031,102
I125,F92-F98,JFK,LAX,21000,85877,46
I126,F98,IAH,LAX,75910,85877,114
I127,F99,SEA,ORD,20220,32644,5
I128,F100,ORD,SEA,56060,68484,74
I129,F68-F101,SFO,DFW,44641,82298,55
I130,F101,SEA,DFW,70292,82298,73
I131,F102,JFK,ATL,20820,26319,44
I132,F103,ATL,PHX,36636,48106,42
I133,F104,PHX,MCO,63955,77315,128
I134,F105,LAX,DFW,20520,29443,6
I135,F83-F106,LAS,LAX,20340,59304,49
I136,F106,DFW,LAX,50381,59304,31
I137,F107,CLT,DEN,20520,30186,4
I138,F02-F108,JFK,CLT,20040,59669,14
I139,F108,DEN,CLT,50003,59669,73
I140,F43-F109,MCO,PHX,38055,75693,42
I141,F109,CLT,PHX,62877,75693,86
I142,F110,IAH,ATL,20400,25381,29
I143,F18-F111,DEN,PHX,20940,60812,31
I144,F79-F111,EWR,PHX,19980,60812,20
I145,F111,ATL,PHX,49342,60812,14
I146,F112,ATL,LAS,20520,33138,32
I147,F113,LAS,ORD,64726,75665,48
I148,F114,SEA,DFW,20340,32346,5
I149,F115,DFW,SEA,48216,60222,103
I150,F116,SEA,LAS,78289,84566,160
I151,F117,CLT,DEN,20160,29826,4
I152,F118,DEN,LAX,61818,68050,60
I153,F93-F119,IAH,DEN,54687,82504,23
I154,F119,LAX,DEN,76272,82504,73
I155,F120,CLT,ORD,20640,24978,2
I156,F120-F121,CLT,IAH,20640,66961,49
I157,F121,ORD,IAH,60256,66961,51
I158,F121-F122,ORD,EWR,60256,81524,28
I159,F122,IAH,EWR,71399,81524,100
I160,F123,SEA,LAX,20160,27072,103
I161,F124,LAX,SEA,46452,53364,59
I162,F125,SEA,LAX,55730,62642,103
I163,F126,LAS,DFW,20580,28203,2
I164,F127,DFW,LAS,52068,59691,160
I165,F128,LAS,DFW,82986,90609,160
I166,F129,EWR,ORD,20520,25713,2
I167,F75-F130,CLT,EWR,19860,66606,51
I168,F120-F130,CLT,EWR,20640,66606,27
I169,F130,ORD,EWR,61413,66606,13
I170,F131,EWR,ORD,72924,78117,44
I171,F132,DEN,MCO,20700,31887,23
I172,F64-F133,DEN,ATL,20400,44138,38
I173,F133,MCO,ATL,41213,44138,44
I174,F49-F134,JFK,MCO,20460,77857,58
I175,F134,ATL,MCO,74932,77857,102
I176,F135,PHX,ORD,20820,31228,9
I177,F99-F136,SEA,EWR,20220,50307,46
I178,F136,ORD,EWR,45114,50307,82
I179,F03-F137,DEN,ORD,42147,80007,21
I180,F137,EWR,ORD,74814,80007,107
I181,F138,SFO,ORD,20280,33613,5
I182,F56-F139,SEA,ATL,48550,73342,23
I183,F139,ORD,ATL,68950,73342,27
I184,F140,SEA,LAX,20100,27012,11
I185,F07-F141,IAH,DFW,21000,56935,17
I186,F141,LAX,DFW,48012,56935,45
I187,F12-F142,LAS,JFK,20880,70157,29
I188,F126-F142,LAS,JFK,20580,70157,29
I189,F142,DFW,JFK,60104,70157,6
I190,F143,PHX,ORD,20820,31228,3
I191,F144,ORD,SFO,48620,61953,19
I192,F145,LAS,ORD,20400,31339,6
I193,F36-F146,EWR,LAS,19860,52649,29
I194,F59-F146,SEA,LAS,20160,52649,44
I195,F120-F146,CLT,LAS,20640,52649,17
I196,F129-F146,EWR,LAS,20520,52649,19
I197,F146,ORD,LAS,41710,52649,9
I198,F147,LAS,ORD,56201,67140,44
I199,F120-F148,CLT,SFO,20640,92308,15
I200,F147-F148,LAS,SFO,56201,92308,56
I201,F148,ORD,SFO,78975,92308,89
I202,F149,ORD,DFW,20880,26685,29
I203,F23-F150,ATL,SEA,39654,67736,23
I204,F29-F150,SFO,SEA,32116,67736,3
I205,F83-F150,LAS,SEA,20340,67736,15
I206,F150,DFW,SEA,55730,67736,60
I207,F151,CLT,MIA,19860,24580,73
I208,F151-F152,CLT,JFK,19860,55289,29
I209,F152,MIA,JFK,47383,55289,28
I210,F142-F153,DFW,ATL,60104,84165,9
I211,F153,JFK,ATL,78666,84165,119
I212,F154,LAX,ORD,20160,32769,43
I213,F56-F155,SEA,LAX,48550,78915,13
I214,F155,ORD,LAX,66306,78915,139
I215,F156,DEN,JFK,20880,32620,128
I216,F157,JFK,DEN,45641,57381,73
I217,F107-F158,CLT,LAX,20520,66835,60
I218,F117-F158,CLT,LAX,20160,66835,34
I219,F158,DEN,LAX,60603,66835,34
I220,F159,ORD,LAS,20940,31879,38
I221,F57-F160,DEN,ORD,20220,62111,46
I222,F160,LAS,ORD,51172,62111,79
I223,F143-F161,PHX,ATL,20820,92799,72
I224,F161,ORD,ATL,88407,92799,88
I225,F162,MIA,ORD,20640,29325,12
I226,F163,ORD,LAX,48986,61595,64
I227,F54-F164,SEA,ORD,21000,88933,43
I228,F164,LAX,ORD,76324,88933,53
I229,F165,ATL,DFW,20640,25923,10
I230,F166,DFW,ORD,53594,59399,81
I231,F167,LAS,ORD,20520,31459,6
I232,F99-F168,SEA,EWR,20220,47420,32
I233,F135-F168,PHX,EWR,20820,47420,54
I234,F168,ORD,EWR,42227,47420,7
I235,F81-F169,MCO,DFW,39894,65109,34
I236,F169,EWR,DFW,55191,65109,9
I237,F12-F170,LAS,EWR,20880,85044,17
I238,F23-F170,ATL,EWR,39654,85044,10
I239,F71-F170,PHX,EWR,20220,85044,48
I240,F170,DFW,EWR,75126,85044,21
I241,F171,PHX,CLT,20400,33216,51
I242,F172,CLT,PHX,47465,60281,48
I243,F16-F173,MCO,DEN,20160,85797,33
I244,F72-F173,DFW,DEN,50756,85797,46
I245,F173,PHX,DEN,81441,85797,49
I246,F174,JFK,ORD,19860,25201,4
I247,F36-F175,EWR,DFW,19860,46170,8
I248,F120-F175,CLT,DFW,20640,46170,7
I249,F162-F175,MIA,DFW,20640,46170,45
I250,F175,ORD,DFW,40365,46170,6
I251,F23-F176,ATL,ORD,39654,66370,7
I252,F176,DFW,ORD,60565,66370,35
I253,F154-F177,LAX,CLT,20160,73575,67
I254,F177,ORD,CLT,69237,73575,29
I255,F178,EWR,ATL,20520,25915,6
I256,F22-F179,MIA,DFW,20160,43437,38
I257,F46-F179,MCO,DFW,20940,43437,47
I258,F179,ATL,DFW,38154,43437,2
I259,F23-F180,ATL,PHX,39654,75597,4
I260,F105-F180,LAX,PHX,20520,75597,74
I261,F175-F180,ORD,PHX,40365,75597,11
I262,F179-F180,ATL,PHX,38154,75597,4
I263,F180,DFW,PHX,69329,75597,3
I264,F181,MIA,ATL,20520,24835,5
I265,F49-F182,JFK,MIA,20460,62402,31
I266,F182,ATL,MIA,58087,62402,45
I267,F13-F183,DFW,EWR,57592,79935,40
I268,F40-F183,IAH,EWR,59833,79935,63
I269,F183,MIA,EWR,72060,79935,57
I270,F184,ORD,MCO,20880,28170,20
I271,F64-F185,DEN,ATL,20400,62376,23
I272,F132-F185,DEN,ATL,20700,62376,58
I273,F185,MCO,ATL,59451,62376,13
I274,F186,ATL,MCO,64351,67276,160
I275,F44-F187,CLT,ATL,47188,79922,35
I276,F187,MCO,ATL,76997,79922,75
I277,F188,SFO,PHX,20340,25047,41
I278,F188-F189,SFO,ATL,20340,48281,26
I279,F189,PHX,ATL,36811,48281,9
I280,F22-F190,MIA,MCO,20160,56767,28
I281,F190,ATL,MCO,53842,56767,64
I282,F191,SFO,ORD,19920,33253,6
I283,F75-F192,CLT,SFO,19860,54493,23
I284,F143-F192,PHX,SFO,20820,54493,27
I285,F192,ORD,SFO,41160,54493,23
I286,F144-F193,ORD,DFW,48620,85235,49
I287,F193,SFO,DFW,74656,85235,47
I288,F194,PHX,CLT,20760,33576,13
I289,F195,CLT,PHX,59823,72639,96
I290,F196,DEN,ORD,20160,26577,2
I291,F162-F197,MIA,CLT,20640,51853,10
I292,F197,ORD,CLT,47515,51853,88
I293,F198,DFW,EWR,20580,30498,77
I294,F199,EWR,IAH,37119,47244,50
I295,F39-F200,SFO,EWR,20400,91038,36
I296,F200,IAH,EWR,80913,91038,92
I297,F201,DFW,SEA,20100,32106,128
I298,F68-F202,SFO,DFW,44641,73335,32
I299,F202,SEA,DFW,61329,73335,53
I300,F203,PHX,DEN,20160,24516,3
I301,F117-F204,CLT,LAX,20160,49229,26
I302,F204,DEN,LAX,42997,49229,57
I303,F07-F205,IAH,DFW,21000,63681,22
I304,F205,LAX,DFW,54758,63681,30
I305,F206,MCO,JFK,20640,27484,32
I306,F33-F207,ATL,MCO,20940,40002,26
I307,F207,JFK,MCO,33158,40002,40
I308,F208,MCO,DEN,48984,60171,79
I309,F19-F209,ATL,EWR,42873,92059,34
I310,F209,DEN,EWR,80467,92059,94
I311,F210,DEN,CLT,20040,29706,30
I312,F210-F211,DEN,PHX,20040,59614,55
I313,F211,CLT,PHX,46798,59614,53
I314,F103-F212,ATL,DEN,36636,85955,51
I315,F212,PHX,DEN,81599,85955,109
I316,F213,SEA,LAX,21000,27912,89
I317,F140-F214,SEA,DFW,20100,57168,35
I318,F214,LAX,DFW,48245,57168,18
I319,F215,JFK,CLT,20880,24795,63
I320,F216,CLT,JFK,60760,64675,62
I321,F126-F142-F217,LAS,CLT,20580,93076,19
I322,F217,JFK,CLT,89161,93076,77
I323,F218,MCO,ATL,20400,23325,10
I324,F34-F219,JFK,MCO,36427,60544,20
I325,F188-F189-F219,SFO,MCO,20340,60544,25
I326,F219,ATL,MCO,57619,60544,97
I327,F184-F220,ORD,ATL,20880,73512,49
I328,F220,MCO,ATL,70587,73512,77
I329,F221,ATL,LAS,20520,33138,101
I330,F222,LAS,ORD,43606,54545,160
I331,F99-F223,SEA,DEN,20220,75568,24
I332,F160-F223,LAS,DEN,51172,75568,35
I333,F166-F223,DFW,DEN,53594,75568,47
I334,F223,ORD,DEN,69151,75568,30
I335,F19-F224,ATL,ORD,42873,84717,30
I336,F65-F224,MCO,ORD,38461,84717,39
I337,F88-F224,DFW,ORD,20040,84717,57
I338,F107-F224,CLT,ORD,20520,84717,31
I339,F224,DEN,ORD,78300,84717,3
I340,F225,SFO,PHX,20160,24867,56
I341,F05-F226,DEN,SFO,20940,34897,31
I342,F226,PHX,SFO,30190,34897,12
I343,F05-F226-F227,DEN,DFW,20940,47636,16
I344,F227,SFO,DFW,37057,47636,91
I345,F12-F228,LAS,SFO,20880,68847,7
I346,F105-F228,LAX,SFO,20520,68847,20
I347,F126-F228,LAS,SFO,20580,68847,40
I348,F228,DFW,SFO,58268,68847,71
I349,F229,CLT,MIA,20340,25060,87
I350,F230,MIA,DEN,36979,49345,45
I351,F107-F231,CLT,ORD,20520,77355,16
I352,F231,DEN,ORD,70938,77355,69
I353,F232,DFW,SFO,20280,30859,47
I354,F226-F233,PHX,DFW,30190,50120,27
I355,F233,SFO,DFW,39541,50120,37
I356,F00-F234,SEA,SFO,20580,68826,15
I357,F12-F234,LAS,SFO,20880,68826,4
I358,F71-F234,PHX,SFO,20220,68826,52
I359,F179-F234,ATL,SFO,38154,68826,2
I360,F234,DFW,SFO,58247,68826,55
I361,F144-F235,ORD,DFW,48620,87514,52
I362,F192-F235,ORD,DFW,41160,87514,14
I363,F226-F235,PHX,DFW,30190,87514,20
I364,F235,SFO,DFW,76935,87514,74
I365,F236,DFW,DEN,19860,24504,5
I366,F02-F237,JFK,LAS,20040,64325,8
I367,F19-F237,ATL,LAS,42873,64325,6
I368,F236-F237,DFW,LAS,19860,64325,72
I369,F237,DEN,LAS,59785,64325,24
I370,F238,PHX,DFW,19980,26248,4
I371,F239,DFW,DEN,44541,49185,22
I372,F88-F240,DFW,SFO,20040,71138,31
I373,F117-F240,CLT,SFO,20160,71138,10
I374,F239-F240,DFW,SFO,44541,71138,47
I375,F240,DEN,SFO,64154,71138,6
I376,F241,EWR,DEN,20820,32412,43
I377,F02-F242,JFK,EWR,20040,50151,3
I378,F242,DEN,EWR,38559,50151,82
I379,F130-F243,ORD,DEN,61413,90008,5
I380,F243,EWR,DEN,78416,90008,123
I381,F244,MIA,ATL,20700,25015,17
I382,F79-F245,EWR,ORD,19980,33972,11
I383,F110-F245,IAH,ORD,20400,33972,46
I384,F178-F245,EWR,ORD,20520,33972,31
I385,F245,ATL,ORD,29580,33972,6
I386,F59-F246,SEA,ATL,20160,42493,39
I387,F246,ORD,ATL,38101,42493,7
I388,F22-F247,MIA,ORD,20160,64940,12
I389,F79-F247,EWR,ORD,19980,64940,11
I390,F244-F247,MIA,ORD,20700,64940,57
I391,F247,ATL,ORD,60548,64940,15
I392,F248,IAH,ORD,20340,27045,22
I393,F145-F249,LAS,IAH,20400,42835,52
I394,F249,ORD,IAH,36130,42835,43
I395,F250,IAH,ORD,60214,66919,128
I396,F36-F251,EWR,MIA,19860,83319,9
I397,F129-F251,EWR,MIA,20520,83319,23
I398,F245-F251,ATL,MIA,29580,83319,12
I399,F251,ORD,MIA,74634,83319,55
I400,F252,DEN,CLT,20220,29886,47
I401,F253,CLT,IAH,34428,41025,79
I402,F39-F254,SFO,DEN,20400,66612,24
I403,F199-F254,EWR,DEN,37119,66612,46
I404,F249-F254,ORD,DEN,36130,66612,33
I405,F254,IAH,DEN,60371,66612,25
I406,F255,JFK,MCO,20340,27184,96
I407,F44-F256,CLT,JFK,47188,68358,21
I408,F256,MCO,JFK,61514,68358,28
I409,F257,ATL,DEN,20460,29127,99
I410,F02-F258,JFK,LAS,20040,39782,2
I411,F09-F258,DFW,LAS,20220,39782,75
I412,F258,DEN,LAS,35242,39782,53
I413,F259,LAS,DEN,58167,62707,160
I414,F09-F260,DFW,LAS,20220,75502,29
I415,F65-F260,MCO,LAS,38461,75502,27
I416,F84-F260,DFW,LAS,60264,75502,50
I417,F88-F260,DFW,LAS,20040,75502,28
I418,F117-F260,CLT,LAS,20160,75502,10
I419,F260,DEN,LAS,70962,75502,9
I420,F261,JFK,DFW,20940,30993,9
I421,F10-F262,DEN,JFK,45234,76656,25
I422,F205-F262,LAX,JFK,54758,76656,59
I423,F262,DFW,JFK,66603,76656,8
I424,F263,DFW,EWR,19800,29718,61
I425,F264,EWR,DFW,34644,44562,33
I426,F00-F265,SEA,JFK,20580,78609,12
I427,F89-F265,DEN,JFK,38264,78609,54
I428,F105-F265,LAX,JFK,20520,78609,23
I429,F265,DFW,JFK,68556,78609,71
I430,F266,ORD,LAS,20040,30979,11
I431,F267,LAS,ORD,47273,58212,31
I432,F143-F268,PHX,MCO,20820,84206,27
I433,F154-F268,LAX,MCO,20160,84206,32
I434,F268,ORD,MCO,76916,84206,37
I435,F269,PHX,SFO,20040,24747,96
I436,F270,SFO,IAH,42038,53859,49
I437,F253-F271,CLT,JFK,34428,84143,49
I438,F271,IAH,JFK,73897,84143,47
I439,F272,PHX,ATL,20880,32350,8
I440,F22-F273,MIA,PHX,20160,74260,6
I441,F46-F273,MCO,PHX,20940,74260,21
I442,F246-F273,ORD,PHX,38101,74260,28
I443,F273,ATL,PHX,62790,74260,73
I444,F274,PHX,SFO,88286,92993,128
I445,F275,LAX,DFW,20400,29323,2
I446,F71-F276,PHX,JFK,20220,47961,22
I447,F238-F276,PHX,JFK,19980,47961,30
I448,F276,DFW,JFK,37908,47961,19
I449,F277,JFK,DFW,75085,85138,96
I450,F278,LAX,DEN,21000,27232,14
I451,F203-F279,PHX,LAX,20160,60000,55
I452,F279,DEN,LAX,53768,60000,73
I453,F125-F280,SEA,DEN,55730,93495,57
I454,F56-F155-F280,SEA,DEN,48550,93495,8
I455,F163-F280,ORD,DEN,48986,93495,32
I456,F280,LAX,DEN,87263,93495,31
I457,F281,SFO,DEN,20640,27624,7
I458,F282,DEN,SFO,42000,48984,87
I459,F144-F283,ORD,DEN,48620,82304,27
I460,F226-F283,PHX,DEN,30190,82304,9
I461,F283,SFO,DEN,75320,82304,92
I462,F284,IAH,ATL,20880,25861,8
I463,F49-F285,JFK,EWR,20460,51786,25
I464,F110-F285,IAH,EWR,20400,51786,28
I465,F284-F285,IAH,EWR,20880,51786,38
I466,F285,ATL,EWR,46391,51786,26
I467,F286,EWR,ATL,71376,76771,128
I468,F287,IAH,LAS,20340,29169,93
I469,F112-F288,ATL,DEN,20520,57177,61
I470,F221-F288,ATL,DEN,20520,57177,33
I471,F288,LAS,DEN,52637,57177,23
I472,F02-F289,JFK,LAS,20040,64648,1
I473,F65-F289,MCO,LAS,38461,64648,7
I474,F236-F289,DFW,LAS,19860,64648,34
I475,F281-F289,SFO,LAS,20640,64648,52
I476,F289,DEN,LAS,60108,64648,61
I477,F237-F290,DEN,ORD,59785,82113,33
I478,F290,LAS,ORD,71174,82113,127
I479,F291,LAS,DFW,20460,28083,11
I480,F00-F292,SEA,CLT,20580,45462,4
I481,F165-F292,ATL,CLT,20640,45462,47
I482,F292,DFW,CLT,38699,45462,46
I483,F197-F293,ORD,DFW,47515,70953,19
I484,F293,CLT,DFW,64190,70953,75
I485,F114-F294,SEA,PHX,20340,80175,74
I486,F169-F294,EWR,PHX,55191,80175,26
I487,F294,DFW,PHX,73907,80175,28
I488,F295,IAH,EWR,21000,31125,56
I489,F296,EWR,IAH,63323,73448,96
I490,F08-F297,LAX,ATL,62439,85642,43
I491,F39-F297,SFO,ATL,20400,85642,9
I492,F297,IAH,ATL,80661,85642,44
I493,F298,SFO,ORD,20280,33613,39
I494,F135-F299,PHX,SFO,20820,73451,27
I495,F299,ORD,SFO,60118,73451,21
I496,F12-F228-F300,LAS,SEA,20880,84571,5
I497,F300,SFO,SEA,79653,84571,91
I498,F301,EWR,DEN,20040,31632,13
I499,F302,DEN,EWR,34894,46486,128
I500,F303,EWR,CLT,77519,81344,128
I501,F304,DEN,LAX,20100,26332,101
I502,F140-F305,SEA,DEN,20100,58760,28
I503,F305,LAX,DEN,52528,58760,132
I504,F65-F306,MCO,DFW,38461,87419,8
I505,F306,DEN,DFW,82775,87419,152
I506,F307,MCO,PHX,19920,33280,67
I507,F05-F308,DEN,DFW,20940,72178,19
I508,F79-F111-F308,EWR,DFW,19980,72178,19
I509,F308,PHX,DFW,65910,72178,49
I510,F309,DFW,LAS,20220,27843,38
I511,F57-F310,DEN,IAH,20220,55455,24
I512,F112-F310,ATL,IAH,20520,55455,47
I513,F310,LAS,IAH,46626,55455,4
I514,F62-F311,CLT,MCO,20040,67196,37
I515,F270-F311,SFO,MCO,42038,67196,47
I516,F311,IAH,MCO,61022,67196,12
I517,F312,LAS,ORD,19800,30739,9
I518,F138-F313,SFO,PHX,20280,46688,47
I519,F145-F313,LAS,PHX,20400,46688,45
I520,F313,ORD,PHX,36280,46688,3
I521,F211-F314,CLT,DFW,46798,80419,52
I522,F307-F314,MCO,DFW,19920,80419,29
I523,F314,PHX,DFW,74151,80419,15
I524,F315,ORD,LAX,20100,32709,60
I525,F07-F316,IAH,DEN,21000,46582,10
I526,F140-F316,SEA,DEN,20100,46582,14
I527,F315-F316,ORD,DEN,20100,46582,61
I528,F316,LAX,DEN,40350,46582,16
I529,F88-F317,DFW,CLT,20040,64330,14
I530,F278-F317,LAX,CLT,21000,64330,20
I531,F317,DEN,CLT,54664,64330,103
I532,F318,CLT,PHX,69397,82213,160
I533,F319,ATL,DFW,20460,25743,6
I534,F71-F320,PHX,SFO,20220,57285,16
I535,F83-F320,LAS,SFO,20340,57285,19
I536,F179-F320,ATL,SFO,38154,57285,2
I537,F320,DFW,SFO,46706,57285,123
I538,F67-F321,DEN,PHX,20100,84620,62
I539,F234-F321,DFW,PHX,58247,84620,32
I540,F299-F321,ORD,PHX,60118,84620,34
I541,F321,SFO,PHX,79913,84620,32
I542,F322,JFK,DFW,20640,30693,5
I543,F00-F323,SEA,EWR,20580,74865,3
I544,F29-F323,SFO,EWR,32116,74865,2
I545,F02-F89-F323,JFK,EWR,20040,74865,6
I546,F07-F141-F323,IAH,EWR,21000,74865,8
I547,F323,DFW,EWR,64947,74865,141
I548,F324,MCO,JFK,20640,27484,59
I549,F325,JFK,MCO,31366,38210,38
I550,F326,MCO,JFK,60332,67176,37
I551,F327,DEN,IAH,21000,27241,108
I552,F328,IAH,ORD,36776,43481,20
I553,F59-F329,SEA,IAH,20160,80054,17
I554,F312-F329,LAS,IAH,19800,80054,29
I555,F329,ORD,IAH,73349,80054,114
I556,F330,DFW,DEN,20160,24804,45
I557,F203-F331,PHX,LAS,20160,57045,34
I558,F331,DEN,LAS,52505,57045,40
I559,F332,LAS,DEN,72510,77050,160
I560,F333,IAH,ATL,20640,25621,5
I561,F334,ATL,IAH,41674,46655,45
I562,F08-F335,LAX,ATL,62439,84785,28
I563,F76-F335,ORD,ATL,26689,84785,29
I564,F92-F335,JFK,ATL,21000,84785,30
I565,F335,IAH,ATL,79804,84785,9
I566,F336,JFK,ORD,20340,25681,13
I567,F129-F337,EWR,LAX,20520,48540,20
I568,F135-F337,PHX,LAX,20820,48540,21
I569,F167-F337,LAS,LAX,20520,48540,37
I570,F337,ORD,LAX,35931,48540,8
I571,F106-F338,DFW,SEA,50381,78653,27
I572,F338,LAX,SEA,71741,78653,37
I573,F339,LAS,DEN,20400,24940,96
I574,F88-F340,DFW,EWR,20040,63459,10
I575,F107-F340,CLT,EWR,20520,63459,6
I576,F203-F340,PHX,EWR,20160,63459,19
I577,F340,DEN,EWR,51867,63459,61
I578,F341,ATL,LAS,20400,33018,31
I579,F37-F342,ORD,IAH,42820,71541,42
I580,F146-F342,ORD,IAH,41710,71541,8
I581,F266-F342,ORD,IAH,20040,71541,43
I582,F203-F331-F342,PHX,IAH,20160,71541,15
I583,F342,LAS,IAH,62712,71541,14
I584,F343,CLT,DFW,20280,27043,15
I585,F12-F344,LAS,SFO,20880,44908,3
I586,F71-F344,PHX,SFO,20220,44908,10
I587,F126-F344,LAS,SFO,20580,44908,28
I588,F275-F344,LAX,SFO,20400,44908,43
I589,F344,DFW,SFO,34329,44908,7
I590,F345,SFO,DFW,51150,61729,32
I591,F346,IAH,LAX,20940,30907,38
I592,F347,LAX,DFW,62871,71794,96
I593,F348,IAH,CLT,19920,26517,79
I594,F96-F349,MIA,MCO,33016,57128,31
I595,F210-F349,DEN,MCO,20040,57128,31
I596,F349,CLT,MCO,53731,57128,39
I597,F42-F350,JFK,ATL,20640,91171,19
