index,Tail,Flight,Crew,From,To,RDT,RAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,Delay
26,T03,F26,C06,ORD,DEN,35870.000000830485,42286.99999907492,6416.999998244435,4616.999995684079,1426,120,96,09:57 -> 11:44,
27,T03,F27,C06,DEN,ORD,45087.000000813096,51503.999999197964,6416.999998384868,4616.999995774185,1426,120,96,12:31 -> 14:18,
28,T03,F28,C06,ORD,LAX,54468.0000034834,67076.99999627176,12608.999992788355,10808.999987380756,2802,120,96,15:07 -> 18:37,
29,T03,F29,C07,LAX,SFO,69530.00000004911,71972.999999957,2442.9999999078864,642.9999997244398,543,120,96,19:18 -> 19:59,
30,T03,F30,C07,SFO,LAX,74296.0000000468,76738.99999997127,2442.9999999244756,642.9999997231815,543,120,96,20:38 -> 21:18,
31,T03,F31,C07,LAX,ORD,79099.00000520567,91708.00000001068,12608.99999480501,10808.999988862573,2802,120,96,21:58 -> 01:28 (+1),
32,T04,F32,C08,ORD,PHX,20100.000002436296,30507.999997372746,10407.99999493645,8607.999990955126,2313,120,96,05:35 -> 08:28,
33,T04,F33,C08,PHX,ORD,33024.000002401364,43431.9999976096,10407.999995208236,8607.999990953746,2313,120,96,09:10 -> 12:03,
34,T04,F34,C08,ORD,ATL,45797.00000038297,50188.99999962863,4391.999999245658,2591.9999979003255,976,120,96,12:43 -> 13:56,
35,T04,F35,C08,ATL,ORD,52994.00000042483,57385.999999525004,4391.999999100175,2591.9999982099125,976,120,96,14:43 -> 15:56,
36,T04,F36,C09,ORD,ATL,59858.000000427564,64249.999999584,4391.999999156433,2592.000000874658,976,120,96,16:37 -> 17:50,
37,T04,F37,C09,ATL,PHX,66338.00000286814,77807.99999714593,11469.999994277794,9669.999989343165,2549,120,96,18:25 -> 21:36,
38,T04,F38,C09,PHX,DFW,80744.00000142812,87012.00000000959,6267.999998581465,4467.999996556056,1393,120,96,22:25 -> 00:10 (+1),
39,T05,F39,C10,ORD,LAX,20220.0,32829.0,12609.0,10808.999993398336,2802,120,96,05:37 -> 09:07,
40,T05,F40,C10,LAX,SFO,35481.000000049375,37923.999999956686,2442.9999999073116,642.9999997238393,543,120,96,09:51 -> 10:32,
41,T05,F41,C10,SFO,LAX,40770.00000004832,43212.999999954736,2442.9999999064166,642.999999723431,543,120,96,11:19 -> 12:00,
42,T05,F42,C10,LAX,SFO,45863.00000004913,48305.999999956985,2442.9999999078573,642.9999997238657,543,120,96,12:44 -> 13:25,
43,T05,F43,C10,SFO,DFW,50641.00000249025,61219.99999731025,10578.999994820006,8778.999990695635,2351,120,96,14:04 -> 17:00,
44,T05,F44,C04,DFW,SFO,63066.00000250081,73644.9999973047,10578.999994803882,8778.999990709592,2351,120,96,17:31 -> 20:27,
45,T05,F45,C11,SFO,DFW,76449.00000246997,87027.99999753987,10578.999995069898,8778.99999070268,2351,120,96,21:14 -> 00:10 (+1),
46,T06,F46,C12,DFW,ATL,19980.0,25263.0,5283.0,3482.9999978993806,1174,120,96,05:33 -> 07:01,
47,T06,F47,C12,ATL,DFW,27425.0,32708.0,5283.0,3482.999998714233,1174,120,96,07:37 -> 09:05,
48,T06,F48,C12,DFW,DEN,35078.0,39722.0,4644.0,2843.9999989999606,1032,120,96,09:44 -> 11:02,
49,T06,F49,C12,DEN,DFW,41660.00000047934,46303.99999946346,4643.9999989841235,2843.9999979619947,1032,120,96,11:34 -> 12:51,
50,T06,F50,C12,DFW,JFK,49084.00000226126,59136.999997566,10052.999995304745,8253.000077122384,2234,120,96,13:38 -> 16:25,
51,T06,F51,C13,JFK,DEN,61314.000003001885,73053.99999701296,11739.999994011072,9939.999988910311,2609,120,96,17:01 -> 20:17,
52,T06,F52,C13,DEN,PHX,76007.00000046255,80362.99999955187,4355.999999089327,2555.999997085691,968,120,96,21:06 -> 22:19,
53,T06,F53,C13,PHX,DEN,82512.00000068896,86868.00000001481,4355.999999325853,2555.999999094841,968,120,96,22:55 -> 00:07 (+1),
54,T07,F54,C14,ORD,JFK,20040.0,25381.0,5341.0,3540.999997820773,1187,120,96,05:34 -> 07:03,
55,T07,F55,C14,JFK,ORD,27654.0,32995.0,5341.0,3540.999998679257,1187,120,96,07:40 -> 09:09,
56,T07,F56,C14,ORD,JFK,35368.0,40709.0,5341.0,3540.9999978076316,1187,120,96,09:49 -> 11:18,
57,T07,F57,C14,JFK,DFW,42724.0,52777.0,10053.0,8252.999990790167,2234,120,96,11:52 -> 14:39,
58,T07,F58,C14,DFW,JFK,55074.000002260014,65126.99999756722,10052.999995307204,8252.999998413212,2234,120,96,15:17 -> 18:05,
59,T07,F59,C12,JFK,ATL,67438.00000070047,72936.99999922335,5498.999998522879,3698.9999882160864,1222,120,96,18:43 -> 20:15,
60,T07,F60,C15,ATL,JFK,74810.00000075642,80308.99999926783,5498.999998511412,3699.0000019256677,1222,120,96,20:46 -> 22:18,
61,T07,F61,C15,JFK,CLT,82695.00000053913,86610.00000002609,3914.9999994869577,2114.999997736263,870,120,96,22:58 -> 00:03 (+1),
62,T08,F62,C16,DFW,ATL,19980.0,25263.0,5283.0,3482.9999986926127,1174,120,96,05:33 -> 07:01,
63,T08,F63,C16,ATL,ORD,27832.0,32224.0,4392.0,2591.9999990379506,976,120,96,07:43 -> 08:57,
64,T08,F64,C16,ORD,CLT,34574.0,38912.0,4338.0,2537.9999990951233,964,120,96,09:36 -> 10:48,
65,T08,F65,C16,CLT,DFW,41427.0,48190.0,6763.0,4962.999998136586,1503,120,96,11:30 -> 13:23,
66,T08,F66,C16,DFW,ORD,50615.0000007464,56419.99999916965,5804.999998423256,4004.999996885834,1290,120,96,14:03 -> 15:40,
67,T08,F67,C16,ORD,JFK,59116.00000067152,64456.99999926896,5340.999998597443,3541.0000825404213,1187,120,96,16:25 -> 17:54,
68,T08,F68,C14,JFK,ORD,67355.00000072645,72695.99999920075,5340.999998474304,3540.999995108209,1187,120,96,18:42 -> 20:11,
69,T08,F69,C05,ORD,JFK,75538.00000065278,80878.9999993716,5340.99999871882,3541.000070169987,1187,120,96,20:58 -> 22:27,
70,T08,F70,C05,JFK,ATL,83846.00000076981,89344.999999154,5498.999998384184,3699.00000222864,1222,120,96,23:17 -> 00:49 (+1),
71,T09,F71,C17,ORD,CLT,20220.0,24558.0,4338.0,2537.999999081995,964,120,96,05:37 -> 06:49,
72,T09,F72,C17,CLT,ORD,26424.0,30762.0,4338.0,2537.999998528558,964,120,96,07:20 -> 08:32,
73,T09,F73,C17,ORD,CLT,33063.0,37401.0,4338.0,2537.999999044426,964,120,96,09:11 -> 10:23,
74,T09,F74,C17,CLT,JFK,40061.00000035962,43975.99999966554,3914.9999993059173,2115.0000020489715,870,120,96,11:07 -> 12:12,
75,T09,F75,C17,JFK,DFW,45832.0000022101,55884.99999779978,10052.999995589678,8253.00005211791,2234,120,96,12:43 -> 15:31,
76,T09,F76,C17,DFW,LAX,58343.00000181761,67265.99999802586,8922.999996208251,7123.000161333032,1983,120,96,16:12 -> 18:41,
77,T09,F77,C06,LAX,ORD,69215.00000348169,81823.99999627171,12608.99999279002,10808.999987315452,2802,120,96,19:13 -> 22:43,
78,T09,F78,C08,ORD,DEN,84246.00000149175,90663.00000001464,6416.999998522893,4616.99998433222,1426,120,96,23:24 -> 01:11 (+1),
79,T10,F79,C18,ORD,LAX,20580.0,33189.0,12609.0,10808.999992672458,2802,120,96,05:43 -> 09:13,
80,T10,F80,C18,LAX,ORD,35089.00000347806,47697.99999627504,12608.999992796977,10808.999987332836,2802,120,96,09:44 -> 13:14,
81,T10,F81,C18,ORD,DEN,49573.00000091422,55989.99999910079,6416.999998186577,4616.999975807915,1426,120,96,13:46 -> 15:33,
82,T10,F82,C19,DEN,ORD,58213.00000093086,64629.99999897058,6416.999998039726,4616.9999699166465,1426,120,96,16:10 -> 17:57,
83,T10,F83,C19,ORD,ATL,66706.00000039248,71097.99999955772,4391.999999165244,2591.9999978904525,976,120,96,18:31 -> 19:44,
84,T10,F84,C19,ATL,ORD,73746.00000042473,78137.99999952511,4391.999999100386,2591.9999981805618,976,120,96,20:29 -> 21:42,
85,T10,F85,C14,ORD,JFK,80340.0000007158,85680.99999930851,5340.999998592713,3540.999974275556,1187,120,96,22:19 -> 23:48,
86,T11,F86,C20,LAS,DFW,20580.0,28203.0,7623.0,5822.999997682591,1694,120,96,05:43 -> 07:50,
87,T11,F87,C20,DFW,JFK,30509.0,40562.0,10053.0,8252.999990580856,2234,120,96,08:28 -> 11:16,
88,T11,F88,C20,JFK,DFW,42805.00000224252,52857.9999975708,10052.999995328275,8253.00000385271,2234,120,96,11:53 -> 14:40,
89,T11,F89,C20,DFW,ATL,55531.0000007113,60813.999999217565,5282.999998506268,3482.9999897945436,1174,120,96,15:25 -> 16:53,
90,T11,F90,C21,ATL,PHX,63092.00000287062,74561.99999714344,11469.999994272825,9669.99998933711,2549,120,96,17:31 -> 20:42,
91,T11,F91,C21,PHX,ATL,76941.00000434331,88411.00000001102,11469.999995667706,9669.999990557682,2549,120,96,21:22 -> 00:33 (+1),
92,T12,F92,C22,LAS,ATL,20940.0,33558.0,12618.0,10817.999993395148,2804,120,96,05:49 -> 09:19,
93,T12,F93,C22,ATL,LAS,35923.0,48541.0,12618.0,10817.999993396003,2804,120,96,09:58 -> 13:29,
94,T12,F94,C22,LAS,DFW,50677.00000132979,58299.99999936073,7622.999998030937,5822.999982098189,1694,120,96,14:04 -> 16:11,
95,T12,F95,C23,DFW,LAS,60575.0,68198.0,7623.0,5822.9999913081765,1694,120,96,16:49 -> 18:56,
96,T12,F96,C23,LAS,DFW,70296.00000083071,77918.99999886143,7622.999998030718,5822.999992592917,1694,120,96,19:31 -> 21:38,
97,T12,F97,C00,DFW,LAX,80471.00000265994,89394.00000001283,8922.99999735289,7123.000006779035,1983,120,96,22:21 -> 00:49 (+1),
98,T13,F98,C24,CLT,DEN,21000.0,30666.0,9666.0,7865.999998977005,2148,120,96,05:50 -> 08:31,
99,T13,F99,C24,DEN,DFW,32637.0,37281.0,4644.0,2843.9999985089958,1032,120,96,09:03 -> 10:21,
100,T13,F100,C24,DFW,SFO,39550.0,50129.0,10579.0,8778.999994987265,2351,120,96,10:59 -> 13:55,
101,T13,F101,C24,SFO,DFW,52362.0,62941.0,10579.0,8778.999994989254,2351,120,96,14:32 -> 17:29,
102,T13,F102,C10,DFW,SFO,65509.0000025121,76087.99999729336,10578.999994781261,8778.999990706345,2351,120,96,18:11 -> 21:08,
103,T13,F103,C04,SFO,DEN,78307.00000117051,85290.99999884445,6983.999997673935,5184.0000173226,1552,120,96,21:45 -> 23:41,
104,T14,F104,C25,DEN,SFO,20580.0,27564.0,6984.0,5183.999997913746,1552,120,96,05:43 -> 07:39,
105,T14,F105,C25,SFO,DFW,29983.0,40562.0,10579.0,8778.999994988682,2351,120,96,08:19 -> 11:16,
106,T14,F106,C25,DFW,CLT,43059.0,49822.0,6763.0,4962.999998098061,1503,120,96,11:57 -> 13:50,
107,T14,F107,C25,CLT,DFW,51790.0,58553.0,6763.0,4962.999998136586,1503,120,96,14:23 -> 16:15,
108,T14,F108,C22,DFW,ATL,61412.0,66695.0,5283.0,3483.0000033303377,1174,120,96,17:03 -> 18:31,
109,T14,F109,C20,ATL,DFW,69616.00000070952,74898.99999921785,5282.999998508327,3483.0000019625904,1174,120,96,19:20 -> 20:48,
110,T14,F110,C24,DFW,LAX,77669.0000017894,86591.99999822372,8922.999996434315,7123.000095016034,1983,120,96,21:34 -> 00:03 (+1),
111,T14,F111,C17,LAX,PHX,88922.00000013337,91595.00000001537,2672.9999998819985,872.999999934694,594,120,96,00:42 (+1) -> 01:26 (+1),
112,T15,F112,C26,LAX,ORD,20880.00000347931,33488.99999627389,12608.99999279458,10808.999987374118,2802,120,96,05:48 -> 09:18,
113,T15,F113,C26,ORD,PHX,36133.00000240048,46540.9999976136,10407.999995213126,8607.999990957813,2313,120,96,10:02 -> 12:55,
114,T15,F114,C26,PHX,ORD,48685.000002397515,59092.99999761345,10407.999995215934,8607.999990950759,2313,120,96,13:31 -> 16:24,
115,T15,F115,C27,ORD,SFO,61286.000003871945,74618.99999614278,13332.999992270838,11532.99998599542,2963,120,96,17:01 -> 20:43,
116,T15,F116,C27,SFO,ORD,77173.00000582665,90506.00000001067,13332.999994184021,11532.999987690848,2963,120,96,21:26 -> 01:08 (+1),
117,T16,F117,C28,DFW,LAX,20400.0,29323.0,8923.0,7123.0000037862965,1983,120,96,05:40 -> 08:08,
118,T16,F118,C28,LAX,DFW,31194.0,40117.0,8923.0,7122.999982647633,1983,120,96,08:39 -> 11:08,
119,T16,F119,C28,DFW,ATL,42788.0,48071.0,5283.0,3483.000000662459,1174,120,96,11:53 -> 13:21,
120,T16,F120,C28,ATL,LAS,50298.0,62916.0,12618.0,10817.999993390546,2804,120,96,13:58 -> 17:28,
121,T16,F121,C29,LAS,ATL,64745.0,77363.0,12618.0,10817.9999933904,2804,120,96,17:59 -> 21:29,
122,T16,F122,C12,ATL,PHX,79237.00000434373,90707.00000001377,11469.999995670034,9669.999990557293,2549,120,96,22:00 -> 01:11 (+1),
123,T17,F123,C30,PHX,DFW,20760.000000855187,27027.999999048552,6267.999998193365,4467.999996494985,1393,120,96,05:46 -> 07:30,
124,T17,F124,C30,DFW,PHX,28923.00000085918,35190.99999904887,6267.999998189691,4467.999996495209,1393,120,96,08:02 -> 09:46,
125,T17,F125,C30,PHX,DFW,37984.00000084169,44251.99999916822,6267.99999832653,4467.999996496588,1393,120,96,10:33 -> 12:17,
126,T17,F126,C30,DFW,SFO,47127.000002506975,57705.99999729848,10578.999994791506,8778.999990711784,2351,120,96,13:05 -> 16:01,
127,T17,F127,C31,SFO,LAX,60391.00000004854,62833.99999995449,2442.999999905951,642.999999723581,543,120,96,16:46 -> 17:27,
128,T17,F128,C31,LAX,SFO,65242.00000004769,67684.9999999735,2442.9999999258143,642.999999724803,543,120,96,18:07 -> 18:48,
129,T17,F129,C31,SFO,ORD,69830.00000349252,83162.99999624329,13332.999992750774,11532.999983764237,2963,120,96,19:23 -> 23:06,
130,T17,F130,C06,ORD,DFW,85806.00000123851,91611.00000000962,5804.999998771105,4004.999995636793,1290,120,96,23:50 -> 01:26 (+1),
131,T18,F131,C32,DEN,SFO,20700.0,27684.0,6984.0,5183.9999971628295,1552,120,96,05:45 -> 07:41,
132,T18,F132,C32,SFO,DEN,30668.0,37652.0,6984.0,5183.999998061306,1552,120,96,08:31 -> 10:27,
133,T18,F133,C32,DEN,SFO,39620.00000104343,46603.99999884829,6983.999997804858,5183.9999958408025,1552,120,96,11:00 -> 12:56,
134,T18,F134,C32,SFO,LAX,49540.00000004679,51982.99999997129,2442.9999999244974,642.9999997236171,543,120,96,13:45 -> 14:26,
135,T18,F135,C32,LAX,SFO,54922.00000004771,57364.999999973465,2442.999999925756,642.9999997240511,543,120,96,15:15 -> 15:56,
136,T18,F136,C30,SFO,LAX,60120.000000051485,62562.99999995117,2442.9999998996864,642.9999996421597,543,120,96,16:42 -> 17:22,
137,T18,F137,C33,LAX,ORD,65312.00000344581,77920.99999656512,12608.999993119309,10808.999987389954,2802,120,96,18:08 -> 21:38,
138,T18,F138,C19,ORD,ATL,80850.0000004031,85241.99999960847,4391.999999205364,2592.000029661338,976,120,96,22:27 -> 23:40,
139,T18,F139,C19,ATL,ORD,87055.0000006968,91447.00000001083,4391.999999314023,2592.000000507553,976,120,96,00:10 (+1) -> 01:24 (+1),
140,T19,F140,C34,LAS,ATL,20040.0,32658.0,12618.0,10817.999993390711,2804,120,96,05:34 -> 09:04,
141,T19,F141,C34,ATL,LAS,34874.0,47492.0,12618.0,10817.99999339058,2804,120,96,09:41 -> 13:11,
142,T19,F142,C34,LAS,ATL,49940.0,62558.0,12618.0,10817.999993390711,2804,120,96,13:52 -> 17:22,
143,T19,F143,C35,ATL,LAS,65444.0,78062.0,12618.0,10817.99999339058,2804,120,96,18:10 -> 21:41,
144,T19,F144,C28,LAS,ATL,80012.0,92630.0,12618.0,10817.999993390711,2804,120,96,22:13 -> 01:43 (+1),
145,T20,F145,C36,ORD,CLT,20460.0,24798.0,4338.0,2537.999998757164,964,120,96,05:41 -> 06:53,
146,T20,F146,C36,CLT,ORD,26694.0,31032.0,4338.0,2537.9999984298042,964,120,96,07:24 -> 08:37,
147,T20,F147,C36,ORD,JFK,33150.0,38491.0,5341.0,3541.0000001845524,1187,120,96,09:12 -> 10:41,
148,T20,F148,C36,JFK,ATL,40838.000001546294,46337.000000723936,5498.999999177642,3698.999997043683,1222,120,96,11:20 -> 12:52,
149,T20,F149,C36,ATL,JFK,48896.0,54395.0,5499.0,3698.9999985933737,1222,120,96,13:34 -> 15:06,
150,T20,F150,C36,JFK,DEN,56928.0,68668.0,11740.0,9939.999990938712,2609,120,96,15:48 -> 19:04,
151,T20,F151,C18,DEN,ATL,71197.0,79864.0,8667.0,6866.99999126457,1926,120,96,19:46 -> 22:11,
152,T20,F152,C22,ATL,ORD,82438.00000046917,86829.99999954202,4391.999999072854,2591.9999962640695,976,120,96,22:53 -> 00:07 (+1),
153,T20,F153,C26,ORD,ATL,88745.00000069814,93137.00000001116,4391.999999313019,2591.999998305404,976,120,96,00:39 (+1) -> 01:52 (+1),
154,T21,F154,C37,ATL,JFK,20700.0,26199.0,5499.0,3698.99999857125,1222,120,96,05:45 -> 07:16,
155,T21,F155,C37,JFK,ATL,28476.0,33975.0,5499.0,3698.999997748086,1222,120,96,07:54 -> 09:26,
156,T21,F156,C37,ATL,PHX,36169.0,47639.0,11470.0,9669.999994318654,2549,120,96,10:02 -> 13:13,
157,T21,F157,C37,PHX,ATL,50363.0,61833.0,11470.0,9669.999994318752,2549,120,96,13:59 -> 17:10,
158,T21,F158,C38,ATL,DFW,63663.0,68946.0,5283.0,3483.000000662459,1174,120,96,17:41 -> 19:09,
159,T21,F159,C25,DFW,DEN,71248.0,75892.0,4644.0,2843.9999943119083,1032,120,96,19:47 -> 21:04,
160,T21,F160,C36,DEN,LAX,78162.0,84394.0,6232.0,4432.0000024378405,1385,120,96,21:42 -> 23:26,
161,T21,F161,C30,LAX,DEN,87246.0,93478.0,6232.0,4431.999996646413,1385,120,96,00:14 (+1) -> 01:57 (+1),
162,T22,F162,C39,LAS,DFW,20820.000001163386,28442.99999870794,7622.9999975445535,5822.999994896545,1694,120,96,05:47 -> 07:54,
163,T22,F163,C39,DFW,LAS,30440.000001197946,38062.999998829546,7622.999997631599,5822.999995107927,1694,120,96,08:27 -> 10:34,
164,T22,F164,C39,LAS,ATL,40454.00000345396,53071.99999655733,12617.999993103367,10817.99998737112,2804,120,96,11:14 -> 14:44,
165,T22,F165,C39,ATL,ORD,55693.00000047,60084.99999954117,4391.999999071173,2591.999993670852,976,120,96,15:28 -> 16:41,
166,T22,F166,C40,ORD,PHX,62772.00000238796,73179.99999762618,10407.999995238213,8607.999990943741,2313,120,96,17:26 -> 20:19,
167,T22,F167,C40,PHX,ORD,75300.00000239519,85707.99999761579,10407.999995220598,8607.999990942764,2313,120,96,20:55 -> 23:48,
168,T22,F168,C31,ORD,ATL,88374.00000069964,92766.00000001118,4391.999999311534,2591.99999647117,976,120,96,00:32 (+1) -> 01:46 (+1),
169,T23,F169,C41,CLT,DFW,20280.0,27043.0,6763.0,4963.000005149628,1503,120,96,05:38 -> 07:30,
170,T23,F170,C41,DFW,SFO,29034.0,39613.0,10579.0,8778.99999498914,2351,120,96,08:03 -> 11:00,
171,T23,F171,C41,SFO,DFW,41495.0,52074.0,10579.0,8778.999994987267,2351,120,96,11:31 -> 14:27,
172,T23,F172,C41,DFW,SFO,54007.00000144465,64585.99999776778,10578.999996323131,8778.999991755252,2351,120,96,15:00 -> 17:56,
173,T23,F173,C32,SFO,DFW,66392.00000125285,76970.99999756247,10578.99999630962,8778.999991753319,2351,120,96,18:26 -> 21:22,
174,T23,F174,C20,DFW,SFO,79459.0000037498,90038.00000001445,10578.999996264654,8778.999991749597,2351,120,96,22:04 -> 01:00 (+1),
175,T24,F175,C42,SFO,PHX,20760.00000045832,25466.999999487325,4706.999999029005,2906.999997588284,1046,120,96,05:46 -> 07:04,
176,T24,F176,C42,PHX,SFO,27888.00000048439,32594.999999530737,4706.9999990463475,2906.999997917585,1046,120,96,07:44 -> 09:03,
177,T24,F177,C42,SFO,DFW,34961.000002473054,45539.99999753678,10578.999995063728,8778.999990706196,2351,120,96,09:42 -> 12:38,
178,T24,F178,C42,DFW,ATL,48265.00000069571,53547.99999931573,5282.99999862002,3482.9999886655123,1174,120,96,13:24 -> 14:52,
179,T24,F179,C42,ATL,PHX,55972.00000290796,67441.9999968755,11469.99999396754,9669.999989339252,2549,120,96,15:32 -> 18:44,
180,T24,F180,C43,PHX,ATL,69786.0000028687,81255.99999714259,11469.99999427388,9669.999989334474,2549,120,96,19:23 -> 22:34,
181,T25,F181,C44,PHX,LAX,20400.0,23073.0,2673.0,872.9999997184547,594,120,96,05:40 -> 06:24,
182,T25,F182,C44,LAX,PHX,25017.0,27690.0,2673.0,872.9999997157669,594,120,96,06:56 -> 07:41,
183,T25,F183,C44,PHX,LAX,30583.000000080734,33255.999999934815,2672.9999998540807,872.9999995719778,594,120,96,08:29 -> 09:14,
184,T25,F184,C44,LAX,PHX,35601.00000008108,38273.99999993583,2672.99999985475,872.9999995708527,594,120,96,09:53 -> 10:37,
185,T25,F185,C44,PHX,LAX,41060.00000008081,43732.99999993474,2672.999999853935,872.9999995698668,594,120,96,11:24 -> 12:08,
186,T25,F186,C44,LAX,ORD,45540.00000345067,58148.99999656052,12608.99999310985,10808.999987300003,2802,120,96,12:39 -> 16:09,
187,T25,F187,C44,ORD,LAX,61064.00000348857,73672.99999626669,12608.999992778125,10808.999987405668,2802,120,96,16:57 -> 20:27,
188,T25,F188,C45,LAX,SFO,76435.00000005105,78877.99999996951,2442.9999999184656,642.9999996659255,543,120,96,21:13 -> 21:54,
189,T25,F189,C10,SFO,LAS,81763.0000001526,84750.99999988002,2987.9999997274135,1187.9999992842909,664,120,96,22:42 -> 23:32,
190,T26,F190,C46,ATL,ORD,20520.00000048297,24911.999999466832,4391.999998983862,2592.0000006841665,976,120,96,05:42 -> 06:55,
191,T26,F191,C46,ORD,LAX,27414.00000344917,40022.99999656392,12608.99999311475,10808.999987404692,2802,120,96,07:36 -> 11:07,
192,T26,F192,C46,LAX,ORD,43018.00000344696,55626.99999656399,12608.999993117024,10808.99998739273,2802,120,96,11:56 -> 15:27,
193,T26,F193,C47,ORD,SFO,58591.00000386945,71923.99999614526,13332.999992275807,11532.999985993916,2963,120,96,16:16 -> 19:58,
194,T26,F194,C41,SFO,DEN,74184.00000116679,81167.99999884816,6983.999997681371,5184.000020499771,1552,120,96,20:36 -> 22:32,
195,T26,F195,C25,DEN,ATL,83294.00000252372,91961.00000001103,8666.999997487306,6867.000044691863,1926,120,96,23:08 -> 01:32 (+1),
196,T27,F196,C48,ATL,DEN,20760.0,29427.0,8667.0,6866.999994796976,1926,120,96,05:46 -> 08:10,
197,T27,F197,C48,DEN,JFK,31343.0,43083.0,11740.0,9939.999994110423,2609,120,96,08:42 -> 11:58,
198,T27,F198,C48,JFK,DEN,45159.0,56899.0,11740.0,9939.999994104472,2609,120,96,12:32 -> 15:48,
199,T27,F199,C49,DEN,JFK,59355.0,71095.0,11740.0,9939.999994110423,2609,120,96,16:29 -> 19:44,
200,T27,F200,C16,JFK,DFW,72911.00000221649,82963.99999779333,10052.999995576844,8252.999898046892,2234,120,96,20:15 -> 23:02,
201,T28,F201,C50,JFK,CLT,19920.0,23835.0,3915.0,2114.999998297909,870,120,96,05:32 -> 06:37,
202,T28,F202,C50,CLT,ORD,26015.0,30353.0,4338.0,2537.999998253875,964,120,96,07:13 -> 08:25,
203,T28,F203,C50,ORD,ATL,33003.0,37395.0,4392.0,2591.999998193464,976,120,96,09:10 -> 10:23,
204,T28,F204,C50,ATL,ORD,39893.000000425025,44284.99999952481,4391.999999099782,2591.9999981816513,976,120,96,11:04 -> 12:18,
205,T28,F205,C50,ORD,PHX,46534.00000243277,56941.999997376275,10407.999994943508,8607.999990956601,2313,120,96,12:55 -> 15:49,
206,T28,F206,C50,PHX,ORD,59037.000002398636,69444.99999761232,10407.999995213686,8607.999990949962,2313,120,96,16:23 -> 19:17,
