index,Tail,Flight,Crew,From,To,RDT,RAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,Delay,DelayType
15,T05,F15,C07,ATL,JFK,32452.000013673598,37951.0000136736,5499.0,3698.98063914932,1222,200,160,09:00 -> 10:32,,0
16,T05,F16,C07,JFK,MCO,42495.00000011034,49339.00000011034,6844.0,5043.973599223106,1521,200,160,11:48 -> 13:42,,0
17,T05,F17,C08,MCO,PHX,79793.0,93153.0,13360.0,11559.999996674716,2969,200,160,22:09 -> 01:52 (+1),,0
18,T06,F18,C09,PHX,DEN,20280.0,24636.0,4356.0,2555.9999993403994,968,160,128,05:38 -> 06:50,,0
19,T06,F19,C09,DEN,DFW,60508.0,65152.0,4644.0,2843.9999993846227,1032,160,128,16:48 -> 18:05,,0
20,T06,F20,C00,DFW,ATL,87909.0,93192.0,5283.0,3482.9999992355365,1174,160,128,00:25 (+1) -> 01:53 (+1),,0
21,T07,F21,C10,LAX,ORD,20040.005569994122,32649.00556994196,12608.999999947839,10808.94934111743,2802,120,96,05:34 -> 09:04,,0
22,T07,F22,C04,ORD,DFW,62394.0,68199.0,5805.0,4004.99999909424,1290,120,96,17:19 -> 18:56,,0
23,T08,F23,C11,DEN,MCO,19980.0,31167.0,11187.0,9386.999995623142,2486,120,96,05:33 -> 08:39,,0
24,T08,F24,C07,MCO,DEN,65834.0,77021.0,11187.0,9386.999997464027,2486,120,96,18:17 -> 21:23,,0
25,T08,F25,C12,DEN,PHX,86022.0,90378.0,4356.0,2555.999999481776,968,120,96,23:53 -> 01:06 (+1),,0
26,T09,F26,C13,LAX,ORD,20220.027946206046,32829.027946154056,12608.99999994801,10808.945886019335,2802,160,127,05:37 -> 09:07,,0
27,T09,F27,C10,ORD,LAX,49542.0,62151.0,12609.0,10808.958387638513,2802,160,128,13:45 -> 17:15,,0
28,T09,F28,C06,LAX,SEA,79926.0,86838.0,6912.0,5111.999998782834,1536,160,128,22:12 -> 00:07 (+1),,0
29,T10,F29,C14,ORD,IAH,20160.0,26865.0,6705.0,4904.999998841543,1490,200,160,05:36 -> 07:27,,0
30,T10,F30,C14,IAH,ATL,58591.33150749608,63572.33150749608,4981.0,3180.9999993290357,1107,200,160,16:16 -> 17:39,01:53,1
31,T10,F31,C14,ATL,IAH,73699.0,78680.0,4981.0,3180.9999993167694,1107,200,160,20:28 -> 21:51,,0
32,T11,F32,C15,JFK,DEN,20040.00003518333,31780.00003518333,11740.0,9939.947972288486,2609,200,160,05:34 -> 08:49,,0
33,T11,F33,C15,DEN,MCO,58941.0,70128.0,11187.0,9386.950866697167,2486,200,160,16:22 -> 19:28,,0
34,T12,F34,C16,PHX,MCO,21000.0,34360.0,13360.0,11559.999996658002,2969,160,128,05:50 -> 09:32,,0
35,T12,F35,C11,MCO,JFK,46772.0,53616.0,6844.0,5043.999998034922,1521,160,128,12:59 -> 14:53,,0
36,T12,F36,C17,JFK,MCO,79307.0,86151.0,6844.0,5043.999998035457,1521,160,128,22:01 -> 23:55,,0
37,T13,F37,C18,ATL,MIA,25986.459220781475,30301.459220781475,4315.0,2514.9999994959107,959,160,128,07:13 -> 08:25,01:31,1
38,T13,F38,C18,MIA,ATL,53043.00000704765,57358.00000704765,4315.0,2514.9999994709046,959,160,128,14:44 -> 15:55,,0
39,T14,F39,C19,PHX,SFO,19800.0,24507.0,4707.0,2906.999999458171,1046,200,160,05:30 -> 06:48,,0
40,T14,F40,C19,SFO,DFW,36979.0,47558.0,10579.0,8778.999997897437,2351,200,160,10:16 -> 13:12,,0
41,T14,F41,C20,DFW,ATL,55787.0,61070.0,5283.0,3482.999999392104,1174,200,160,15:29 -> 16:57,,0
