Rec_itin,Skd_itin,Rec_flights,Skd_flights,Pax,From,To,RDT,RAT,Arr_delay,Cost,Rec_string
I18,I18,F14,F14,3,JFK,ATL,22398.02933286328,27897.02933286328,1698.0293328632797,87.0,06:13 -> 07:44
I19,I19,F15,F15,160,ATL,JFK,32452.000013673598,37951.0000136736,1.36735980049707e-05,0.0,09:00 -> 10:32
I20,I20,F16,F16,160,JFK,MCO,42495.00000011034,49339.00000011034,1.1033989721909165e-07,0.0,11:48 -> 13:42
I21,I21,F17,F17,160,MCO,PHX,79793.0,93153.0,0.0,0.0,22:09 -> 01:52 (+1)
I22,I22,F18,F18,128,PHX,DEN,20280.0,24636.0,0.0,0.0,05:38 -> 06:50
I23,I23,F19,F19,128,DEN,DFW,60508.0,65152.0,0.0,0.0,16:48 -> 18:05
I24,I24,F20,F20,128,DFW,ATL,87909.0,93192.0,0.0,0.0,00:25 (+1) -> 01:53 (+1)
I25,I25,F21,F21,96,LAX,ORD,20040.005569994122,32649.00556994196,0.00556994196085725,0.0,05:34 -> 09:04
I26,I26,F22,F22,96,ORD,DFW,62394.0,68199.0,0.0,0.0,17:19 -> 18:56
I27,I27,F23,F23,96,DEN,MCO,19980.0,31167.0,0.0,0.0,05:33 -> 08:39
I28,I28,F24,F24,96,MCO,DEN,65834.0,77021.0,0.0,0.0,18:17 -> 21:23
I29,I29,F25,F25,96,DEN,PHX,86022.0,90378.0,0.0,0.0,23:53 -> 01:06 (+1)
I30,I30,F26,F26,127,LAX,ORD,20220.027946206046,32829.027946154056,0.0279461540558259,0.1,05:37 -> 09:07
I31,I31,F27,F27,128,ORD,LAX,49542.0,62151.0,0.0,0.0,13:45 -> 17:15
I32,I32,F28,F28,128,LAX,SEA,79926.0,86838.0,0.0,0.0,22:12 -> 00:07 (+1)
I33,I33,F29,F29,160,ORD,IAH,20160.0,26865.0,0.0,0.0,05:36 -> 07:27
I34,I34,F30,F30,160,IAH,ATL,58591.33150749608,63572.33150749608,6800.331507496077,18573.1,16:16 -> 17:39
I35,I35,F31,F31,160,ATL,IAH,73699.0,78680.0,0.0,0.0,20:28 -> 21:51
I36,I36,F32,F32,160,JFK,DEN,20040.00003518333,31780.00003518333,3.518332960084081e-05,0.0,05:34 -> 08:49
I37,I37,F33,F33,160,DEN,MCO,58941.0,70128.0,0.0,0.0,16:22 -> 19:28
I38,I38,F34,F34,128,PHX,MCO,21000.0,34360.0,0.0,0.0,05:50 -> 09:32
I39,I39,F35,F35,128,MCO,JFK,46772.0,53616.0,0.0,0.0,12:59 -> 14:53
I40,I40,F36,F36,128,JFK,MCO,79307.0,86151.0,0.0,0.0,22:01 -> 23:55
I41,I41,F37,F37,128,ATL,MIA,25986.459220781475,30301.459220781475,5466.459220781475,11944.0,07:13 -> 08:25
I42,I42,F38,F38,128,MIA,ATL,53043.00000704765,57358.00000704765,7.047652616165578e-06,0.0,14:44 -> 15:55
I43,I43,F39,F39,87,PHX,SFO,19800.0,24507.0,0.0,0.0,05:30 -> 06:48
I44,I44,F39-F40,F39-F40,73,PHX,DFW,19800.0,47558.0,0.0,0.0,05:30 -> 13:12
I45,I45,F40,F40,87,SFO,DFW,36979.0,47558.0,0.0,0.0,10:16 -> 13:12
I46,I46,F41,F41,160,DFW,ATL,55787.0,61070.0,0.0,0.0,15:29 -> 16:57
