Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring
T13,F39,C14,DEN,PHX,60240,64596,4356,2556,968,120,96,16:44 -> 17:56
T13,F40,C14,PHX,DFW,84439,90707,6268,4468,1393,120,96,23:27 -> 01:11 (+1)
T14,F41,C15,LAX,ORD,20040,32649,12609,10809,2802,200,160,05:34 -> 09:04
T14,F42,C15,ORD,DFW,57654,63459,5805,4005,1290,200,160,16:00 -> 17:37
T14,F43,C12,DFW,ATL,69325,74608,5283,3483,1174,200,160,19:15 -> 20:43
T15,F44,C16,DEN,CLT,19980,29646,9666,7866,2148,200,160,05:33 -> 08:14
T15,F45,C16,CLT,DEN,32081,41747,9666,7866,2148,200,160,08:54 -> 11:35
T15,F46,C17,DEN,ATL,66837,75504,8667,6867,1926,200,160,18:33 -> 20:58
T16,F47,C18,SFO,DFW,20460,31039,10579,8779,2351,200,160,05:41 -> 08:37
T16,F48,C18,DFW,SFO,45683,56262,10579,8779,2351,200,160,12:41 -> 15:37
T16,F49,C19,SFO,DFW,61266,71845,10579,8779,2351,200,160,17:01 -> 19:57
T17,F50,C20,JFK,CLT,19980,23895,3915,2115,870,120,96,05:33 -> 06:38
T17,F51,C20,CLT,JFK,27345,31260,3915,2115,870,120,96,07:35 -> 08:41
T17,F52,C20,JFK,CLT,50948,54863,3915,2115,870,120,96,14:09 -> 15:14
T17,F53,C20,CLT,DFW,67898,74661,6763,4963,1503,120,96,18:51 -> 20:44
T18,F54,C21,DEN,DFW,20040,24684,4644,2844,1032,160,128,05:34 -> 06:51
T18,F55,C21,DFW,DEN,39328,43972,4644,2844,1032,160,128,10:55 -> 12:12
T18,F56,C16,DEN,LAS,46040,50580,4540,2740,1009,160,128,12:47 -> 14:03
T18,F57,C22,LAS,ATL,64976,77594,12618,10818,2804,160,128,18:02 -> 21:33
T19,F58,C23,ATL,JFK,20760,26259,5499,3699,1222,200,160,05:46 -> 07:17
T19,F59,C23,JFK,CLT,32125,36040,3915,2115,870,200,160,08:55 -> 10:00
T19,F60,C23,CLT,JFK,42845,46760,3915,2115,870,200,160,11:54 -> 12:59
T19,F61,C23,JFK,CLT,67246,71161,3915,2115,870,200,160,18:40 -> 19:46
T19,F62,C11,CLT,JFK,86843,90758,3915,2115,870,200,160,00:07 (+1) -> 01:12 (+1)
T20,F63,C24,LAS,ATL,20940,33558,12618,10818,2804,120,96,05:49 -> 09:19
T20,F64,C10,ATL,ORD,59489,63881,4392,2592,976,120,96,16:31 -> 17:44
T20,F65,C25,ORD,DFW,71012,76817,5805,4005,1290,120,96,19:43 -> 21:20
T21,F66,C26,CLT,JFK,20460,24375,3915,2115,870,120,96,05:41 -> 06:46
T21,F67,C26,JFK,ORD,43358,48699,5341,3541,1187,120,96,12:02 -> 13:31
T21,F68,C10,ORD,JFK,81476,86817,5341,3541,1187,120,96,22:37 -> 00:06 (+1)
T22,F69,C27,ATL,DFW,20100,25383,5283,3483,1174,200,160,05:35 -> 07:03
T22,F70,C27,DFW,ORD,38560,44365,5805,4005,1290,200,160,10:42 -> 12:19
T22,F71,C26,ORD,ATL,57588,61980,4392,2592,976,200,160,15:59 -> 17:13
T22,F72,C24,ATL,ORD,64983,69375,4392,2592,976,200,160,18:03 -> 19:16
T22,F73,C27,ORD,JFK,82252,87593,5341,3541,1187,200,160,22:50 -> 00:19 (+1)
T23,F74,C28,JFK,ATL,19980,25479,5499,3699,1222,160,128,05:33 -> 07:04
T23,F75,C28,ATL,ORD,33747,38139,4392,2592,976,160,128,09:22 -> 10:35
T23,F76,C28,ORD,DEN,55516,61933,6417,4617,1426,160,128,15:25 -> 17:12
T24,F77,C29,ORD,ATL,20580,24972,4392,2592,976,120,96,05:43 -> 06:56
T24,F78,C29,ATL,ORD,29645,34037,4392,2592,976,120,96,08:14 -> 09:27
T24,F79,C29,ORD,ATL,50035,54427,4392,2592,976,120,96,13:53 -> 15:07
T24,F80,C26,ATL,ORD,73211,77603,4392,2592,976,120,96,20:20 -> 21:33
T25,F81,C30,LAX,DFW,20940,29863,8923,7123,1983,160,128,05:49 -> 08:17
T25,F82,C30,DFW,LAS,38666,46289,7623,5823,1694,160,128,10:44 -> 12:51
T25,F83,C16,LAS,ATL,59869,72487,12618,10818,2804,160,128,16:37 -> 20:08
T26,F84,C31,PHX,DFW,19920,26188,6268,4468,1393,120,96,05:32 -> 07:16
T26,F85,C31,DFW,LAS,33336,40959,7623,5823,1694,120,96,09:15 -> 11:22
T26,F86,C31,LAS,DFW,43461,51084,7623,5823,1694,120,96,12:04 -> 14:11
T26,F87,C15,DFW,ATL,67255,72538,5283,3483,1174,120,96,18:40 -> 20:08
T26,F88,C12,ATL,DFW,85304,90587,5283,3483,1174,120,96,23:41 -> 01:09 (+1)
T27,F89,C32,JFK,DEN,19800,31540,11740,9940,2609,120,96,05:30 -> 08:45
T27,F90,C21,DEN,JFK,49140,60880,11740,9940,2609,120,96,13:39 -> 16:54
T27,F91,C33,JFK,ATL,65845,71344,5499,3699,1222,120,96,18:17 -> 19:49
T28,F92,C34,LAS,DEN,20880,25420,4540,2740,1009,160,128,05:48 -> 07:03
T28,F93,C32,DEN,ATL,52752,61419,8667,6867,1926,160,128,14:39 -> 17:03
T28,F94,C29,ATL,DEN,67260,75927,8667,6867,1926,160,128,18:41 -> 21:05
T28,F95,C09,DEN,ATL,82440,91107,8667,6867,1926,160,128,22:54 -> 01:18 (+1)
T29,F96,C35,CLT,DFW,19860,26623,6763,4963,1503,120,96,05:31 -> 07:23
T29,F97,C35,DFW,LAS,40577,48200,7623,5823,1694,120,96,11:16 -> 13:23
T29,F98,C30,LAS,DFW,71900,79523,7623,5823,1694,120,96,19:58 -> 22:05
T30,F99,C36,SFO,PHX,21000,25707,4707,2907,1046,160,128,05:50 -> 07:08
T30,F100,C36,PHX,DFW,42804,49072,6268,4468,1393,160,128,11:53 -> 13:37
T30,F101,C31,DFW,LAX,64171,73094,8923,7123,1983,160,128,17:49 -> 20:18
T30,F102,C08,LAX,ORD,80823,93432,12609,10809,2802,160,128,22:27 -> 01:57 (+1)
T31,F103,C37,LAS,DFW,20580,28203,7623,5823,1694,200,160,05:43 -> 07:50
T31,F104,C36,DFW,LAS,54083,61706,7623,5823,1694,200,160,15:01 -> 17:08
T31,F105,C35,LAS,DFW,75117,82740,7623,5823,1694,200,160,20:51 -> 22:59
T32,F106,C38,DFW,ATL,20460,25743,5283,3483,1174,120,96,05:41 -> 07:09
T32,F107,C38,ATL,PHX,39367,50837,11470,9670,2549,120,96,10:56 -> 14:07
T33,F108,C39,LAS,DFW,19920,27543,7623,5823,1694,160,128,05:32 -> 07:39
T33,F109,C37,DFW,LAX,44329,53252,8923,7123,1983,160,128,12:18 -> 14:47
T33,F110,C40,LAX,ORD,74170,86779,12609,10809,2802,160,128,20:36 -> 00:06 (+1)
T34,F111,C41,PHX,SFO,20820,25527,4707,2907,1046,160,128,05:47 -> 07:05
T34,F112,C41,SFO,PHX,53916,58623,4707,2907,1046,160,128,14:58 -> 16:17
T34,F113,C38,PHX,SFO,69744,74451,4707,2907,1046,160,128,19:22 -> 20:40
T35,F114,C42,LAS,ATL,20760,33378,12618,10818,2804,120,96,05:46 -> 09:16
T35,F115,C42,ATL,LAS,48334,60952,12618,10818,2804,120,96,13:25 -> 16:55
T35,F116,C36,LAS,SFO,72402,75390,2988,1188,664,120,96,20:06 -> 20:56
T36,F117,C43,LAS,ATL,19920,32538,12618,10818,2804,120,96,05:32 -> 09:02
T36,F118,C32,ATL,JFK,65635,71134,5499,3699,1222,120,96,18:13 -> 19:45
T37,F119,C44,JFK,ORD,20040,25381,5341,3541,1187,120,96,05:34 -> 07:03
T37,F120,C44,ORD,PHX,55283,65691,10408,8608,2313,120,96,15:21 -> 18:14
T38,F121,C45,CLT,DEN,21000,30666,9666,7866,2148,120,96,05:50 -> 08:31
T38,F122,C34,DEN,SFO,32891,39875,6984,5184,1552,120,96,09:08 -> 11:04
T38,F123,C18,SFO,DFW,73206,83785,10579,8779,2351,120,96,20:20 -> 23:16
T39,F124,C46,LAS,SFO,20820,23808,2988,1188,664,160,128,05:47 -> 06:36
T39,F125,C34,SFO,PHX,49716,54423,4707,2907,1046,160,128,13:48 -> 15:07
T39,F126,C41,PHX,ORD,77490,87898,10408,8608,2313,160,128,21:31 -> 00:24 (+1)
T40,F127,C47,CLT,DFW,20040,26803,6763,4963,1503,200,160,05:34 -> 07:26
T40,F128,C39,DFW,LAX,40239,49162,8923,7123,1983,200,160,11:10 -> 13:39
T40,F129,C31,LAX,DFW,83261,92184,8923,7123,1983,200,160,23:07 -> 01:36 (+1)
T41,F130,C48,ATL,ORD,20820,25212,4392,2592,976,160,128,05:47 -> 07:00
T41,F131,C48,ORD,LAX,50502,63111,12609,10809,2802,160,128,14:01 -> 17:31
T41,F132,C37,LAX,DEN,76548,82780,6232,4432,1385,160,128,21:15 -> 22:59
T42,F133,C49,ATL,DFW,20880,26163,5283,3483,1174,200,160,05:48 -> 07:16
T42,F134,C47,DFW,DEN,60531,65175,4644,2844,1032,200,160,16:48 -> 18:06
T42,F135,C28,DEN,ORD,81471,87888,6417,4617,1426,200,160,22:37 -> 00:24 (+1)
T43,F136,C50,ORD,CLT,19800,24138,4338,2538,964,160,128,05:30 -> 06:42
T43,F137,C50,CLT,ORD,48548,52886,4338,2538,964,160,128,13:29 -> 14:41
T43,F138,C24,ORD,CLT,82187,86525,4338,2538,964,160,128,22:49 -> 00:02 (+1)
T44,F139,C51,CLT,ORD,19920,24258,4338,2538,964,120,96,05:32 -> 06:44
T44,F140,C50,ORD,CLT,58219,62557,4338,2538,964,120,96,16:10 -> 17:22
T44,F141,C23,CLT,DFW,80270,87033,6763,4963,1503,120,96,22:17 -> 00:10 (+1)
T45,F142,C52,DEN,ATL,20520,29187,8667,6867,1926,120,96,05:42 -> 08:06
T45,F143,C43,ATL,DEN,57140,65807,8667,6867,1926,120,96,15:52 -> 18:16
T45,F144,C45,DEN,PHX,69204,73560,4356,2556,968,120,96,19:13 -> 20:26
T45,F145,C34,PHX,DFW,76680,82948,6268,4468,1393,120,96,21:18 -> 23:02
T46,F146,C53,LAX,ORD,20580,33189,12609,10809,2802,120,96,05:43 -> 09:13
T46,F147,C51,ORD,PHX,46473,56881,10408,8608,2313,120,96,12:54 -> 15:48
T46,F148,C44,PHX,DFW,85930,92198,6268,4468,1393,120,96,23:52 -> 01:36 (+1)
T47,F149,C54,LAX,DFW,19800,28723,8923,7123,1983,120,96,05:30 -> 07:58
T47,F150,C49,DFW,CLT,51590,58353,6763,4963,1503,120,96,14:19 -> 16:12
T47,F151,C49,CLT,DFW,69971,76734,6763,4963,1503,120,96,19:26 -> 21:18
T48,F152,C55,SFO,LAS,19860,22848,2988,1188,664,200,160,05:31 -> 06:20
T48,F153,C55,LAS,DEN,35885,40425,4540,2740,1009,200,160,09:58 -> 11:13
T48,F154,C55,DEN,JFK,54649,66389,11740,9940,2609,200,160,15:10 -> 18:26
T48,F155,C21,JFK,DEN,79246,90986,11740,9940,2609,200,160,22:00 -> 01:16 (+1)
T49,F156,C56,LAS,ATL,20160,32778,12618,10818,2804,160,128,05:36 -> 09:06
T49,F157,C52,ATL,DEN,48523,57190,8667,6867,1926,160,128,13:28 -> 15:53
T50,F158,C57,LAS,ORD,19800,30739,10939,9139,2431,160,128,05:30 -> 08:32
T50,F159,C53,ORD,LAS,62523,73462,10939,9139,2431,160,128,17:22 -> 20:24
T50,F160,C42,LAS,ATL,79110,91728,12618,10818,2804,160,128,21:58 -> 01:28 (+1)
T51,F161,C58,PHX,CLT,20460,33276,12816,11016,2848,120,96,05:41 -> 09:14
T51,F162,C58,CLT,PHX,48701,61517,12816,11016,2848,120,96,13:31 -> 17:05
T51,F163,C51,PHX,CLT,69104,81920,12816,11016,2848,120,96,19:11 -> 22:45
T52,F164,C59,LAS,SFO,20340,23328,2988,1188,664,160,128,05:39 -> 06:28
T52,F165,C46,SFO,PHX,38074,42781,4707,2907,1046,160,128,10:34 -> 11:53
T52,F166,C46,PHX,ATL,47922,59392,11470,9670,2549,160,128,13:18 -> 16:29
T52,F167,C15,ATL,DFW,87843,93126,5283,3483,1174,160,128,00:24 (+1) -> 01:52 (+1)
T53,F168,C60,SFO,PHX,20940,25647,4707,2907,1046,200,160,05:49 -> 07:07
T53,F169,C60,PHX,SFO,50828,55535,4707,2907,1046,200,160,14:07 -> 15:25
T53,F170,C07,SFO,PHX,88787,93494,4707,2907,1046,200,160,00:39 (+1) -> 01:58 (+1)
T54,F171,C61,CLT,ORD,20820,25158,4338,2538,964,200,160,05:47 -> 06:59
T54,F172,C57,ORD,CLT,33148,37486,4338,2538,964,200,160,09:12 -> 10:24
T54,F173,C50,CLT,DEN,71880,81546,9666,7866,2148,200,160,19:58 -> 22:39
T55,F174,C62,LAX,ORD,19800,32409,12609,10809,2802,160,128,05:30 -> 09:00
T55,F175,C61,ORD,LAX,67869,80478,12609,10809,2802,160,128,18:51 -> 22:21
T56,F176,C63,DEN,JFK,21000,32740,11740,9940,2609,200,160,05:50 -> 09:05
T56,F177,C63,JFK,ATL,46825,52324,5499,3699,1222,200,160,13:00 -> 14:32
T56,F178,C46,ATL,JFK,65889,71388,5499,3699,1222,200,160,18:18 -> 19:49
T57,F179,C64,SFO,LAS,19920,22908,2988,1188,664,120,96,05:32 -> 06:21
T57,F180,C64,LAS,SFO,30815,33803,2988,1188,664,120,96,08:33 -> 09:23
T57,F181,C59,SFO,LAS,59496,62484,2988,1188,664,120,96,16:31 -> 17:21
T58,F182,C65,DFW,DEN,19800,24444,4644,2844,1032,160,128,05:30 -> 06:47
T58,F183,C65,DEN,ATL,40443,49110,8667,6867,1926,160,128,11:14 -> 13:38
T58,F184,C16,ATL,DEN,84291,92958,8667,6867,1926,160,128,23:24 -> 01:49 (+1)
T59,F185,C66,DFW,LAS,20460,28083,7623,5823,1694,160,128,05:41 -> 07:48
T59,F186,C66,LAS,ATL,30700,43318,12618,10818,2804,160,128,08:31 -> 12:01
T59,F187,C56,ATL,LAS,59806,72424,12618,10818,2804,160,128,16:36 -> 20:07
T60,F188,C67,DEN,LAX,20940,27172,6232,4432,1385,120,96,05:49 -> 07:32
T60,F189,C67,LAX,ORD,44998,57607,12609,10809,2802,120,96,12:29 -> 16:00
T60,F190,C62,ORD,LAX,72775,85384,12609,10809,2802,120,96,20:12 -> 23:43
T61,F191,C68,LAX,ORD,20760,33369,12609,10809,2802,200,160,05:46 -> 09:16
T61,F192,C67,ORD,PHX,68971,79379,10408,8608,2313,200,160,19:09 -> 22:02
T62,F193,C69,LAX,DEN,19920,26152,6232,4432,1385,200,160,05:32 -> 07:15
T62,F194,C69,DEN,LAX,53680,59912,6232,4432,1385,200,160,14:54 -> 16:38
T62,F195,C39,LAX,DEN,77004,83236,6232,4432,1385,200,160,21:23 -> 23:07
T63,F196,C70,DEN,PHX,20520,24876,4356,2556,968,160,128,05:42 -> 06:54
T63,F197,C70,PHX,ORD,41527,51935,10408,8608,2313,160,128,11:32 -> 14:25
T63,F198,C68,ORD,PHX,66877,77285,10408,8608,2313,160,128,18:34 -> 21:28
T64,F199,C71,SFO,ORD,20160,33493,13333,11533,2963,120,96,05:36 -> 09:18
T64,F200,C71,ORD,SFO,47208,60541,13333,11533,2963,120,96,13:06 -> 16:49
T64,F201,C13,SFO,PHX,86686,91393,4707,2907,1046,120,96,00:04 (+1) -> 01:23 (+1)
T65,F202,C72,LAS,ATL,21000,33618,12618,10818,2804,160,128,05:50 -> 09:20
T65,F203,C63,ATL,JFK,59647,65146,5499,3699,1222,160,128,16:34 -> 18:05
T65,F204,C32,JFK,ATL,80068,85567,5499,3699,1222,160,128,22:14 -> 23:46
T66,F205,C73,SFO,ORD,20700,34033,13333,11533,2963,160,128,05:45 -> 09:27
T66,F206,C73,ORD,ATL,41449,45841,4392,2592,976,160,128,11:30 -> 12:44
T66,F207,C33,ATL,ORD,73573,77965,4392,2592,976,160,128,20:26 -> 21:39
T67,F208,C74,CLT,JFK,20280,24195,3915,2115,870,160,128,05:38 -> 06:43
T67,F209,C74,JFK,CLT,48629,52544,3915,2115,870,160,128,13:30 -> 14:35
T67,F210,C57,CLT,PHX,79678,92494,12816,11016,2848,160,128,22:07 -> 01:41 (+1)
T68,F211,C75,PHX,ATL,20520,31990,11470,9670,2549,120,96,05:42 -> 08:53
T68,F212,C72,ATL,DEN,38554,47221,8667,6867,1926,120,96,10:42 -> 13:07
T68,F213,C76,DEN,ATL,58089,66756,8667,6867,1926,120,96,16:08 -> 18:32
T68,F214,C65,ATL,DEN,75201,83868,8667,6867,1926,120,96,20:53 -> 23:17
T69,F215,C77,LAS,SFO,20580,23568,2988,1188,664,200,160,05:43 -> 06:32
T69,F216,C64,SFO,DFW,54821,65400,10579,8779,2351,200,160,15:13 -> 18:10
T69,F217,C02,DFW,SFO,78798,89377,10579,8779,2351,200,160,21:53 -> 00:49 (+1)
T70,F218,C78,ATL,DEN,19860,28527,8667,6867,1926,120,96,05:31 -> 07:55
T70,F219,C52,DEN,JFK,62932,74672,11740,9940,2609,120,96,17:28 -> 20:44
T70,F220,C46,JFK,ATL,86636,92135,5499,3699,1222,120,96,00:03 (+1) -> 01:35 (+1)
T71,F221,C79,SFO,ORD,19800,33133,13333,11533,2963,120,96,05:30 -> 09:12
T71,F222,C79,ORD,LAS,52835,63774,10939,9139,2431,120,96,14:40 -> 17:42
T71,F223,C53,LAS,SFO,84427,87415,2988,1188,664,120,96,23:27 -> 00:16 (+1)
T72,F224,C80,ATL,ORD,20220,24612,4392,2592,976,200,160,05:37 -> 06:50
T72,F225,C80,ORD,DFW,38997,44802,5805,4005,1290,200,160,10:49 -> 12:26
T72,F226,C19,DFW,LAS,74849,82472,7623,5823,1694,200,160,20:47 -> 22:54
T73,F227,C81,DFW,LAS,20820,28443,7623,5823,1694,160,128,05:47 -> 07:54
T73,F228,C81,LAS,DFW,42967,50590,7623,5823,1694,160,128,11:56 -> 14:03
T73,F229,C01,DFW,LAS,81257,88880,7623,5823,1694,160,128,22:34 -> 00:41 (+1)
T74,F230,C82,PHX,DFW,20820,27088,6268,4468,1393,160,128,05:47 -> 07:31
T74,F231,C54,DFW,LAX,43076,51999,8923,7123,1983,160,128,11:57 -> 14:26
T74,F232,C48,LAX,DEN,85711,91943,6232,4432,1385,160,128,23:48 -> 01:32 (+1)
T75,F233,C83,DFW,JFK,20880,30933,10053,8253,2234,120,96,05:48 -> 08:35
T75,F234,C83,JFK,DFW,49140,59193,10053,8253,2234,120,96,13:39 -> 16:26
T75,F235,C80,DFW,JFK,65898,75951,10053,8253,2234,120,96,18:18 -> 21:05
T76,F236,C84,LAS,ATL,20160,32778,12618,10818,2804,200,160,05:36 -> 09:06
T76,F237,C75,ATL,ORD,36918,41310,4392,2592,976,200,160,10:15 -> 11:28
T76,F238,C70,ORD,ATL,60765,65157,4392,2592,976,200,160,16:52 -> 18:05
T76,F239,C17,ATL,ORD,88811,93203,4392,2592,976,200,160,00:40 (+1) -> 01:53 (+1)
T77,F240,C85,DEN,PHX,20400,24756,4356,2556,968,200,160,05:40 -> 06:52
T77,F241,C85,PHX,ATL,57461,68931,11470,9670,2549,200,160,15:57 -> 19:08
T77,F242,C66,ATL,ORD,77161,81553,4392,2592,976,200,160,21:26 -> 22:39
T78,F243,C86,ORD,LAS,20940,31879,10939,9139,2431,120,96,05:49 -> 08:51
T78,F244,C86,LAS,ORD,63233,74172,10939,9139,2431,120,96,17:33 -> 20:36
T79,F245,C87,SFO,LAS,19800,22788,2988,1188,664,160,128,05:30 -> 06:19
T79,F246,C87,LAS,SFO,31848,34836,2988,1188,664,160,128,08:50 -> 09:40
T79,F247,C77,SFO,ORD,54518,67851,13333,11533,2963,160,128,15:08 -> 18:50
T79,F248,C75,ORD,SFO,76505,89838,13333,11533,2963,160,128,21:15 -> 00:57 (+1)
T80,F249,C88,DFW,LAS,20400,28023,7623,5823,1694,200,160,05:40 -> 07:47
T80,F250,C88,LAS,DFW,62727,70350,7623,5823,1694,200,160,17:25 -> 19:32
T80,F251,C04,DFW,LAS,84620,92243,7623,5823,1694,200,160,23:30 -> 01:37 (+1)
T81,F252,C89,CLT,DEN,20100,29766,9666,7866,2148,120,96,05:35 -> 08:16
T81,F253,C72,DEN,CLT,59933,69599,9666,7866,2148,120,96,16:38 -> 19:19
T81,F254,C51,CLT,ORD,85949,90287,4338,2538,964,120,96,23:52 -> 01:04 (+1)
T82,F255,C90,LAS,DEN,20100,24640,4540,2740,1009,200,160,05:35 -> 06:50
T82,F256,C78,DEN,ORD,50380,56797,6417,4617,1426,200,160,13:59 -> 15:46
T83,F257,C91,SFO,LAS,20640,23628,2988,1188,664,160,128,05:44 -> 06:33
T83,F258,C91,LAS,SFO,27623,30611,2988,1188,664,160,128,07:40 -> 08:30
T83,F259,C87,SFO,DEN,44248,51232,6984,5184,1552,160,128,12:17 -> 14:13
T83,F260,C43,DEN,ATL,76102,84769,8667,6867,1926,160,128,21:08 -> 23:32
T84,F261,C92,ORD,JFK,20940,26281,5341,3541,1187,120,96,05:49 -> 07:18
T84,F262,C92,JFK,ATL,34202,39701,5499,3699,1222,120,96,09:30 -> 11:01
T84,F263,C70,ATL,JFK,72134,77633,5499,3699,1222,120,96,20:02 -> 21:33
T84,F264,C52,JFK,ATL,83393,88892,5499,3699,1222,120,96,23:09 -> 00:41 (+1)
T85,F265,C93,DEN,LAS,20820,25360,4540,2740,1009,200,160,05:47 -> 07:02
T85,F266,C93,LAS,DEN,58241,62781,4540,2740,1009,200,160,16:10 -> 17:26
T85,F267,C29,DEN,ORD,81323,87740,6417,4617,1426,200,160,22:35 -> 00:22 (+1)
T86,F268,C94,ORD,SFO,20280,33613,13333,11533,2963,200,160,05:38 -> 09:20
T86,F269,C91,SFO,ORD,53326,66659,13333,11533,2963,200,160,14:48 -> 18:30
T87,F270,C95,LAS,DFW,20160,27783,7623,5823,1694,120,96,05:36 -> 07:43
T87,F271,C82,DFW,LAX,44960,53883,8923,7123,1983,120,96,12:29 -> 14:58
T88,F272,C96,CLT,DFW,20580,27343,6763,4963,1503,200,160,05:43 -> 07:35
T88,F273,C95,DFW,LAX,52355,61278,8923,7123,1983,200,160,14:32 -> 17:01
T89,F274,C97,LAS,ATL,20760,33378,12618,10818,2804,160,128,05:46 -> 09:16
T89,F275,C73,ATL,LAS,57617,70235,12618,10818,2804,160,128,16:00 -> 19:30
T90,F276,C98,PHX,ORD,20640,31048,10408,8608,2313,120,96,05:44 -> 08:37
T90,F277,C98,ORD,LAS,49849,60788,10939,9139,2431,120,96,13:50 -> 16:53
T90,F278,C59,LAS,ORD,67218,78157,10939,9139,2431,120,96,18:40 -> 21:42
T91,F279,C99,CLT,PHX,20400,33216,12816,11016,2848,120,96,05:40 -> 09:13
T91,F280,C99,PHX,CLT,50401,63217,12816,11016,2848,120,96,14:00 -> 17:33
T91,F281,C72,CLT,DFW,85692,92455,6763,4963,1503,120,96,23:48 -> 01:40 (+1)
T92,F282,C100,ATL,LAS,19980,32598,12618,10818,2804,120,96,05:33 -> 09:03
T92,F283,C100,LAS,ATL,48216,60834,12618,10818,2804,120,96,13:23 -> 16:53
T92,F284,C76,ATL,DEN,71556,80223,8667,6867,1926,120,96,19:52 -> 22:17
T93,F285,C101,ORD,ATL,19980,24372,4392,2592,976,160,128,05:33 -> 06:46
T93,F286,C84,ATL,DFW,44245,49528,5283,3483,1174,160,128,12:17 -> 13:45
T93,F287,C20,DFW,ATL,81122,86405,5283,3483,1174,160,128,22:32 -> 00:00 (+1)
T94,F288,C102,ORD,SFO,20700,34033,13333,11533,2963,120,96,05:45 -> 09:27
T94,F289,C94,SFO,DFW,57192,67771,10579,8779,2351,120,96,15:53 -> 18:49
T95,F290,C103,DEN,SFO,20460,27444,6984,5184,1552,120,96,05:41 -> 07:37
T95,F291,C103,SFO,PHX,33539,38246,4707,2907,1046,120,96,09:18 -> 10:37
