Itinerary,Flight_legs,From,To,SDT,SAT,Pax
I150,F111,PHX,SFO,20820,25527,77
I151,F112,SFO,PHX,53916,58623,81
I152,F113,PHX,SFO,69744,74451,128
I153,F114,LAS,ATL,20760,33378,10
I154,F34-F115,ORD,LAS,28394,60952,35
I155,F115,ATL,LAS,48334,60952,61
I156,F116,LAS,SFO,72402,75390,96
I157,F117,LAS,ATL,19920,32538,11
I158,F01-F118,PHX,JFK,40215,71134,44
I159,F71-F118,ORD,JFK,57588,71134,28
I160,F118,ATL,JFK,65635,71134,14
I161,F119,JFK,ORD,20040,25381,96
I162,F35-F120,ATL,PHX,42798,65691,58
I163,F120,ORD,PHX,55283,65691,21
I164,F121,CLT,DEN,21000,30666,23
I165,F122,DEN,SFO,32891,39875,42
I166,F123,SFO,DFW,73206,83785,96
I167,F124,LAS,SFO,20820,23808,21
I168,F122-F125,DEN,PHX,32891,54423,32
I169,F125,SFO,PHX,49716,54423,50
I170,F99-F126,SFO,ORD,21000,87898,62
I171,F107-F126,ATL,ORD,39367,87898,43
I172,F126,PHX,ORD,77490,87898,23
I173,F127,CLT,DFW,20040,26803,53
I174,F37-F128,DEN,LAX,20100,49162,38
I175,F128,DFW,LAX,40239,49162,122
I176,F129,LAX,DFW,83261,92184,160
I177,F130,ATL,ORD,20820,25212,71
I178,F131,ORD,LAX,50502,63111,128
I179,F101-F132,DFW,DEN,64171,82780,19
I180,F132,LAX,DEN,76548,82780,109
I181,F133,ATL,DFW,20880,26163,106
I182,F47-F134,SFO,DEN,20460,65175,16
I183,F86-F134,LAS,DEN,43461,65175,47
I184,F134,DFW,DEN,60531,65175,57
I185,F47-F134-F135,SFO,ORD,20460,87888,12
I186,F135,DEN,ORD,81471,87888,148
I187,F136,ORD,CLT,19800,24138,74
I188,F50-F137,JFK,ORD,19980,52886,39
I189,F137,CLT,ORD,48548,52886,37
I190,F33-F138,ATL,CLT,20640,86525,35
I191,F72-F138,ATL,CLT,64983,86525,43
I192,F138,ORD,CLT,82187,86525,50
I193,F139,CLT,ORD,19920,24258,7
I194,F06-F140,ATL,CLT,19920,62557,72
I195,F140,ORD,CLT,58219,62557,7
I196,F141,CLT,DFW,80270,87033,96
I197,F142,DEN,ATL,20520,29187,12
I198,F143,ATL,DEN,57140,65807,33
I199,F38-F144,DFW,PHX,39493,73560,35
I200,F134-F144,DFW,PHX,60531,73560,28
I201,F144,DEN,PHX,69204,73560,33
I202,F145,PHX,DFW,76680,82948,96
I203,F146,LAX,ORD,20580,33189,26
I204,F147,ORD,PHX,46473,56881,96
I205,F23-F148,DEN,DFW,58332,92198,46
I206,F148,PHX,DFW,85930,92198,50
I207,F149,LAX,DFW,19800,28723,22
I208,F19-F150,LAX,CLT,20700,58353,15
I209,F54-F150,DEN,CLT,20040,58353,26
I210,F69-F150,ATL,CLT,20100,58353,37
I211,F150,DFW,CLT,51590,58353,6
I212,F136-F151,ORD,DFW,19800,76734,54
I213,F140-F151,ORD,DFW,58219,76734,10
I214,F151,CLT,DFW,69971,76734,32
I215,F152,SFO,LAS,19860,22848,47
I216,F153,LAS,DEN,35885,40425,88
I217,F154,DEN,JFK,54649,66389,59
I218,F51-F155,CLT,DEN,27345,90986,39
I219,F155,JFK,DEN,79246,90986,121
I220,F156,LAS,ATL,20160,32778,20
I221,F157,ATL,DEN,48523,57190,128
I222,F158,LAS,ORD,19800,30739,7
I223,F14-F159,JFK,LAS,43298,73462,11
I224,F41-F159,LAX,LAS,20040,73462,11
I225,F70-F159,DFW,LAS,38560,73462,25
I226,F139-F159,CLT,LAS,19920,73462,45
I227,F159,ORD,LAS,62523,73462,36
I228,F160,LAS,ATL,79110,91728,128
I229,F161,PHX,CLT,20460,33276,57
I230,F162,CLT,PHX,48701,61517,55
I231,F99-F163,SFO,CLT,21000,81920,29
I232,F120-F163,ORD,CLT,55283,81920,17
I233,F125-F163,SFO,CLT,49716,81920,46
I234,F163,PHX,CLT,69104,81920,4
I235,F164,LAS,SFO,20340,23328,28
I236,F165,SFO,PHX,38074,42781,87
I237,F99-F166,SFO,ATL,21000,59392,17
I238,F166,PHX,ATL,47922,59392,48
I239,F142-F167,DEN,DFW,20520,93126,43
I240,F167,ATL,DFW,87843,93126,85
I241,F168,SFO,PHX,20940,25647,111
I242,F169,PHX,SFO,50828,55535,111
I243,F164-F170,LAS,PHX,20340,93494,39
I244,F170,SFO,PHX,88787,93494,121
I245,F171,CLT,ORD,20820,25158,4
I246,F06-F172,ATL,CLT,19920,37486,41
I247,F172,ORD,CLT,33148,37486,119
I248,F161-F173,PHX,DEN,20460,81546,39
I249,F173,CLT,DEN,71880,81546,121
I250,F174,LAX,ORD,19800,32409,19
I251,F33-F175,ATL,LAX,20640,80478,22
I252,F67-F175,JFK,LAX,43358,80478,25
I253,F175,ORD,LAX,67869,80478,53
I254,F176,DEN,JFK,21000,32740,92
I255,F13-F177,ORD,ATL,19860,52324,13
I256,F177,JFK,ATL,46825,52324,137
I257,F71-F178,ORD,JFK,57588,71388,19
I258,F178,ATL,JFK,65889,71388,141
I259,F179,SFO,LAS,19920,22908,50
I260,F180,LAS,SFO,30815,33803,96
I261,F03-F181,PHX,LAS,20040,62484,48
I262,F181,SFO,LAS,59496,62484,48
I263,F182,DFW,DEN,19800,24444,67
I264,F183,DEN,ATL,40443,49110,26
I265,F01-F184,PHX,DEN,40215,92958,25
I266,F79-F184,ORD,DEN,50035,92958,24
I267,F184,ATL,DEN,84291,92958,79
I268,F185,DFW,LAS,20460,28083,128
I269,F186,LAS,ATL,30700,43318,19
I270,F79-F187,ORD,LAS,50035,72424,21
I271,F187,ATL,LAS,59806,72424,107
I272,F188,DEN,LAX,20940,27172,96
I273,F189,LAX,ORD,44998,57607,96
I274,F06-F190,ATL,LAX,19920,85384,22
I275,F64-F190,ATL,LAX,59489,85384,24
I276,F72-F190,ATL,LAX,64983,85384,19
I277,F190,ORD,LAX,72775,85384,31
I278,F191,LAX,ORD,20760,33369,49
I279,F78-F192,ATL,PHX,29645,79379,36
I280,F158-F192,LAS,PHX,19800,79379,53
I281,F171-F192,CLT,PHX,20820,79379,61
I282,F192,ORD,PHX,68971,79379,10
I283,F193,LAX,DEN,19920,26152,160
I284,F92-F194,LAS,LAX,20880,59912,53
I285,F121-F194,CLT,LAX,21000,59912,35
I286,F194,DEN,LAX,53680,59912,72
I287,F109-F195,DFW,DEN,44329,83236,33
I288,F195,LAX,DEN,77004,83236,127
I289,F196,DEN,PHX,20520,24876,128
I290,F29-F197,CLT,ORD,20880,51935,18
I291,F197,PHX,ORD,41527,51935,27
I292,F78-F198,ATL,PHX,29645,77285,25
I293,F146-F198,LAX,PHX,20580,77285,40
I294,F198,ORD,PHX,66877,77285,63
I295,F199,SFO,ORD,20160,33493,36
I296,F06-F200,ATL,SFO,19920,60541,9
I297,F33-F200,ATL,SFO,20640,60541,11
I298,F70-F200,DFW,SFO,38560,60541,14
I299,F158-F200,LAS,SFO,19800,60541,23
I300,F200,ORD,SFO,47208,60541,39
I301,F124-F201,LAS,PHX,20820,91393,63
I302,F201,SFO,PHX,86686,91393,33
I303,F202,LAS,ATL,21000,33618,84
I304,F203,ATL,JFK,59647,65146,88
I305,F60-F204,CLT,ATL,42845,85567,78
I306,F204,JFK,ATL,80068,85567,50
I307,F205,SFO,ORD,20700,34033,69
I308,F171-F206,CLT,ATL,20820,45841,26
I309,F191-F206,LAX,ATL,20760,45841,44
I310,F206,ORD,ATL,41449,45841,6
I311,F91-F207,JFK,ORD,65845,77965,24
I312,F114-F207,LAS,ORD,20760,77965,32
I313,F183-F207,DEN,ORD,40443,77965,52
I314,F207,ATL,ORD,73573,77965,2
I315,F208,CLT,JFK,20280,24195,38
I316,F209,JFK,CLT,48629,52544,128
I317,F210,CLT,PHX,79678,92494,128
I318,F211,PHX,ATL,20520,31990,12
I319,F74-F212,JFK,DEN,19980,47221,53
I320,F114-F212,LAS,DEN,20760,47221,23
I321,F212,ATL,DEN,38554,47221,20
I322,F89-F213,JFK,ATL,19800,66756,44
I323,F121-F213,CLT,ATL,21000,66756,21
I324,F213,DEN,ATL,58089,66756,18
I325,F27-F214,LAS,DEN,44127,83868,79
I326,F214,ATL,DEN,75201,83868,17
I327,F215,LAS,SFO,20580,23568,109
I328,F03-F216,PHX,DFW,20040,65400,34
I329,F111-F216,PHX,DFW,20820,65400,51
I330,F164-F216,LAS,DFW,20340,65400,43
I331,F216,SFO,DFW,54821,65400,20
I332,F05-F217,PHX,SFO,67237,89377,41
I333,F10-F217,LAS,SFO,20700,89377,21
I334,F32-F217,DEN,SFO,61085,89377,30
I335,F81-F217,LAX,SFO,20940,89377,58
I336,F217,DFW,SFO,78798,89377,10
I337,F218,ATL,DEN,19860,28527,50
I338,F182-F219,DFW,JFK,19800,74672,61
I339,F219,DEN,JFK,62932,74672,23
I340,F176-F220,DEN,ATL,21000,92135,68
I341,F220,JFK,ATL,86636,92135,28
I342,F221,SFO,ORD,19800,33133,64
I343,F66-F67-F222,CLT,LAS,20460,63774,21
I344,F222,ORD,LAS,52835,63774,75
I345,F85-F223,DFW,SFO,33336,87415,31
I346,F223,LAS,SFO,84427,87415,65
I347,F224,ATL,ORD,20220,24612,97
I348,F41-F225,LAX,DFW,20040,44802,9
I349,F158-F225,LAS,DFW,19800,44802,19
I350,F225,ORD,DFW,38997,44802,17
I351,F37-F226,DEN,LAS,20100,82472,27
I352,F226,DFW,LAS,74849,82472,133
I353,F227,DFW,LAS,20820,28443,128
I354,F228,LAS,DFW,42967,50590,78
I355,F08-F229,LAX,LAS,20160,88880,49
I356,F225-F229,ORD,LAS,38997,88880,63
I357,F229,DFW,LAS,81257,88880,16
I358,F230,PHX,DFW,20820,27088,75
I359,F10-F231,LAS,LAX,20700,51999,9
I360,F47-F231,SFO,LAX,20460,51999,28
I361,F103-F231,LAS,LAX,20580,51999,74
I362,F231,DFW,LAX,43076,51999,17
I363,F09-F232,DFW,DEN,58357,91943,37
I364,F101-F232,DFW,DEN,64171,91943,8
I365,F109-F232,DFW,DEN,44329,91943,26
I366,F175-F232,ORD,DEN,67869,91943,28
I367,F232,LAX,DEN,85711,91943,29
I368,F233,DFW,JFK,20880,30933,24
I369,F58-F234,ATL,DFW,20760,59193,46
I370,F60-F234,CLT,DFW,42845,59193,38
I371,F234,JFK,DFW,49140,59193,12
I372,F84-F235,PHX,JFK,19920,75951,33
I373,F133-F235,ATL,JFK,20880,75951,54
I374,F235,DFW,JFK,65898,75951,9
I375,F236,LAS,ATL,20160,32778,16
I376,F106-F237,DFW,ORD,20460,41310,42
I377,F237,ATL,ORD,36918,41310,44
I378,F171-F238,CLT,ATL,20820,65157,24
I379,F238,ORD,ATL,60765,65157,72
I380,F74-F239,JFK,ORD,19980,93203,29
I381,F166-F239,PHX,ORD,47922,93203,35
I382,F211-F239,PHX,ORD,20520,93203,33
I383,F239,ATL,ORD,88811,93203,63
I384,F240,DEN,PHX,20400,24756,63
I385,F241,PHX,ATL,57461,68931,160
I386,F236-F242,LAS,ORD,20160,81553,72
I387,F242,ATL,ORD,77161,81553,88
I388,F243,ORD,LAS,20940,31879,96
I389,F244,LAS,ORD,63233,74172,96
I390,F245,SFO,LAS,19800,22788,128
I391,F246,LAS,SFO,31848,34836,56
I392,F247,SFO,ORD,54518,67851,48
I393,F67-F248,JFK,SFO,43358,89838,10
I394,F174-F248,LAX,SFO,19800,89838,45
I395,F197-F248,PHX,SFO,41527,89838,45
I396,F248,ORD,SFO,76505,89838,28
I397,F249,DFW,LAS,20400,28023,160
I398,F250,LAS,DFW,62727,70350,160
I399,F21-F251,LAX,LAS,72778,92243,60
I400,F81-F251,LAX,LAS,20940,92243,21
I401,F127-F251,CLT,LAS,20040,92243,66
I402,F251,DFW,LAS,84620,92243,13
I403,F252,CLT,DEN,20100,29766,96
I404,F253,DEN,CLT,59933,69599,49
I405,F30-F254,PHX,ORD,68551,90287,53
I406,F150-F254,DFW,ORD,51590,90287,5
I407,F254,CLT,ORD,85949,90287,38
I408,F255,LAS,DEN,20100,24640,91
I409,F31-F256,ATL,ORD,20700,56797,28
I410,F38-F256,DFW,ORD,39493,56797,16
I411,F256,DEN,ORD,50380,56797,58
I412,F257,SFO,LAS,20640,23628,69
I413,F258,LAS,SFO,27623,30611,128
I414,F164-F259,LAS,DEN,20340,51232,18
I415,F259,SFO,DEN,44248,51232,72
I416,F22-F260,DFW,ATL,19860,84769,26
I417,F92-F260,LAS,ATL,20880,84769,32
I418,F260,DEN,ATL,76102,84769,70
I419,F261,ORD,JFK,20940,26281,20
I420,F13-F262,ORD,ATL,19860,39701,6
I421,F233-F262,DFW,ATL,20880,39701,29
I422,F262,JFK,ATL,34202,39701,13
I423,F114-F263,LAS,JFK,20760,77633,17
I424,F156-F263,LAS,JFK,20160,77633,27
I425,F166-F263,PHX,JFK,47922,77633,28
I426,F263,ATL,JFK,72134,77633,2
I427,F154-F264,DEN,ATL,54649,88892,65
I428,F264,JFK,ATL,83393,88892,31
I429,F265,DEN,LAS,20820,25360,160
I430,F266,LAS,DEN,58241,62781,160
I431,F22-F267,DFW,ORD,19860,87740,12
I432,F24-F267,PHX,ORD,70935,87740,32
I433,F55-F267,DFW,ORD,39328,87740,40
I434,F153-F267,LAS,ORD,35885,87740,72
I435,F267,DEN,ORD,81323,87740,4
I436,F268,ORD,SFO,20280,33613,88
I437,F16-F269,LAS,ORD,20220,66659,54
I438,F269,SFO,ORD,53326,66659,106
I439,F270,LAS,DFW,20160,27783,34
I440,F96-F271,CLT,LAX,19860,53883,17
I441,F127-F271,CLT,LAX,20040,53883,25
I442,F271,DFW,LAX,44960,53883,38
I443,F272,CLT,DFW,20580,27343,57
I444,F10-F273,LAS,LAX,20700,61278,9
I445,F29-F100-F273,CLT,LAX,20880,61278,16
I446,F100-F273,PHX,LAX,42804,61278,27
I447,F273,DFW,LAX,52355,61278,108
I448,F274,LAS,ATL,20760,33378,59
I449,F74-F275,JFK,LAS,19980,70235,16
I450,F275,ATL,LAS,57617,70235,112
I451,F276,PHX,ORD,20640,31048,67
I452,F06-F277,ATL,LAS,19920,60788,6
I453,F33-F277,ATL,LAS,20640,60788,3
I454,F78-F277,ATL,LAS,29645,60788,12
I455,F277,ORD,LAS,49849,60788,74
I456,F26-F278,ATL,ORD,20820,78157,76
I457,F278,LAS,ORD,67218,78157,20
I458,F279,CLT,PHX,20400,33216,96
I459,F280,PHX,CLT,50401,63217,96
I460,F50-F281,JFK,DFW,19980,92455,24
I461,F52-F281,JFK,DFW,50948,92455,30
I462,F281,CLT,DFW,85692,92455,42
I463,F282,ATL,LAS,19980,32598,50
I464,F152-F283,SFO,ATL,19860,60834,76
I465,F283,LAS,ATL,48216,60834,20
I466,F71-F284,ORD,DEN,57588,80223,9
I467,F238-F284,ORD,DEN,60765,80223,64
I468,F284,ATL,DEN,71556,80223,23
I469,F285,ORD,ATL,19980,24372,37
I470,F63-F286,LAS,DFW,20940,49528,13
I471,F286,ATL,DFW,44245,49528,108
I472,F37-F287,DEN,ATL,20100,86405,11
I473,F86-F287,LAS,ATL,43461,86405,21
I474,F108-F287,LAS,ATL,19920,86405,61
I475,F216-F287,SFO,ATL,54821,86405,12
I476,F287,DFW,ATL,81122,86405,23
I477,F288,ORD,SFO,20700,34033,59
I478,F03-F289,PHX,DFW,20040,67771,31
I479,F215-F289,LAS,DFW,20580,67771,51
I480,F289,SFO,DFW,57192,67771,14
I481,F290,DEN,SFO,20460,27444,54
I482,F291,SFO,PHX,33539,38246,96
I483,F112-F292,SFO,ATL,53916,85447,47
I484,F292,PHX,ATL,73977,85447,49
I485,F293,DEN,LAS,20100,24640,128
I486,F85-F294,DFW,DEN,33336,63258,23
I487,F257-F294,SFO,DEN,20640,63258,59
I488,F294,LAS,DEN,58718,63258,46
I489,F295,CLT,JFK,19800,23715,128
I490,F13-F296,ORD,CLT,19860,43592,7
I491,F296,JFK,CLT,39677,43592,121
I492,F140-F297,ORD,JFK,58219,78842,4
I493,F253-F297,DEN,JFK,59933,78842,47
I494,F297,CLT,JFK,74927,78842,77
I495,F298,DEN,ATL,20880,29547,14
I496,F63-F299,LAS,ORD,20940,61373,12
I497,F156-F299,LAS,ORD,20160,61373,36
I498,F186-F299,LAS,ORD,30700,61373,47
I499,F262-F299,JFK,ORD,34202,61373,18
I500,F299,ATL,ORD,56981,61373,10
I501,F300,SFO,ORD,19800,33133,22
I502,F191-F301,LAX,SFO,20760,50921,40
I503,F301,ORD,SFO,37588,50921,56
I504,F302,CLT,DFW,19920,26683,12
I505,F19-F303,LAX,PHX,20700,41184,11
I506,F69-F303,ATL,PHX,20100,41184,29
I507,F96-F303,CLT,PHX,19860,41184,10
I508,F149-F303,LAX,PHX,19800,41184,44
I509,F303,DFW,PHX,34916,41184,2
I510,F304,PHX,ORD,55026,65434,55
I511,F33-F305,ATL,JFK,20640,93018,3
I512,F72-F305,ATL,JFK,64983,93018,12
I513,F237-F305,ATL,JFK,36918,93018,55
I514,F305,ORD,JFK,87677,93018,26
I515,F306,LAS,DFW,20940,28563,44
I516,F84-F307,PHX,LAX,19920,48055,28
I517,F302-F307,CLT,LAX,19920,48055,42
I518,F307,DFW,LAX,39132,48055,90
I519,F308,LAX,DFW,56515,65438,160
I520,F19-F309,LAX,JFK,20700,83721,11
I521,F86-F309,LAS,JFK,43461,83721,11
I522,F272-F309,CLT,JFK,20580,83721,51
I523,F63-F286-F309,LAS,JFK,20940,83721,7
I524,F309,DFW,JFK,73668,83721,80
I525,F310,SFO,DFW,19920,30499,96
I526,F84-F311,PHX,ORD,19920,64194,13
I527,F96-F311,CLT,ORD,19860,64194,4
I528,F230-F311,PHX,ORD,20820,64194,53
I529,F311,DFW,ORD,58389,64194,26
I530,F312,CLT,JFK,20760,24675,102
I531,F233-F313,DFW,ORD,20880,48693,32
I532,F313,JFK,ORD,43352,48693,128
I533,F139-F314,CLT,JFK,19920,79804,24
I534,F199-F314,SFO,JFK,20160,79804,34
I535,F247-F314,SFO,JFK,54518,79804,57
I536,F38-F256-F314,DFW,JFK,39493,79804,6
I537,F299-F314,ATL,JFK,56981,79804,5
I538,F314,ORD,JFK,74463,79804,34
I539,F118-F315,ATL,DFW,65635,93355,10
I540,F203-F315,ATL,DFW,59647,93355,40
I541,F312-F315,CLT,DFW,20760,93355,58
I542,F315,JFK,DFW,83302,93355,52
I543,F316,PHX,ATL,20220,31690,160
I544,F34-F317,ORD,JFK,28394,61645,25
I545,F183-F317,DEN,JFK,40443,61645,34
I546,F171-F206-F317,CLT,JFK,20820,61645,14
I547,F274-F317,LAS,JFK,20760,61645,38
I548,F317,ATL,JFK,56146,61645,49
I549,F318,JFK,ATL,20280,25779,23
I550,F74-F319,JFK,ORD,19980,52607,13
I551,F106-F319,DFW,ORD,20460,52607,24
I552,F211-F319,PHX,ORD,20520,52607,30
I553,F318-F319,JFK,ORD,20280,52607,79
I554,F319,ATL,ORD,48215,52607,14
I555,F06-F320,ATL,PHX,19920,83720,3
I556,F35-F320,ATL,PHX,42798,83720,48
I557,F70-F320,DFW,PHX,38560,83720,10
I558,F158-F320,LAS,PHX,19800,83720,10
I559,F320,ORD,PHX,73312,83720,89
I560,F321,LAX,DEN,20820,27052,96
I561,F92-F322,LAS,LAX,20880,53511,15
I562,F255-F322,LAS,LAX,20100,53511,69
I563,F322,DEN,LAX,47279,53511,12
I564,F20-F323,DFW,ORD,37933,71348,53
I565,F323,LAX,ORD,58739,71348,43
I566,F324,PHX,ATL,20280,31750,81
I567,F63-F325,LAS,DEN,20940,60150,8
I568,F206-F325,ORD,DEN,41449,60150,5
I569,F325,ATL,DEN,51483,60150,115
I570,F76-F326,ORD,DFW,55516,86929,14
I571,F89-F326,JFK,DFW,19800,86929,18
I572,F143-F326,ATL,DFW,57140,86929,44
I573,F259-F326,SFO,DFW,44248,86929,38
I574,F326,DEN,DFW,82285,86929,14
I575,F327,SFO,DFW,20220,30799,104
I576,F54-F328,DEN,ATL,20040,65109,13
I577,F84-F328,PHX,ATL,19920,65109,9
I578,F96-F328,CLT,ATL,19860,65109,3
I579,F225-F328,ORD,ATL,38997,65109,24
I580,F302-F328,CLT,ATL,19920,65109,18
I581,F328,DFW,ATL,59826,65109,55
I582,F329,JFK,CLT,20580,24495,160
I583,F330,CLT,JFK,31448,35363,160
I584,F51-F331,CLT,DFW,27345,77076,19
I585,F331,JFK,DFW,67023,77076,141
I586,F332,SFO,DFW,20580,31159,39
I587,F37-F333,DEN,SFO,20100,77265,6
I588,F96-F333,CLT,SFO,19860,77265,2
I589,F103-F333,LAS,SFO,20580,77265,27
I590,F333,DFW,SFO,66686,77265,61
I591,F334,SFO,DFW,20160,30739,47
I592,F08-F335,LAX,ATL,20160,55684,25
I593,F37-F335,DEN,ATL,20100,55684,4
I594,F47-F335,SFO,ATL,20460,55684,10
I595,F96-F335,CLT,ATL,19860,55684,1
I596,F225-F335,ORD,ATL,38997,55684,15
