index,Tail,Flight,Crew,From,To,RDT,RAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,Delay,DelayType
19,T05,F19,C08,CLT,JFK,80750.0,84665.0,3915.0,2115.00000327262,870,160,128,22:25 -> 23:31,,0
20,T06,F20,C09,EWR,DEN,32057.61625635139,43649.61625635139,11592.000000000004,9791.999987691193,2576,160,128,08:54 -> 12:07,03:09,1
21,T06,F21,C09,DEN,JFK,65450.99999999997,77190.99999999997,11740.0,9939.99998409472,2609,160,128,18:10 -> 21:26,,0
22,T07,F22,C10,ATL,EWR,21631.578049548967,27026.578049548967,5395.0,3594.999867328207,1199,120,96,06:00 -> 07:30,00:22,1
23,T07,F23,C10,EWR,DTW,54649.0,58172.0,3523.0,1722.999997671596,783,120,96,15:10 -> 16:09,,0
24,T07,F24,C00,DTW,EWR,83832.0,87355.0,3523.0,1722.9999993526465,783,120,96,23:17 -> 00:15 (+1),,0
25,T08,F25,C11,DFW,SFO,20999.99999999998,31578.99999999998,10579.0,8778.999994986321,2351,120,96,05:49 -> 08:46,,0
26,T08,F26,C11,SFO,DFW,37472.0,48051.0,10579.0,8778.999994829996,2351,120,96,10:24 -> 13:20,,0
27,T08,F27,C12,DFW,SFO,78368.0,88947.0,10579.0,8778.999994440499,2351,120,96,21:46 -> 00:42 (+1),,0
28,T09,F28,C13,DFW,LAX,20700.0,29623.0,8923.0,7122.999995877522,1983,120,96,05:45 -> 08:13,,0
29,T09,F29,C13,LAX,DFW,63467.0,72390.0,8923.0,7122.999996292487,1983,120,96,17:37 -> 20:06,,0
30,T10,F16,C07,ORD,MCO,19920.0,27210.0,7290.0,5489.999993101677,1620,160,128,05:32 -> 07:33,,0
31,T10,F17,C07,MCO,ORD,41258.26525412395,48548.26525412395,7290.0,5489.999991786837,1620,160,128,11:27 -> 13:29,01:58,1
32,T10,F32,C07,ORD,PHX,65390.0,75798.0,10408.0,8607.99999455338,2313,160,128,18:09 -> 21:03,,0
33,T11,F33,C15,DEN,JFK,20160.0,31900.0,11740.0,9939.999993261996,2609,200,160,05:36 -> 08:51,,0
34,T11,F34,C15,JFK,DFW,56826.0,66879.0,10053.0,8252.999994838885,2234,200,160,15:47 -> 18:34,,0
35,T12,F35,C16,MCO,DTW,20880.0,27823.0,6943.0,5142.999995429511,1543,160,128,05:48 -> 07:43,,0
36,T12,F36,C16,DTW,ATL,51816.0,56127.0,4311.0,2510.9999966919554,958,160,128,14:23 -> 15:35,,0
37,T12,F37,C16,ATL,DTW,73588.99999999996,77899.99999999996,4311.0,2510.999997356232,958,160,128,20:26 -> 21:38,,0
38,T12,F38,C10,DTW,DFW,84311.0,91448.0,7137.0,5337.000543999249,1586,160,128,23:25 -> 01:24 (+1),,0
39,T13,F39,C17,ATL,ORD,20940.0,25332.0,4392.0,2591.999998427185,976,120,96,05:49 -> 07:02,,0
40,T13,F40,C17,ORD,ATL,35320.0,39712.0,4392.0,2591.9999979240124,976,120,96,09:48 -> 11:01,,0
41,T13,F41,C17,ATL,MIA,71450.99999999996,75765.99999999996,4315.0,2514.9999969739392,959,120,96,19:50 -> 21:02,,0
42,T13,F42,C17,MIA,ATL,79165.0,83480.0,4315.0,2514.999997468392,959,120,96,21:59 -> 23:11,,0
43,T14,F43,C18,LGA,ORD,19800.0,25096.0,5296.0,3495.9999983490206,1177,200,160,05:30 -> 06:58,,0
44,T14,F44,C18,ORD,BOS,37568.0,43827.0,6259.0,4458.999997747156,1391,200,160,10:26 -> 12:10,,0
45,T14,F45,C18,BOS,DFW,79807.0,91097.0,11290.0,9489.99999365519,2509,200,160,22:10 -> 01:18 (+1),,0
46,T15,F46,C19,ATL,MCO,20760.0,23685.0,2925.0,1124.9999995233966,650,200,160,05:46 -> 06:34,,0
47,T15,F47,C19,MCO,ATL,46290.0,49215.0,2925.0,1124.9999992907187,650,200,160,12:51 -> 13:40,,0
48,T15,F48,C19,ATL,MCO,74562.99999999996,77487.99999999996,2925.0,1124.999999383075,650,200,160,20:42 -> 21:31,,0
49,T15,F49,C19,MCO,ATL,83247.0,86172.0,2925.0,1124.9999995222145,650,200,160,23:07 -> 23:56,,0
50,T16,F50,C20,LAS,SEA,19800.0,26077.0,6277.0,4476.999997736603,1395,120,96,05:30 -> 07:14,,0
51,T16,F51,C20,SEA,DEN,36757.0,44159.0,7402.0,5601.999996988502,1645,120,96,10:12 -> 12:15,,0
52,T16,F52,C02,DEN,EWR,76491.93880720779,88083.93880720779,11592.0,9791.999993411191,2576,120,96,21:14 -> 00:28 (+1),00:24,2
53,T17,F53,C21,DEN,SFO,26632.671332957827,33616.67133295783,6984.0,5183.99999726423,1552,200,160,07:23 -> 09:20,01:47,1
54,T17,F54,C21,SFO,DEN,35416.67133295782,42400.67133295782,6984.0,5184.000855183689,1552,200,160,09:50 -> 11:46,00:28,2
55,T17,F55,C20,DEN,SFO,55021.0,62005.0,6984.0,5183.999997273313,1552,200,160,15:17 -> 17:13,,0
56,T17,F56,C22,SFO,DEN,73026.0,80010.0,6984.0,5183.999997268463,1552,200,160,20:17 -> 22:13,,0
57,T18,F57,C23,MSP,BOS,20220.0,28338.0,8118.0,6317.999996601123,1804,120,96,05:37 -> 07:52,,0
58,T18,F58,C23,BOS,MSP,59447.999999999956,67565.99999999996,8118.0,6317.999996674401,1804,120,96,16:30 -> 18:46,,0
59,T18,F59,C24,MSP,CLT,76753.99397064767,83485.99397064767,6732.0,4931.999997421467,1496,120,96,21:19 -> 23:11,01:01,1
60,T19,F60,C25,MSP,BOS,20580.0,28698.0,8118.0,6317.999996450944,1804,120,96,05:43 -> 07:58,,0
61,T19,F61,C25,BOS,MSP,53996.99999999996,62114.99999999996,8118.0,6317.999996546148,1804,120,96,14:59 -> 17:15,,0
