Rec_itin,Skd_itin,Rec_flights,Skd_flights,Pax,From,To,RDT,RAT,Arr_delay,Cost,Rec_string
I43,I43,F42,F42,96,MIA,ATL,79165.0,83480.0,0.0,0.0,21:59 -> 23:11
I44,I44,F43,F43,160,LGA,ORD,19800.0,25096.0,0.0,0.0,05:30 -> 06:58
I45,I45,F39-F44,F39-F44,44,ATL,BOS,20940.0,43827.0,0.0,0.0,05:49 -> 12:10
I46,I46,F44,F44,72,ORD,BOS,37568.0,43827.0,0.0,0.0,10:26 -> 12:10
I47,I47,F44-F45,F44-F45,44,ORD,DFW,37568.0,91097.0,0.0,0.0,10:26 -> 01:18 (+1)
I48,I48,F45,F45,116,BOS,DFW,79807.0,91097.0,0.0,0.0,22:10 -> 01:18 (+1)
I49,I49,F46,F46,160,ATL,MCO,20760.0,23685.0,0.0,0.0,05:46 -> 06:34
I50,I50,F47,F47,160,MCO,ATL,46290.0,49215.0,0.0,0.0,12:51 -> 13:40
I51,I51,F13-F48,F13-F48,40,BOS,MCO,20399.999999999985,77487.99999999996,0.0,0.0,05:39 -> 21:31
I52,I52,F40-F48,F40-F48,44,ORD,MCO,35320.0,77487.99999999996,0.0,0.0,09:48 -> 21:31
I53,I53,F48,F48,76,ATL,MCO,74562.99999999996,77487.99999999996,0.0,0.0,20:42 -> 21:31
I54,I54,F49,F49,160,MCO,ATL,83247.0,86172.0,0.0,0.0,23:07 -> 23:56
I55,I55,F50,F50,96,LAS,SEA,19800.0,26077.0,0.0,0.0,05:30 -> 07:14
I56,I56,F51,F51,96,SEA,DEN,36757.0,44159.0,0.0,0.0,10:12 -> 12:15
I57,I57,F52,F52,96,DEN,EWR,76491.93880720779,88083.93880720779,1482.9388072077854,2430.1,21:14 -> 00:28 (+1)
I58,I58,F53,F53,160,DEN,SFO,26632.671332957827,33616.67133295783,6472.671332957827,17678.2,07:23 -> 09:20
I59,I59,F54,F54,160,SFO,DEN,35416.67133295782,42400.67133295782,1737.6713329578197,4745.9,09:50 -> 11:46
I60,I60,F55,F55,160,DEN,SFO,55021.0,62005.0,0.0,0.0,15:17 -> 17:13
I61,I61,F56,F56,160,SFO,DEN,73026.0,80010.0,0.0,0.0,20:17 -> 22:13
I62,I62,F57,F57,96,MSP,BOS,20220.0,28338.0,0.0,0.0,05:37 -> 07:52
I63,I63,F58,F58,96,BOS,MSP,59447.999999999956,67565.99999999996,0.0,0.0,16:30 -> 18:46
I64,I64,F59,F59,96,MSP,CLT,76753.99397064767,83485.99397064767,3672.9939706476725,6019.0,21:19 -> 23:11
I65,I65,F60,F60,96,MSP,BOS,20580.0,28698.0,0.0,0.0,05:43 -> 07:58
I66,I66,F61,F61,96,BOS,MSP,53996.99999999996,62114.99999999996,0.0,0.0,14:59 -> 17:15
