From,To,Distance,Duration,Timestring
PHX,IAH,1620.9679939214436,7294,02:01
PHX,SEA,1781.8259442832737,8018,02:13
PHX,MCO,2969.692012596991,13363,03:42
PHX,EWR,3425.37162185069,15414,04:16
PHX,MSP,2051.7106660415748,9232,02:33
PHX,DTW,2683.983354211124,12077,03:21
PHX,BOS,3693.780521781085,16622,04:37
PHX,PHL,3332.828849552172,14997,04:09
PHX,LGA,3450.528030956757,15527,04:18
PHX,FLL,3168.913503870372,14260,03:57
PHX,BWI,3209.7414879116527,14443,04:00
PHX,DCA,3177.7231885651127,14299,03:58
MIA,ATL,959.0658848085762,4315,01:11
MIA,LAX,3762.6330733142595,16931,04:42
MIA,ORD,1930.0430093127009,8685,02:24
MIA,DFW,1802.171173453867,8109,02:15
MIA,JFK,1757.1239448166118,7907,02:11
MIA,DEN,2748.6957570680775,12369,03:26
MIA,SFO,4153.709053254592,18691,05:11
MIA,CLT,1049.4017343072949,4722,01:18
MIA,LAS,3494.1587120160725,15723,04:22
MIA,PHX,3168.272833258883,14257,03:57
MIA,IAH,1549.4076885061072,6972,01:56
MIA,SEA,4379.468034017042,19707,05:28
MIA,MCO,309.9735576529537,1394,00:23
MIA,EWR,1750.598704158276,7877,02:11
MIA,MSP,2418.078444370189,10881,03:01
MIA,DTW,1847.0830479308245,8311,02:18
MIA,BOS,2028.2843471864417,9127,02:32
MIA,PHL,1634.2426696813113,7354,02:02
MIA,LGA,1768.3797831376778,7957,02:12
MIA,FLL,33.990781826305756,152,00:02
MIA,BWI,1525.9452575907696,6866,01:54
MIA,DCA,1483.6040352212076,6676,01:51
IAH,ATL,1107.5641046665885,4984,01:23
IAH,LAX,2215.0765320376595,9967,02:46
IAH,ORD,1490.653941386294,6707,01:51
IAH,DFW,361.6211134413,1627,00:27
IAH,JFK,2277.8984061543533,10250,02:50
IAH,DEN,1387.4961450553908,6243,01:44
IAH,SFO,2627.190108450034,11822,03:17
IAH,CLT,1466.8987306939312,6601,01:50
IAH,LAS,1962.7919175802876,8832,02:27
IAH,PHX,1620.9679939214436,7294,02:01
IAH,MIA,1549.4076885061072,6972,01:56
IAH,SEA,3013.409303284224,13560,03:46
IAH,MCO,1372.002300888225,6174,01:42
IAH,EWR,2250.5481952126656,10127,02:48
IAH,MSP,1666.9139622967134,7501,02:05
IAH,DTW,1730.8750772134838,7788,02:09
IAH,BOS,2567.6489662539943,11554,03:12
IAH,PHL,2129.486450229047,9582,02:39
IAH,LGA,2277.1343364815507,10247,02:50
IAH,FLL,1551.5369723296699,6981,01:56
IAH,BWI,1985.7922060398007,8936,02:28
IAH,DCA,1941.6336508962577,8737,02:25
SEA,ATL,3504.9818990215454,15772,04:22
SEA,LAX,1536.911816157466,6916,01:55
SEA,ORD,2761.7554390435184,12427,03:27
SEA,DFW,2668.156672024137,12006,03:20
SEA,JFK,3886.6432856903352,17489,04:51
SEA,DEN,1645.0681048993868,7402,02:03
SEA,SFO,1093.061070171146,4918,01:21
SEA,CLT,3660.4106850906196,16471,04:34
SEA,LAS,1395.1111327578426,6278,01:44
SEA,PHX,1781.8259442832737,8018,02:13
SEA,MIA,4379.468034017042,19707,05:28
SEA,IAH,3013.409303284224,13560,03:46
SEA,MCO,4104.692265024552,18471,05:07
SEA,EWR,3854.8195013647673,17346,04:49
SEA,MSP,2244.8115555557856,10101,02:48
SEA,DTW,3093.0118269758636,13918,03:51
SEA,BOS,4005.5143682864073,18024,05:00
SEA,PHL,3817.65916367923,17179,04:46
SEA,LGA,3872.5451870652755,17426,04:50
SEA,FLL,4367.613796755584,19654,05:27
SEA,BWI,3748.14211304852,16866,04:41
SEA,DCA,3738.1479442218956,16821,04:40
MCO,ATL,650.7372434114833,2928,00:48
MCO,LAX,3562.319596454378,16030,04:27
MCO,ORD,1620.0853695678234,7290,02:01
MCO,DFW,1582.4179173743305,7120,01:58
MCO,JFK,1521.3907189596587,6846,01:54
MCO,DEN,2486.3493737572003,11188,03:06
MCO,SFO,3929.1517625090737,17681,04:54
MCO,CLT,755.20395785554,3398,00:56
MCO,LAS,3276.0974960363856,14742,04:05
MCO,PHX,2969.692012596991,13363,03:42
MCO,MIA,309.9735576529537,1394,00:23
MCO,IAH,1372.002300888225,6174,01:42
MCO,SEA,4104.692265024552,18471,05:07
MCO,EWR,1510.8839107388947,6798,01:53
MCO,MSP,2110.440266202219,9496,02:38
MCO,DTW,1543.6493518852822,6946,01:55
MCO,BOS,1805.9772573554342,8126,02:15
MCO,PHL,1388.5574081814557,6248,01:44
MCO,LGA,1530.9583333155497,6889,01:54
MCO,FLL,285.90179100894426,1286,00:21
MCO,BWI,1268.9994601548567,5710,01:35
MCO,DCA,1224.1285849226626,5508,01:31
EWR,ATL,1199.3180107435626,5396,01:29
EWR,LAX,3941.0157297639375,17734,04:55
EWR,ORD,1154.4552278334806,5195,01:26
EWR,DFW,2204.7931862722216,9921,02:45
EWR,JFK,33.39537024981225,150,00:02
EWR,DEN,2576.4099930608177,11593,03:13
EWR,SFO,4118.4062664704625,18532,05:08
EWR,CLT,850.2875701047756,3826,01:03
EWR,LAS,3576.0047312564425,16092,04:28
EWR,PHX,3425.37162185069,15414,04:16
EWR,MIA,1750.598704158276,7877,02:11
EWR,IAH,2250.5481952126656,10127,02:48
EWR,SEA,3854.8195013647673,17346,04:49
EWR,MCO,1510.8839107388947,6798,01:53
EWR,MSP,1618.7276790642488,7284,02:01
EWR,DTW,783.4756233004027,3525,00:58
EWR,BOS,322.30662449482594,1450,00:24
EWR,PHL,128.84374213692516,579,00:09
EWR,LGA,26.66717284059805,120,00:02
EWR,FLL,1716.8351970204744,7725,02:08
EWR,BWI,271.78602844413376,1223,00:20
EWR,DCA,319.3408526232778,1437,00:23
MSP,ATL,1459.7201432672448,6568,01:49
MSP,LAX,2467.297580171983,11102,03:05
MSP,ORD,536.9960616267083,2416,00:40
MSP,DFW,1372.5798108035008,6176,01:42
MSP,JFK,1651.276266832761,7430,02:03
MSP,DEN,1092.3539738173697,4915,01:21
MSP,SFO,2551.391736295383,11481,03:11
MSP,CLT,1496.075281763175,6732,01:52
MSP,LAS,2087.7686600472025,9394,02:36
MSP,PHX,2051.7106660415748,9232,02:33
MSP,MIA,2418.078444370189,10881,03:01
MSP,IAH,1666.9139622967134,7501,02:05
MSP,SEA,2244.8115555557856,10101,02:48
MSP,MCO,2110.440266202219,9496,02:38
MSP,EWR,1618.7276790642488,7284,02:01
MSP,DTW,848.2461779428537,3817,01:03
MSP,BOS,1804.2337899432255,8119,02:15
MSP,PHL,1574.425505828534,7084,01:58
MSP,LGA,1638.071721106548,7371,02:02
MSP,FLL,2396.0194112655886,10782,02:59
MSP,BWI,1503.629832206661,6766,01:52
MSP,DCA,1494.8481218411202,6726,01:52
DTW,ATL,958.198915018172,4311,01:11
DTW,LAX,3178.0424887998993,14301,03:58
DTW,ORD,376.3891526086194,1693,00:28
DTW,DFW,1586.4210132833791,7138,01:58
DTW,JFK,816.7240680428807,3675,01:01
DTW,DEN,1802.2992495098838,8110,02:15
DTW,SFO,3337.350001236348,15018,04:10
DTW,CLT,805.6972527326207,3625,01:00
DTW,LAS,2808.0235228592855,12636,03:30
DTW,PHX,2683.983354211124,12077,03:21
DTW,MIA,1847.0830479308245,8311,02:18
DTW,IAH,1730.8750772134838,7788,02:09
DTW,SEA,3093.0118269758636,13918,03:51
DTW,MCO,1543.6493518852822,6946,01:55
DTW,EWR,783.4756233004027,3525,00:58
DTW,MSP,848.2461779428537,3817,01:03
DTW,BOS,1014.9924033629942,4567,01:16
DTW,PHL,728.0532404503181,3276,00:54
DTW,LGA,805.1359215320504,3623,01:00
DTW,FLL,1818.2998681580286,8182,02:16
DTW,BWI,656.7387562962851,2955,00:49
DTW,DCA,651.250827037001,2930,00:48
BOS,ATL,1521.5558674247488,6847,01:54
BOS,LAX,4193.034874475856,18868,05:14
BOS,ORD,1391.0802467244537,6259,01:44
BOS,DFW,2509.2723714619283,11291,03:08
BOS,JFK,300.17838427613475,1350,00:22
BOS,DEN,2815.7352194623604,12670,03:31
BOS,SFO,4341.247628592987,19535,05:25
BOS,CLT,1170.676743178655,5268,01:27
BOS,LAS,3822.676127096147,17202,04:46
BOS,PHX,3693.780521781085,16622,04:37
BOS,MIA,2028.2843471864417,9127,02:32
BOS,IAH,2567.6489662539943,11554,03:12
BOS,SEA,4005.5143682864073,18024,05:00
BOS,MCO,1805.9772573554342,8126,02:15
BOS,EWR,322.30662449482594,1450,00:24
BOS,MSP,1804.2337899432255,8119,02:15
BOS,DTW,1014.9924033629942,4567,01:16
BOS,PHL,450.14259794653964,2025,00:33
BOS,LGA,296.6924359836991,1335,00:22
BOS,FLL,1994.305667378219,8974,02:29
BOS,BWI,594.0549402705112,2673,00:44
BOS,DCA,641.4739534042822,2886,00:48
PHL,ATL,1071.5944329490721,4822,01:20
PHL,LAX,3856.320231566688,17353,04:49
PHL,ORD,1088.3251728702246,4897,01:21
PHL,DFW,2092.879548087719,9417,02:36
PHL,JFK,150.6198209888097,677,00:11
PHL,DEN,2500.394050703631,11251,03:07
PHL,SFO,4047.7541377765338,18214,05:03
PHL,CLT,721.474218826168,3246,00:54
PHL,LAS,3494.4189360309083,15724,04:22
PHL,PHX,3332.828849552172,14997,04:09
PHL,MIA,1634.2426696813113,7354,02:02
PHL,IAH,2129.486450229047,9582,02:39
PHL,SEA,3817.65916367923,17179,04:46
PHL,MCO,1388.5574081814557,6248,01:44
PHL,EWR,128.84374213692516,579,00:09
PHL,MSP,1574.425505828534,7084,01:58
PHL,DTW,728.0532404503181,3276,00:54
PHL,BOS,450.14259794653964,2025,00:33
PHL,LGA,153.59485915046298,691,00:11
PHL,FLL,1600.629673977194,7202,02:00
PHL,BWI,144.8524271397875,651,00:10
PHL,DCA,191.6053070864896,862,00:14
LGA,ATL,1224.8692440629372,5511,01:31
LGA,LAX,3965.3293615821567,17843,04:57
LGA,ORD,1177.0567323049588,5296,01:28
LGA,DFW,2231.362682820555,10041,02:47
LGA,JFK,17.19856617113602,77,00:01
LGA,DEN,2599.8132118937087,11699,03:14
LGA,SFO,4141.008159746626,18634,05:10
LGA,CLT,874.9290547910581,3937,01:05
LGA,LAS,3599.9835939364443,16199,04:29
LGA,PHX,3450.528030956757,15527,04:18
LGA,MIA,1768.3797831376778,7957,02:12
LGA,IAH,2277.1343364815507,10247,02:50
LGA,SEA,3872.5451870652755,17426,04:50
LGA,MCO,1530.9583333155497,6889,01:54
LGA,EWR,26.66717284059805,120,00:02
LGA,MSP,1638.071721106548,7371,02:02
LGA,DTW,805.1359215320504,3623,01:00
LGA,BOS,296.6924359836991,1335,00:22
LGA,PHL,153.59485915046298,691,00:11
LGA,FLL,1734.5731694887581,7805,02:10
LGA,BWI,297.41762531869546,1338,00:22
LGA,DCA,344.7817091608286,1551,00:25
FLL,ATL,936.4426543712405,4213,01:10
FLL,LAX,3763.228373656468,16934,04:42
FLL,ORD,1905.3959954367676,8574,02:22
FLL,DFW,1798.9264400651753,8095,02:14
FLL,JFK,1723.2916611281576,7754,02:09
FLL,DEN,2739.036826638347,12325,03:25
FLL,SFO,4150.830925639249,18678,05:11
FLL,CLT,1019.2752697467839,4586,01:16
FLL,LAS,3492.10536125925,15714,04:21
FLL,PHX,3168.913503870372,14260,03:57
FLL,MIA,33.990781826305756,152,00:02
FLL,IAH,1551.5369723296699,6981,01:56
FLL,SEA,4367.613796755584,19654,05:27
FLL,MCO,285.90179100894426,1286,00:21
FLL,EWR,1716.8351970204744,7725,02:08
FLL,MSP,2396.0194112655886,10782,02:59
FLL,DTW,1818.2998681580286,8182,02:16
FLL,BOS,1994.305667378219,8974,02:29
FLL,PHL,1600.629673977194,7202,02:00
FLL,LGA,1734.5731694887581,7805,02:10
FLL,BWI,1492.712403266651,6717,01:51
FLL,DCA,1450.4858874048628,6527,01:48
BWI,ATL,927.5320501290009,4173,01:09
BWI,LAX,3739.9184895095864,16829,04:40
BWI,ORD,997.9718967120314,4490,01:14
BWI,DFW,1954.7712505267884,8796,02:26
BWI,JFK,295.3613611836023,1329,00:22
BWI,DEN,2393.5495646140735,10770,02:59
BWI,SFO,3944.3578943234397,17749,04:55
BWI,CLT,580.7090491379238,2613,00:43
BWI,LAS,3381.1247680078163,15215,04:13
BWI,PHX,3209.7414879116527,14443,04:00
BWI,MIA,1525.9452575907696,6866,01:54
BWI,IAH,1985.7922060398007,8936,02:28
BWI,SEA,3748.14211304852,16866,04:41
BWI,MCO,1268.9994601548567,5710,01:35
BWI,EWR,271.78602844413376,1223,00:20
BWI,MSP,1503.629832206661,6766,01:52
BWI,DTW,656.7387562962851,2955,00:49
BWI,BOS,594.0549402705112,2673,00:44
BWI,PHL,144.8524271397875,651,00:10
BWI,LGA,297.41762531869546,1338,00:22
BWI,FLL,1492.712403266651,6717,01:51
BWI,DCA,48.07225942703487,216,00:03
DCA,ATL,880.0945486243228,3960,01:06
DCA,LAX,3710.90382926005,16699,04:38
DCA,ORD,982.6203520192857,4421,01:13
DCA,DFW,1914.944492812406,8617,02:23
DCA,JFK,342.218685545247,1539,00:25
DCA,DEN,2369.193858610194,10661,02:57
DCA,SFO,3920.9543085030186,17644,04:54
DCA,CLT,532.6374151680554,2396,00:39
DCA,LAS,3353.5809573129213,15091,04:11
DCA,PHX,3177.7231885651127,14299,03:58
DCA,MIA,1483.6040352212076,6676,01:51
DCA,IAH,1941.6336508962577,8737,02:25
DCA,SEA,3738.1479442218956,16821,04:40
DCA,MCO,1224.1285849226626,5508,01:31
DCA,EWR,319.3408526232778,1437,00:23
DCA,MSP,1494.8481218411202,6726,01:52
DCA,DTW,651.250827037001,2930,00:48
DCA,BOS,641.4739534042822,2886,00:48
DCA,PHL,191.6053070864896,862,00:14
DCA,LGA,344.7817091608286,1551,00:25
DCA,FLL,1450.4858874048628,6527,01:48
DCA,BWI,48.07225942703487,216,00:03
