Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring
T12,F37,C05,ORD,MCO,76991,84281,7290,5490,1620,200,160,21:23 -> 23:24
T13,F38,C19,MCO,PHL,20760,27006,6246,4446,1388,160,128,05:46 -> 07:30
T13,F39,C19,PHL,CLT,58951,62195,3244,1444,721,160,128,16:22 -> 17:16
T13,F40,C12,CLT,PHL,80404,83648,3244,1444,721,160,128,22:20 -> 23:14
T14,F41,C20,ATL,MIA,20580,24895,4315,2515,959,160,128,05:43 -> 06:54
T14,F42,C14,MIA,DFW,55443,63552,8109,6309,1802,160,128,15:24 -> 17:39
T14,F43,C21,DFW,SEA,72474,84480,12006,10206,2668,160,128,20:07 -> 23:28
T15,F44,C22,SFO,PHX,19980,24687,4707,2907,1046,160,128,05:33 -> 06:51
T15,F45,C22,PHX,ORD,42329,52737,10408,8608,2313,160,128,11:45 -> 14:38
T15,F46,C23,ORD,SEA,57290,69714,12424,10624,2761,160,128,15:54 -> 19:21
T16,F47,C24,PHX,IAH,20460,27750,7290,5490,1620,160,128,05:41 -> 07:42
T16,F48,C24,IAH,ORD,42372,49077,6705,4905,1490,160,128,11:46 -> 13:37
T16,F49,C22,ORD,CLT,65205,69543,4338,2538,964,160,128,18:06 -> 19:19
T17,F50,C25,PHL,MSP,20880,27963,7083,5283,1574,120,96,05:48 -> 07:46
T17,F51,C15,MSP,PHL,63885,70968,7083,5283,1574,120,96,17:44 -> 19:42
T17,F52,C16,PHL,ORD,75714,80610,4896,3096,1088,120,96,21:01 -> 22:23
T18,F53,C26,DEN,IAH,20760,27001,6241,4441,1387,160,128,05:46 -> 07:30
T18,F54,C26,IAH,CLT,62545,69142,6597,4797,1466,160,128,17:22 -> 19:12
T18,F55,C19,CLT,IAH,76741,83338,6597,4797,1466,160,128,21:19 -> 23:08
T19,F56,C27,SEA,PHX,20100,28114,8014,6214,1781,200,160,05:35 -> 07:48
T19,F57,C27,PHX,SEA,39283,47297,8014,6214,1781,200,160,10:54 -> 13:08
T19,F58,C00,SEA,LAS,71256,77533,6277,4477,1395,200,160,19:47 -> 21:32
T20,F59,C28,SEA,LAX,21000,27912,6912,5112,1536,200,160,05:50 -> 07:45
T20,F60,C28,LAX,IAH,47618,57585,9967,8167,2215,200,160,13:13 -> 15:59
T20,F61,C29,IAH,MIA,66790,73760,6970,5170,1549,200,160,18:33 -> 20:29
T20,F62,C20,MIA,ATL,84944,89259,4315,2515,959,200,160,23:35 -> 00:47 (+1)
T21,F63,C30,SFO,DEN,19920,26904,6984,5184,1552,200,160,05:32 -> 07:28
T21,F64,C30,DEN,PHL,46938,58188,11250,9450,2500,200,160,13:02 -> 16:09
T21,F65,C15,PHL,ATL,75696,80515,4819,3019,1071,200,160,21:01 -> 22:21
T22,F66,C31,DEN,JFK,20700,32440,11740,9940,2609,120,96,05:45 -> 09:00
T22,F67,C31,JFK,DEN,44322,56062,11740,9940,2609,120,96,12:18 -> 15:34
T22,F68,C09,DEN,LAX,76925,83157,6232,4432,1385,120,96,21:22 -> 23:05
T23,F69,C32,PHX,ATL,20400,31870,11470,9670,2549,160,128,05:40 -> 08:51
T23,F70,C03,ATL,MSP,56016,62581,6565,4765,1459,160,128,15:33 -> 17:23
T24,F71,C33,LAX,ORD,20220,32829,12609,10809,2802,160,128,05:37 -> 09:07
T24,F72,C24,ORD,LAX,52503,65112,12609,10809,2802,160,128,14:35 -> 18:05
