Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring
T09,F32,C09,IAH,MFE,45428,47718,2290,490,509,120,96,12:37 -> 13:15
T09,F33,C09,MFE,IAH,59868,62158,2290,490,509,120,96,16:37 -> 17:15
T09,F34,C09,IAH,JAX,74994,80898,5904,4104,1312,120,96,20:49 -> 22:28
T10,F35,C10,GTR,JFK,19920,26827,6907,5107,1535,120,96,05:32 -> 07:27
T10,F36,C10,JFK,GTR,35199,42106,6907,5107,1535,120,96,09:46 -> 11:41
T10,F37,C10,GTR,DFW,66209,69755,3546,1746,788,120,96,18:23 -> 19:22
T11,F38,C11,TOL,JFK,20580,24387,3807,2007,846,120,96,05:43 -> 06:46
T11,F39,C11,JFK,DTW,40100,43772,3672,1872,816,120,96,11:08 -> 12:09
T11,F40,C11,DTW,DFW,62194,69331,7137,5337,1586,120,96,17:16 -> 19:15
T12,F41,C12,MSO,CLE,20100,31903,11803,10003,2623,120,96,05:35 -> 08:51
T12,F42,C12,CLE,FAY,54951,58366,3415,1615,759,120,96,15:15 -> 16:12
T12,F43,C12,FAY,BUF,67793,71771,3978,2178,884,120,96,18:49 -> 19:56
T13,F44,C13,ORF,CMH,19800,22842,3042,1242,676,120,96,05:30 -> 06:20
T13,F45,C13,CMH,ORF,32040,35082,3042,1242,676,120,96,08:54 -> 09:44
T13,F46,C13,ORF,CMH,53667,56709,3042,1242,676,120,96,14:54 -> 15:45
T13,F47,C13,CMH,DAL,77760,84406,6646,4846,1477,120,96,21:36 -> 23:26
T14,F48,C14,JAX,DAL,20700,27256,6556,4756,1457,120,96,05:45 -> 07:34
T14,F49,C14,DAL,JAX,30959,37515,6556,4756,1457,120,96,08:35 -> 10:25
T14,F50,C14,JAX,ATL,49914,51867,1953,153,434,120,96,13:51 -> 14:24
T14,F51,C14,ATL,OMA,65855,71799,5944,4144,1321,120,96,18:17 -> 19:56
T14,F52,C14,OMA,ATL,74033,79977,5944,4144,1321,120,96,20:33 -> 22:12
T15,F53,C15,DDC,LAX,21000,28704,7704,5904,1712,120,96,05:50 -> 07:58
T15,F54,C15,LAX,MCI,41236,51086,9850,8050,2189,120,96,11:27 -> 14:11
T15,F55,C15,MCI,LAX,61674,71524,9850,8050,2189,120,96,17:07 -> 19:52
T15,F56,C15,LAX,MCI,76563,86413,9850,8050,2189,120,96,21:16 -> 00:00 (+1)
T16,F57,C16,BWI,MSP,20280,27043,6763,4963,1503,120,96,05:38 -> 07:30
T16,F58,C16,MSP,LAX,35618,46719,11101,9301,2467,120,96,09:53 -> 12:58
T16,F59,C16,LAX,MSP,59705,70806,11101,9301,2467,120,96,16:35 -> 19:40
T16,F60,C17,MSP,DFW,76808,82982,6174,4374,1372,120,96,21:20 -> 23:03
T17,F61,C18,ABY,BNA,20400,22915,2515,715,559,120,96,05:40 -> 06:21
T17,F62,C18,BNA,DEN,32756,40077,7321,5521,1627,120,96,09:05 -> 11:07
T17,F63,C18,DEN,SFO,48941,55925,6984,5184,1552,120,96,13:35 -> 15:32
T17,F64,C18,SFO,DEN,59265,66249,6984,5184,1552,120,96,16:27 -> 18:24
T17,F65,C18,DEN,SFO,85595,92579,6984,5184,1552,120,96,23:46 -> 01:42 (+1)
T18,F66,C19,COU,CLT,19920,24766,4846,3046,1077,120,96,05:32 -> 06:52
T18,F67,C19,CLT,EWR,32671,36496,3825,2025,850,120,96,09:04 -> 10:08
T18,F68,C19,EWR,ATL,39790,45185,5395,3595,1199,120,96,11:03 -> 12:33
T18,F69,C19,ATL,EWR,62824,68219,5395,3595,1199,120,96,17:27 -> 18:56
T18,F70,C19,EWR,ATL,74868,80263,5395,3595,1199,120,96,20:47 -> 22:17
T18,F71,C14,ATL,EWR,85487,90882,5395,3595,1199,120,96,23:44 -> 01:14 (+1)
T19,F72,C20,SHD,DAL,20520,28296,7776,5976,1728,120,96,05:42 -> 07:51
T19,F73,C20,DAL,MSP,42292,48475,6183,4383,1374,120,96,11:44 -> 13:27
T19,F74,C20,MSP,GRR,70742,73689,2947,1147,655,120,96,19:39 -> 20:28
T19,F75,C20,GRR,MIA,82936,91747,8811,7011,1958,120,96,23:02 -> 01:29 (+1)
T20,F76,C21,BNA,DFW,19920,24483,4563,2763,1014,120,96,05:32 -> 06:48
T20,F77,C21,DFW,BNA,27835,32398,4563,2763,1014,120,96,07:43 -> 08:59
T20,F78,C21,BNA,RIC,41228,45035,3807,2007,846,120,96,11:27 -> 12:30
T20,F79,C21,RIC,SLC,55523,68982,13459,11659,2991,120,96,15:25 -> 19:09
T21,F80,C22,HSV,BOS,20340,27607,7267,5467,1615,120,96,05:39 -> 07:40
T21,F81,C22,BOS,CLT,48728,53993,5265,3465,1170,120,96,13:32 -> 14:59
T21,F82,C22,CLT,BOS,71166,76431,5265,3465,1170,120,96,19:46 -> 21:13
T22,F83,C23,CKB,BOS,20280,24091,3811,2011,847,120,96,05:38 -> 06:41
T22,F84,C23,BOS,DFW,35439,46729,11290,9490,2509,120,96,09:50 -> 12:58
T22,F85,C23,DFW,BOS,49828,61118,11290,9490,2509,120,96,13:50 -> 16:58
T22,F86,C23,BOS,DEN,74426,87093,12667,10867,2815,120,96,20:40 -> 00:11 (+1)
T23,F87,C24,FRD,MSP,20940,31258,10318,8518,2293,120,96,05:49 -> 08:40
T23,F88,C24,MSP,RSW,49439,59708,10269,8469,2282,120,96,13:43 -> 16:35
T23,F89,C24,RSW,MSP,64105,74374,10269,8469,2282,120,96,17:48 -> 20:39
T24,F90,C25,PRC,SMF,20340,24534,4194,2394,932,120,96,05:39 -> 06:48
T24,F91,C25,SMF,HOU,47669,59409,11740,9940,2609,120,96,13:14 -> 16:30
T24,F92,C25,HOU,SFO,80168,92088,11920,10120,2649,120,96,22:16 -> 01:34 (+1)
T25,F93,C26,DCA,ATL,19860,23820,3960,2160,880,120,96,05:31 -> 06:37
T25,F94,C26,ATL,RDU,47727,50301,2574,774,572,120,96,13:15 -> 13:58
T25,F95,C26,RDU,ATL,72898,75472,2574,774,572,120,96,20:14 -> 20:57
T25,F96,C19,ATL,DTW,87102,91413,4311,2511,958,120,96,00:11 (+1) -> 01:23 (+1)
T26,F97,C27,VPS,TUL,19920,24762,4842,3042,1076,120,96,05:32 -> 06:52
T26,F98,C27,TUL,LAX,42749,52019,9270,7470,2060,120,96,11:52 -> 14:26
T26,F99,C27,LAX,DFW,59212,68135,8923,7123,1983,120,96,16:26 -> 18:55
T26,F100,C10,DFW,DEN,87066,91710,4644,2844,1032,120,96,00:11 (+1) -> 01:28 (+1)
T27,F101,C28,AZO,PHX,20400,31686,11286,9486,2508,120,96,05:40 -> 08:48
T27,F102,C28,PHX,ATL,55414,66884,11470,9670,2549,120,96,15:23 -> 18:34
T28,F103,C29,PSP,ATL,20520,33813,13293,11493,2954,120,96,05:42 -> 09:23
T28,F104,C29,ATL,BOS,54435,61279,6844,5044,1521,120,96,15:07 -> 17:01
T28,F105,C29,BOS,ATL,63559,70403,6844,5044,1521,120,96,17:39 -> 19:33
T28,F106,C26,ATL,DFW,82082,87365,5283,3483,1174,120,96,22:48 -> 00:16 (+1)
T29,F107,C30,ACV,LAS,20520,24790,4270,2470,949,120,96,05:42 -> 06:53
T29,F108,C30,LAS,LEX,30678,42859,12181,10381,2707,120,96,08:31 -> 11:54
T29,F109,C30,LEX,BOI,52974,65182,12208,10408,2713,120,96,14:42 -> 18:06
T29,F110,C30,BOI,TUS,73878,79971,6093,4293,1354,120,96,20:31 -> 22:12
T29,F111,C31,TUS,BOI,86889,92982,6093,4293,1354,120,96,00:08 (+1) -> 01:49 (+1)
T30,F112,C32,TWF,PDX,19920,23223,3303,1503,734,120,96,05:32 -> 06:27
T30,F113,C32,PDX,IAH,30460,43658,13198,11398,2933,120,96,08:27 -> 12:07
T30,F114,C32,IAH,PDX,66137,79335,13198,11398,2933,120,96,18:22 -> 22:02
T31,F115,C33,SCE,CLT,20340,23409,3069,1269,682,120,96,05:39 -> 06:30
T31,F116,C33,CLT,SCE,29796,32865,3069,1269,682,120,96,08:16 -> 09:07
T31,F117,C33,SCE,ORD,40807,44618,3811,2011,847,120,96,11:20 -> 12:23
T31,F118,C33,ORD,SCE,64248,68059,3811,2011,847,120,96,17:50 -> 18:54
T31,F119,C33,SCE,ORD,74779,78590,3811,2011,847,120,96,20:46 -> 21:49
T32,F120,C34,RFD,JFK,20880,26671,5791,3991,1287,120,96,05:48 -> 07:24
T32,F121,C34,JFK,GRR,44781,49299,4518,2718,1004,120,96,12:26 -> 13:41
T32,F122,C34,GRR,ATL,62159,66803,4644,2844,1032,120,96,17:15 -> 18:33
T32,F123,C28,ATL,DFW,76049,81332,5283,3483,1174,120,96,21:07 -> 22:35
T32,F124,C11,DFW,SLC,84687,91837,7150,5350,1589,120,96,23:31 -> 01:30 (+1)
T33,F125,C35,SUN,PHX,20640,25756,5116,3316,1137,120,96,05:44 -> 07:09
T33,F126,C35,PHX,CLE,35294,47849,12555,10755,2790,120,96,09:48 -> 13:17
T33,F127,C35,CLE,PHX,57045,69600,12555,10755,2790,120,96,15:50 -> 19:20
T33,F128,C36,PHX,IND,79570,90325,10755,8955,2390,120,96,22:06 -> 01:05 (+1)
T34,F129,C37,TOL,JFK,19860,23667,3807,2007,846,120,96,05:31 -> 06:34
T34,F130,C37,JFK,TOL,29837,33644,3807,2007,846,120,96,08:17 -> 09:20
T34,F131,C37,TOL,DCA,49736,52661,2925,1125,650,120,96,13:48 -> 14:37
T34,F132,C37,DCA,BDL,61116,63379,2263,463,503,120,96,16:58 -> 17:36
T34,F133,C37,BDL,FLL,79964,88473,8509,6709,1891,120,96,22:12 -> 00:34 (+1)
T35,F134,C38,SGF,CLT,20400,25521,5121,3321,1138,120,96,05:40 -> 07:05
T35,F135,C38,CLT,SGF,31131,36252,5121,3321,1138,120,96,08:38 -> 10:04
T35,F136,C38,SGF,SEA,56460,68218,11758,9958,2613,120,96,15:41 -> 18:56
T36,F137,C39,CGI,MIA,19920,26868,6948,5148,1544,120,96,05:32 -> 07:27
T36,F138,C39,MIA,JFK,39332,47238,7906,6106,1757,120,96,10:55 -> 13:07
T36,F139,C39,JFK,MIA,57665,65571,7906,6106,1757,120,96,16:01 -> 18:12
T36,F140,C39,MIA,ORD,74677,83362,8685,6885,1930,120,96,20:44 -> 23:09
T36,F141,C33,ORD,DEN,86203,92620,6417,4617,1426,120,96,23:56 -> 01:43 (+1)
T37,F142,C40,MHK,LGA,20820,29577,8757,6957,1946,120,96,05:47 -> 08:12
T37,F143,C40,LGA,MHK,32297,41054,8757,6957,1946,120,96,08:58 -> 11:24
T37,F144,C40,MHK,DTW,45851,51125,5274,3474,1172,120,96,12:44 -> 14:12
T37,F145,C40,DTW,LAS,63100,75736,12636,10836,2808,120,96,17:31 -> 21:02
T38,F146,C41,GRB,LAS,20220,31294,11074,9274,2461,120,96,05:37 -> 08:41
T38,F147,C41,LAS,GRB,49752,60826,11074,9274,2461,120,96,13:49 -> 16:53
T38,F148,C41,GRB,DCA,67728,72732,5004,3204,1112,120,96,18:48 -> 20:12
T38,F149,C41,DCA,ORD,87063,91482,4419,2619,982,120,96,00:11 (+1) -> 01:24 (+1)
T39,F150,C42,PGD,ATL,20220,23739,3519,1719,782,120,96,05:37 -> 06:35
T39,F151,C42,ATL,JFK,33198,38697,5499,3699,1222,120,96,09:13 -> 10:44
T39,F152,C42,JFK,DFW,40859,50912,10053,8253,2234,120,96,11:20 -> 14:08
T39,F153,C42,DFW,ORD,57544,63349,5805,4005,1290,120,96,15:59 -> 17:35
T39,F154,C42,ORD,DFW,79387,85192,5805,4005,1290,120,96,22:03 -> 23:39
T40,F155,C43,BQK,CMH,20820,25230,4410,2610,980,120,96,05:47 -> 07:00
T40,F156,C43,CMH,ORD,33094,35227,2133,333,474,120,96,09:11 -> 09:47
T40,F157,C43,ORD,CMH,46014,48147,2133,333,474,120,96,12:46 -> 13:22
T40,F158,C43,CMH,MIA,66946,74132,7186,5386,1597,120,96,18:35 -> 20:35
T41,F159,C44,VCT,JFK,20040,31177,11137,9337,2475,120,96,05:34 -> 08:39
T41,F160,C44,JFK,VCT,34411,45548,11137,9337,2475,120,96,09:33 -> 12:39
T41,F161,C44,VCT,JFK,62885,74022,11137,9337,2475,120,96,17:28 -> 20:33
T42,F162,C45,ICT,SEA,21000,31332,10332,8532,2296,120,96,05:50 -> 08:42
T42,F163,C45,SEA,STL,50619,62967,12348,10548,2744,120,96,14:03 -> 17:29
T42,F164,C45,STL,SLC,77200,85547,8347,6547,1855,120,96,21:26 -> 23:45
T42,F165,C21,SLC,SNA,88328,92585,4257,2457,946,120,96,00:32 (+1) -> 01:43 (+1)
T43,F166,C46,SMF,ORD,20400,33265,12865,11065,2859,120,96,05:40 -> 09:14
T43,F167,C46,ORD,PHL,39189,44085,4896,3096,1088,120,96,10:53 -> 12:14
T43,F168,C46,PHL,DFW,62681,72095,9414,7614,2092,120,96,17:24 -> 20:01
T44,F169,C47,BRO,ASE,19800,27549,7749,5949,1722,120,96,05:30 -> 07:39
T44,F170,C47,ASE,MCO,40963,52820,11857,10057,2635,120,96,11:22 -> 14:40
T44,F171,C47,MCO,ASE,66494,78351,11857,10057,2635,120,96,18:28 -> 21:45
T45,F172,C48,CLT,FLL,20340,24925,4585,2785,1019,120,96,05:39 -> 06:55
T45,F173,C48,FLL,CLT,37697,42282,4585,2785,1019,120,96,10:28 -> 11:44
T45,F174,C48,CLT,MIA,56525,61245,4720,2920,1049,120,96,15:42 -> 17:00
T45,F175,C43,MIA,CLT,86343,91063,4720,2920,1049,120,96,23:59 -> 01:17 (+1)
T46,F176,C49,CAE,STL,19980,24412,4432,2632,985,120,96,05:33 -> 06:46
T46,F177,C49,STL,LAX,48875,60377,11502,9702,2556,120,96,13:34 -> 16:46
T46,F178,C49,LAX,IAH,78119,88086,9967,8167,2215,120,96,21:41 -> 00:28 (+1)
T47,F179,C50,GCK,PDX,20520,29497,8977,7177,1995,120,96,05:42 -> 08:11
T47,F180,C50,PDX,GCK,31320,40297,8977,7177,1995,120,96,08:42 -> 11:11
T47,F181,C50,GCK,RNO,45041,52502,7461,5661,1658,120,96,12:30 -> 14:35
T47,F182,C50,RNO,SEA,76454,80535,4081,2281,907,120,96,21:14 -> 22:22
T48,F183,C51,HIB,OAK,20100,31867,11767,9967,2615,120,96,05:35 -> 08:51
T48,F184,C51,OAK,DAL,47231,57837,10606,8806,2357,120,96,13:07 -> 16:03
T48,F185,C51,DAL,PHX,68638,74987,6349,4549,1411,120,96,19:03 -> 20:49
T48,F186,C35,PHX,DAL,83349,89698,6349,4549,1411,120,96,23:09 -> 00:54 (+1)
T49,F187,C52,PSM,FLL,20040,29359,9319,7519,2071,120,96,05:34 -> 08:09
T49,F188,C52,FLL,CLT,49446,54031,4585,2785,1019,120,96,13:44 -> 15:00
T49,F189,C52,CLT,DEN,77181,86847,9666,7866,2148,120,96,21:26 -> 00:07 (+1)
T50,F190,C53,SHV,MDW,20100,25360,5260,3460,1169,120,96,05:35 -> 07:02
T50,F191,C53,MDW,SMF,28983,41911,12928,11128,2873,120,96,08:03 -> 11:38
T50,F192,C53,SMF,SEA,55619,60006,4387,2587,975,120,96,15:26 -> 16:40
T50,F193,C38,SEA,LAS,76659,82936,6277,4477,1395,120,96,21:17 -> 23:02
T51,F194,C54,LGA,JAX,20880,26919,6039,4239,1342,120,96,05:48 -> 07:28
T51,F195,C54,JAX,MDW,31686,37837,6151,4351,1367,120,96,08:48 -> 10:30
T51,F196,C54,MDW,EWR,50722,55856,5134,3334,1141,120,96,14:05 -> 15:30
T51,F197,C54,EWR,MDW,57761,62895,5134,3334,1141,120,96,16:02 -> 17:28
T51,F198,C54,MDW,EWR,77345,82479,5134,3334,1141,120,96,21:29 -> 22:54
T52,F199,C55,ABI,PHX,20040,25237,5197,3397,1155,120,96,05:34 -> 07:00
T52,F200,C55,PHX,ABI,34199,39396,5197,3397,1155,120,96,09:29 -> 10:56
T52,F201,C55,ABI,ABR,52448,58986,6538,4738,1453,120,96,14:34 -> 16:23
T52,F202,C55,ABR,ABI,80061,86599,6538,4738,1453,120,96,22:14 -> 00:03 (+1)
T53,F203,C56,EGE,LGA,20880,33444,12564,10764,2792,120,96,05:48 -> 09:17
T53,F204,C56,LGA,EGE,39325,51889,12564,10764,2792,120,96,10:55 -> 14:24
T53,F205,C56,EGE,DTW,70271,79239,8968,7168,1993,120,96,19:31 -> 22:00
T54,F206,C57,LGA,ORD,21000,26296,5296,3496,1177,120,96,05:50 -> 07:18
T54,F207,C57,ORD,ATL,28886,33278,4392,2592,976,120,96,08:01 -> 09:14
T54,F208,C57,ATL,ORD,45761,50153,4392,2592,976,120,96,12:42 -> 13:55
T54,F209,C57,ORD,DFW,67284,73089,5805,4005,1290,120,96,18:41 -> 20:18
T55,F210,C58,IAH,CLT,20100,26697,6597,4797,1466,120,96,05:35 -> 07:24
T55,F211,C58,CLT,IAH,49227,55824,6597,4797,1466,120,96,13:40 -> 15:30
T55,F212,C58,IAH,PHX,58846,66136,7290,5490,1620,120,96,16:20 -> 18:22
T56,F213,C59,LWS,LAS,20100,25297,5197,3397,1155,120,96,05:35 -> 07:01
T56,F214,C59,LAS,MDW,31554,42538,10984,9184,2441,120,96,08:45 -> 11:48
T56,F215,C59,MDW,MIA,48481,57053,8572,6772,1905,120,96,13:28 -> 15:50
T56,F216,C48,MIA,RDU,79249,84334,5085,3285,1130,120,96,22:00 -> 23:25
T57,F217,C60,MHT,ORD,20760,26848,6088,4288,1353,120,96,05:46 -> 07:27
T57,F218,C60,ORD,PHX,29509,39917,10408,8608,2313,120,96,08:11 -> 11:05
T57,F219,C60,PHX,LAS,63265,65110,1845,45,410,120,96,17:34 -> 18:05
T57,F220,C60,LAS,PHX,72532,74377,1845,45,410,120,96,20:08 -> 20:39
T58,F221,C61,HLN,AUS,20880,30789,9909,8109,2202,120,96,05:48 -> 08:33
T58,F222,C61,AUS,ATL,46246,52118,5872,4072,1305,120,96,12:50 -> 14:28
T58,F223,C61,ATL,AUS,57401,63273,5872,4072,1305,120,96,15:56 -> 17:34
T59,F224,C62,EYW,DTW,20040,28896,8856,7056,1968,120,96,05:34 -> 08:01
T59,F225,C62,DTW,EYW,40065,48921,8856,7056,1968,120,96,11:07 -> 13:35
T59,F226,C62,EYW,ROC,63967,73403,9436,7636,2097,120,96,17:46 -> 20:23
T59,F227,C62,ROC,DFW,84136,93289,9153,7353,2034,120,96,23:22 -> 01:54 (+1)
T60,F228,C63,MKG,LAX,19800,33106,13306,11506,2957,120,96,05:30 -> 09:11
T60,F229,C63,LAX,MKG,55421,68727,13306,11506,2957,120,96,15:23 -> 19:05
T60,F230,C63,MKG,PHL,83033,87465,4432,2632,985,120,96,23:03 -> 00:17 (+1)
T61,F231,C64,VLD,JFK,20940,27190,6250,4450,1389,120,96,05:49 -> 07:33
T61,F232,C64,JFK,VLD,40090,46340,6250,4450,1389,120,96,11:08 -> 12:52
T61,F233,C64,VLD,CLT,56508,58929,2421,621,538,120,96,15:41 -> 16:22
T61,F234,C64,CLT,ORD,77657,81995,4338,2538,964,120,96,21:34 -> 22:46
T62,F235,C65,PVU,LAX,20820,24937,4117,2317,915,120,96,05:47 -> 06:55
T62,F236,C65,LAX,PVU,30316,34433,4117,2317,915,120,96,08:25 -> 09:33
T62,F237,C65,PVU,LAX,36928,41045,4117,2317,915,120,96,10:15 -> 11:24
T62,F238,C65,LAX,DFW,54382,63305,8923,7123,1983,120,96,15:06 -> 17:35
T62,F239,C27,DFW,LAX,71230,80153,8923,7123,1983,120,96,19:47 -> 22:15
T63,F240,C66,PSM,JAX,20340,27976,7636,5836,1697,120,96,05:39 -> 07:46
T63,F241,C66,JAX,JFK,48798,54801,6003,4203,1334,120,96,13:33 -> 15:13
T63,F242,C44,JFK,IAH,78492,88738,10246,8446,2277,120,96,21:48 -> 00:38 (+1)
T64,F243,C67,IGM,CMH,20700,33160,12460,10660,2769,120,96,05:45 -> 09:12
T64,F244,C67,CMH,SLC,38681,49719,11038,9238,2453,120,96,10:44 -> 13:48
T64,F245,C67,SLC,CMH,66570,77608,11038,9238,2453,120,96,18:29 -> 21:33
T65,F246,C68,MIA,IND,20880,28282,7402,5602,1645,120,96,05:48 -> 07:51
T65,F247,C68,IND,ATL,50795,53927,3132,1332,696,120,96,14:06 -> 14:58
T65,F248,C34,ATL,SYR,69491,75237,5746,3946,1277,120,96,19:18 -> 20:53
T65,F249,C34,SYR,ATL,80398,86144,5746,3946,1277,120,96,22:19 -> 23:55
T65,F250,C29,ATL,IND,89546,92678,3132,1332,696,120,96,00:52 (+1) -> 01:44 (+1)
T66,F251,C69,BTR,IND,20220,25224,5004,3204,1112,120,96,05:37 -> 07:00
T66,F252,C69,IND,BTR,33446,38450,5004,3204,1112,120,96,09:17 -> 10:40
T66,F253,C69,BTR,TYS,62594,66585,3991,2191,887,120,96,17:23 -> 18:29
T66,F254,C69,TYS,ORD,78266,81704,3438,1638,764,120,96,21:44 -> 22:41
T67,F255,C70,LPS,LAX,20460,27925,7465,5665,1659,120,96,05:41 -> 07:45
T67,F256,C70,LAX,LPS,49173,56638,7465,5665,1659,120,96,13:39 -> 15:43
T67,F257,C70,LPS,MSP,64929,75216,10287,8487,2286,120,96,18:02 -> 20:53
T68,F258,C71,RNO,DFW,20640,30360,9720,7920,2160,120,96,05:44 -> 08:26
T68,F259,C71,DFW,HSV,49553,53904,4351,2551,967,120,96,13:45 -> 14:58
T68,F260,C71,HSV,CHS,66509,69438,2929,1129,651,120,96,18:28 -> 19:17
T68,F261,C71,CHS,MSP,80581,88451,7870,6070,1749,120,96,22:23 -> 00:34 (+1)
T69,F262,C72,IAD,ATL,20880,24745,3865,2065,859,120,96,05:48 -> 06:52
T69,F263,C72,ATL,MSN,32710,37835,5125,3325,1139,120,96,09:05 -> 10:30
T69,F264,C72,MSN,ATL,61932,67057,5125,3325,1139,120,96,17:12 -> 18:37
T69,F265,C68,ATL,MSN,81366,86491,5125,3325,1139,120,96,22:36 -> 00:01 (+1)
T70,F266,C73,MBS,DFW,20400,27748,7348,5548,1633,120,96,05:40 -> 07:42
T70,F267,C73,DFW,MBS,43492,50840,7348,5548,1633,120,96,12:04 -> 14:07
T70,F268,C73,MBS,DEN,68841,76725,7884,6084,1752,120,96,19:07 -> 21:18
T71,F269,C74,CDC,LAX,19980,22837,2857,1057,635,120,96,05:33 -> 06:20
T71,F270,C74,LAX,DEN,36547,42779,6232,4432,1385,120,96,10:09 -> 11:52
T71,F271,C74,DEN,SAT,63769,69524,5755,3955,1279,120,96,17:42 -> 19:18
T72,F272,C75,EUG,AUS,20580,32838,12258,10458,2724,120,96,05:43 -> 09:07
T72,F273,C75,AUS,LAN,37937,46122,8185,6385,1819,120,96,10:32 -> 12:48
T72,F274,C75,LAN,MLB,67380,74890,7510,5710,1669,120,96,18:43 -> 20:48
T72,F275,C75,MLB,LAN,79562,87072,7510,5710,1669,120,96,22:06 -> 00:11 (+1)
T73,F276,C76,ERI,DEN,20160,29448,9288,7488,2064,120,96,05:36 -> 08:10
T73,F277,C76,DEN,JFK,40394,52134,11740,9940,2609,120,96,11:13 -> 14:28
T73,F278,C66,JFK,DEN,70873,82613,11740,9940,2609,120,96,19:41 -> 22:56
T74,F279,C77,ATL,BOS,19860,26704,6844,5044,1521,120,96,05:31 -> 07:25
T74,F280,C77,BOS,PIT,48959,52541,3582,1782,796,120,96,13:35 -> 14:35
T74,F281,C77,PIT,BOS,65887,69469,3582,1782,796,120,96,18:18 -> 19:17
T74,F282,C22,BOS,DEN,79988,92655,12667,10867,2815,120,96,22:13 -> 01:44 (+1)
T75,F283,C78,FOD,MCO,20880,29659,8779,6979,1951,120,96,05:48 -> 08:14
T75,F284,C78,MCO,FOD,36383,45162,8779,6979,1951,120,96,10:06 -> 12:32
T75,F285,C78,FOD,MCO,70269,79048,8779,6979,1951,120,96,19:31 -> 21:57
T76,F286,C79,SMF,BOI,20940,24103,3163,1363,703,120,96,05:49 -> 06:41
T76,F287,C79,BOI,DEN,26260,30949,4689,2889,1042,120,96,07:17 -> 08:35
T76,F288,C79,DEN,IAH,50182,56423,6241,4441,1387,120,96,13:56 -> 15:40
T76,F289,C79,IAH,DEN,77842,84083,6241,4441,1387,120,96,21:37 -> 23:21
T77,F290,C80,PAH,PHL,20700,26176,5476,3676,1217,120,96,05:45 -> 07:16
T77,F291,C80,PHL,PAH,48384,53860,5476,3676,1217,120,96,13:26 -> 14:57
T77,F292,C80,PAH,PHL,58976,64452,5476,3676,1217,120,96,16:22 -> 17:54
