Rec_itin,Skd_itin,Rec_flights,Skd_flights,Pax,From,To,RDT,RAT,Arr_delay,Cost,Rec_string
I57,I57,F52,F52,96,DEN,EWR,75009.0,86601.0,0.0,0.0,20:50 -> 00:03 (+1)
I58,I58,F53,F53,160,DEN,SFO,26361.64282019427,33345.64282019427,6201.642820194269,16937.9,07:19 -> 09:15
I59,I59,F54,F54,160,SFO,DEN,40084.90031765229,47068.90031765229,6405.900317652289,17495.8,11:08 -> 13:04
I60,I60,F55,F55,160,DEN,SFO,60284.4017064763,67268.4017064763,5263.401706476303,14375.4,16:44 -> 18:41
I61,I61,F56,F56,160,SFO,DEN,80596.8398757028,87580.8398757028,7570.839875702804,20677.5,22:23 -> 00:19 (+1)
I62,I62,F57,F57,72,MSP,BOS,20615.205942107797,28733.20594210778,395.20594210777926,485.7,05:43 -> 07:58
I63,I63,F58,F58,96,BOS,MSP,66142.47161420129,74260.47161420125,6694.471614201248,10970.4,18:22 -> 20:37
I64,I64,F59,F59,96,MSP,CLT,73081.0,79813.0,0.0,0.0,20:18 -> 22:10
I65,I62,F60,F57,24,MSP,BOS,20580.0,28697.99999999998,359.9999999999818,147.5,05:43 -> 07:58
I65,I65,F60,F60,96,MSP,BOS,20580.0,28697.99999999998,0.0,0.0,05:43 -> 07:58
I66,I66,F61,F61,96,BOS,MSP,53996.99999999997,62114.99999999997,0.0,0.0,14:59 -> 17:15
